trait_level_effects_tables	0
trait_level	effect	effect_scope	value
wh2_main_skill_innate_hef_princess_army_7_energetic	wh_main_effect_force_army_battle_movement_speed	general_to_force_own	10
wh2_main_skill_innate_hef_princess_army_7_punitive	wh2_main_effect_force_stat_mod_ward_save_missile_enemy_army	region_to_force_enemy	-10
wh2_main_skill_innate_hef_princess_army_7_punitive	wh2_main_effect_tech_missile_damage_increase_hef_bow_units	general_to_force_own	20
wh2_main_skill_innate_hef_princess_army_7_punitive	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	15
wh2_main_skill_innate_hef_princess_battle_0_feeble	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	-30
wh2_main_skill_innate_hef_princess_battle_0_inaccurate	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	-10
wh2_main_skill_innate_hef_princess_battle_0_inaccurate	wh_main_effect_character_stat_mod_range	character_to_character_own	-20
wh2_main_skill_innate_hef_princess_battle_0_unfortunate	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	-10
wh2_main_skill_innate_hef_princess_battle_3_accurate	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	10
wh2_main_skill_innate_hef_princess_battle_3_accurate	wh_main_effect_character_stat_mod_range	character_to_character_own	10
wh2_main_skill_innate_hef_princess_battle_3_fortuitous	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	10
wh2_main_skill_innate_hef_princess_battle_3_well_founded	wh_main_effect_character_stat_mod_armour	character_to_character_own	20
wh2_main_skill_innate_hef_princess_battle_3_well_founded	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10
wh2_main_skill_innate_hef_princess_battle_7_charmed	wh_dlc03_effect_ability_enable_bound_amber_spear	character_to_character_own	1
wh2_main_skill_innate_hef_princess_battle_7_charmed	wh_main_effect_character_stat_mod_ward_save_magic	character_to_character_own	10
wh2_main_skill_innate_hef_princess_battle_7_charmed	wh_main_effect_character_stat_mod_ward_save_missile	character_to_character_own	20
wh2_main_skill_innate_hef_princess_battle_7_charmed	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	-5
wh2_main_skill_innate_hef_princess_battle_7_hawk_eyed	wh_main_effect_character_stat_mod_missile_damage	character_to_character_own	30
wh2_main_skill_innate_hef_princess_battle_7_hawk_eyed	wh_main_effect_character_stat_mod_range	character_to_character_own	30
wh2_main_skill_innate_hef_princess_battle_7_strong	wh_main_effect_character_stat_mod_armour	character_to_character_own	40
wh2_main_skill_innate_hef_princess_battle_7_strong	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	20
wh2_main_skill_innate_hef_princess_campaign_0_dullard	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own_unseen	-50
wh2_main_skill_innate_hef_princess_campaign_0_slovenly	wh2_main_effect_tech_upkeep_reduction_hef_archers_seaguard_reavers	general_to_force_own	10
wh2_main_skill_innate_hef_princess_campaign_0_tardy	wh2_main_effect_tech_upkeep_reduction_hef_chariots_boltthrowers	general_to_force_own	30
wh2_main_skill_innate_hef_princess_campaign_3_careful	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	12
wh2_main_skill_innate_hef_princess_campaign_3_careful	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own_unseen	15
wh2_main_skill_innate_hef_princess_campaign_3_example	wh2_main_effect_tech_missile_rate_of_fire_increase_hef_boltthrower	general_to_force_own	5
wh2_main_skill_innate_hef_princess_campaign_3_example	wh2_main_effect_tech_movement_speed_increase_hef_chariots	general_to_force_own	5
wh2_main_skill_innate_hef_princess_campaign_3_example	wh2_main_effect_tech_upkeep_reduction_hef_chariots_boltthrowers	general_to_force_own	-10
wh2_main_skill_innate_hef_princess_campaign_3_keen	wh2_main_effect_tech_upkeep_reduction_hef_archers_seaguard_reavers	general_to_force_own	-10
wh2_main_skill_innate_hef_princess_campaign_7_ardent	wh2_main_effect_skill_missile_range_increase_hef_archers_reavers_seaguard	general_to_force_own	10
wh2_main_skill_innate_hef_princess_campaign_7_ardent	wh2_main_effect_tech_upkeep_reduction_hef_archers_seaguard_reavers	general_to_force_own	-30
wh2_main_skill_innate_hef_princess_campaign_7_exemplar	wh2_main_effect_tech_missile_rate_of_fire_increase_hef_boltthrower	general_to_force_own	10
wh2_main_skill_innate_hef_princess_campaign_7_exemplar	wh2_main_effect_tech_movement_speed_increase_hef_chariots	general_to_force_own	10
wh2_main_skill_innate_hef_princess_campaign_7_exemplar	wh2_main_effect_tech_upkeep_reduction_hef_chariots_boltthrowers	general_to_force_own	-30
wh2_main_skill_innate_hef_princess_campaign_7_exemplar	wh2_main_effect_trait_unit_recruitment_duration_hef_chariot	character_to_province_own	-1
wh2_main_skill_innate_hef_princess_campaign_7_vigilant	wh2_main_effect_agent_action_success_chance_enemies	character_to_enemy_character_in_region	-10
wh2_main_skill_innate_hef_princess_campaign_7_vigilant	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	20
wh2_main_skill_innate_hef_princess_campaign_7_vigilant	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own_unseen	30
wh2_main_skill_innate_hef_teclis_agent_1	wh2_main_effect_agent_action_success_chance_mage_loremaster	faction_to_character_own	5
wh2_main_skill_innate_hef_teclis_agent_1	wh2_main_effect_skill_hef_reduction_action_cost_for_loremaster_mages	faction_to_character_own	-15
wh2_main_skill_innate_hef_teclis_agent_1	wh2_main_effect_skill_hef_ward_save_for_loremaster	faction_to_character_own	10
wh2_main_skill_innate_hef_teclis_agent_1	wh2_main_effect_skill_hef_ward_save_for_mages	faction_to_character_own	10
wh2_main_skill_innate_hef_teclis_agent_1	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	-1
wh2_main_skill_innate_hef_teclis_agent_1	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1
wh2_main_skill_innate_hef_teclis_preeminent_mage	wh_main_effect_ability_enable_fireball	character_to_character_own	1
wh2_main_skill_innate_hef_teclis_preeminent_mage	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	30
wh2_main_skill_innate_hef_tyrion_great_warrior	wh2_main_effect_tech_unit_xp_levels_hef_sea_guard	general_to_force_own	3
wh2_main_skill_innate_hef_tyrion_great_warrior	wh2_main_effect_upkeep_reduction_hef_spearmen_archers_silverhelms	general_to_force_own	-50
wh2_main_skill_innate_lzd_arrogant	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	10
wh2_main_skill_innate_lzd_arrogant	wh_main_effect_unit_enable_attribute_immune_to_psychology	character_to_character_own	1
wh2_main_skill_innate_lzd_humble	wh_main_effect_agent_recruitment_xp_all_agents	character_to_province_own	2
wh2_main_skill_innate_lzd_kroq_gar	wh2_main_effect_upkeep_reduction_lzd_saurus_coldones	general_to_force_own	-50
wh2_main_skill_innate_lzd_kroq_gar	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	25
wh2_main_skill_innate_lzd_kroq_gar	wh_main_effect_force_unit_stat_morale	general_to_force_own	10
wh2_main_skill_innate_lzd_mazdamundi_venerated	wh2_main_effect_upkeep_reduction_lzd_temple_guard	general_to_force_own	-50
wh2_main_skill_innate_lzd_pompous	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-4
wh2_main_skill_innate_lzd_uncompromising	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	15
wh2_main_skill_innate_skv_queek_gnawdwells_right_claw	wh2_main_effect_ability_army_enable_the_menace_below	character_to_force_own_unseen	1
wh2_main_skill_innate_skv_queek_gnawdwells_right_claw	wh2_main_effect_ability_army_num_uses_the_menace_below	character_to_force_own_unseen	2
wh2_main_skill_innate_skv_queek_gnawdwells_right_claw	wh2_main_effect_faction_trait_upkeep_reduction_skv_stormvermin_clanrats	general_to_force_own	-50
wh2_main_skill_innate_skv_queek_gnawdwells_right_claw	wh2_main_effect_percentage_of_xp_to_steal_from_characters_of_same_type_hidden	character_to_character_own	10
wh2_main_skill_innate_skv_sharp_claws	wh_main_effect_character_stat_mod_charge_add	character_to_character_own	4
wh2_main_skill_innate_skv_sharp_claws	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	5
wh2_main_skill_innate_skv_sharp_teeth	wh_main_effect_character_stat_mod_ap_damage	character_to_character_own	5
wh2_main_skill_innate_skv_sharp_teeth	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	3
wh2_main_skill_innate_skv_skrolk_plaguelord	wh2_main_effect_upkeep_reduction_skv_plague_units	general_to_force_own	-50
wh2_main_skill_innate_skv_skrolk_plaguelord	wh_main_effect_religion_conversion_skaven	character_to_character_own_provincetext	3
wh2_main_skill_innate_skv_sneaky	wh_main_effect_force_army_campaign_ambush_attack_success_chance	character_to_force_own_unseen	25
wh2_main_skill_innate_skv_warpstone_hoarder	wh2_main_effect_skv_warp_unit_upkeep_down	character_to_force_own	-12
wh2_main_skill_innate_vmp_dark_majesty	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	3
wh2_main_skill_innate_vmp_dark_majesty	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	20
wh2_main_skill_innate_vmp_devious	wh_main_effect_agent_action_cost_mod	character_to_character_provincewide	-10
wh2_main_skill_innate_vmp_devious	wh_main_effect_agent_action_success_chance	character_to_character_provincewide	5
wh2_main_skill_innate_vmp_dread_incarnate	wh_main_effect_unit_enable_attribute_terror	character_to_character_own	1
wh2_main_skill_innate_vmp_lore_keeper	wh_main_effect_building_construction_cost_mod	character_to_region_own	-10
wh2_main_skill_innate_vmp_master_of_the_black_arts	wh2_main_effect_force_stat_mod_miscast_chance	character_to_character_regionwide_local_region	-10
wh2_main_skill_innate_wef_ariels_chosen	wh_dlc05_effect_force_army_battle_melee_attack_during_forest	general_to_force_own	4
wh2_main_skill_innate_wef_ariels_chosen	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	10
wh2_main_skill_innate_wef_talon_of_kurnous	wh_main_effect_force_unit_stat_missile_range	character_to_force_own	10
wh_dlc03_skill_innate_bst_khazrak_the_one_eye	wh2_dlc11_effect_upkeep_reduction_bestigor	general_to_force_own	-30
wh_dlc03_skill_innate_bst_khazrak_the_one_eye	wh_dlc03_effect_lord_recruitment_duration_bestigors	general_to_force_own	-1
wh_dlc03_skill_innate_bst_khazrak_the_one_eye	wh_dlc03_effect_tech_recruitment_cost_reduction_bestigors	general_to_force_own	-50
wh_dlc03_skill_innate_bst_khazrak_the_one_eye	wh_dlc03_effect_tech_unit_xp_levels_bestigors	faction_to_character_own_unseen	3
wh_dlc03_skill_innate_bst_malagor	wh2_dlc11_effect_force_all_enemy_campaign_replenishment_rate	character_to_force_enemy_provincewide	-8
wh_dlc03_skill_innate_bst_malagor	wh_dlc03_effect_agent_recruitment_xp_wizard_beastmen	general_to_force_own	3
wh_dlc03_skill_innate_bst_malagor	wh_main_effect_force_army_battle_enemy_unit_morale	character_to_force_enemy_provincewide	-8
wh_dlc03_skill_innate_bst_morghur_shadowgave	wh_dlc03_effect_force_army_campaign_attrition_chaos_territory	character_to_force_enemy_provincewide	12
wh_dlc03_skill_innate_bst_morghur_shadowgave	wh_dlc03_effect_force_ward_save_missile_spawn	general_to_force_own	20
wh_dlc03_skill_innate_bst_morghur_shadowgave	wh_dlc05_morghur_trait_immortalitiy	character_to_character_own	-100
wh_dlc03_skill_innate_bst_morghur_shadowgave	wh_main_effect_tech_melee_attack_increase_chaos_spawns	general_to_force_own	8
wh_dlc04_skill_innate_emp_volkmar_the_grim	wh2_dlc11_effect_force_flagellants_campaign_replenishment_rate	general_to_force_own	30
wh_dlc04_skill_innate_emp_volkmar_the_grim	wh2_dlc11_effect_force_ward_save_physical	general_to_force_own	12
wh_dlc04_skill_innate_emp_volkmar_the_grim	wh_dlc04_effect_force_melee_defence_increase_flagellants	general_to_force_own	14
wh_dlc04_skill_innate_vmp_helman_ghorst	wh_main_effect_character_stat_enable_poison_attacks_dummy	general_to_force_own	1
wh_dlc04_skill_innate_vmp_vlad_von_carstein	wh_dlc04_effect_unit_enable_can_siege_dummy	character_to_character_own	1
wh_dlc04_skill_innate_vmp_vlad_von_carstein	wh_main_effect_unit_enable_attribute_guerrilla_deployment_dummy	general_to_force_own	1
wh_dlc04_skill_innate_vmp_vlad_von_carstein	wh_pro02_faction_trait_isabella_vlad_dummy	character_to_character_own	15
wh_dlc05_skill_innate_wef_ariels_chosen	wh_dlc05_effect_force_army_battle_melee_attack_during_forest	general_to_force_own	4
wh_dlc05_skill_innate_wef_ariels_chosen	wh_main_effect_military_force_winds_of_magic_depletion_mod_character	character_to_force_own_unseen	15
wh_dlc05_skill_innate_wef_durthu	wh2_dlc11_effect_charge_increase_wef_treespirits	general_to_force_own	10
wh_dlc05_skill_innate_wef_durthu	wh_dlc05_durthu_trait_effect_attrition_immunity	general_to_force_own_unseen	1
wh_dlc05_skill_innate_wef_durthu	wh_dlc05_effect_tech_upkeep_reduction_treespirits	general_to_force_own	-30
wh_dlc05_skill_innate_wef_orion	wh2_dlc11_effect_charge_bonus_increase_wild_riders	general_to_force_own	8
wh_dlc05_skill_innate_wef_orion	wh2_dlc11_effect_weapon_strength_increase_wild_riders	general_to_force_own	20
wh_dlc05_skill_innate_wef_talon_of_kurnous	wh_main_effect_force_unit_stat_missile_range	general_to_force_own	12
wh_dlc06_skill_innate_dwf_belegar	wh2_dlc11_effect_force_unit_stat_morale_versus_greenskins_skaven	general_to_force_own	10
wh_dlc06_skill_innate_dwf_belegar	wh_dlc04_effect_unit_enable_can_siege_dummy	character_to_character_own	1
wh_dlc06_skill_innate_dwf_belegar	wh_dlc06_effect_belegar_trait_enable_attribute_guerrilla_deployment_for_all_dummy	character_to_force_own_factionwide	1
wh_dlc06_skill_innate_grn_skarsnik	wh2_dlc11_effect_charge_increase_squig_hoppers	general_to_force_own	14
wh_dlc06_skill_innate_grn_skarsnik	wh_main_effect_conquest_enable_night_battles	character_to_character_own	1
wh_dlc06_skill_innate_grn_wurrzag	wh_dlc06_effect_character_stat_mod_ward_save_physical_savage	general_to_force_own	20
wh_dlc06_skill_innate_grn_wurrzag	wh_dlc06_effect_upkeep_savage_orcs	general_to_force_own	-50
wh_dlc06_skill_innate_grn_wurrzag	wh_main_effect_tech_recruitment_cost_reduction_savage_orcs	general_to_force_own	-50
wh_dlc07_brt_skill_innate_all_honourable	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	5
wh_dlc07_brt_skill_innate_all_honourable	wh_main_effect_character_stat_mod_morale	character_to_character_own	10
wh_dlc07_brt_skill_innate_all_intelligent	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	5
wh_dlc07_brt_skill_innate_all_intelligent	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	5
wh_dlc07_brt_skill_innate_all_intelligent	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	10
wh_dlc07_brt_skill_innate_all_intelligent	wh_main_effect_name_epithet_brt_the_astute	character_to_character_own	1
wh_dlc07_brt_skill_innate_all_intelligent	wh_main_effect_name_epithet_chs_the_astute	character_to_character_own	1
wh_dlc07_brt_skill_innate_all_intelligent	wh_main_effect_name_epithet_dwf_the_astute	character_to_character_own	1
wh_dlc07_brt_skill_innate_all_intelligent	wh_main_effect_name_epithet_emp_the_astute	character_to_character_own	1
wh_dlc07_brt_skill_innate_all_intelligent	wh_main_effect_name_epithet_grn_the_astute	character_to_character_own	1
wh_dlc07_brt_skill_innate_all_intelligent	wh_main_effect_name_epithet_vmp_the_astute	character_to_character_own	1
wh_dlc07_brt_skill_innate_all_magnanimous	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	5
wh_dlc07_brt_skill_innate_all_magnanimous	wh_main_effect_economy_gdp_mod_all	character_to_region_own	5
wh_dlc07_brt_skill_innate_all_melancholic	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	5
wh_dlc07_brt_skill_innate_all_melancholic	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	-5
wh_dlc07_brt_skill_innate_all_melancholic	wh_main_effect_public_order_characters_negative	character_to_enemy_province	-1
wh_dlc07_brt_skill_innate_all_phlegmatic	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	5
wh_dlc07_brt_skill_innate_all_phlegmatic	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	5
wh_dlc07_brt_skill_innate_all_phlegmatic	wh_main_effect_public_order_characters	character_to_province_own	1
wh_dlc07_brt_skill_innate_all_sanguine	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	5
wh_dlc07_brt_skill_innate_all_sanguine	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-3
wh_dlc07_brt_skill_innate_all_sanguine	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh_dlc07_brt_skill_innate_all_uncompromising	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	5
wh_dlc07_brt_skill_innate_all_uncompromising	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	10
wh_dlc07_skill_brt_innate_fay_enchantress	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_dlc07_skill_brt_innate_fay_enchantress	wh_main_effect_ability_enable_blessing_of_the_lady	character_to_character_own	1
wh_dlc07_skill_brt_innate_fay_enchantress	wh_main_effect_unit_enable_attribute_fear	character_to_character_own	1
wh_dlc08_skill_innate_nor_throgg	wh_dlc04_effect_unit_enable_can_siege_dummy	character_to_character_own	1
wh_dlc08_skill_innate_nor_throgg	wh_dlc08_effect_throgg_attrition_immunity	general_to_force_own_unseen	1
wh_dlc08_skill_innate_nor_throgg	wh_main_effect_public_order_characters	character_to_province_own	1
wh_dlc08_skill_innate_nor_throgg	wh_main_effect_religion_conversion_chaos	character_to_character_own_provincetext	2
wh_dlc08_skill_innate_nor_wulfrik	wh_dlc04_effect_unit_enable_can_siege_dummy	character_to_character_own	1
wh_dlc08_skill_innate_nor_wulfrik	wh_dlc08_effect_unit_enable_attribute_fear_wulfrik	general_to_force_own	1
wh_dlc08_skill_innate_nor_wulfrik	wh_main_effect_force_all_campaign_reinforcement_range	character_to_character_own_armytext	30
wh_main_skill_innate_all_arrogant	wh_main_effect_character_stat_mod_morale	character_to_character_own	3
wh_main_skill_innate_all_arrogant	wh_main_effect_public_order_characters	character_to_province_own	-1
wh_main_skill_innate_all_blind	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	3
wh_main_skill_innate_all_blind	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	-3
wh_main_skill_innate_all_blood_feud	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	4
wh_main_skill_innate_all_blood_feud	wh_main_effect_character_stat_mod_morale	character_to_character_own	6
wh_main_skill_innate_all_boring	wh_main_effect_agent_movement_range_mod	character_to_character_own	-5
wh_main_skill_innate_all_boring	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	5
wh_main_skill_innate_all_boring	wh_main_effect_name_epithet_brt_lord_of_droners	character_to_character_own	1
wh_main_skill_innate_all_boring	wh_main_effect_name_epithet_chs_lord_of_droners	character_to_character_own	1
wh_main_skill_innate_all_boring	wh_main_effect_name_epithet_dwf_lord_of_droners	character_to_character_own	1
wh_main_skill_innate_all_boring	wh_main_effect_name_epithet_emp_lord_of_droners	character_to_character_own	1
wh_main_skill_innate_all_boring	wh_main_effect_name_epithet_grn_lord_of_droners	character_to_character_own	1
wh_main_skill_innate_all_boring	wh_main_effect_name_epithet_vmp_lord_of_droners	character_to_character_own	1
wh_main_skill_innate_all_charismatic	wh_main_effect_character_stat_mod_personal_aura_morale_effect	character_to_character_own	6
wh_main_skill_innate_all_choleric	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh_main_skill_innate_all_clumsy	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	10
wh_main_skill_innate_all_deformed	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-2
wh_main_skill_innate_all_easily_deceived	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	2
wh_main_skill_innate_all_easily_distracted	wh_main_effect_agent_movement_range_mod	character_to_character_own	-7
wh_main_skill_innate_all_easily_distracted	wh_main_effect_character_stat_mod_morale	character_to_character_own	2
wh_main_skill_innate_all_easily_trapped	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	3
wh_main_skill_innate_all_handsome	wh_main_effect_public_order_characters	character_to_province_own	1
wh_main_skill_innate_all_honourable	wh_main_effect_character_stat_mod_morale	character_to_character_own	10
wh_main_skill_innate_all_humble	wh_main_effect_character_stat_mod_personal_aura_size	character_to_character_own	15
wh_main_skill_innate_all_intelligent	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	5
wh_main_skill_innate_all_intelligent	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	10
wh_main_skill_innate_all_intelligent	wh_main_effect_name_epithet_brt_the_astute	character_to_character_own	1
wh_main_skill_innate_all_intelligent	wh_main_effect_name_epithet_chs_the_astute	character_to_character_own	1
wh_main_skill_innate_all_intelligent	wh_main_effect_name_epithet_dwf_the_astute	character_to_character_own	1
wh_main_skill_innate_all_intelligent	wh_main_effect_name_epithet_emp_the_astute	character_to_character_own	1
wh_main_skill_innate_all_intelligent	wh_main_effect_name_epithet_grn_the_astute	character_to_character_own	1
wh_main_skill_innate_all_intelligent	wh_main_effect_name_epithet_vmp_the_astute	character_to_character_own	1
wh_main_skill_innate_all_irresolute	wh_main_effect_agent_movement_range_mod	character_to_character_own	5
wh_main_skill_innate_all_irresolute	wh_main_effect_building_construction_cost_mod	character_to_region_own	4
wh_main_skill_innate_all_magnanimous	wh_main_effect_economy_gdp_mod_all	character_to_region_own	5
wh_main_skill_innate_all_maimed_arm	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	-6
wh_main_skill_innate_all_maimed_arm	wh_main_effect_force_unit_stat_melee_defence	general_to_force_own	3
wh_main_skill_innate_all_maimed_leg	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	-15
wh_main_skill_innate_all_maimed_leg	wh_main_effect_force_unit_stat_morale	general_to_force_own	3
wh_main_skill_innate_all_melancholic	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	-5
wh_main_skill_innate_all_melancholic	wh_main_effect_public_order_characters_negative	character_to_enemy_province	-1
wh_main_skill_innate_all_military_heritage	wh_main_effect_force_unit_stat_morale_foreign_territory	general_to_force_own	2
wh_main_skill_innate_all_phlegmatic	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	5
wh_main_skill_innate_all_phlegmatic	wh_main_effect_public_order_characters	character_to_province_own	1
wh_main_skill_innate_all_sanguine	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-3
wh_main_skill_innate_all_sanguine	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh_main_skill_innate_all_scar_disfiguring	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-3
wh_main_skill_innate_all_scar_disfiguring	wh_main_effect_name_epithet_brt_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_disfiguring	wh_main_effect_name_epithet_chs_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_disfiguring	wh_main_effect_name_epithet_dwf_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_disfiguring	wh_main_effect_name_epithet_emp_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_disfiguring	wh_main_effect_name_epithet_grn_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_disfiguring	wh_main_effect_name_epithet_vmp_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_distinguishing	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-2
wh_main_skill_innate_all_scar_distinguishing	wh_main_effect_name_epithet_brt_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_distinguishing	wh_main_effect_name_epithet_chs_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_distinguishing	wh_main_effect_name_epithet_dwf_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_distinguishing	wh_main_effect_name_epithet_emp_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_distinguishing	wh_main_effect_name_epithet_grn_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_scar_distinguishing	wh_main_effect_name_epithet_vmp_the_scarred	character_to_character_own	1
wh_main_skill_innate_all_sneaky	wh_main_effect_agent_action_success_chance	character_to_character_own	5
wh_main_skill_innate_all_spurned	wh_main_effect_character_stat_mod_morale	character_to_character_own	2
wh_main_skill_innate_all_spurned	wh_main_effect_public_order_characters	character_to_province_own	-1
wh_main_skill_innate_all_stupid	wh_main_effect_character_stat_mod_charge_bonus	character_to_character_own	10
wh_main_skill_innate_all_ugly	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	-5
wh_main_skill_innate_all_ugly	wh_main_effect_public_order_characters	character_to_province_own	-1
wh_main_skill_innate_all_uncompromising	wh_main_effect_agent_defence_wound_chance_mod	character_to_character_own	10
wh_main_skill_innate_brt_louen_leoncouer	wh2_dlc11_effect_bonus_melee_attack_fighting_against_bretonnia_enemies	general_to_force_own	8
wh_main_skill_innate_brt_louen_leoncouer	wh2_dlc11_effect_bonus_morale_fighting_against_bretonnia_enemies	general_to_force_own	12
wh_main_skill_innate_brt_louen_leoncouer	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_louen_leoncouer	wh_main_effect_ability_enable_blessing_of_the_lady	character_to_character_own	1
wh_main_skill_innate_brt_virtue_audacity	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_audacity	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	5
wh_main_skill_innate_brt_virtue_confidence	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_confidence	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh_main_skill_innate_brt_virtue_discipline	wh_dlc07_effect_battle_defence_knights_of_the_realm	general_to_force_own	10
wh_main_skill_innate_brt_virtue_discipline	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_duty	wh_dlc07_effect_battle_morale_knights	general_to_force_own	5
wh_main_skill_innate_brt_virtue_duty	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_heroism	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_heroism	wh_main_effect_character_stat_mod_bonus_v_large	character_to_character_own	8
wh_main_skill_innate_brt_virtue_ideal	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_ideal	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
wh_main_skill_innate_brt_virtue_ideal	wh_main_effect_character_stat_mod_melee_defence	character_to_character_own	5
wh_main_skill_innate_brt_virtue_impetuous_knight	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_impetuous_knight	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	10
wh_main_skill_innate_brt_virtue_joust	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_joust	wh_main_effect_force_army_battle_charge_bonus	character_to_character_own	15
wh_main_skill_innate_brt_virtue_knightly_temper	wh_dlc07_effect_chivalry_dummy	character_to_faction_unseen	10
wh_main_skill_innate_brt_virtue_knightly_temper	wh_main_effect_character_stat_mod_melee_attack	character_to_character_own	5
