cdir_events_payloads_tables	0
wh_main_payload_event_feasting_on_the_smallfolk_second	wh_main_payload_event_feasting_on_the_smallfolk_second
wh_main_payload_event_fresh_corpses	wh_main_payload_event_fresh_corpses
wh_main_payload_event_geheimnisnacht	wh_main_payload_event_geheimnisnacht
wh_main_payload_event_get_out_of_da_way_second	wh_main_payload_event_get_out_of_da_way_second
wh_main_payload_event_ghoul_swarm	wh_main_payload_event_ghoul_swarm
wh_main_payload_event_gork	wh_main_payload_event_gork
wh_main_payload_event_grave_rot	wh_main_payload_event_grave_rot
wh_main_payload_event_grudge_settled	wh_main_payload_event_grudge_settled
wh_main_payload_event_hexensnacht	wh_main_payload_event_hexensnacht
wh_main_payload_event_influence_of_nagash	wh_main_payload_event_influence_of_nagash
wh_main_payload_event_legacy_of_nagash_first	wh_main_payload_event_legacy_of_nagash_first
wh_main_payload_event_legacy_of_nagash_second	wh_main_payload_event_legacy_of_nagash_second
wh_main_payload_event_mad_cap_mushroom_shortage	wh_main_payload_event_mad_cap_mushroom_shortage
wh_main_payload_event_meddling_of_wizards	wh_main_payload_event_meddling_of_wizards
wh_main_payload_event_mork	wh_main_payload_event_mork
wh_main_payload_event_pleasure_palace_of_slaanesh	wh_main_payload_event_pleasure_palace_of_slaanesh
wh_main_payload_event_recruiting_shortage	wh_main_payload_event_recruiting_shortage
wh_main_payload_event_recruiting_surplus	wh_main_payload_event_recruiting_surplus
wh_main_payload_event_rogue_necromancer	wh_main_payload_event_rogue_necromancer
wh_main_payload_event_seal_the_hold	wh_main_payload_event_seal_the_hold
wh_main_payload_event_sky_saboteur	wh_main_payload_event_sky_saboteur
wh_main_payload_event_slayer_pilgrimage	wh_main_payload_event_slayer_pilgrimage
wh_main_payload_event_sneaky_gobbos	wh_main_payload_event_sneaky_gobbos
wh_main_payload_event_spider_boom	wh_main_payload_event_spider_boom
wh_main_payload_event_squig_rampage	wh_main_payload_event_squig_rampage
wh_main_payload_event_temple_of_skulls	wh_main_payload_event_temple_of_skulls
wh_main_payload_event_the_eye_closes_second	wh_main_payload_event_the_eye_closes_second
wh_main_payload_event_the_eye_opens_first	wh_main_payload_event_the_eye_opens_first
wh_main_payload_event_the_eye_opens_second	wh_main_payload_event_the_eye_opens_second
wh_main_payload_event_the_eye_opens_wider_first	wh_main_payload_event_the_eye_opens_wider_first
wh_main_payload_event_the_eye_opens_wider_second	wh_main_payload_event_the_eye_opens_wider_second
wh_main_payload_event_the_glower_of_morrslieb	wh_main_payload_event_the_glower_of_morrslieb
wh_main_payload_event_the_gods_are_angry_first	wh_main_payload_event_the_gods_are_angry_first
wh_main_payload_event_the_gods_are_angry_second	wh_main_payload_event_the_gods_are_angry_second
wh_main_payload_event_the_prince_of_nothing_first	wh_main_payload_event_the_prince_of_nothing_first
wh_main_payload_event_the_slayer_oath	wh_main_payload_event_the_slayer_oath
wh_main_payload_event_the_spawn_tide	wh_main_payload_event_the_spawn_tide
wh_main_payload_event_troll_migration	wh_main_payload_event_troll_migration
wh_main_payload_event_twin-tailed_comet_bad	wh_main_payload_event_twin-tailed_comet_bad
wh_main_payload_event_twin-tailed_comet_good	wh_main_payload_event_twin-tailed_comet_good
wh_main_payload_event_tzeentchian_cult	wh_main_payload_event_tzeentchian_cult
wh_main_payload_event_underway_upgraded	wh_main_payload_event_underway_upgraded
wh_main_payload_event_wanderin_gits_first	wh_main_payload_event_wanderin_gits_first
wh_main_payload_event_what_would_grungni_do_first	wh_main_payload_event_what_would_grungni_do_first
wh_main_payload_event_wheres_ma_teef_first	wh_main_payload_event_wheres_ma_teef_first
wh_main_payload_event_wheres_ma_teef_second	wh_main_payload_event_wheres_ma_teef_second
wh_main_payload_event_witch_hunter_incursion	wh_main_payload_event_witch_hunter_incursion
wh_main_payload_event_festag_faction	wh_main_payload_festag_faction
wh_main_payload_gdp_negative_region	wh_main_payload_gdp_negative_region
wh_main_payload_gdp_positive_region	wh_main_payload_gdp_positive_region
wh_main_payload_growth_negative_province	wh_main_payload_growth_negative_province
wh_main_payload_growth_positive_province	wh_main_payload_growth_positive_province
wh_main_payload_improved_agent_chs_champion_exalted_hero	wh_main_payload_improved_agent_chs_champion_exalted_hero
wh_main_payload_improved_agent_chs_wizard_chaos_sorceror	wh_main_payload_improved_agent_chs_wizard_chaos_sorceror
wh_main_payload_improved_agent_dwf_champion_thane	wh_main_payload_improved_agent_dwf_champion_thane
wh_main_payload_improved_agent_dwf_engineer	wh_main_payload_improved_agent_dwf_engineer
wh_main_payload_improved_agent_dwf_runesmith	wh_main_payload_improved_agent_dwf_runesmith
wh_main_payload_improved_agent_emp_champion_captain	wh_main_payload_improved_agent_emp_champion_captain
wh_main_payload_improved_agent_emp_dignitary_warrior_priest	wh_main_payload_improved_agent_emp_dignitary_warrior_priest
wh_main_payload_improved_agent_emp_spy_witch_hunter	wh_main_payload_improved_agent_emp_spy_witch_hunter
wh_main_payload_improved_agent_emp_wizard	wh_main_payload_improved_agent_emp_wizard
wh_main_payload_improved_agent_grn_spy_goblin_boss	wh_main_payload_improved_agent_grn_spy_goblin_boss
wh_main_payload_improved_agent_grn_wizard_shaman	wh_main_payload_improved_agent_grn_wizard_shaman
wh_main_payload_improved_agent_vmp_champion_wight_king	wh_main_payload_improved_agent_vmp_champion_wight_king
wh_main_payload_improved_agent_vmp_dignitary_vampire	wh_main_payload_improved_agent_vmp_dignitary_vampire
wh_main_payload_improved_agent_vmp_spy_banshee	wh_main_payload_improved_agent_vmp_spy_banshee
wh_main_payload_improved_agent_vmp_wizard_necromancer	wh_main_payload_improved_agent_vmp_wizard_necromancer
wh_main_payload_migration	wh_main_payload_migration
wh_main_payload_morale_all	wh_main_payload_morale_all
wh_main_payload_morale_army	wh_main_payload_morale_army
wh_main_payload_morale_navy	wh_main_payload_morale_navy
wh_main_payload_morale_versus_chaos	wh_main_payload_morale_versus_chaos
wh_main_payload_morale_versus_dwarfs	wh_main_payload_morale_versus_dwarfs
wh_main_payload_morale_versus_empire	wh_main_payload_morale_versus_empire
wh_main_payload_morale_versus_empire_negative	wh_main_payload_morale_versus_empire_negative
wh_main_payload_morale_versus_greenskins	wh_main_payload_morale_versus_greenskins
wh_main_payload_morale_versus_vampires	wh_main_payload_morale_versus_vampires
wh_main_payload_movement_restriction	wh_main_payload_movement_restriction
wh_main_payload_piracy_faction	wh_main_payload_piracy_faction
wh_main_payload_public_order_negative_province	wh_main_payload_public_order_negative_province
wh_main_payload_public_order_positive_province	wh_main_payload_public_order_positive_province
wh_main_payload_sacking_positive	wh_main_payload_sacking_positive
wh_main_payload_setback_lost_force	wh_main_payload_setback_lost_force
wh_main_payload_taxes	wh_main_payload_taxes
wh_main_payload_training_artillery	wh_main_payload_training_artillery
wh_main_payload_training_cavalry	wh_main_payload_training_cavalry
wh_main_payload_training_infantry_melee	wh_main_payload_training_infantry_melee
wh_main_payload_training_infantry_ranged	wh_main_payload_training_infantry_ranged
wh_main_payload_training_war_beasts	wh_main_payload_training_war_beasts
wh_main_payload_training_war_machines	wh_main_payload_training_war_machines
wh_main_payload_untainted	wh_main_payload_untainted
wh_main_payload_vampiric_corruption	wh_main_payload_vampiric_corruption
wh_pro01_payload_bugmens_treat	wh_pro01_payload_bugmens_treat
wh_pro01_bundle_god_choice_grimnir	wh_pro01_payload_god_choice_grimnir
wh_pro01_bundle_god_choice_grungni	wh_pro01_payload_god_choice_grungni
wh_pro01_bundle_god_choice_valaya	wh_pro01_payload_god_choice_valaya
wh_pro01_bundle_god_choice_white_dwarf	wh_pro01_payload_god_choice_white_dwarf
wh_pro01_payload_refuse_bugmens_treat	wh_pro01_payload_refuse_bugmens_treat
