cdir_events_dilemma_payloads_tables	2
choice_key	dilemma_key	id	payload_key	value
FIRST	wh_main_chs_the_eye_opens	166	wh_main_payload_event_the_eye_opens_first	DURATION[6]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_2_a	1660075242	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure]
FIRST	wh2_main_dilemma_loyalty_def_price_of_treachery_1	1661783359	TARGET	EVENT
SECOND	wh2_main_dilemma_loyalty_def_black_council_1	1663472883	TARGET	EVENT
SECOND	wh2_dlc09_tmb_dilemma_almighty_monuments	1664036367	wh2_dlc09_payload_dilemma_almighty_monuments_second	DURATION[10]
FIRST	wh2_main_lzd_magic_for_blades	1666030485	wh2_main_lzd_magic_for_blades_first	DURATION[10]
SECOND	wh2_main_dilemma_loyalty_positive_skv_dust_it_off	1666103199	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_skv_badly_mutated]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_2	1667	wh_dlc03_payload_prep_moon_bestial_rage_medium	DURATION[3];GLOBAL
FOURTH	wh2_main_hef_intrigue_the_caledor_question	1668204414	INFLUENCE	AMOUNT[14]
FIRST	wh_dlc08_nor_monster_hunt_3_dilemma_reward	1669499331	wh_dlc08_dummy_crow_allegiance	DURATION[0]
SECOND	wh2_main_lzd_new_blood	1669634647	SPAWN_AGENT	AGENT[champion];AP_FACTOR[1.0]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_3	1671	wh_dlc03_payload_prep_moon_bestial_rage_medium	DURATION[3];GLOBAL
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_4	1675	wh_dlc03_payload_prep_moon_bestial_rage_medium	DURATION[3];GLOBAL
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_5	1678	wh_dlc03_payload_prep_moon_bestial_rage_medium	DURATION[3];GLOBAL
FOURTH	wh2_dlc11_cst_dilemma_ocean_of_opportunities	1680229960	TEXT_DISPLAY	LOOKUP[dummy_ocean_of_opportunities_fourth]
SECOND	wh2_main_dilemma_loyalty_skv_pestilential_proposition_1	1681181043	TARGET	EVENT
FIRST	wh2_main_dilemma_loyalty_positive_def_assassin	1682299654	LOYALTY	AMOUNT[-2]
FOURTH	wh2_main_hef_intrigue_in_fighting	1684623845	TREASURY	AMOUNT[-1500]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_6	1687	wh_dlc03_payload_prep_moon_bestial_rage_medium	DURATION[3];GLOBAL
SECOND	wh2_main_def_names_of_power_ar_5_tideofbattle	1687628112	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ar_09_granitestance]
FIRST	wh2_dlc08_confederate_wh_dlc08_nor_helspire_tribe	1691426586	TEXT_DISPLAY	LOOKUP[dummy_confederate_wh_dlc08_nor_helspire_tribe]
FIRST	wh2_main_dilemma_loyalty_positive_skv_when_rats_fly	1691769328	TREASURY	AMOUNT[-3000]
FIRST	wh2_main_dilemma_loyalty_positive_skv_shiny_scale_stuff	1692800636	TREASURY	AMOUNT[-1500]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_7	1694	wh_dlc03_payload_prep_moon_bestial_rage_medium	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_positive_def_a_tribute	1695262921	LOYALTY	AMOUNT[1]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_3_c	1696085328	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_fight_chance]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_8	1698	wh_dlc03_payload_prep_moon_bestial_rage_medium	DURATION[3];GLOBAL
SECOND	wh_main_emp_looters	17	wh_main_payload_sacking_positive	DURATION[5]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_9	1700	wh_dlc03_payload_prep_moon_bestial_rage_medium	DURATION[3];GLOBAL
SECOND	wh2_main_dilemma_encounter_at_sea_3_a	1700318060	TEXT_DISPLAY	LOOKUP[dummy_wh2_main_campaign_encounter]
FIRST	wh2_dlc10_nor_monster_hunt_11_dilemma_reward	1700550200	wh_dlc08_dummy_crow_allegiance	DURATION[0]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_10	1702	wh_dlc03_payload_prep_moon_bestial_rage_medium	DURATION[3];GLOBAL
SECOND	wh2_dlc11_dilemma_neo_encounter_at_sea_2_c	1704467197	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure_minor]
SECOND	wh2_dlc08_confederate_wh_main_nor_graeling	1704614843	DIPLOMATIC_STANDING	AMOUNT[-3]
SECOND	wh2_main_hef_intrigue_they_who_whisper	1705082952	INFLUENCE	AMOUNT[-8]
FIRST	wh2_main_hef_intrigue_the_court_of_many_kings	1705492720	TREASURY	AMOUNT[-1500]
FIRST	wh2_main_dilemma_loyalty_positive_def_insurgents	1707038730	CHARACTER_EXPERIENCE	AMOUNT[750]
SECOND	wh2_main_lzd_seal_or_strike	1707093472	wh2_main_lzd_seal_or_strike_second	DURATION[5]
SECOND	wh2_dlc08_confederate_wh_dlc08_nor_norsca	1707728535	DIPLOMATIC_STANDING	AMOUNT[-3]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_11	1710	wh_dlc03_payload_prep_moon_movement_medium	DURATION[3];GLOBAL
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_12	1711	wh_dlc03_payload_prep_moon_movement_medium	DURATION[3];GLOBAL
SECOND	wh2_main_dilemma_loyalty_def_blessing_of_khaine_1	1713336134	TARGET	EVENT
SECOND	wh2_main_lzd_knowledge_regained	1715382609	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
FIRST	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_b	1716196417	TARGET	EVENT
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_13	1719	wh_dlc03_payload_prep_moon_movement_medium	DURATION[3];GLOBAL
SECOND	wh_dlc08_nor_rare_metal	1721969350	wh_dlc08_payload_rare_metal_second	DURATION[10]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_14	1722	wh_dlc03_payload_prep_moon_movement_medium	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	1724048896	TREASURY	AMOUNT[2500]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_15	1725	wh_dlc03_payload_prep_moon_movement_medium	DURATION[3];GLOBAL
SECOND	wh2_main_dilemma_loyalty_def_the_purge_1	1726068339	LOYALTY	AMOUNT[-1]
FIRST	wh_dlc07_brt_confederation_lyonesse	1728897122	TEXT_DISPLAY	LOOKUP[dummy_confederate_lyonesse]
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_1	1728980966	LOYALTY	AMOUNT[-1]
THIRD	wh_dlc08_nor_monster_hunt_2_dilemma_reward	1729341645	wh_dlc08_dummy_hound_allegiance	DURATION[0]
SECOND	wh_main_chs_the_eye_opens	173	wh_main_payload_event_the_eye_opens_second	DURATION[6]
FIRST	wh_dlc08_nor_prove_their_worth	1730385458	wh_dlc08_payload_prove_their_worth_first	DURATION[10]
THIRD	wh2_main_dilemma_loyalty_positive_def_the_curse_of_kurnous	1730459886	TREASURY	AMOUNT[-1000]
FIRST	wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	1731960773	LOYALTY	AMOUNT[-5]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_16	1732	wh_dlc03_payload_prep_moon_movement_medium	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_skv_pestilential_proposition_2_a	173258204	LOYALTY	AMOUNT[1]
SECOND	wh2_main_dilemma_loyalty_def_contest_of_claws_1	1734074054	LOYALTY	AMOUNT[-1]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_17	1739	wh_dlc03_payload_prep_moon_unit_exp_medium	DURATION[5];GLOBAL
FIRST	wh2_main_dilemma_loyalty_positive_skv_whisper_rumours	1740206040	LOYALTY	AMOUNT[-3]
SECOND	wh2_dlc08_confederate_wh_main_nor_skaeling	1741997037	TEXT_DISPLAY	LOOKUP[dummy_enemy_leader_killed]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_18	1745	wh_dlc03_payload_prep_moon_unit_exp_medium	DURATION[5];GLOBAL
SECOND	wh2_main_dilemma_loyalty_def_stitch_up_1	1747984641	TARGET	EVENT
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_19	1749	wh_dlc03_payload_prep_moon_unit_exp_medium	DURATION[5];GLOBAL
SECOND	wh2_dlc08_confederate_wh_dlc08_nor_helspire_tribe	1750044100	TEXT_DISPLAY	LOOKUP[dummy_enemy_leader_killed]
FOURTH	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	1753017143	wh2_main_dilemma_loyalty_positive_def_wrongly_accused_4	DURATION[8]
FIRST	wh2_main_dilemma_loyalty_def_blessing_of_khaine_1	1754620368	LOYALTY	AMOUNT[1]
THIRD	wh2_main_hef_intrigue_the_would_be_suitor	1755021794	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_follower_hef_priestess_isha]
SECOND	wh_dlc03_full_moon_preparations_lunar_eclipse_20	1756	wh_dlc03_payload_prep_moon_unit_stats_medium	DURATION[3];GLOBAL
FOURTH	wh2_dlc08_confederate_wh2_main_nor_mung	1758732675	TREASURY	AMOUNT[1000]
SECOND	wh2_main_hef_intrigue_the_court_of_many_kings	1761095616	INFLUENCE	AMOUNT[-5]
FIRST	wh2_main_dilemma_encounter_at_sea_2	1764459424	TEXT_DISPLAY	LOOKUP[dummy_wh2_main_combat_encounter]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_1	1765	wh_dlc03_payload_prep_moon_movement_medium	DURATION[3];GLOBAL
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b	1765190196	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b_second	DURATION[20]
FIRST	wh2_main_dilemma_ritual_of_vaul_5	1765613816	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_enchanted_item_ring_of_hukon]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_2	1766	wh_dlc03_payload_prep_moon_movement_medium	DURATION[3];GLOBAL
SECOND	wh2_main_dilemma_loyalty_positive_skv_loyal_musk	1768200999	TREASURY	AMOUNT[-2000]
SECOND	wh2_main_hef_intrigue_favour_of_the_phoenix	1769043597	wh2_main_hef_intrigue_favour_of_the_phoenix_second	DURATION[5]
FIRST	wh2_dlc11_cst_dilemma_camp_fortune	1769528638	SPAWN_AGENT	AGENT[engineer];AP_FACTOR[1.0]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_3	1770	wh_dlc03_payload_prep_moon_movement_medium	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_def_contest_of_claws_1	1771294986	TREASURY	AMOUNT[-2500]
SECOND	wh2_main_hef_intrigue_they_who_whisper	177152172	wh2_main_hef_intrigue_they_who_whisper_second	DURATION[5]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_4	1777	wh_dlc03_payload_prep_moon_movement_medium	DURATION[3];GLOBAL
FIRST	wh2_dlc09_tmb_dilemma_crumbling_buildings	1777331926	wh2_dlc09_payload_dilemma_crumbling_buildings_first	DURATION[10]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_2_b	1779702061	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_5	1784	wh_dlc03_payload_prep_moon_unit_exp_medium	DURATION[5];GLOBAL
FIRST	wh2_main_def_names_of_power_co_4_teacher	1784620888	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_co_05_spiteheart]
THIRD	wh2_main_hef_intrigue_favour_of_the_phoenix	1785788921	INFLUENCE	AMOUNT[-5]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_6	1786	wh_dlc03_payload_prep_moon_unit_exp_medium	DURATION[5];GLOBAL
FIRST	wh2_dlc08_confederate_wh_main_nor_skaeling	1787765892	TEXT_DISPLAY	LOOKUP[dummy_confederate_wh_main_nor_skaeling]
FIRST	wh2_main_dilemma_loyalty_positive_def_the_traitors	1793583580	wh2_main_dilemma_loyalty_positive_def_traitors_1	DURATION[8]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_7	1795	wh_dlc03_payload_prep_moon_unit_exp_medium	DURATION[5];GLOBAL
SECOND	wh2_main_hef_intrigue_the_would_be_suitor	1796955809	DIPLOMATIC_STANDING	AMOUNT[-2]
FIRST	wh2_dlc10_sword_of_khaine_lv2	1801192352	wh2_sword_of_khaine_3_dummy	DURATION[0]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_8	1804	wh_dlc03_payload_prep_moon_unit_stats_medium	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_encounter_at_sea_1	1805939613	TEXT_DISPLAY	LOOKUP[dummy_wh2_main_combat_encounter]
FIRST	wh2_main_dilemma_loyalty_def_sorceror_delinquent_1	1809192594	TARGET	EVENT
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_9	1810	wh_dlc03_payload_prep_moon_unit_stats_medium	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_positive_def_wrongly_accused	1810382449	WOUND_CHARACTER	
FOURTH	wh2_main_hef_intrigue_the_folly_of_youth	1810985418	wh2_main_hef_intrigue_the_folly_of_youth_fourth	DURATION[5]
SECOND	wh2_main_dilemma_loyalty_positive_def_the_beastmaster	1812560315	CHARACTER_EXPERIENCE	AMOUNT[1500]
THIRD	wh2_main_hef_intrigue_the_would_be_suitor	1814264822	INFLUENCE	AMOUNT[-12]
FIRST	wh2_main_def_names_of_power_ar_6_raid	1814630988	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ar_10_the_grey_vanquisher]
FIRST	wh2_dlc08_confederate_wh_main_nor_varg	1815197914	TEXT_DISPLAY	LOOKUP[dummy_confederate_wh_main_nor_varg]
SECOND	wh2_dlc08_confederate_wh_dlc08_nor_goromadny_tribe	1816940935	TEXT_DISPLAY	LOOKUP[dummy_enemy_leader_killed]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_10	1817	wh_dlc03_payload_prep_moon_growth_medium	DURATION[6];GLOBAL
FIRST	wh2_main_dilemma_loyalty_positive_def_a_tribute	1817151049	TREASURY	AMOUNT[2000]
THIRD	wh2_main_hef_intrigue_life_in_the_lagoon	1819990442	TREASURY	AMOUNT[-750]
FIRST	wh_dlc08_nor_bestial_servants	182004373	wh_dlc08_payload_bestial_servants_first	DURATION[15]
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_a	1820565498	LOYALTY	AMOUNT[-1]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_11	1821	wh_dlc03_payload_prep_moon_unit_exp_medium	DURATION[5];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_12	1824	wh_dlc03_payload_prep_moon_unit_exp_medium	DURATION[5];GLOBAL
THIRD	wh2_dlc08_confederate_wh_main_nor_bjornling	1825811241	DIPLOMATIC_STANDING	AMOUNT[3]
FIRST	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_1	1826419474	LOYALTY	AMOUNT[1]
SECOND	wh2_main_dilemma_loyalty_positive_def_the_statue	1826717920	TREASURY	AMOUNT[2500]
SECOND	wh2_main_def_names_of_power_ca_5_draft	1827788486	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ca_09_the_dark_marshall]
FIRST	wh_main_chs_the_eye_opens_wider	183	wh_main_payload_event_the_eye_opens_wider_first	DURATION[6]
THIRD	wh_dlc07_brt_confederation_bastonne	1831542354	TEXT_DISPLAY	LOOKUP[dummy_chivalry_increase]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_13	1833	wh_dlc03_payload_prep_moon_unit_exp_medium	DURATION[5];GLOBAL
FIRST	wh2_main_dilemma_loyalty_skv_shades_of_grey_2_a	1835506594	TARGET	EVENT
FIRST	wh2_dlc09_agent_choice	1835734706	TARGET	CAPITAL
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_14	1836	wh_dlc03_payload_prep_moon_unit_stats_medium	DURATION[3];GLOBAL
FOURTH	wh2_main_hef_intrigue_you_can_dance	1840257610	INFLUENCE	AMOUNT[-12]
FIRST	wh2_main_dilemma_loyalty_def_blessing_of_khaine_1	1840436319	TARGET	EVENT
THIRD	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	1841202947	TREASURY	AMOUNT[-750]
FIRST	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_1	184152405	LOYALTY	AMOUNT[1]
SECOND	wh2_main_dilemma_loyalty_positive_def_the_audience	1842894277	CHARACTER_EXPERIENCE	AMOUNT[6000]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_15	1845	wh_dlc03_payload_prep_moon_unit_stats_medium	DURATION[3];GLOBAL
FOURTH	wh2_main_hef_intrigue_signed_sealed_delivered	1845455711	INFLUENCE	AMOUNT[-7]
SECOND	wh2_main_def_names_of_power_ar_6_raid	1845705877	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ar_11_krakenclaw]
THIRD	wh2_dlc08_confederate_wh2_main_nor_aghol	1845709226	DIPLOMATIC_STANDING	AMOUNT[3]
FOURTH	wh2_main_dilemma_loyalty_positive_skv_loyal_musk	1848258384	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_skv_musk_of_the_overlord]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_16	1852	wh_dlc03_payload_prep_moon_growth_medium	DURATION[6];GLOBAL
SECOND	wh2_main_dilemma_loyalty_skv_the_skavenblight_question_2_b	1856206364	LOYALTY	AMOUNT[-1]
THIRD	wh2_main_hef_intrigue_the_caledor_question	1857195426	DIPLOMATIC_STANDING	AMOUNT[1]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_17	1861	wh_dlc03_payload_prep_moon_unit_stats_medium	DURATION[3];GLOBAL
SECOND	wh2_main_lzd_new_blood	1861414775	TARGET	CAPITAL
THIRD	wh2_main_hef_intrigue_in_fighting	1861603344	wh2_main_hef_intrigue_in_fighting_third	DURATION[5]
SECOND	wh_dlc07_brt_confederation_lyonesse	1862595359	TREASURY	AMOUNT[-5000]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_18	1864	wh_dlc03_payload_prep_moon_unit_stats_medium	DURATION[3];GLOBAL
SECOND	wh2_main_dilemma_loyalty_positive_def_the_traitors	1864172000	CHARACTER_EXPERIENCE	AMOUNT[1500]
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_19	1865	wh_dlc03_payload_prep_moon_growth_medium	DURATION[6];GLOBAL
THIRD	wh_dlc03_full_moon_preparations_lunar_eclipse_20	1872	wh_dlc03_payload_prep_moon_growth_medium	DURATION[6];GLOBAL
FIRST	wh2_dlc09_tmb_dilemma_liche_priest	1872928615	wh2_dlc09_payload_dilemma_liche_priest_first	DURATION[10]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_1	1873	wh_dlc03_payload_prep_moon_unit_exp_medium	DURATION[5];GLOBAL
THIRD	wh2_main_hef_intrigue_they_who_whisper	1876899841	wh2_main_hef_intrigue_they_who_whisper_third	DURATION[5]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_2	1880	wh_dlc03_payload_prep_moon_unit_stats_medium	DURATION[3];GLOBAL
FOURTH	wh2_dlc09_skv_tretch_lucky_skullhelm_stage_3	188336315	GIVE_TRAIT	TRAIT_KEY[wh2_dlc09_trait_spymaster]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_3_c	1883684452	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_treasure]
FIRST	wh2_dlc10_sword_of_khaine_lv2	1884144247	TEXT_DISPLAY	LOOKUP[dummy_sword_will_be_strong]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_3	1886	wh_dlc03_payload_prep_moon_growth_medium	DURATION[6];GLOBAL
SECOND	wh2_dlc11_cst_dilemma_shyish_wanes	1886892021	wh2_dlc11_payload_dilemma_shyish_wanes_second	DURATION[10]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_4	1887	wh_dlc03_payload_prep_moon_recruit_cost_medium	DURATION[3];GLOBAL
THIRD	wh2_main_hef_intrigue_the_hunt_and_the_hunter	1888670423	TREASURY	AMOUNT[-1500]
SECOND	wh2_main_dilemma_loyalty_skv_shades_of_grey_2_a	1889505053	wh2_main_dilemma_loyalty_skv_shades_of_grey_2_a_second	DURATION[20]
SECOND	wh2_dlc08_confederate_wh_main_nor_sarl	1891279359	DIPLOMATIC_STANDING	AMOUNT[-3]
SECOND	wh2_main_hef_intrigue_you_can_dance	1891899822	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_follower_hef_horsemaster]
FIRST	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b	1893435888	TARGET	EVENT
SECOND	wh2_main_def_names_of_power_co_6_hydra	1893463724	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_co_12_hydrablood]
FIRST	wh_dlc08_nor_monster_hunt_4_dilemma_reward	1894039815	wh_dlc08_dummy_crow_allegiance	DURATION[0]
FIRST	wh2_main_dilemma_loyalty_positive_def_the_black_council	1894392960	wh2_main_dilemma_loyalty_positive_def_black_council_1	DURATION[10]
SECOND	wh2_main_dilemma_loyalty_def_sunless_seas_1	1894991999	TARGET	EVENT
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_5	1897	wh_dlc03_payload_prep_moon_unit_stats_medium	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_6	1899	wh_dlc03_payload_prep_moon_growth_medium	DURATION[6];GLOBAL
SECOND	wh2_main_dilemma_loyalty_positive_skv_connivers	1899021071	TREASURY	AMOUNT[-1000]
SECOND	wh2_dlc11_cst_dilemma_ocean_of_opportunities	1899932035	TEXT_DISPLAY	LOOKUP[dummy_ocean_of_opportunities_second]
SECOND	wh2_main_hef_intrigue_the_would_be_suitor	1900174738	INFLUENCE	AMOUNT[20]
THIRD	wh2_main_dilemma_loyalty_positive_def_the_curse_of_kurnous	190080167	CHARACTER_EXPERIENCE	AMOUNT[750]
FIRST	wh2_main_lzd_ancient_skills	1902155442	wh2_main_lzd_ancient_skills_first	DURATION[10]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_7	1903	wh_dlc03_payload_prep_moon_recruit_cost_medium	DURATION[3];GLOBAL
SECOND	wh2_dlc11_cst_dilemma_rotten_wood	1907470171	wh2_dlc11_payload_dilemma_rotten_wood_second	DURATION[3]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_8	1909	wh_dlc03_payload_prep_moon_growth_medium	DURATION[6];GLOBAL
SECOND	wh2_main_dilemma_loyalty_positive_def_the_audience	1910227425	TREASURY	AMOUNT[-2000]
SECOND	wh2_main_dilemma_loyalty_positive_skv_keg_of_boom	191109887	TREASURY	AMOUNT[4000]
SECOND	wh2_dlc10_nor_monster_hunt_9_dilemma_reward	1911710056	wh_dlc08_dummy_eagle_allegiance	DURATION[0]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_9	1912	wh_dlc03_payload_prep_moon_recruit_cost_medium	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_10	1915	wh_dlc03_payload_prep_moon_recruit_cost_medium	DURATION[3];GLOBAL
FOURTH	wh2_main_hef_intrigue_the_hunt_and_the_hunter	1917273043	INFLUENCE	AMOUNT[-5]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_11	1921	wh_dlc03_payload_prep_moon_unit_stats_medium	DURATION[3];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_12	1923	wh_dlc03_payload_prep_moon_growth_medium	DURATION[6];GLOBAL
FIRST	wh_dlc07_brt_confederation_bordeleaux	192606822	TEXT_DISPLAY	LOOKUP[dummy_confederate_bordeleaux]
SECOND	wh_main_chs_the_eye_opens_wider	193	wh_main_payload_event_the_eye_opens_wider_second	DURATION[6]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_13	1930	wh_dlc03_payload_prep_moon_recruit_cost_medium	DURATION[3];GLOBAL
SECOND	wh_dlc08_nor_monster_hunt_5_dilemma_reward	193093503	wh_dlc08_dummy_eagle_allegiance	DURATION[0]
SECOND	wh2_main_dilemma_loyalty_positive_def_insurgents	193185729	wh2_main_dilemma_loyalty_positive_def_insurgents_2	DURATION[8]
THIRD	wh2_dlc09_great_vortex_skv_tretch_lucky_skullhelm_stage_3	1933599072	GIVE_TRAIT	TRAIT_KEY[wh2_dlc09_trait_patience]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_14	1937	wh_dlc03_payload_prep_moon_growth_medium	DURATION[6];GLOBAL
FIRST	wh2_dlc09_tmb_dilemma_almighty_monuments	1939219782	wh2_dlc09_payload_dilemma_almighty_monuments_first	DURATION[10]
THIRD	wh2_dlc08_confederate_wh_main_nor_varg	1939591409	DIPLOMATIC_STANDING	AMOUNT[3]
FIRST	wh2_main_dilemma_loyalty_positive_skv_mine_mine	194014365	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_skv_flayed_tail]
SECOND	wh2_dlc09_tmb_dilemma_the_banisher	1940863705	FACTION_POOLED_RESOURCE_TRANSACTION	RESOURCE[tmb_canopic_jars];FACTOR[wh2_dlc09_resource_factor_events];AMOUNT[40]
FIRST	wh2_main_lzd_a_deadly_price	1941209942	wh2_main_lzd_a_deadly_price_first	DURATION[6]
SECOND	wh2_main_lzd_war_babies	1942489142	wh2_main_lzd_war_babies_second	DURATION[5]
SECOND	wh2_dlc09_tmb_dilemma_crumbling_buildings	1942750780	FACTION_POOLED_RESOURCE_TRANSACTION	RESOURCE[tmb_canopic_jars];FACTOR[wh2_dlc09_resource_factor_events];AMOUNT[40]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_15	1945	wh_dlc03_payload_prep_moon_recruit_cost_medium	DURATION[3];GLOBAL
SECOND	wh_main_chs_the_eye_closes	195	wh_main_payload_event_the_eye_closes_second	DURATION[8]
SECOND	wh2_main_dilemma_loyalty_positive_def_the_curse_of_kurnous	1952040753	wh2_main_dilemma_loyalty_positive_def_curse_of_kurnous_2	DURATION[10]
THIRD	wh2_main_dilemma_loyalty_positive_def_the_dagger	1952674649	LOYALTY	AMOUNT[1]
FIRST	wh2_main_dilemma_loyalty_def_blessing_of_khaine_1	1953411346	wh_main_effect_campaign_enable_attrition	DURATION[1]
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_16	1955	wh_dlc03_payload_prep_moon_recruit_cost_medium	DURATION[3];GLOBAL
FIRST	wh2_main_dilemma_loyalty_positive_def_the_relic	195514451	LOYALTY	AMOUNT[-4]
THIRD	wh_dlc07_brt_confederation_bretonnia	1956060050	TEXT_DISPLAY	LOOKUP[dummy_chivalry_increase]
FIRST	wh2_main_dilemma_loyalty_def_black_dragon_egg_1	1956764975	LOYALTY	AMOUNT[1]
THIRD	wh2_dlc09_agent_choice	1957552200	TARGET	CAPITAL
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_17	1958	wh_dlc03_payload_prep_moon_growth_medium	DURATION[6];GLOBAL
FOURTH	wh_dlc03_full_moon_preparations_lunar_eclipse_18	1960	wh_dlc03_payload_prep_moon_recruit_cost_medium	DURATION[3];GLOBAL
FOURTH	wh2_main_hef_intrigue_the_would_be_suitor	1964924792	INFLUENCE	AMOUNT[10]
