incidents_tables	5
generate	key	ui_image	prioritised	event_category
false	wh_dlc07_qb_brt_alberic_trident_of_bordeleaux_stage_1	generic	true	Quest
false	wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_4	celebration	true	Quest
false	wh_dlc07_qb_brt_louen_sword_of_couronne_stage_0	civilisation_down	true	Quest
true	wh_dlc08_incident_nor_arctic_might	army_morale_up	false	Event
true	wh_dlc08_incident_nor_avenge_the_gods	politics	false	Event
true	wh_dlc08_incident_nor_blades_of_ice	civilisation_down	false	Event
true	wh_dlc08_incident_nor_blood_favours	faction	false	Event
true	wh_dlc08_incident_nor_dark_winnowing	generic	false	Event
true	wh_dlc08_incident_nor_fresh_meat	army_morale_up	false	Event
true	wh_dlc08_incident_nor_lean_times	army_morale_down	false	Event
true	wh_dlc08_incident_nor_midnight_sun	celebration	false	Event
true	wh_dlc08_incident_nor_phar_away_gold	faction	false	Event
true	wh_dlc08_incident_nor_sign_in_ice	generic	false	Event
true	wh_dlc08_incident_nor_unworldly_gift	generic	false	Event
true	wh_dlc08_incident_nor_useless_contraptions	civilisation_down	false	Event
false	wh_dlc08_qb_nor_monster_hunt_0_stage_3b	messenger	true	Quest
false	wh_dlc08_qb_nor_monster_hunt_1_stage_4	messenger	true	Quest
false	wh_dlc08_qb_nor_monster_hunt_2_stage_3b	messenger	true	Quest
false	wh_dlc08_qb_nor_monster_hunt_4_stage_3_2	messenger	true	Quest
false	wh_dlc08_qb_nor_monster_hunt_4_stage_3_2_mpc	messenger	true	Quest
false	wh_dlc08_qb_nor_monster_hunt_4_stage_3b	messenger	true	Quest
false	wh_main_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_1	generic	false	Quest
false	wh_main_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_2.3	generic	false	Quest
false	wh_main_emp_balthasar_gelt_amulet_of_sea_gold_stage_1.1	generic	false	Quest
false	wh_main_emp_balthasar_gelt_cloak_of_molten_metal_stage_5	generic	false	Quest
false	wh_main_emp_karl_franz_ghal_maraz_stage_2	generic	false	Quest
false	wh_main_emp_karl_franz_silver_seal_stage_2	generic	false	Quest
true	wh_main_incident_all_abandoned_settlement	civilisation_down	false	Setback
true	wh_main_incident_all_arcane_fulcrum	army_morale_up	false	Event
true	wh_main_incident_all_beastmen_raids	civilisation_down	false	Setback
true	wh_main_incident_all_blizzard	civilisation_down	false	Disaster
true	wh_main_incident_all_brigands	army_morale_down	false	Disaster
true	wh_main_incident_all_cataclysm_spell	settlement_lost	false	Disaster
true	wh_main_incident_all_chimera_frenzy	settlement_lost	false	Setback
true	wh_main_incident_all_destruction_of_the_shrines	settlement_lost	false	Religious
true	wh_main_incident_all_drought	civilisation_down	false	Disaster
false	wh_main_incident_all_drought_continues	civilisation_down	false	Disaster
true	wh_main_incident_all_earthquake	settlement_lost	false	Disaster
true	wh_main_incident_all_exodus	generic	false	Setback
true	wh_main_incident_all_face_of_the_dark_moon	civilisation_down	false	Religious
true	wh_main_incident_all_famine	civilisation_down	false	Disaster
true	wh_main_incident_all_festag	celebration	false	Setback
true	wh_main_incident_all_fire	settlement_lost	false	Disaster
true	wh_main_incident_all_flooding	civilisation_down	false	Disaster
true	wh_main_incident_all_godly_wrath	civilisation_down	false	Religious
true	wh_main_incident_all_honour_thy_neighbours	politics	false	Setback
true	wh_main_incident_all_let_the_games_begin	celebration	false	Event
true	wh_main_incident_all_lost	army_morale_down	false	Setback
true	wh_main_incident_all_nurgles_rot	funeral	false	Setback
true	wh_main_incident_all_piracy	blockaded	false	Setback
true	wh_main_incident_all_recruiting_shortage	army_morale_down	false	Setback
true	wh_main_incident_all_recruiting_surplus	army_morale_up	false	Event
true	wh_main_incident_all_refugees	civilisation_up	false	Domestic
true	wh_main_incident_all_restless_spirits	civilisation_down	false	Religious
true	wh_main_incident_all_slaver_raids	blockaded	false	Setback
true	wh_main_incident_all_storm_of_magic	settlement_lost	false	Setback
true	wh_main_incident_all_thawing_relations	diplomacy	false	Diplomatic
false	wh_main_incident_all_the_glower_of_morrslieb	civilisation_down	false	Religious
false	wh_main_incident_all_volcanic_eruption	settlement_lost	false	Setback
true	wh_main_incident_all_wandering_monster	civilisation_down	false	Setback
true	wh_main_incident_all_warpstone_showers	civilisation_down	false	Setback
true	wh_main_incident_dwf_a_map_of_karak_zorn	generic	false	Setback
true	wh_main_incident_dwf_a_reckoner_comes	generic	false	Setback
false	wh_main_incident_dwf_a_wrong_put_right	celebration	false	Event
true	wh_main_incident_dwf_brewery_runs_dry	civilisation_down	false	Setback
true	wh_main_incident_dwf_clan_honour	civilisation_up	false	Domestic
true	wh_main_incident_dwf_clan_trouble	generic	false	Domestic
true	wh_main_incident_dwf_clanless_dwarfs	generic	false	Event
true	wh_main_incident_dwf_drakk_attack	generic	false	Setback
true	wh_main_incident_dwf_dwarf_maidens_emigrate	civilisation_down	false	Setback
true	wh_main_incident_dwf_gromril_seam	diplomacy	false	Event
true	wh_main_incident_dwf_guild_inspector	generic	false	Event
true	wh_main_incident_dwf_guild_support	generic	false	Domestic
true	wh_main_incident_dwf_lost_halls_reclaimed	diplomacy	false	Event
true	wh_main_incident_dwf_rise_of_the_thane	army_morale_up	false	Event
true	wh_main_incident_dwf_seal_the_hold	civilisation_down	false	Setback
true	wh_main_incident_dwf_sky_saboteur	messenger	false	Setback
true	wh_main_incident_dwf_slayer_pilgrimage	generic	false	Setback
true	wh_main_incident_dwf_something_in_the_deeps	army_morale_down	false	Domestic
true	wh_main_incident_dwf_thaggoraki_incursion	civilisation_down	false	Setback
true	wh_main_incident_dwf_the_slayer_oath	army_morale_up	false	Domestic
true	wh_main_incident_dwf_underway_upgraded	diplomacy	false	Event
true	wh_main_incident_dwf_worker_of_the_runes	civilisation_up	false	Event
true	wh_main_incident_dwf_workshop_explosion	generic	false	Setback
true	wh_main_incident_emp_a_diplomatic_incident	diplomacy	false	Domestic
true	wh_main_incident_emp_backing_of_the_military	army_morale_up	false	Event
true	wh_main_incident_emp_bad_things_in_stirland	diplomacy	false	Domestic
true	wh_main_incident_emp_behold_the_twin-tailed_comet	celebration	false	Event
true	wh_main_incident_emp_beware_the_twin-tailed_comet	army_morale_down	false	Event
true	wh_main_incident_emp_black_powder_store_explodes	civilisation_down	false	Setback
true	wh_main_incident_emp_declare_heresy	messenger	false	Religious
true	wh_main_incident_emp_elector_sues_for_peace	messenger	false	Domestic
true	wh_main_incident_emp_famine_in_the_moot	civilisation_down	false	Setback
true	wh_main_incident_emp_favoured_of_the_cult	generic	false	Religious
true	wh_main_incident_emp_franz-hater	diplomacy	false	Domestic
true	wh_main_incident_emp_geheimnisnacht	civilisation_down	false	Religious
true	wh_main_incident_emp_noble_plot	messenger	false	Domestic
true	wh_main_incident_emp_ogre_mercenaries	civilisation_down	false	Domestic
true	wh_main_incident_emp_ostermark_rebels	diplomacy	false	Domestic
true	wh_main_incident_emp_peasants_revolt	civilisation_down	false	Domestic
true	wh_main_incident_emp_rogue_necromancer_revealed	civilisation_down	false	Religious
true	wh_main_incident_emp_something_from_the_sewers	civilisation_down	false	Setback
true	wh_main_incident_emp_the_bray-herds_come	civilisation_down	false	Setback
true	wh_main_incident_emp_the_burgomeisters_demands	messenger	false	Domestic
true	wh_main_incident_emp_the_colleges_endorsement	messenger	false	Event
true	wh_main_incident_emp_the_countess_denies_us	diplomacy	false	Domestic
true	wh_main_incident_emp_the_forgotten_speech	diplomacy	false	Domestic
true	wh_main_incident_emp_the_hochland_long_war_hochland	diplomacy	false	Domestic
true	wh_main_incident_emp_the_hochland_long_war_ostland	diplomacy	false	Domestic
true	wh_main_incident_emp_the_withering_of_taal	diplomacy	false	Domestic
true	wh_main_incident_emp_threaten_to_secede	messenger	false	Domestic
true	wh_main_incident_emp_tide_of_flagellants	civilisation_down	false	Setback
true	wh_main_incident_emp_todbringers_wrath	diplomacy	false	Domestic
true	wh_main_incident_emp_tzeentchian_cult	civilisation_down	false	Religious
true	wh_main_incident_grn_da_bad_moon	army_morale_down	false	Setback
true	wh_main_incident_grn_da_bosses_are_not_appy	army_morale_down	false	Domestic
true	wh_main_incident_grn_da_great_green_prophet	civilisation_up	false	Religious
true	wh_main_incident_grn_da_great_green_prophet_bad	civilisation_down	false	Religious
true	wh_main_incident_grn_dung_pile_explosion	civilisation_down	false	Disaster
true	wh_main_incident_grn_dwarf_expeditionary_throng	messenger	false	Military
true	wh_main_incident_grn_glowing_idol	civilisation_up	false	Religious
true	wh_main_incident_grn_gobbo_riots	generic	false	Domestic
true	wh_main_incident_grn_gorks_zoggin_foot	civilisation_down	false	Disaster
true	wh_main_incident_grn_itz_kinda_magic	civilisation_up	false	Event
true	wh_main_incident_grn_mad_cap_mushroom_shortage	diplomacy	false	Setback
true	wh_main_incident_grn_night_of_da_bloody_long_stabbas	civilisation_up	false	Event
true	wh_main_incident_grn_over-gyrating_shaman	civilisation_up	false	Setback
true	wh_main_incident_grn_sneaky_gobbos	messenger	false	Setback
true	wh_main_incident_grn_snotlings_underfoot	civilisation_down	false	Setback
true	wh_main_incident_grn_spider_boom	celebration	false	Event
true	wh_main_incident_grn_squig_rampage	civilisation_down	false	Setback
true	wh_main_incident_grn_the_hobgobbla_khan	civilisation_down	false	Setback
true	wh_main_incident_grn_troll_migration	messenger	false	Event
true	wh_main_incident_vmp_a_new_sire	civilisation_up	false	Event
true	wh_main_incident_vmp_ambitious_necromancer	army_morale_down	false	Domestic
true	wh_main_incident_vmp_blood_dragons	army_morale_up	false	Event
true	wh_main_incident_vmp_bring_forth_the_dead	civilisation_up	false	Event
true	wh_main_incident_vmp_call_to_dark_magic_users	celebration	false	Event
true	wh_main_incident_vmp_count_noctilus	messenger	false	Setback
true	wh_main_incident_vmp_curse_of_morr	civilisation_down	false	Setback
true	wh_main_incident_vmp_dark_nexus	army_morale_up	false	Event
true	wh_main_incident_vmp_dire_wolf_packs	land_victory	false	Event
true	wh_main_incident_vmp_eternal_night	civilisation_up	false	Event
true	wh_main_incident_vmp_family_strife	civilisation_down	false	Domestic
true	wh_main_incident_vmp_fresh_corpses	land_defeat	false	Setback
true	wh_main_incident_vmp_grave_rot	army_morale_down	false	Setback
true	wh_main_incident_vmp_hexensnacht	celebration	false	Event
true	wh_main_incident_vmp_influence_of_nagash	land_victory	false	Event
true	wh_main_incident_vmp_lahmian_visit	civilisation_up	false	Event
true	wh_main_incident_vmp_missing_tome	diplomacy	false	Setback
true	wh_main_incident_vmp_peasant_revolt	settlement_lost	false	Setback
true	wh_main_incident_vmp_strigoi_ghoul_swarm	civilisation_up	false	Event
true	wh_main_incident_vmp_summon_the_barrow_lords	civilisation_up	false	Event
true	wh_main_incident_vmp_the_grave_harridans_come	messenger	false	Event
true	wh_main_incident_vmp_the_meddling_of_wizards	civilisation_down	false	Setback
false	wh_main_incident_vmp_whispers_of_vlad	civilisation_down	false	Setback
true	wh_main_incident_vmp_witch_hunter_incursion	army_morale_down	false	Event
false	wh_main_vmp_mannfred_von_carstein_sword_of_unholy_power_stage_2	generic	false	Quest
false	wh_pro01_dwf_grombrindal_amour_of_glimril_scales_stage_3_1	celebration	true	Quest
false	wh_pro01_dwf_grombrindal_amour_of_glimril_scales_stage_3_2	faction	true	Quest
