campaign_group_member_criteria_diplomatic_attitudes_tables	0
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionVamp_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionVamp_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanMordkin_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_Negative
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionChaos_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionChaos_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionVamp_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionVamp_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSeptik_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_Negative
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionChaos_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionChaos_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionVamp_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionVamp_&_Positive
hostile	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_FactionGroup_SKV_Warlord_Faction_ClanSpittel_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_Negative
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp_&_Positive
hostile	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_FactionGroup_TheTyrantsOfTheBlackOcean_&_Positive
hostile	diplomacy_Faction_Alarielle_&_Negative
hostile	diplomacy_Faction_Alarielle_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Alarielle_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Alarielle_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Alarielle_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_Negative
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Alith_Anar_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Alith_Anar_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Alith_Anar_&_Positive
hostile	diplomacy_Faction_Archaon_&_Negative
hostile	diplomacy_Faction_Archaon_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Archaon_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Archaon_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Archaon_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Archaon_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Archaon_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Archaon_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Archaon_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Archaon_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Archaon_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Archaon_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Archaon_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_Archaon_&_Positive
hostile	diplomacy_Faction_Azhag_&_Negative
hostile	diplomacy_Faction_Azhag_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Azhag_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Azhag_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Azhag_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Azhag_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Azhag_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Azhag_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Azhag_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Azhag_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Azhag_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Azhag_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Azhag_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_Azhag_&_Positive
hostile	diplomacy_Faction_BalthasarGelt_&_Negative
hostile	diplomacy_Faction_BalthasarGelt_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_BalthasarGelt_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_BalthasarGelt_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_BalthasarGelt_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_BalthasarGelt_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_BalthasarGelt_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_BalthasarGelt_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_BalthasarGelt_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_BalthasarGelt_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_BalthasarGelt_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_BalthasarGelt_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_BalthasarGelt_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_BalthasarGelt_&_Positive
hostile	diplomacy_Faction_Fellheart_&_Negative
hostile	diplomacy_Faction_Fellheart_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionVampireCoast_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionVampireCoast_&_Positive
hostile	diplomacy_Faction_Fellheart_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Fellheart_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Fellheart_&_Positive
hostile	diplomacy_Faction_Grimgor_&_Negative
hostile	diplomacy_Faction_Grimgor_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Grimgor_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Grimgor_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Grimgor_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Grimgor_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Grimgor_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Grimgor_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Grimgor_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Grimgor_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Grimgor_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Grimgor_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Grimgor_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_Grimgor_&_Positive
hostile	diplomacy_Faction_Heinrich_&_Negative
hostile	diplomacy_Faction_Heinrich_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Heinrich_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Heinrich_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Heinrich_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Heinrich_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Heinrich_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Heinrich_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Heinrich_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Heinrich_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Heinrich_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Heinrich_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Heinrich_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_Heinrich_&_Positive
hostile	diplomacy_Faction_Hellebron_&_Negative
hostile	diplomacy_Faction_Hellebron_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Hellebron_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Hellebron_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Hellebron_&_Positive
hostile	diplomacy_Faction_KarlFranz_&_Negative
hostile	diplomacy_Faction_KarlFranz_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_KarlFranz_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_KarlFranz_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_KarlFranz_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_KarlFranz_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_KarlFranz_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_KarlFranz_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_KarlFranz_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_KarlFranz_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_KarlFranz_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_KarlFranz_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_KarlFranz_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_KarlFranz_&_Positive
hostile	diplomacy_Faction_Kemmler_&_Negative
hostile	diplomacy_Faction_Kemmler_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Kemmler_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Kemmler_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Kemmler_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Kemmler_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Kemmler_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Kemmler_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Kemmler_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Kemmler_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Kemmler_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Kemmler_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Kemmler_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_Kemmler_&_Positive
hostile	diplomacy_Faction_KroqGar_&_Negative
hostile	diplomacy_Faction_KroqGar_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionHighElves_&_Positive
