audio_metadata_tag_entity_overrides_tables	0
metadata_tag	entity_type	sound_event_battle_start	sound_event_battle_stop	sound_event_campaign_start	sound_event_campaign_stop
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Roar_LH		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Roar	
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Roar_LH		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Roar	
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Roar		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Roar	
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Aranessa_Roar		Campaign_Individual_Vocalisation_Aranessa_Roar	
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Idle_Roar	Play_Battle_Individual_Vocalisation_FA_Female_Roar		Campaign_Individual_Vocalisation_FA_Female_Roar	
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Roar		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Roar	
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Khalida_Roar		Campaign_Individual_Vocalisation_Khalida_Roar	
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Elf_Female_High_Default_Idle_Roar		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Idle_Roar	
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Elf_Female_High_Default_Roar_LH		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Idle_Roar	
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Elf_Female_High_Default_Roar_LH		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Idle_Roar	
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Elf_Female_Idle_Roar		Campaign_Individual_Vocalisation_Elf_Female_Idle_Roar	
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Elf_Female_Roar_LH		Campaign_Individual_Vocalisation_Elf_Female_Idle_Roar	
wh_human_female_LH	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Human_Female_Roar_LH		Campaign_Individual_Vocalisation_Human_Female_Idle_Roar	
wh_vampire_female	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Vampire_Female_Idle_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Idle_Scream	
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Vampire_Female_Idle_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Idle_Scream	
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Idle_Roar	Battle_Individual_Vocalisation_Vampire_Female_Idle_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Idle_Scream	
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream	
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream	
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream	
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Idle_Scream	
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Aranessa_Scream		Campaign_Individual_Vocalisation_Aranessa_Scream	
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Idle_Scream	Play_Battle_Individual_Vocalisation_FA_Female_Scream		Campaign_Individual_Vocalisation_FA_Female_Idle_Scream	
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Scream		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Idle_Scream	
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Khalida_Idle_Scream		Campaign_Individual_Vocalisation_Khalida_Idle_Scream	
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream	
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream	
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Idle_Scream	
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Elf_Female_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Idle_Scream	
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Elf_Female_Idle_Scream		Campaign_Individual_Vocalisation_Elf_Female_Idle_Scream	
wh_human_female_LH	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Human_Female_Idle_Scream		Campaign_Individual_Vocalisation_Human_Female_Idle_Scream	
wh_vampire_female	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Vampire_Female_Idle_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Idle_Scream	
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Vampire_Female_Idle_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Idle_Scream	
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Idle_Scream	Battle_Individual_Vocalisation_Vampire_Female_Idle_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Idle_Scream	
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Jump	
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Jump	
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Jump	
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Jump	
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Aranessa_Melee_Swing		Campaign_Individual_Vocalisation_Aranessa_Jump	
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Jump	Play_Battle_Individual_Vocalisation_FA_Female_Jump		Campaign_Individual_Vocalisation_FA_Female_Jump	
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Jump		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Jump	
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Khalida_Jump		Campaign_Individual_Vocalisation_Khalida_Jump	
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Elf_Female_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Jump	
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Elf_Female_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Jump	
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Elf_Female_High_Default_Jump		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Jump	
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Elf_Female_Jump		Campaign_Individual_Vocalisation_Elf_Female_Jump	
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Elf_Female_Jump		Campaign_Individual_Vocalisation_Elf_Female_Jump	
wh_human_female_LH	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Human_Female_Jump		Campaign_Individual_Vocalisation_Human_Female_Jump	
wh_vampire_female	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Vampire_Female_Jump		Campaign_Individual_Vocalisation_Vampire_Female_Jump	
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Vampire_Female_Jump		Campaign_Individual_Vocalisation_Vampire_Female_Jump	
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Jump	Battle_Individual_Vocalisation_Vampire_Female_Jump		Campaign_Individual_Vocalisation_Vampire_Female_Jump	
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Land	
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Land	
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Land	
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Land	
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Aranessa_Pain		Campaign_Individual_Vocalisation_Aranessa_Land	
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Land	Play_Battle_Individual_Vocalisation_FA_Female_Land		Campaign_Individual_Vocalisation_FA_Female_Land	
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Land		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Land	
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Khalida_Land		Campaign_Individual_Vocalisation_Khalida_Land	
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Elf_Female_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Land	
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Elf_Female_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Land	
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Elf_Female_High_Default_Land		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Land	
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Elf_Female_Land		Campaign_Individual_Vocalisation_Elf_Female_Land	
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Elf_Female_Land		Campaign_Individual_Vocalisation_Elf_Female_Land	
wh_human_female_LH	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Human_Female_Land		Campaign_Individual_Vocalisation_Human_Female_Land	
wh_vampire_female	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Vampire_Female_Land		Campaign_Individual_Vocalisation_Vampire_Female_Land	
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Vampire_Female_Land		Campaign_Individual_Vocalisation_Vampire_Female_Land	
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Land	Battle_Individual_Vocalisation_Vampire_Female_Land		Campaign_Individual_Vocalisation_Vampire_Female_Land	
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Death	
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Death	
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Death	
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Death	
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Aranessa_Death		Campaign_Individual_Vocalisation_Aranessa_Death	
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Matched_Death	Play_Battle_Individual_Vocalisation_FA_Female_Death		Campaign_Individual_Vocalisation_FA_Female_Death	
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Death		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Death	
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Khalida_Death		Campaign_Individual_Vocalisation_Khalida_Death	
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Death	
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Death	
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Death		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Death	
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Elf_Female_Death		Campaign_Individual_Vocalisation_Elf_Female_Death	
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Elf_Female_Death		Campaign_Individual_Vocalisation_Elf_Female_Death	
wh_human_female_LH	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Human_Female_Death		Campaign_Individual_Vocalisation_Human_Female_Death	
wh_vampire_female	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Vampire_Female_Death		Campaign_Individual_Vocalisation_Vampire_Female_Death	
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Vampire_Female_Death		Campaign_Individual_Vocalisation_Vampire_Female_Death	
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Matched_Death	Battle_Individual_Vocalisation_Vampire_Female_Death		Campaign_Individual_Vocalisation_Vampire_Female_Death	
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Melee_Swing	
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Melee_Swing	
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Melee_Swing	
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Melee_Swing	
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Aranessa_Melee_Swing		Campaign_Individual_Vocalisation_Aranessa_Melee_Swing	
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Play_Battle_Individual_Vocalisation_FA_Female_Melee_Swing		Campaign_Individual_Vocalisation_FA_Female_Melee_Swing	
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Melee_Swing		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Melee_Swing	
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Khalida_Melee_Swing		Campaign_Individual_Vocalisation_Khalida_Melee_Swing	
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Melee_Swing	
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Melee_Swing	
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Melee_Swing	
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Female_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Melee_Swing	
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Elf_Female_Melee_Swing		Campaign_Individual_Vocalisation_Elf_Female_Melee_Swing	
wh_human_female_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Human_Female_Melee_Swing		Campaign_Individual_Vocalisation_Human_Female_Melee_Swing	
wh_vampire_female	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Vampire_Female_Melee_Swing		Campaign_Individual_Vocalisation_Vampire_Female_Melee_Swing	
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Vampire_Female_Melee_Swing_LH		Campaign_Individual_Vocalisation_Vampire_Female_Melee_Swing	
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Matched_Melee_Swing	Battle_Individual_Vocalisation_Vampire_Female_Melee_Swing_LH		Campaign_Individual_Vocalisation_Vampire_Female_Melee_Swing	
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Pain	
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Pain	
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Pain	
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Pain	
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Aranessa_Pain		Campaign_Individual_Vocalisation_Aranessa_Pain	
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Matched_Pain	Play_Battle_Individual_Vocalisation_FA_Female_Pain		Campaign_Individual_Vocalisation_FA_Female_Pain	
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Pain		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Pain	
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Khalida_Pain		Campaign_Individual_Vocalisation_Khalida_Pain	
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Pain	
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Pain	
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Pain		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Pain	
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Elf_Female_Pain		Campaign_Individual_Vocalisation_Elf_Female_Pain	
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Elf_Female_Pain		Campaign_Individual_Vocalisation_Elf_Female_Pain	
wh_human_female_LH	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Human_Female_Pain		Campaign_Individual_Vocalisation_Human_Female_Pain	
wh_vampire_female	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Vampire_Female_Pain		Campaign_Individual_Vocalisation_Vampire_Female_Pain	
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Vampire_Female_Pain		Campaign_Individual_Vocalisation_Vampire_Female_Pain	
wh_vampire_female_LORD	Vocalisation_Humanoid_Female_Matched_Pain	Battle_Individual_Vocalisation_Vampire_Female_Pain		Campaign_Individual_Vocalisation_Vampire_Female_Pain	
wh2_def_elf_female_default	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Roar	
wh2_def_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Roar	
wh2_def_elf_female_default_LORD	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Roar	
wh2_dlc10_def_elf_female_sisters_of_slaughter	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Elf_Female_Dark_Default_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Female_Dark_Default_Roar	
wh2_dlc11_cst_Aranessa_LORD	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Aranessa_Roar		Campaign_Individual_Vocalisation_Aranessa_Roar	
wh2_dlc11_cst_Fleet_Ad_female_LORD	Vocalisation_Humanoid_Female_Matched_Roar	Play_Battle_Individual_Vocalisation_FA_Female_Roar		Campaign_Individual_Vocalisation_FA_Female_Roar	
wh2_dlc11_cst_fleet_captain_female_LH	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Vampire_fleet_Captain_Roar		Campaign_Individual_Vocalisation_Vampire_Fleet_Captain_Female_Roar	
wh2_dlc_tmb_khalida_LORD	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Khalida_Roar		Campaign_Individual_Vocalisation_Khalida_Roar	
wh2_hef_elf_female_default	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Roar	
wh2_hef_elf_female_default_LH	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Roar	
wh2_hef_female_Alarielle_LORD	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Elf_Female_High_Default_Matched_Roar		Campaign_Individual_Vocalisation_Elf_Female_High_Default_Roar	
wh_dlc_wef_elf_female	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Elf_Female_Roar		Campaign_Individual_Vocalisation_Elf_Female_Roar	
wh_dlc_wef_elf_female_LH	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Elf_Female_Roar		Campaign_Individual_Vocalisation_Elf_Female_Roar	
wh_human_female_LH	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Human_Female_Roar		Campaign_Individual_Vocalisation_Human_Female_Roar	
wh_vampire_female	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Vampire_Female_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Scream	
wh_vampire_female_LH	Vocalisation_Humanoid_Female_Matched_Roar	Battle_Individual_Vocalisation_Vampire_Female_Scream		Campaign_Individual_Vocalisation_Vampire_Female_Scream	
