building_chains_tables	6
key	tech_category_tab	encyclopedia_group	chain_category	in_encyclopedia	building_superchain	optional_tier_icon	optional_sort_order	optional_required_horde_commander
wh2_main_special_settlement_colony_minor_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_elven_colony_minor		0	
wh2_main_special_settlement_colony_minor_other			money	false	wh2_main_sch_special_settlement_elven_colony_minor		0	
wh2_main_special_settlement_colony_minor_wef			money	false	wh2_main_sch_special_settlement_elven_colony_minor		0	
wh2_main_special_settlement_couronne_cst			money	false	wh_main_sch_special_settlement_couronne		0	
wh2_main_special_settlement_couronne_def			money	false	wh_main_sch_special_settlement_couronne		0	
wh2_main_special_settlement_couronne_dwf			money	false	wh_main_sch_special_settlement_couronne		0	
wh2_main_special_settlement_couronne_grn			money	false	wh_main_sch_special_settlement_couronne		0	
wh2_main_special_settlement_couronne_hef			money	false	wh_main_sch_special_settlement_couronne		0	
wh2_main_special_settlement_couronne_lzd			money	false	wh_main_sch_special_settlement_couronne		0	
wh2_main_special_settlement_couronne_norsca			money	false	wh_main_sch_special_settlement_couronne		0	
wh2_main_special_settlement_couronne_other			money	false	wh_main_sch_special_settlement_couronne		0	
wh2_main_special_settlement_couronne_savage			money	false	wh_main_sch_special_settlement_couronne		0	
wh2_main_special_settlement_couronne_skv			money	false	wh_main_sch_special_settlement_couronne		0	
wh2_main_special_settlement_drakenhof_cst			money	false	wh_main_sch_special_settlement_castle_drakenhof		0	
wh2_main_special_settlement_eight_peaks_brt			money	false	wh_main_sch_special_settlement_eight_peaks		0	
wh2_main_special_settlement_eight_peaks_cst			money	false	wh_main_sch_special_settlement_eight_peaks		0	
wh2_main_special_settlement_eight_peaks_def			money	false	wh_main_sch_special_settlement_eight_peaks		0	
wh2_main_special_settlement_eight_peaks_emp			money	false	wh_main_sch_special_settlement_eight_peaks		0	
wh2_main_special_settlement_eight_peaks_hef			money	false	wh_main_sch_special_settlement_eight_peaks		0	
wh2_main_special_settlement_eight_peaks_lzd			money	false	wh_main_sch_special_settlement_eight_peaks		0	
wh2_main_special_settlement_eight_peaks_other			money	false	wh_main_sch_special_settlement_eight_peaks		0	
wh2_main_special_settlement_eight_peaks_skv			money	false	wh_main_sch_special_settlement_eight_peaks		0	
wh2_main_special_settlement_eight_peaks_vmp			money	false	wh_main_sch_special_settlement_eight_peaks		0	
wh2_main_special_settlement_gaean_vale			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_brt			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_cst			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_def			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_dwf			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_emp			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_grn			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_lzd			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_norsca			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_other			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_savage			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_skv			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_vmp			money	false	wh2_main_sch_special_settlement_gaean_vale		0	
wh2_main_special_settlement_gaean_vale_wef			money	false	wh2_main_sch_special_settlement_gaean_vale	tier_hef_alarielle.png	0	
wh2_main_special_settlement_hellpit			money	false	wh2_main_sch_special_settlement_hellpit	data\UI\Buildings\tier_icons\tier_skv_hellpit.png	0	
wh2_main_special_settlement_hellpit_cst			money	false	wh2_main_sch_special_settlement_hellpit		0	
wh2_main_special_settlement_hellpit_norsca			money	false	wh2_main_sch_special_settlement_hellpit		0	
wh2_main_special_settlement_hellpit_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_hellpit		0	
wh2_main_special_settlement_hellpit_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_hellpit		0	
wh2_main_special_settlement_hellpit_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_hellpit		0	
wh2_main_special_settlement_hellpit_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_hellpit		0	
wh2_main_special_settlement_hellpit_other			money	false	wh2_main_sch_special_settlement_hellpit		0	
wh2_main_special_settlement_hellpit_wef			money	false	wh2_main_sch_special_settlement_hellpit		0	
wh2_main_special_settlement_hexoatl_brt			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_cst			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_def			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_dwf			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_emp			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_grn			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_hef			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_hexoatl			money	false	wh2_main_sch_special_settlement_hexoatl	data\UI\Buildings\tier_icons\tier_lzd_hexoatl.png	0	
wh2_main_special_settlement_hexoatl_norsca			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_other			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_other_lzd			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_savage			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_skv			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_vmp			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_hexoatl_wef			money	false	wh2_main_sch_special_settlement_hexoatl		0	
wh2_main_special_settlement_itza_brt			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_cst			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_def			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_dwf			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_emp			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_grn			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_hef			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_itza			money	false	wh2_main_sch_special_settlement_itza	data\UI\Buildings\tier_icons\tier_lzd_itza.png	0	
wh2_main_special_settlement_itza_norsca			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_other			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_other_lzd			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_savage			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_skv			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_vmp			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_itza_wef			money	false	wh2_main_sch_special_settlement_itza		0	
wh2_main_special_settlement_karaz_a_karak_brt			money	false	wh_main_sch_special_settlement_karaz_a_karak		0	
wh2_main_special_settlement_karaz_a_karak_cst			money	false	wh_main_sch_special_settlement_karaz_a_karak		0	
wh2_main_special_settlement_karaz_a_karak_def			money	false	wh_main_sch_special_settlement_karaz_a_karak		0	
wh2_main_special_settlement_karaz_a_karak_emp			money	false	wh_main_sch_special_settlement_karaz_a_karak		0	
wh2_main_special_settlement_karaz_a_karak_hef			money	false	wh_main_sch_special_settlement_karaz_a_karak		0	
wh2_main_special_settlement_karaz_a_karak_lzd			money	false	wh_main_sch_special_settlement_karaz_a_karak		0	
wh2_main_special_settlement_karaz_a_karak_other			money	false	wh_main_sch_special_settlement_karaz_a_karak		0	
wh2_main_special_settlement_karaz_a_karak_skv			money	false	wh_main_sch_special_settlement_karaz_a_karak		0	
wh2_main_special_settlement_karaz_a_karak_vmp			money	false	wh_main_sch_special_settlement_karaz_a_karak		0	
wh2_main_special_settlement_khemri_brt			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_cst			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_def			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_dwf			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_emp			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_grn			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_hef			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_lzd			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_norsca			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_other			money	true	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_savage			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_skv			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_vmp			money	true	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_khemri_wef			money	false	wh2_main_sch_special_settlement_khemri		0	
wh2_main_special_settlement_kislev_cst			money	false	wh_main_sch_special_settlement_kislev		0	
wh2_main_special_settlement_kislev_def			money	false	wh_main_sch_special_settlement_kislev		0	
wh2_main_special_settlement_kislev_dwf			money	false	wh_main_sch_special_settlement_kislev		0	
wh2_main_special_settlement_kislev_grn			money	false	wh_main_sch_special_settlement_kislev		0	
wh2_main_special_settlement_kislev_hef			money	false	wh_main_sch_special_settlement_kislev		0	
wh2_main_special_settlement_kislev_lzd			money	false	wh_main_sch_special_settlement_kislev		0	
wh2_main_special_settlement_kislev_norsca			money	false	wh_main_sch_special_settlement_kislev		0	
wh2_main_special_settlement_kislev_other			money	false	wh_main_sch_special_settlement_kislev		0	
wh2_main_special_settlement_kislev_savage			money	false	wh_main_sch_special_settlement_kislev		0	
wh2_main_special_settlement_kislev_skv			money	false	wh_main_sch_special_settlement_kislev		0	
wh2_main_special_settlement_lahmia_brt			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_cst			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_def			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_dwf			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_emp			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_grn			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_hef			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_lzd			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_norsca			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_other			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_savage			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_skv			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_vmp			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lahmia_wef			money	false	wh2_main_sch_special_settlement_lahmia		0	
wh2_main_special_settlement_lothern			money	false	wh2_main_sch_special_settlement_lothern	data\UI\Buildings\tier_icons\tier_hef_lothern.png	0	
wh2_main_special_settlement_lothern_brt			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_cst			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_def			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_dwf			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_emp			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_grn			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_lzd			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_norsca			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_other			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_savage			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_skv			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_vmp			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_lothern_wef			money	false	wh2_main_sch_special_settlement_lothern		0	
wh2_main_special_settlement_miragliano_cst			money	false	wh_main_sch_special_settlement_miragliano		0	
wh2_main_special_settlement_miragliano_def			money	false	wh_main_sch_special_settlement_miragliano		0	
wh2_main_special_settlement_miragliano_dwf			money	false	wh_main_sch_special_settlement_miragliano		0	
wh2_main_special_settlement_miragliano_grn			money	false	wh_main_sch_special_settlement_miragliano		0	
wh2_main_special_settlement_miragliano_hef			money	false	wh_main_sch_special_settlement_miragliano		0	
wh2_main_special_settlement_miragliano_lzd			money	false	wh_main_sch_special_settlement_miragliano		0	
wh2_main_special_settlement_miragliano_norsca			money	false	wh_main_sch_special_settlement_miragliano		0	
wh2_main_special_settlement_miragliano_other			money	false	wh_main_sch_special_settlement_miragliano		0	
wh2_main_special_settlement_miragliano_savage			money	false	wh_main_sch_special_settlement_miragliano		0	
wh2_main_special_settlement_miragliano_skv			money	false	wh_main_sch_special_settlement_miragliano		0	
wh2_main_special_settlement_naggarond			money	false	wh2_main_sch_special_settlement_naggarond	data\UI\Buildings\tier_icons\tier_def_naggarond.png	0	
wh2_main_special_settlement_naggarond_brt			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_cst			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_dwf			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_emp			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_grn			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_hef			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_lzd			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_norsca			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_other			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_savage			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_skv			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_vmp			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_naggarond_wef			money	false	wh2_main_sch_special_settlement_naggarond		0	
wh2_main_special_settlement_pyramid_of_nagash_brt			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_cst			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_def			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_dwf			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_emp			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_grn			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_hef			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_lzd			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_norsca			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_savage			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_skv			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_vmp			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_pyramid_of_nagash_wef			money	false	wh2_main_sch_special_settlement_pyramid_of_nagash		0	
wh2_main_special_settlement_sartosa_brt			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_cst			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_def			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_dwf			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_emp			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_grn			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_hef			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_lzd			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_norsca			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_norscaruin_khorne			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_norscaruin_nurgle			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_norscaruin_slaanesh			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_norscaruin_tzeentch			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_other			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_savage			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_skv			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_tmb			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_vmp			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_sartosa_wef			money	false	wh2_main_sch_special_settlement_sartosa		0	
wh2_main_special_settlement_skavenblight			money	false	wh2_main_sch_special_settlement_skavenblight	data\UI\Buildings\tier_icons\tier_skv_skavenblight.png	0	
wh2_main_special_settlement_skavenblight_cst			money	false	wh2_main_sch_special_settlement_skavenblight		0	
wh2_main_special_settlement_skavenblight_norsca			money	false	wh2_main_sch_special_settlement_skavenblight		0	
wh2_main_special_settlement_skavenblight_norscaruin_khorne			abandoned	false	wh2_main_sch_special_settlement_skavenblight		0	
wh2_main_special_settlement_skavenblight_norscaruin_nurgle			abandoned	false	wh2_main_sch_special_settlement_skavenblight		0	
wh2_main_special_settlement_skavenblight_norscaruin_slaanesh			abandoned	false	wh2_main_sch_special_settlement_skavenblight		0	
wh2_main_special_settlement_skavenblight_norscaruin_tzeentch			abandoned	false	wh2_main_sch_special_settlement_skavenblight		0	
wh2_main_special_settlement_skavenblight_other			money	false	wh2_main_sch_special_settlement_skavenblight		0	
wh2_main_special_settlement_skavenblight_wef			money	false	wh2_main_sch_special_settlement_skavenblight		0	
wh2_main_special_settlement_the_awakening_brt			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_cst			money	false	wh2_main_sch_special_settlement_the_awakening	data\UI\Buildings\tier_icons\tier_coast_awakening.png	0	
wh2_main_special_settlement_the_awakening_def			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_dwf			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_emp			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_grn			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_hef			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_lzd			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_norsca			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_norscaruin_khorne			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_norscaruin_nurgle			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_norscaruin_slaanesh			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_norscaruin_tzeentch			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_other			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_savage			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_skv			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_tmb			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_vmp			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_settlement_the_awakening_wef			money	false	wh2_main_sch_special_settlement_the_awakening		0	
wh2_main_special_shrine_of_asuryan_def			military	false	wh2_main_sch_special_shrine_of_asuryan		0	
wh2_main_special_shrine_of_asuryan_hef			military	false	wh2_main_sch_special_shrine_of_asuryan		0	
wh2_main_special_shrine_of_asuryan_other			military	false	wh2_main_sch_special_shrine_of_asuryan		0	
wh2_main_special_shrine_of_asuryan_vmp			military	false	wh2_main_sch_special_shrine_of_asuryan		0	
wh2_main_special_shrine_of_khaine_def			military	false	wh2_main_sch_special_shrine_of_khaine		0	
wh2_main_special_shrine_of_khaine_hef			military	false	wh2_main_sch_special_shrine_of_khaine		0	
wh2_main_special_shrine_of_khaine_other			military	false	wh2_main_sch_special_shrine_of_khaine		0	
wh2_main_special_shrine_of_khaine_vmp			military	false	wh2_main_sch_special_shrine_of_khaine		0	
wh2_main_special_shrine_of_khaine_wef			military	false	wh2_main_sch_special_shrine_of_khaine		0	
wh2_main_special_silver_hall			happiness	true	wh2_main_sch_special_silver_hall		1	
wh2_main_special_skavenblight_council13			money	false	wh2_main_sch_special_skavenblight_council13		2	
wh2_main_special_skavenblight_shattered_tower			money	false	wh2_main_sch_special_skavenblight_shattered_tower		1	
wh2_main_special_skeggi_hall			money	false	wh2_main_sch_special_skeggi_hall		1	
wh2_main_special_smithys_tavern			happiness	true	wh2_main_sch_special_smithys_tavern		2	
wh2_main_special_tiranoc_palace			military	false	wh2_main_sch_special_tiranoc_palace		0	
wh2_main_special_tiranoc_palace_def			military	false	wh2_main_sch_special_tiranoc_palace		0	
wh2_main_special_tlaxtlan_temple_of_the_eclipse			happiness	false	wh2_main_sch_special_tlaxtlan_temple_of_the_eclipse		0	
wh2_main_special_tor_achare_lions			military	false	wh2_main_sch_special_tor_achare_lions		0	
wh2_main_special_tower_of_hoeth			military	false	wh2_main_sch_special_tower_of_hoeth		0	
wh2_main_special_tower_of_hoeth_def			military	false	wh2_main_sch_special_tower_of_hoeth		0	
wh2_main_special_tower_of_hoeth_emp			military	false	wh2_main_sch_special_tower_of_hoeth		0	
wh2_main_special_tower_of_hoeth_other			military	false	wh2_main_sch_special_tower_of_hoeth		0	
wh2_main_special_tower_of_hoeth_vmp			military	false	wh2_main_sch_special_tower_of_hoeth		0	
wh2_main_special_troll_lair			military	false	wh2_main_sch_special_troll_lair		1	
wh2_main_special_underway_hub_dwf			money	false	wh2_main_sch_special_underway_hub		0	
wh2_main_special_underway_hub_skv			money	false	wh2_main_sch_special_underway_hub		0	
wh2_main_special_underworld_sea_gate			military	false	wh2_main_sch_special_underworld_sea_gate		0	
