variants_tables	6
variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
wh2_main_hef_prince_campaign_04		hef_prince_campaign_04		1	1.15	0.050000004	
wh2_main_hef_princess		hef_princess		1	1.15	0.050000004	
wh2_main_hef_princess_campaign_01		hef_princess_campaign_01		1	1.15	0.050000004	
wh2_main_hef_princess_campaign_02		hef_princess_campaign_02		1	1.15	0.050000004	
wh2_main_hef_princess_campaign_03		hef_princess_campaign_03		1	1.15	0.050000004	
wh2_main_hef_reaver		hef_reaver	hu1d\hef\hef_ellyrian_reavers\imposter\hef_ellyrian_reavers_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_reaver_bow		hef_reaver_bow	hu1d\hef\hef_ellyrian_reavers\imposter\hef_ellyrian_reavers_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_sea_guard		hef_sea_guard	hu1d/hef/hef_lothern_sea_guard/imposter/hef_sea_guard_crew_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_sea_guard_shields		hef_sea_guard_shields	hu1d/hef/hef_lothern_sea_guard/imposter/hef_sea_guard_shields_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_siege_ladder_01		hef_siege_ladder		1	1	0	
wh2_main_hef_silver_helm		hef_silver_helm	hu1d\hef\hef_silver_helms\imposter\hef_silver_helm_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_silver_helm_shield		hef_silver_helm_shield	hu1d\hef\hef_silver_helms\imposter\hef_silver_helm_shield_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_spearmen		hef_spearmen	hu1d\hef\hef_spearmen\imposter\hef_spearmen_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_star_dragon	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_star_dragon		1	1.2	0	
wh2_main_hef_star_dragon_mount	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_star_dragon_mount		1	1.2	0	
wh2_main_hef_steed		hef_steed	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.050000004	
wh2_main_hef_steed_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	hef_steed	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.050000004	
wh2_main_hef_steed_chariot		hef_steed_chariot	hr1\hef\hef_elven_steed\imposter\hef_elven_steed_imposter	1	1	0.050000004	
wh2_main_hef_sun_dragon	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_sun_dragon		1	0.8999999	0	
wh2_main_hef_sun_dragon_mount	VariantMeshes\wh_variantmodels\dr1\hef\hef_sun_dragon\tech	hef_sun_dragon_mount		1	0.8999999	0	
wh2_main_hef_swordmaster		hef_swordmaster	hu1d\hef\hef_swordmasters_of_hoeth\imposter\hef_swordmasters_of_hoeth_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_hef_teclis		hef_teclis		1	1.2	0	
wh2_main_hef_tyrion		hef_tyrion		1	1.2	0	
wh2_main_hef_white_lions_of_chrace		hef_white_lions_of_chrace	hu1d\hef\hef_white_lions\imposter\hef_white_lions_of_chrace_imposter	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh2_main_lzd_bastiladon_0	VariantMeshes/wh_variantmodels/hq1/lzd/lzd_bastiladon/tech	lzd_bastiladon_feral		1	1.1	0	
wh2_main_lzd_bastiladon_1	VariantMeshes/wh_variantmodels/hq1/lzd/lzd_bastiladon/tech	lzd_bastiladon_healing_platform		1.2	1	0	
wh2_main_lzd_bastiladon_2	VariantMeshes/wh_variantmodels/hq1/lzd/lzd_bastiladon/tech	lzd_bastiladon_solar_engine		1.2	1	0	
wh2_main_lzd_chameleon_skinks		lzd_chameleon_skinks	hu7\lzd\lzd_chameleon_skink\imposter\lzd_chameleon_skink_imposter	1	1	0	
wh2_main_lzd_chameleon_skinks_blessed		lzd_chameleon_skinks_blessed	hu7\lzd\lzd_chameleon_skink\imposter\lzd_chameleon_skink_sacred_imposter	1	1.15	0	
wh2_main_lzd_cold_one		lzd_cold_one	rp3\lzd\lzd_cold_one\imposter\lzd_cold_one_imposter	1.15	1	0	
wh2_main_lzd_cold_one_campaign	VariantMeshes\wh_variantmodels\rp3\def\def_cold_one\tech	lzd_cold_one	rp3\lzd\lzd_cold_one\imposter\lzd_cold_one_imposter	1.15	1	0	
wh2_main_lzd_cold_one_feral		lzd_cold_one_feral	rp3\lzd\lzd_cold_one\imposter\lzd_cold_one_imposter	1.15	1	0	
wh2_main_lzd_cold_one_riders_shields		lzd_cold_one_riders_shields	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.12	0.02	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_cold_one_riders_spears_blessed		lzd_cold_one_riders_spears_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.12	0.02	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_cold_one_riders_spears_shields		lzd_cold_one_riders_spears_shields	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.12	0.02	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_hero_saurus_scar_veteran		lzd_hero_saurus_scar_veteran		1	1.15	0.050000004	
wh2_main_lzd_hero_saurus_scar_veteran_campaign_01		lzd_hero_saurus_scar_veteran_campaign_01		1	1.15	0.050000004	
wh2_main_lzd_hero_saurus_scar_veteran_campaign_02		lzd_hero_saurus_scar_veteran_campaign_02		1	1.15	0.050000004	
wh2_main_lzd_hero_saurus_scar_veteran_campaign_03		lzd_hero_saurus_scar_veteran_campaign_03		1	1.15	0.050000004	
wh2_main_lzd_horned_one		lzd_horned_one	rp3\lzd\lzd_cold_one\imposter\lzd_horned_one_imposter	1.15	1	0	
wh2_main_lzd_horned_one_campaign	VariantMeshes\wh_variantmodels\rp3\def\def_cold_one\tech	lzd_horned_one	rp3\lzd\lzd_cold_one\imposter\lzd_horned_one_imposter	1.15	1	0	
wh2_main_lzd_horned_one_riders		lzd_horned_one_riders_shields	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.12	0.02	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_horned_one_riders_blessed		lzd_horned_one_riders_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.12	0.02	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_kroxigors		lzd_kroxigor		1	1	0.050000004	
wh2_main_lzd_kroxigors_blessed		lzd_kroxigor_blessed		1	1	0.050000004	
wh2_main_lzd_lord_kroq_gar		lzd_lord_kroq_gar		1	1.2	0	
wh2_main_lzd_lord_kroq_gar_cold_one		lzd_lord_kroq_gar		1	1.12	0	
wh2_main_lzd_lord_mazdamundi		lzd_lord_mazdamundi		1	1.2	0	
wh2_main_lzd_lord_saurus_old_blood		lzd_lord_saurus_old_blood		1	1.15	0.050000004	
wh2_main_lzd_lord_saurus_old_blood_campaign_01		lzd_lord_saurus_old_blood_campaign_01		1	1.15	0.050000004	
wh2_main_lzd_lord_saurus_old_blood_campaign_02		lzd_lord_saurus_old_blood_campaign_02		1	1.15	0.050000004	
wh2_main_lzd_lord_saurus_old_blood_campaign_03		lzd_lord_saurus_old_blood_campaign_03		1	1.15	0.050000004	
wh2_main_lzd_mazdamundi_platform	warmachines\chariot\lzd_slann_platform\tech	lzd_mazdamundi_palanquin		1	1	0	
wh2_main_lzd_mnt_carnosaur	VariantMeshes\_VariantModels\raptor03b\lzd\lzd_carnosaur\tech	lzd_carnosaur		1.4	1	0	
wh2_main_lzd_mnt_carnosaur_grymloq	VariantMeshes\_VariantModels\raptor03b\lzd\lzd_carnosaur\tech	lzd_carnosaur_grymloq		1.4	1	0	
wh2_main_lzd_mon_carnosaur_0		lzd_carnosaur_feral		1	1.3	0	
wh2_main_lzd_mon_carnosaur_blessed_0		lzd_carnosaur_feral_blessed		1	1.3	0	
wh2_main_lzd_platform	warmachines\chariot\lzd_slann_platform\tech	lzd_slann_palanquin		1	1	0	
wh2_main_lzd_saurus		lzd_saurus	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_saurus_shield		lzd_saurus_shield	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_saurus_shield_blessed		lzd_saurus_shield_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_sacred_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_saurus_spear		lzd_saurus_spear	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_saurus_spear_shield		lzd_saurus_spear_shield	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_saurus_spear_shield_blessed		lzd_saurus_spear_shield_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_sacred_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_siege_ladder_01		lzd_siege_ladder		1	1	0	
wh2_main_lzd_skink_chief		lzd_skink_chief		1	1.1	0.050000004	
wh2_main_lzd_skink_chief_campaign_01		lzd_skink_chief_campaign_01		1	1.1	0.050000004	
wh2_main_lzd_skink_chief_campaign_02		lzd_skink_chief_campaign_02		1	1.1	0.050000004	
wh2_main_lzd_skink_chief_campaign_03		lzd_skink_chief_campaign_03		1	1.1	0.050000004	
wh2_main_lzd_skink_chief_no_scale		lzd_skink_chief		1	1	0.050000004	
wh2_main_lzd_skink_cohort_shield		lzd_skink_cohort_shield	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1	0	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_skink_cohort_shield_javelins		lzd_skink_cohort_javelins	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1	0	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_skink_crew		lzd_skink_crew	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_skink_priest		lzd_skink_priest		1	1.1	0.050000004	
wh2_main_lzd_skink_priest_avatar		lzd_skink_priest_avatar		1	1.1	0.050000004	
wh2_main_lzd_skink_priest_campaign_01		lzd_skink_priest_campaign_01		1	1.1	0.050000004	
wh2_main_lzd_skink_priest_campaign_02		lzd_skink_priest_campaign_02		1	1.1	0.050000004	
wh2_main_lzd_skink_priest_campaign_03		lzd_skink_priest_campaign_03		1	1.1	0.050000004	
wh2_main_lzd_skink_priest_no_scale		lzd_skink_priest		1	1	0.050000004	
wh2_main_lzd_skink_skirmisher		lzd_skink_skirmisher	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1	0	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_skink_skirmisher_blessed		lzd_skink_skirmisher_blessed	hu7\lzd\lzd_skink\imposter\lzd_skink_imposter	1	1	0	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_slann		lzd_slann		1	1.15	0.050000004	
wh2_main_lzd_slann_campaign_01		lzd_slann_campaign_01		1	1.15	0.050000004	
wh2_main_lzd_slann_campaign_02		lzd_slann_campaign_02		1	1.15	0.050000004	
wh2_main_lzd_slann_campaign_03		lzd_slann_campaign_03		1	1.15	0.050000004	
wh2_main_lzd_slann_campaign_04		lzd_slann_campaign_04		1	1.15	0.050000004	
wh2_main_lzd_slann_campaign_05		lzd_slann_campaign_05		1	1.15	0.050000004	
wh2_main_lzd_stegadon_0	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_feral		1	1.4	0	
wh2_main_lzd_stegadon_1	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon		1.5	1	0	
wh2_main_lzd_stegadon_ancient	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_ancient		1.6	1	0	
wh2_main_lzd_stegadon_zlaaq	VariantMeshes\wh_variantmodels\hq1\lzd\lzd_stegadon\tech	lzd_stegadon_zlaaq		1.6	1	0	
wh2_main_lzd_temple_guard		lzd_saurus_temple_guard	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_temple_guard_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_temple_guard_blessed		lzd_saurus_temple_guard_blessed	hu7b\lzd\lzd_saurus_warriors\imposter\lzd_saurus_temple_guard_imposter	1	1.1	0.050000004	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_terradon	VariantMeshes\wh_variantmodels\bi3\lzd\lzd_terradon\tech	lzd_terradon	bi3\lzd\lzd_terradon\imposter\lzd_terradon_imposter	1	1	0	
wh2_main_lzd_terradon_riders		lzd_skink_terradon_riders	hu7\lzd\lzd_skink\imposter\lzd_skink_terradon_riders_imposter	1	1	0	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_terradon_riders_fireleech_bola		lzd_skink_terradon_riders_fireleech_bola	hu7\lzd\lzd_skink\imposter\lzd_skink_terradon_riders_imposter	1	1	0	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_lzd_terradon_riders_fireleech_bola_blessed		lzd_skink_terradon_riders_fireleech_bola_blessed	hu7\lzd\lzd_skink\imposter\lzd_skink_terradon_riders_imposter	1	1	0	hu7/lzd/lzd_skink/imposter/skink_super_imposter
wh2_main_skv_assassin		skv_assassin	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_assassin_campaign_01		skv_assassin_campaign_01	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_assassin_campaign_02		skv_assassin_campaign_02	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_assassin_campaign_03		skv_assassin_campaign_03	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_clanrat		skv_clanrat	hu17\skv\skv_clan_rats\imposter\skv_clanrat_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_clanrat_shield		skv_clanrat_shield	hu17\skv\skv_clan_rats\imposter\skv_clanrat_imposter	1	1	0	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_clanrat_spear		skv_clanrat_spear	hu17\skv\skv_clan_rats\imposter\skv_clanrat_imposter	1	1	0	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_clanrat_spear_shield		skv_clanrat_spear_shield	hu17\skv\skv_clan_rats\imposter\skv_clanrat_imposter	1	1	0	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_death_globe_bombardiers		skv_death_globe_bombardiers	hu17\skv\skv_poisoned_wind_globadiers\imposter\skv_death_wind_globadiers_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_death_runners		skv_death_runnners	hu17\skv\skv_death_runners\imposter\skv_death_runnners_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_doomwheel	warmachines/engines/skv_doomwheel/tech/	skv_doomwheel		1	1	0	
wh2_main_skv_doomwheel_rat		skv_rat		1	1	0	
wh2_main_skv_grey_seer		skv_grey_seer	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_grey_seer_campaign_01		skv_grey_seer_campaign_01	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_grey_seer_campaign_02		skv_grey_seer_campaign_02	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_grey_seer_campaign_03		skv_grey_seer_campaign_03	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_grey_seer_campaign_04		skv_grey_seer_campaign_04	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_gutter_runners		skv_gutter_runners	hu17\skv\skv_gutter_runners\imposter\skv_gutter_runners_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_gutter_runners_sling		skv_gutter_runners_sling	hu17\skv\skv_gutter_runners\imposter\skv_gutter_runners_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_hell_pit_abomination		skv_hell_pit_abomination	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1	0	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_lord_skrolk		skv_lord_skrolk		1	1.3	0	
wh2_main_skv_night_runners		skv_night_runners	hu17\skv\skv_night_runners\imposter\skv_night_runners_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_night_runners_sling		skv_night_runners_sling	hu17\skv\skv_night_runners\imposter\skv_night_runners_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_plague_furnace_campaign	warmachines\engines\skv_plague_furnace\tech	campaign_skv_plague_furnace		1	1	0	
wh2_main_skv_plague_monk		skv_plague_monk	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_plague_monk_censer		skv_plague_monk_censer	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_plague_priest		skv_plague_priest	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_plague_priest_campaign_01		skv_plague_priest_campaign_01	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_plague_priest_campaign_02		skv_plague_priest_campaign_02	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_plague_priest_campaign_03		skv_plague_priest_campaign_03	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_poison_wind_globadiers		skv_wind_globadiers	hu17\skv\skv_poisoned_wind_globadiers\imposter\skv_poisoned_wind_globadiers_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_queek		skv_queek	hu17\skv\skv_plague_monks\imposter\skv_plague_monk_imposter	1	1.3	0	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_rat_ogre		skv_rat_ogre		1	1	0	
wh2_main_skv_rat_ogre_bonebreaker	VariantMeshes\_VariantModels\humanoid18\skv\skv_bone_breaker\tech	skv_rat_ogre_bonebreaker		1	1.6	0	
wh2_main_skv_screaming_bell_campaign	warmachines\engines\skv_screaming_bell\tech	campaign_skv_screaming_bell		1	1	0	
wh2_main_skv_siege_ladder_01		skv_siege_ladder		1	1	0	
wh2_main_skv_skavenslaves		skv_skavenslaves	hu17\skv\skv_skaven_slaves\imposter\skv_skavenslaves_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_skavenslaves_sling		skv_skavenslaves_sling	hu17\skv\skv_skaven_slaves\imposter\skv_skavenslaves_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_skavenslaves_spear		skv_skavenslaves_spear	hu17\skv\skv_skaven_slaves\imposter\skv_skavenslaves_spear_imposter	1	1	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_skyre_artillery_crew		skv_skyre_artillery_crew		1	1	0.050000004	
wh2_main_skv_skyre_artillery_crew_ror_tech_lab		skv_skyre_artillery_crew_ror_tech_lab		1	1	0	
wh2_main_skv_stormvermin_halberd		skv_stormvermin_halberd	hu17\skv\skv_stormvermin\imposter\skv_stormvermin_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_stormvermin_shield		skv_stormvermin_shield	hu17\skv\skv_stormvermin\imposter\skv_stormvermin_imposter	1	1.15	0.050000004	hu17/skv/skv_clan_rats/imposter/hu17_imposter
wh2_main_skv_warlock_engineer		skv_warlock_engineer		1	1.15	0.050000004	
wh2_main_skv_warlock_engineer_campaign_01		skv_warlock_engineer_campaign_01		1	1.15	0.050000004	
wh2_main_skv_warlock_engineer_campaign_02		skv_warlock_engineer_campaign_02		1	1.15	0.050000004	
wh2_main_skv_warlock_engineer_campaign_03		skv_warlock_engineer_campaign_03		1	1.15	0.050000004	
wh2_main_skv_warlord		skv_warlord		1	1.1	0.050000004	
wh2_main_skv_warlord_campaign_01		skv_warlord_campaign_01		1	1.1	0.050000004	
wh2_main_skv_warlord_campaign_02		skv_warlord_campaign_02		1	1.1	0.050000004	
wh2_main_skv_warlord_campaign_03		skv_warlord_campaign_03		1	1.1	0.050000004	
wh2_main_skv_warpfire_thrower		skv_warpfire_gunner		1	1	0.050000004	
wh2_main_skv_warplightning_crew		skv_warplightning_crew		1	1	0.050000004	
wh2_pro06_tmb_bone_giant		tmb_bone_giant		1	0.8999999	0	
wh2_pro07_ch_emp_wizard_amethyst		emp_wizard_amethyst		1	1.15	0.050000004	
wh2_pro07_ch_emp_wizard_amethyst_campaign_01		emp_wizard_amethyst_campaign_01		1	1.15	0.050000004	
wh2_pro07_ch_emp_wizard_amethyst_campaign_02		emp_wizard_amethyst_campaign_02		1	1.15	0.050000004	
wh2_pro07_ch_emp_wizard_amethyst_campaign_03		emp_wizard_amethyst_campaign_03		1	1.15	0.050000004	
wh_brt_artillery_crew		brt_artillery_crew	hu1\brt\brt_peasants_bowmen\low_poly\brt_peasants_bowmen_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh_brt_beaquis_the_hippogryph	VariantMeshes\wh_variantmodels\bc2b\brt\brt_hippogryph_beaquis\tech	brt_beaquis_the_hippogryph		1	1.1	0	
wh_brt_ch_damsel		brt_damsel		1	1.15	0.050000004	
wh_brt_ch_damsel_campaign_01		brt_damsel_campaign_01		1	1.15	0.050000004	
wh_brt_ch_damsel_campaign_02		brt_damsel_campaign_02		1	1.15	0.050000004	
wh_brt_ch_king_louen_leoncoeur		brt_ch_king_louen_leoncoeur		1	1.2	0.050000004	
wh_brt_ch_lords		brt_lords		1	1.15	0.050000004	
wh_brt_ch_lords_campaign_01		brt_lords_campaign_01		1	1.15	0.050000004	
wh_brt_ch_lords_campaign_02		brt_lords_campaign_02		1	1.15	0.050000004	
wh_brt_ch_lords_campaign_03		brt_lords_campaign_03		1	1.15	0.050000004	
wh_brt_ch_lords_campaign_04		brt_lords_campaign_04		1	1.15	0.050000004	
wh_brt_ch_lords_lance		brt_lords		1	1.15	0.050000004	
wh_brt_ch_paladin		brt_paladin		1	1.15	0.050000004	
wh_brt_ch_paladin_campaign_01		brt_paladin_campaign_01		1	1.15	0.050000004	
wh_brt_ch_paladin_campaign_02		brt_paladin_campaign_02		1	1.15	0.050000004	
wh_brt_ch_paladin_campaign_03		brt_paladin_campaign_03		1	1.15	0.050000004	
wh_brt_ch_paladin_campaign_04		brt_paladin_campaign_04		1	1.15	0.050000004	
wh_brt_ch_paladin_lance		brt_paladin		1	1.15	0.050000004	
wh_brt_grail_knights		brt_grail_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh_brt_hippogryphs	VariantMeshes\wh_variantmodels\bc2b\brt\brt_hippogryph_beaquis\tech	brt_hippogryphs		1	0.8999999	0	
wh_brt_hippogryphs_lord	VariantMeshes\wh_variantmodels\bc2b\brt\brt_hippogryph_beaquis\tech	brt_hippogryphs_lord		1	1	0	
wh_brt_hippogryphs_lord_faction_colours	VariantMeshes\wh_variantmodels\bc2b\brt\brt_hippogryph_beaquis\tech	brt_hippogryph_lord_faction_colours		1	1	0	
wh_brt_knights_of_the_realm		brt_knights_of_the_realm	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh_brt_men_at_arms_halberd		brt_men_at_arms_halberd	hu1\brt\brt_men_at_arms\low_poly\brt_men_at_arms_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh_brt_mounted_yeomen		brt_mounted_yeomen	hu1\brt\brt_men_at_arms\low_poly\brt_spearmen_at_arms_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh_brt_mounted_yeomen_archers		brt_mounted_yeomen_archers	hu1\brt\brt_men_at_arms\low_poly\brt_men_at_arms_archer_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh_brt_peasants_bowmen		brt_peasants_bowmen	hu1\brt\brt_peasants_bowmen\low_poly\brt_peasants_bowmen_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh_brt_peasants_mob		brt_peasants_mob		1	1	0.050000004	
wh_brt_pegasus		brt_pegasus		1	1	0.050000004	
wh_brt_pegasus_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_pegasus		1	1	0	
wh_brt_pegasus_knights		brt_pegasus_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh_brt_royal_knights		brt_royal_knights	hu1\brt\brt_grail_knights\low_poly\brt_grail_knights_lowlod	1	1	0.050000004	hu1\imposter\humanoid_imposter
wh_brt_royal_pegasus		brt_royal_pegasus		1	1	0.050000004	
wh_brt_royal_pegasus_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_royal_pegasus		1	1	0	
wh_brt_royal_pegasus_faction_colours	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_royal_pegasus_faction_colours		1	1	0	
wh_brt_royal_pegasus_faction_colours_campaign	VariantMeshes\wh_variantmodels\hr1\emp\emp_warbeast_horse\tech	brt_royal_pegasus_faction_colours		1	1	0	
