building_set_to_building_junctions_tables	0
building_chain	building_level	building_set	exclude
wh_dlc05_wef_fletcher		wh_dlc05_set_woodelves_military_support	false
wh_dlc05_wef_spellsingers		wh_dlc05_set_woodelves_military_support	false
wh_dlc05_wef_office_starlight_forge		wh_dlc05_set_woodelves_offices	false
wh_dlc05_wef_office_the_wild_heath		wh_dlc05_set_woodelves_offices	false
wh_dlc05_wef_office_wardancer_feast_halls		wh_dlc05_set_woodelves_offices	false
wh_dlc05_wef_office_wildwood_waystones		wh_dlc05_set_woodelves_offices	false
wh_dlc05_wef_tree_delliandra		wh_dlc05_set_woodelves_offices	false
wh_dlc05_wef_tree_druthandor		wh_dlc05_set_woodelves_offices	false
wh_dlc05_wef_tree_talrennic		wh_dlc05_set_woodelves_offices	false
wh_dlc05_wef_tree_threllock		wh_dlc05_set_woodelves_offices	false
wh_dlc05_wef_temple_anath_raema		wh_dlc05_set_woodelves_temples	false
wh_dlc05_wef_temple_ereth_khial		wh_dlc05_set_woodelves_temples	false
wh_dlc05_wef_temple_isha		wh_dlc05_set_woodelves_temples	false
wh_dlc05_wef_temple_kurnous		wh_dlc05_set_woodelves_temples	false
wh_main_horde_chaos_knights		wh_main_set_chaos_military_recuitment	false
wh_main_horde_chaos_magic		wh_main_set_chaos_military_recuitment	false
wh_main_horde_chaos_marauders		wh_main_set_chaos_military_recuitment	false
wh_main_horde_chaos_trolls		wh_main_set_chaos_military_recuitment	false
wh_main_horde_chaos_warriors		wh_main_set_chaos_military_recuitment	false
wh_main_horde_chaos_dragon_ogres		wh_main_set_chaos_military_support	false
wh_main_horde_chaos_forge		wh_main_set_chaos_military_support	false
wh_main_horde_chaos_giants		wh_main_set_chaos_military_support	false
wh_main_horde_chaos_weapons		wh_main_set_chaos_military_support	false
wh2_main_dwf_defence_norsca		wh_main_set_dwarf_defence	false
wh_main_DWARFS_garrison		wh_main_set_dwarf_defence	false
wh_main_DWARFS_walls		wh_main_set_dwarf_defence	false
wh_main_DWARFS_farm		wh_main_set_dwarf_economy	false
wh_main_DWARFS_industry		wh_main_set_dwarf_economy	false
wh_main_DWARFS_tavern		wh_main_set_dwarf_economy	false
wh_main_DWARFS_trade_depot		wh_main_set_dwarf_economy	false
wh_main_DWARFS_barracks		wh_main_set_dwarf_military_recruitment	false
wh_main_DWARFS_oaths		wh_main_set_dwarf_military_recruitment	false
wh_main_DWARFS_workshops		wh_main_set_dwarf_military_recruitment	false
wh_dlc06_DWARFS_ranger_hub		wh_main_set_dwarf_military_support	false
wh_dlc06_DWARFS_ranger_hub_all		wh_main_set_dwarf_military_support	false
wh_main_DWARFS_engineer		wh_main_set_dwarf_military_support	false
wh_main_DWARFS_slayers		wh_main_set_dwarf_military_support	false
wh_main_DWARFS_smiths		wh_main_set_dwarf_military_support	false
wh2_main_brt_defence_norsca		wh_main_set_empire_defence	false
wh2_main_emp_defence_norsca		wh_main_set_empire_defence	false
wh_main_BRETONNIA_garrison		wh_main_set_empire_defence	false
wh_main_BRETONNIA_walls		wh_main_set_empire_defence	false
wh_main_EMPIRE_garrison		wh_main_set_empire_defence	false
wh_main_EMPIRE_walls		wh_main_set_empire_defence	false
wh_main_KISLEV_walls		wh_main_set_empire_defence	false
wh_main_TEB_walls		wh_main_set_empire_defence	false
wh2_main_EMPIRE_roads		wh_main_set_empire_economy	false
wh_main_BRETONNIA_farm_basic		wh_main_set_empire_economy	false
wh_main_BRETONNIA_farm_extra		wh_main_set_empire_economy	false
wh_main_BRETONNIA_hospital		wh_main_set_empire_economy	false
wh_main_BRETONNIA_industry_basic		wh_main_set_empire_economy	false
wh_main_BRETONNIA_industry_extra		wh_main_set_empire_economy	false
wh_main_BRETONNIA_tavern		wh_main_set_empire_economy	false
wh_main_EMPIRE_farm_basic		wh_main_set_empire_economy	false
wh_main_EMPIRE_industry_basic		wh_main_set_empire_economy	false
wh_main_EMPIRE_tavern		wh_main_set_empire_economy	false
wh_main_BRETONNIA_barracks		wh_main_set_empire_military_recruitment	false
wh_main_BRETONNIA_stables		wh_main_set_empire_military_recruitment	false
wh_main_EMPIRE_barracks		wh_main_set_empire_military_recruitment	false
wh_main_EMPIRE_forges		wh_main_set_empire_military_recruitment	false
wh_main_EMPIRE_stables		wh_main_set_empire_military_recruitment	false
wh_main_special_reiksfort		wh_main_set_empire_military_recruitment	false
wh2_main_EMPIRE_academy		wh_main_set_empire_military_support	false
wh_main_BRETONNIA_carpenter		wh_main_set_empire_military_support	false
wh_main_BRETONNIA_smith		wh_main_set_empire_military_support	false
wh_main_BRETONNIA_worship		wh_main_set_empire_military_support	false
wh_main_EMPIRE_smiths		wh_main_set_empire_military_support	false
wh_main_EMPIRE_wizards		wh_main_set_empire_military_support	false
wh_main_EMPIRE_worship		wh_main_set_empire_military_support	false
wh_main_HUMAN_KISLEV_worship		wh_main_set_empire_military_support	false
wh_main_HUMAN_MIDDENHEIM_worship		wh_main_set_empire_military_support	false
wh_main_HUMAN_TALABEC_worship		wh_main_set_empire_military_support	false
wh_main_HUMAN_TEB_worship		wh_main_set_empire_military_support	false
	wh_main_emp_wizards_1	wh_main_set_empire_wizards	false
	wh_main_emp_wizards_2	wh_main_set_empire_wizards	false
	wh_main_special_college_of_magic	wh_main_set_empire_wizards	false
	wh_main_special_conclave_of_magic	wh_main_set_empire_wizards	false
wh2_main_grn_defence_norsca		wh_main_set_greenskin_defence	false
wh2_main_savageorc_defence_norsca		wh_main_set_greenskin_defence	false
wh_dlc06_GREENSKIN_garrison_skarsnik		wh_main_set_greenskin_defence	false
wh_dlc06_GREENSKIN_garrison_wurrzag		wh_main_set_greenskin_defence	false
wh_dlc06_GREENSKIN_walls_skarsnik		wh_main_set_greenskin_defence	false
wh_dlc06_GREENSKIN_walls_wurrzag		wh_main_set_greenskin_defence	false
wh_main_GREENSKIN_garrison		wh_main_set_greenskin_defence	false
wh_main_GREENSKIN_walls		wh_main_set_greenskin_defence	false
wh_main_SAVAGEORC_garrison		wh_main_set_greenskin_defence	false
wh2_main_grn_raiders		wh_main_set_greenskin_economy	false
wh_main_GREENSKIN_boss		wh_main_set_greenskin_economy	false
wh_main_GREENSKIN_boss_skarsnik		wh_main_set_greenskin_economy	false
wh_main_GREENSKIN_farm		wh_main_set_greenskin_economy	false
wh_main_GREENSKIN_industry		wh_main_set_greenskin_economy	false
wh_main_SAVAGEORC_boss		wh_main_set_greenskin_economy	false
wh_main_horde_SAVAGEORC_farm		wh_main_set_greenskin_economy	false
wh_main_horde_SAVAGEORC_industry		wh_main_set_greenskin_economy	false
wh_dlc06_GREENSKIN_boars_skarsnik		wh_main_set_greenskin_military_recruitment	false
wh_dlc06_GREENSKIN_military_skarsnik		wh_main_set_greenskin_military_recruitment	false
wh_dlc06_GREENSKIN_squigs		wh_main_set_greenskin_military_recruitment	false
wh_dlc06_special_savage_orc_camp_wurrzag		wh_main_set_greenskin_military_recruitment	false
wh_main_GREENSKIN_boars		wh_main_set_greenskin_military_recruitment	false
wh_main_GREENSKIN_forest_beasts		wh_main_set_greenskin_military_recruitment	false
wh_main_GREENSKIN_military		wh_main_set_greenskin_military_recruitment	false
wh_main_SAVAGEORC_boars		wh_main_set_greenskin_military_recruitment	false
wh_main_SAVAGEORC_military		wh_main_set_greenskin_military_recruitment	false
wh_main_horde_SAVAGEORC_boars		wh_main_set_greenskin_military_recruitment	false
wh_main_horde_SAVAGEORC_military		wh_main_set_greenskin_military_recruitment	false
wh_main_GREENSKIN_monsters		wh_main_set_greenskin_military_support	false
wh_main_GREENSKIN_shaman		wh_main_set_greenskin_military_support	false
wh_main_GREENSKIN_workshop		wh_main_set_greenskin_military_support	false
wh_main_horde_SAVAGEORC_monsters		wh_main_set_greenskin_military_support	false
	wh_main_horde_chaos_marauders_1	wh_main_set_newhorde_chaos	false
	wh_main_horde_chaos_settlement_1	wh_main_set_newhorde_chaos	false
	wh_main_horde_savage_military_1	wh_main_set_newhorde_savage_orcs	false
	wh_main_horde_savage_settlement_1	wh_main_set_newhorde_savage_orcs	false
wh_main_NORSCA_garrison		wh_main_set_norsca_defence	false
wh_main_NORSCA_outpost_garrison		wh_main_set_norsca_defence	false
wh_main_NORSCA_walls		wh_main_set_norsca_defence	false
wh_main_NORSCA_loot		wh_main_set_norsca_economy	false
wh_main_NORSCA_outpost_growth		wh_main_set_norsca_economy	false
wh_main_NORSCA_outpost_income		wh_main_set_norsca_economy	false
wh_main_NORSCA_slaves		wh_main_set_norsca_economy	false
wh_main_NORSCA_worship		wh_main_set_norsca_economy	false
wh_main_NORSCA_beasts		wh_main_set_norsca_military_recruitment	false
wh_main_NORSCA_chaos		wh_main_set_norsca_military_recruitment	false
wh_main_NORSCA_creatures		wh_main_set_norsca_military_recruitment	false
wh_main_NORSCA_military		wh_main_set_norsca_military_recruitment	false
wh_main_NORSCA_outpost_military		wh_main_set_norsca_military_recruitment	false
wh_main_NORSCA_outpost_stables		wh_main_set_norsca_military_recruitment	false
wh_main_NORSCA_stables		wh_main_set_norsca_military_recruitment	false
wh_main_NORSCA_offerings		wh_main_set_norsca_military_support	false
wh_main_NORSCA_outpost_experience		wh_main_set_norsca_military_support	false
wh_main_NORSCA_smith		wh_main_set_norsca_military_support	false
wh2_dlc09_tmb_port		wh_main_set_port	false
wh2_dlc11_vampirecoast_port		wh_main_set_port	false
wh2_main_rogue_port		wh_main_set_port	false
wh2_main_special_lothern_port_norsca		wh_main_set_port	false
wh2_main_special_lothern_port_tmb		wh_main_set_port	false
wh_dlc05_special_bordeleaux_port_wef		wh_main_set_port	false
wh_dlc05_special_erengrad_port_wef		wh_main_set_port	false
wh_dlc05_special_marienburg_port_wef		wh_main_set_port	false
wh_dlc05_wef_port		wh_main_set_port	false
wh_dlc08_special_bordeleaux_port_norsca		wh_main_set_port	false
wh_dlc08_special_erengrad_port_norsca		wh_main_set_port	false
wh_dlc08_special_marienburg_port_norsca		wh_main_set_port	false
wh_main_BRETONNIA_port		wh_main_set_port	false
wh_main_CHAOS_port		wh_main_set_port	false
wh_main_DWARF_port		wh_main_set_port	false
wh_main_EMPIRE_port		wh_main_set_port	false
wh_main_GREENSKIN_port		wh_main_set_port	false
wh_main_KISLEV_port		wh_main_set_port	false
wh_main_NORSCA_port		wh_main_set_port	false
wh_main_TEB_port		wh_main_set_port	false
wh_main_VAMPIRES_port		wh_main_set_port	false
wh_main_bretonnia_legendary_bordeleaux		wh_main_set_port	false
wh_main_bretonnia_legendary_bordeleaux_tmb		wh_main_set_port	false
wh_main_special_erengrad_port		wh_main_set_port	false
wh_main_special_erengrad_port_tmb		wh_main_set_port	false
wh_main_special_marienburg_port		wh_main_set_port	false
wh_main_special_marienburg_port_tmb		wh_main_set_port	false
wh2_main_horde_skaven_settlement		wh_main_set_settlement_horde	false
wh_main_horde_SAVAGEORC_settlement		wh_main_set_settlement_horde	false
wh_main_horde_chaos_settlement		wh_main_set_settlement_horde	false
wh2_dlc09_special_settlement_altdorf_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_athel_loren_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_black_crag_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_castle_drakenhof_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_couronne_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_eight_peaks_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_gaean_vale_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_hexoatl_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_itza_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_karaz_a_karak_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_khemri_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_kislev_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_lahmia_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_lothern_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_miragliano_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_naggarond_tmb		wh_main_set_settlement_major	false
wh2_dlc09_special_settlement_pyramid_of_nagash_tmb		wh_main_set_settlement_major	false
wh2_dlc09_tmb_outpostnorsca_major		wh_main_set_settlement_major	false
wh2_dlc09_tmb_outpostnorsca_major_coast		wh_main_set_settlement_major	false
wh2_dlc09_tmb_settlement_major		wh_main_set_settlement_major	false
wh2_dlc09_tmb_settlement_major_coast		wh_main_set_settlement_major	false
wh2_dlc11_cst_outpostnorsca_major		wh_main_set_settlement_major	false
wh2_dlc11_cst_outpostnorsca_major_coast		wh_main_set_settlement_major	false
wh2_dlc11_special_settlement_galleons_graveyard		wh_main_set_settlement_major	false
wh2_dlc11_special_settlement_galleons_graveyard_other		wh_main_set_settlement_major	false
wh2_dlc11_vampirecoast_settlement_major		wh_main_set_settlement_major	false
wh2_dlc11_vampirecoast_settlement_major_coast		wh_main_set_settlement_major	false
wh2_main_def_outpostnorsca_major		wh_main_set_settlement_major	false
wh2_main_def_outpostnorsca_major_coast		wh_main_set_settlement_major	false
wh2_main_def_settlement_major		wh_main_set_settlement_major	false
wh2_main_def_settlement_major_coast		wh_main_set_settlement_major	false
wh2_main_hef_outpostnorsca_major		wh_main_set_settlement_major	false
wh2_main_hef_outpostnorsca_major_coast		wh_main_set_settlement_major	false
wh2_main_hef_settlement_major		wh_main_set_settlement_major	false
wh2_main_hef_settlement_major_coast		wh_main_set_settlement_major	false
wh2_main_lzd_outpostnorsca_major		wh_main_set_settlement_major	false
wh2_main_lzd_outpostnorsca_major_coast		wh_main_set_settlement_major	false
wh2_main_lzd_settlement_major		wh_main_set_settlement_major	false
wh2_main_lzd_settlement_major_coast		wh_main_set_settlement_major	false
wh2_main_rogue_outpostnorsca_major		wh_main_set_settlement_major	false
wh2_main_rogue_outpostnorsca_major_coast		wh_main_set_settlement_major	false
wh2_main_skv_outpostnorsca_major		wh_main_set_settlement_major	false
wh2_main_skv_outpostnorsca_major_coast		wh_main_set_settlement_major	false
wh2_main_skv_settlement_major		wh_main_set_settlement_major	false
wh2_main_skv_settlement_major_coast		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_eagle_chaos		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_eagle_cst		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_eagle_hef		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_eagle_skaven		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_eagle_untainted		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_eagle_vmp		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_eagle_wef		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_griffon_chaos		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_griffon_cst		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_griffon_hef		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_griffon_skaven		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_griffon_untainted		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_griffon_vmp		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_griffon_wef		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_phoenix_chaos		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_phoenix_cst		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_phoenix_hef		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_phoenix_skaven		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_phoenix_untainted		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_phoenix_vmp		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_phoenix_wef		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_unicorn_chaos		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_unicorn_cst		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_unicorn_hef		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_unicorn_skaven		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_unicorn_untainted		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_unicorn_vmp		wh_main_set_settlement_major	false
wh2_main_special_fortress_gate_unicorn_wef		wh_main_set_settlement_major	false
wh2_main_special_settlement_altdorf_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_altdorf_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_altdorf_dwf		wh_main_set_settlement_major	false
wh2_main_special_settlement_altdorf_grn		wh_main_set_settlement_major	false
wh2_main_special_settlement_altdorf_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_altdorf_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_altdorf_norsca		wh_main_set_settlement_major	false
wh2_main_special_settlement_altdorf_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_altdorf_savage		wh_main_set_settlement_major	false
wh2_main_special_settlement_altdorf_skv		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_brt		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_dwf		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_emp		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_grn		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_norsca		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_rogue		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_savage		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_skv		wh_main_set_settlement_major	false
wh2_main_special_settlement_athel_loren_vmp		wh_main_set_settlement_major	false
wh2_main_special_settlement_black_crag_brt		wh_main_set_settlement_major	false
wh2_main_special_settlement_black_crag_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_black_crag_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_black_crag_emp		wh_main_set_settlement_major	false
wh2_main_special_settlement_black_crag_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_black_crag_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_black_crag_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_black_crag_skv		wh_main_set_settlement_major	false
wh2_main_special_settlement_black_crag_vmp		wh_main_set_settlement_major	false
wh2_main_special_settlement_castle_drakenhof_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_castle_drakenhof_dwf		wh_main_set_settlement_major	false
wh2_main_special_settlement_castle_drakenhof_grn		wh_main_set_settlement_major	false
wh2_main_special_settlement_castle_drakenhof_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_castle_drakenhof_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_castle_drakenhof_norsca		wh_main_set_settlement_major	false
wh2_main_special_settlement_castle_drakenhof_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_castle_drakenhof_savage		wh_main_set_settlement_major	false
wh2_main_special_settlement_castle_drakenhof_skv		wh_main_set_settlement_major	false
wh2_main_special_settlement_colony_major_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_colony_major_norscaruin_khorne		wh_main_set_settlement_major	false
wh2_main_special_settlement_colony_major_norscaruin_nurgle		wh_main_set_settlement_major	false
wh2_main_special_settlement_colony_major_norscaruin_slaanesh		wh_main_set_settlement_major	false
wh2_main_special_settlement_colony_major_norscaruin_tzeentch		wh_main_set_settlement_major	false
wh2_main_special_settlement_colony_major_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_colony_major_wef		wh_main_set_settlement_major	false
wh2_main_special_settlement_couronne_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_couronne_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_couronne_dwf		wh_main_set_settlement_major	false
wh2_main_special_settlement_couronne_grn		wh_main_set_settlement_major	false
wh2_main_special_settlement_couronne_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_couronne_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_couronne_norsca		wh_main_set_settlement_major	false
wh2_main_special_settlement_couronne_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_couronne_savage		wh_main_set_settlement_major	false
wh2_main_special_settlement_couronne_skv		wh_main_set_settlement_major	false
wh2_main_special_settlement_drakenhof_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_eight_peaks_brt		wh_main_set_settlement_major	false
wh2_main_special_settlement_eight_peaks_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_eight_peaks_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_eight_peaks_emp		wh_main_set_settlement_major	false
wh2_main_special_settlement_eight_peaks_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_eight_peaks_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_eight_peaks_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_eight_peaks_skv		wh_main_set_settlement_major	false
wh2_main_special_settlement_eight_peaks_vmp		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_brt		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_dwf		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_emp		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_grn		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_norsca		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_norscaruin_khorne		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_norscaruin_nurgle		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_norscaruin_slaanesh		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_norscaruin_tzeentch		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_savage		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_skv		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_vmp		wh_main_set_settlement_major	false
wh2_main_special_settlement_gaean_vale_wef		wh_main_set_settlement_major	false
wh2_main_special_settlement_hellpit		wh_main_set_settlement_major	false
wh2_main_special_settlement_hellpit_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_hellpit_norsca		wh_main_set_settlement_major	false
wh2_main_special_settlement_hellpit_norscaruin_khorne		wh_main_set_settlement_major	false
wh2_main_special_settlement_hellpit_norscaruin_nurgle		wh_main_set_settlement_major	false
wh2_main_special_settlement_hellpit_norscaruin_slaanesh		wh_main_set_settlement_major	false
wh2_main_special_settlement_hellpit_norscaruin_tzeentch		wh_main_set_settlement_major	false
wh2_main_special_settlement_hellpit_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_hellpit_wef		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_brt		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_dwf		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_emp		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_grn		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_hexoatl		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_norsca		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_norscaruin_khorne		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_norscaruin_nurgle		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_norscaruin_slaanesh		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_norscaruin_tzeentch		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_other_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_savage		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_skv		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_vmp		wh_main_set_settlement_major	false
wh2_main_special_settlement_hexoatl_wef		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_brt		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_dwf		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_emp		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_grn		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_itza		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_norsca		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_norscaruin_khorne		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_norscaruin_nurgle		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_norscaruin_slaanesh		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_norscaruin_tzeentch		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_other_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_savage		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_skv		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_vmp		wh_main_set_settlement_major	false
wh2_main_special_settlement_itza_wef		wh_main_set_settlement_major	false
wh2_main_special_settlement_karaz_a_karak_brt		wh_main_set_settlement_major	false
wh2_main_special_settlement_karaz_a_karak_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_karaz_a_karak_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_karaz_a_karak_emp		wh_main_set_settlement_major	false
wh2_main_special_settlement_karaz_a_karak_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_karaz_a_karak_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_karaz_a_karak_other		wh_main_set_settlement_major	false
wh2_main_special_settlement_karaz_a_karak_skv		wh_main_set_settlement_major	false
wh2_main_special_settlement_karaz_a_karak_vmp		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_brt		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_cst		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_def		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_dwf		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_emp		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_grn		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_hef		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_lzd		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_norsca		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_norscaruin_khorne		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_norscaruin_nurgle		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_norscaruin_slaanesh		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_norscaruin_tzeentch		wh_main_set_settlement_major	false
wh2_main_special_settlement_khemri_other		wh_main_set_settlement_major	false
