character_skill_nodes_skill_locks_tables	0
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_tyrion_unique_2	wh2_main_skill_node_hef_tyrion_unique_0	1
wh2_main_skill_hef_tyrion_unique_0	wh2_main_skill_node_hef_tyrion_unique_2	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_kroq_gar_dedication_1	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_kroq_gar_dedication_1	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_kroq_gar_dedication_1	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_kroq_gar_dedication_1	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_kroq_gar_dedication_1	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_kroq_gar_dedication_2	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_kroq_gar_dedication_2	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_kroq_gar_dedication_2	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_kroq_gar_dedication_2	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_kroq_gar_dedication_2	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_kroq_gar_dedication_3	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_kroq_gar_dedication_3	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_kroq_gar_dedication_3	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_kroq_gar_dedication_3	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_kroq_gar_dedication_3	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_kroq_gar_dedication_4	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_kroq_gar_dedication_4	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_kroq_gar_dedication_4	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_kroq_gar_dedication_4	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_kroq_gar_dedication_4	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_kroq_gar_dedication_5	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_kroq_gar_dedication_5	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_kroq_gar_dedication_5	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_kroq_gar_dedication_5	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_kroq_gar_dedication_5	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_kroq_gar_dedication_6	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_kroq_gar_dedication_6	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_kroq_gar_dedication_6	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_kroq_gar_dedication_6	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_kroq_gar_dedication_6	1
wh2_dlc12_skill_lzd_lord_kroak_ultimate_deliverance	wh2_main_skill_node_lzd_lord_kroak_campaign_5	1
wh2_dlc12_skill_lzd_lord_kroak_colossal_deliverance_cooldown	wh2_main_skill_node_lzd_lord_kroak_campaign_6	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_saurus_old_blood_dedication_1	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_1	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_1	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_saurus_old_blood_dedication_1	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_1	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_saurus_old_blood_dedication_2	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_saurus_old_blood_dedication_2	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_2	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_saurus_old_blood_dedication_2	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_2	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_saurus_old_blood_dedication_3	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_saurus_old_blood_dedication_3	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_3	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_3	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_3	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_saurus_old_blood_dedication_4	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_4	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_4	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_saurus_old_blood_dedication_4	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_4	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_saurus_old_blood_dedication_5	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_saurus_old_blood_dedication_5	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_5	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_5	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_saurus_old_blood_dedication_5	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_saurus_old_blood_dedication_6	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_saurus_old_blood_dedication_6	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_6	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_saurus_old_blood_dedication_6	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_6	1
wh2_main_skill_skv_campaign_corruptive	wh2_main_skill_node_skv_grey_seer_plague_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_main_skill_node_skv_grey_seer_plague_campaign_1_5	1
wh2_main_skill_skv_campaign_corruptive	wh2_main_skill_node_skv_grey_seer_ruin_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_main_skill_node_skv_grey_seer_ruin_campaign_1_5	1
wh2_main_skill_skv_campaign_corruptive	wh2_main_skill_node_skv_lord_skrolk_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_main_skill_node_skv_lord_skrolk_campaign_1_5	1
wh2_main_skill_skv_campaign_corruptive	wh2_main_skill_node_skv_queek_headtaker_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_main_skill_node_skv_queek_headtaker_campaign_1_5	1
wh2_main_skill_skv_campaign_corruptive	wh2_main_skill_node_skv_warlord_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_main_skill_node_skv_warlord_campaign_1_5	1
wh2_main_skill_skv_unique_deviousness	wh2_main_skill_node_skv_warlord_unique_1	1
wh2_main_skill_skv_unique_expansion	wh2_main_skill_node_skv_warlord_unique_1	1
wh2_main_skill_skv_unique_expansion	wh2_main_skill_node_skv_warlord_unique_2	1
wh2_main_skill_skv_unique_life_is_cheap	wh2_main_skill_node_skv_warlord_unique_2	1
wh2_main_skill_skv_unique_deviousness	wh2_main_skill_node_skv_warlord_unique_3	1
wh2_main_skill_skv_unique_life_is_cheap	wh2_main_skill_node_skv_warlord_unique_3	1
wh_dlc03_skill_bst_champion_offensive_1	wh_dlc03_skill_bst_champion_defensive_1	1
wh_dlc03_skill_bst_champion_defensive_1	wh_dlc03_skill_bst_champion_offensive_1	1
wh_dlc03_skill_bst_champion_quantity_1	wh_dlc03_skill_bst_champion_quality_1	1
wh_dlc03_skill_bst_champion_quality_1	wh_dlc03_skill_bst_champion_quantity_1	1
wh_dlc03_skill_bst_morghur_unique_upgraded_spawn_2	wh_dlc03_skill_node_bst_morghur_unique_03	1
wh_dlc03_skill_bst_morghur_unique_upgraded_spawn_1	wh_dlc03_skill_node_bst_morghur_unique_04	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_2	wh_dlc05_skill_node_wef_glade_lord_fem_self_melee_06	1
wh_main_skill_all_all_self_deadly_onslaught	wh_dlc05_skill_node_wef_glade_lord_fem_self_ranged_06	1
wh_dlc05_skill_wef_general_personal_buff_ranged_ability_high_tier_killer_2	wh_dlc05_skill_node_wef_glade_lord_self_melee_06	1
wh_main_skill_all_all_self_deadly_onslaught	wh_dlc05_skill_node_wef_glade_lord_self_ranged_06	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_01	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_01	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_01	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_01	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_01	1
wh_dlc08_skill_nor_lord_self_spirit_wanderer	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_01	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_02	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_02	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_02	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_02	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_02	1
wh_dlc08_skill_nor_lord_self_spirit_wanderer	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_02	1
wh_dlc08_skill_nor_lord_self_chrons_wrath	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_04	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_04	1
wh_dlc08_skill_nor_lord_self_drinker_of_blood	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_04	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_04	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_04	1
wh_dlc08_skill_nor_lord_self_spirit_wanderer	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_04	1
wh_dlc08_skill_nor_lord_self_chrons_wrath	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_05	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_05	1
wh_dlc08_skill_nor_lord_self_drinker_of_blood	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_05	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_05	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_05	1
wh_dlc08_skill_nor_lord_self_spirit_wanderer	wh_dlc08_skill_node_nor_marauder_chieftan_self_a_05	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_01	1
wh_dlc08_skill_nor_lord_self_chrons_wrath	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_01	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_01	1
wh_dlc08_skill_nor_lord_self_drinker_of_blood	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_01	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_01	1
wh_dlc08_skill_nor_lord_self_spirit_wanderer	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_01	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_02	1
wh_dlc08_skill_nor_lord_self_chrons_wrath	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_02	1
wh_dlc08_skill_nor_lord_self_dark_deceiver	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_02	1
wh_dlc08_skill_nor_lord_self_drinker_of_blood	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_02	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_02	1
wh_dlc08_skill_nor_lord_self_spirit_wanderer	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_02	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_04	1
wh_dlc08_skill_nor_lord_self_chrons_wrath	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_04	1
wh_dlc08_skill_nor_lord_self_drinker_of_blood	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_04	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_04	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_04	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_04	1
wh_dlc08_skill_nor_lord_self_carrier_of_death	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_05	1
wh_dlc08_skill_nor_lord_self_chrons_wrath	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_05	1
wh_dlc08_skill_nor_lord_self_drinker_of_blood	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_05	1
wh_dlc08_skill_nor_lord_self_indulger_of_the_exotic	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_05	1
wh_dlc08_skill_nor_lord_self_intoxicating_visions	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_05	1
wh_dlc08_skill_nor_lord_self_putrefying_ooze	wh_dlc08_skill_node_nor_marauder_chieftan_self_b_05	1
wh_dlc08_skill_nor_skin_wolf_werekin_battle_frenzied_assault	wh_dlc08_skill_node_nor_skin_wolf_werekin_battle_01	1
wh_dlc08_skill_nor_skin_wolf_werekin_battle_vicious_assault	wh_dlc08_skill_node_nor_skin_wolf_werekin_battle_01	1
wh_dlc08_skill_nor_skin_wolf_werekin_battle_ruinous_flesh	wh_dlc08_skill_node_nor_skin_wolf_werekin_battle_03	1
wh_dlc08_skill_nor_skin_wolf_werekin_battle_twisted_flesh	wh_dlc08_skill_node_nor_skin_wolf_werekin_battle_03	1
wh_dlc08_skill_unique_ungrim_1	wh_dlc08_skill_unique_ungrim_0	1
wh_dlc08_skill_unique_ungrim_0	wh_dlc08_skill_unique_ungrim_1	1
wh_dlc08_skill_unique_ungrim_3	wh_dlc08_skill_unique_ungrim_2	1
wh_dlc08_skill_unique_ungrim_4	wh_dlc08_skill_unique_ungrim_2	1
wh_dlc08_skill_unique_ungrim_2	wh_dlc08_skill_unique_ungrim_3	1
wh_dlc08_skill_unique_ungrim_4	wh_dlc08_skill_unique_ungrim_3	1
wh_dlc08_skill_unique_ungrim_2	wh_dlc08_skill_unique_ungrim_4	1
wh_dlc08_skill_unique_ungrim_3	wh_dlc08_skill_unique_ungrim_4	1
wh_dlc08_skill_nor_lords_battle_fight_or_die	wh_main_skill_node_nor_lord_battle_13	1
wh_dlc08_skill_nor_lord_battle_stand_or_die	wh_main_skill_node_nor_lord_battle_14	1
wh_dlc08_skill_nor_lords_battle_fight_or_die	wh_main_skill_node_nor_sorcerer_lord_metal_battle_13	1
wh_dlc08_skill_nor_lord_battle_stand_or_die	wh_main_skill_node_nor_sorcerer_lord_metal_battle_14	1
