faction_rebellion_units_junctions_tables	0
wh2_main_lzd_lizardmen_intervention	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_lizardmen_intervention	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_lizardmen_intervention	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_lizardmen_intervention	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_lizardmen_intervention	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_lizardmen_intervention	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_lizardmen_intervention	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_lizardmen_intervention	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_lizardmen_intervention	wh2_main_lzd_mon_stegadon_0
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_lizardmen_qb1	wh2_main_lzd_mon_stegadon_0
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_lizardmen_qb2	wh2_main_lzd_mon_stegadon_0
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_lizardmen_qb3	wh2_main_lzd_mon_stegadon_0
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_lizardmen_rebels	wh2_main_lzd_mon_stegadon_0
wh2_main_lzd_lizardmen	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_lizardmen	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_lizardmen	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_lizardmen	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_lizardmen	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_lizardmen	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_lizardmen	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_lizardmen	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_lizardmen	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_lizardmen	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_lizardmen	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_lizardmen	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_lizardmen	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_lizardmen	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_lizardmen	wh2_main_lzd_mon_stegadon_0
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_sentinels_of_xeti	wh2_main_lzd_mon_stegadon_0
wh2_main_lzd_southern_sentinels	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_southern_sentinels	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_southern_sentinels	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_southern_sentinels	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_southern_sentinels	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_southern_sentinels	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_southern_sentinels	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_southern_sentinels	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_southern_sentinels	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_southern_sentinels	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_southern_sentinels	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_southern_sentinels	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_southern_sentinels	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_southern_sentinels	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_southern_sentinels	wh2_main_lzd_mon_stegadon_0
wh2_main_lzd_teotiqua	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_teotiqua	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_teotiqua	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_teotiqua	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_teotiqua	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_teotiqua	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_teotiqua	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_teotiqua	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_teotiqua	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_teotiqua	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_teotiqua	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_teotiqua	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_teotiqua	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_teotiqua	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_tlaqua	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_tlaqua	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_tlaqua	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_tlaqua	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_tlaqua	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_tlaqua	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_tlaqua	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_tlaqua	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_tlaqua	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_tlaqua	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_tlaqua	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_tlaqua	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_tlaqua	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_tlaqua	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_tlaxtlan	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_tlaxtlan	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_tlaxtlan	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_tlaxtlan	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_tlaxtlan	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_tlaxtlan	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_tlaxtlan	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_tlaxtlan	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_tlaxtlan	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_tlaxtlan	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_tlaxtlan	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_tlaxtlan	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_tlaxtlan	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_tlaxtlan	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_xlanhuapec	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_xlanhuapec	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_xlanhuapec	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_xlanhuapec	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_xlanhuapec	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_xlanhuapec	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_xlanhuapec	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_xlanhuapec	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_xlanhuapec	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_xlanhuapec	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_xlanhuapec	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_xlanhuapec	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_xlanhuapec	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_xlanhuapec	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_zlatan	wh2_main_lzd_cav_cold_one_spearmen_1
wh2_main_lzd_zlatan	wh2_main_lzd_cav_cold_ones_1
wh2_main_lzd_zlatan	wh2_main_lzd_cav_terradon_riders_0
wh2_main_lzd_zlatan	wh2_main_lzd_inf_chameleon_skinks_0
wh2_main_lzd_zlatan	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_lzd_zlatan	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_lzd_zlatan	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_lzd_zlatan	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_lzd_zlatan	wh2_main_lzd_inf_skink_cohort_0
wh2_main_lzd_zlatan	wh2_main_lzd_inf_skink_cohort_1
wh2_main_lzd_zlatan	wh2_main_lzd_inf_skink_skirmishers_0
wh2_main_lzd_zlatan	wh2_main_lzd_inf_temple_guards
wh2_main_lzd_zlatan	wh2_main_lzd_mon_bastiladon_0
wh2_main_lzd_zlatan	wh2_main_lzd_mon_kroxigors
wh2_main_lzd_zlatan	wh2_main_lzd_mon_stegadon_0
wh2_main_nor_aghol	wh_main_nor_cav_chaos_chariot
wh2_main_nor_aghol	wh_main_nor_cav_marauder_horsemen_0
wh2_main_nor_aghol	wh_main_nor_cav_marauder_horsemen_1
wh2_main_nor_aghol	wh_main_nor_inf_chaos_marauders_0
wh2_main_nor_aghol	wh_main_nor_inf_chaos_marauders_1
wh2_main_nor_aghol	wh_main_nor_mon_chaos_trolls
wh2_main_nor_aghol	wh_main_nor_mon_chaos_warhounds_0
wh2_main_nor_aghol	wh_main_nor_mon_chaos_warhounds_1
wh2_main_nor_hung_incursion_def	wh_main_nor_cav_chaos_chariot
wh2_main_nor_hung_incursion_def	wh_main_nor_cav_marauder_horsemen_0
wh2_main_nor_hung_incursion_def	wh_main_nor_cav_marauder_horsemen_1
wh2_main_nor_hung_incursion_def	wh_main_nor_inf_chaos_marauders_0
wh2_main_nor_hung_incursion_def	wh_main_nor_inf_chaos_marauders_1
wh2_main_nor_hung_incursion_def	wh_main_nor_mon_chaos_trolls
wh2_main_nor_hung_incursion_def	wh_main_nor_mon_chaos_warhounds_0
wh2_main_nor_hung_incursion_def	wh_main_nor_mon_chaos_warhounds_1
wh2_main_nor_hung_incursion_hef	wh_main_nor_cav_chaos_chariot
wh2_main_nor_hung_incursion_hef	wh_main_nor_cav_marauder_horsemen_0
wh2_main_nor_hung_incursion_hef	wh_main_nor_cav_marauder_horsemen_1
wh2_main_nor_hung_incursion_hef	wh_main_nor_inf_chaos_marauders_0
wh2_main_nor_hung_incursion_hef	wh_main_nor_inf_chaos_marauders_1
wh2_main_nor_hung_incursion_hef	wh_main_nor_mon_chaos_trolls
wh2_main_nor_hung_incursion_hef	wh_main_nor_mon_chaos_warhounds_0
wh2_main_nor_hung_incursion_hef	wh_main_nor_mon_chaos_warhounds_1
wh2_main_nor_hung_incursion_lzd	wh_main_nor_cav_chaos_chariot
wh2_main_nor_hung_incursion_lzd	wh_main_nor_cav_marauder_horsemen_0
wh2_main_nor_hung_incursion_lzd	wh_main_nor_cav_marauder_horsemen_1
wh2_main_nor_hung_incursion_lzd	wh_main_nor_inf_chaos_marauders_0
wh2_main_nor_hung_incursion_lzd	wh_main_nor_inf_chaos_marauders_1
wh2_main_nor_hung_incursion_lzd	wh_main_nor_mon_chaos_trolls
wh2_main_nor_hung_incursion_lzd	wh_main_nor_mon_chaos_warhounds_0
wh2_main_nor_hung_incursion_lzd	wh_main_nor_mon_chaos_warhounds_1
wh2_main_nor_hung_incursion_skv	wh_main_nor_cav_chaos_chariot
wh2_main_nor_hung_incursion_skv	wh_main_nor_cav_marauder_horsemen_0
wh2_main_nor_hung_incursion_skv	wh_main_nor_cav_marauder_horsemen_1
wh2_main_nor_hung_incursion_skv	wh_main_nor_inf_chaos_marauders_0
wh2_main_nor_hung_incursion_skv	wh_main_nor_inf_chaos_marauders_1
wh2_main_nor_hung_incursion_skv	wh_main_nor_mon_chaos_trolls
wh2_main_nor_hung_incursion_skv	wh_main_nor_mon_chaos_warhounds_0
wh2_main_nor_hung_incursion_skv	wh_main_nor_mon_chaos_warhounds_1
wh2_main_nor_mung	wh_main_nor_cav_chaos_chariot
wh2_main_nor_mung	wh_main_nor_cav_marauder_horsemen_0
wh2_main_nor_mung	wh_main_nor_cav_marauder_horsemen_1
wh2_main_nor_mung	wh_main_nor_inf_chaos_marauders_0
wh2_main_nor_mung	wh_main_nor_inf_chaos_marauders_1
wh2_main_nor_mung	wh_main_nor_mon_chaos_trolls
wh2_main_nor_mung	wh_main_nor_mon_chaos_warhounds_0
wh2_main_nor_mung	wh_main_nor_mon_chaos_warhounds_1
wh2_main_nor_skeggi	wh_main_nor_cav_chaos_chariot
wh2_main_nor_skeggi	wh_main_nor_cav_marauder_horsemen_0
wh2_main_nor_skeggi	wh_main_nor_cav_marauder_horsemen_1
wh2_main_nor_skeggi	wh_main_nor_inf_chaos_marauders_0
wh2_main_nor_skeggi	wh_main_nor_inf_chaos_marauders_1
wh2_main_nor_skeggi	wh_main_nor_mon_chaos_trolls
wh2_main_nor_skeggi	wh_main_nor_mon_chaos_warhounds_0
wh2_main_nor_skeggi	wh_main_nor_mon_chaos_warhounds_1
wh2_main_rogue_abominations	wh_dlc01_chs_inf_forsaken_0
wh2_main_rogue_abominations	wh_main_chs_mon_chaos_spawn
wh2_main_rogue_beastcatchas	wh2_main_def_mon_war_hydra
wh2_main_rogue_beastcatchas	wh_main_chs_mon_chaos_warhounds_1
wh2_main_rogue_beastcatchas	wh_main_grn_cav_forest_goblin_spider_riders_0
wh2_main_rogue_beastcatchas	wh_main_grn_cav_forest_goblin_spider_riders_1
wh2_main_rogue_beastcatchas	wh_main_grn_mon_arachnarok_spider_0
wh2_main_rogue_beastcatchas	wh_main_vmp_mon_fell_bats
wh2_main_rogue_bernhoffs_brigands	wh_main_brt_art_field_trebuchet
wh2_main_rogue_bernhoffs_brigands	wh_main_brt_cav_mounted_yeomen_1
wh2_main_rogue_bernhoffs_brigands	wh_main_brt_inf_men_at_arms
wh2_main_rogue_bernhoffs_brigands	wh_main_brt_inf_peasant_bowmen
wh2_main_rogue_bernhoffs_brigands	wh_main_emp_inf_crossbowmen
wh2_main_rogue_bernhoffs_brigands	wh_main_emp_inf_swordsmen
wh2_main_rogue_black_spider_tribe	wh_main_grn_cav_forest_goblin_spider_riders_0
wh2_main_rogue_black_spider_tribe	wh_main_grn_cav_forest_goblin_spider_riders_1
wh2_main_rogue_black_spider_tribe	wh_main_grn_mon_arachnarok_spider_0
wh2_main_rogue_boneclubbers_tribe	wh_main_grn_cav_savage_orc_boar_boy_big_uns
wh2_main_rogue_boneclubbers_tribe	wh_main_grn_inf_black_orcs
wh2_main_rogue_boneclubbers_tribe	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_rogue_boneclubbers_tribe	wh_main_grn_inf_savage_orc_big_uns
wh2_main_rogue_celestial_storm	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_rogue_celestial_storm	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_rogue_celestial_storm	wh_dlc01_chs_mon_dragon_ogre
wh2_main_rogue_celestial_storm	wh_dlc01_chs_mon_dragon_ogre_shaggoth
wh2_main_rogue_college_of_pyrotechnics	wh_main_emp_art_helstorm_rocket_battery
wh2_main_rogue_college_of_pyrotechnics	wh_main_emp_cav_outriders_1
wh2_main_rogue_def_chs_vashnaar	wh2_main_def_cav_cold_one_knights_0
wh2_main_rogue_def_chs_vashnaar	wh_main_chs_inf_chosen_1
wh2_main_rogue_def_mengils_manflayers	wh2_main_def_art_reaper_bolt_thrower
wh2_main_rogue_def_mengils_manflayers	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_rogue_def_mengils_manflayers	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_rogue_doomseekers_qb1	wh_main_dwf_inf_irondrakes_0
wh2_main_rogue_doomseekers_qb1	wh_main_dwf_inf_slayers
wh2_main_rogue_doomseekers	wh_main_dwf_inf_irondrakes_0
wh2_main_rogue_doomseekers	wh_main_dwf_inf_slayers
wh2_main_rogue_gerhardts_mercenaries_qb1	wh_dlc04_emp_inf_free_company_militia_0
wh2_main_rogue_gerhardts_mercenaries_qb1	wh_main_emp_art_great_cannon
wh2_main_rogue_gerhardts_mercenaries_qb1	wh_main_emp_art_mortar
wh2_main_rogue_gerhardts_mercenaries_qb1	wh_main_emp_inf_halberdiers
wh2_main_rogue_gerhardts_mercenaries_qb1	wh_main_emp_inf_handgunners
wh2_main_rogue_gerhardts_mercenaries_qb1	wh_main_emp_inf_spearmen_1
wh2_main_rogue_gerhardts_mercenaries	wh_dlc04_emp_inf_free_company_militia_0
wh2_main_rogue_gerhardts_mercenaries	wh_main_emp_art_great_cannon
wh2_main_rogue_gerhardts_mercenaries	wh_main_emp_art_mortar
wh2_main_rogue_gerhardts_mercenaries	wh_main_emp_inf_halberdiers
wh2_main_rogue_gerhardts_mercenaries	wh_main_emp_inf_handgunners
wh2_main_rogue_gerhardts_mercenaries	wh_main_emp_inf_spearmen_1
wh2_main_rogue_hef_tor_elithis	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_rogue_hef_tor_elithis	wh2_main_hef_cav_ellyrian_reavers_0
wh2_main_rogue_hef_tor_elithis	wh2_main_hef_cav_ellyrian_reavers_1
wh2_main_rogue_hef_tor_elithis	wh2_main_hef_inf_archers_1
wh2_main_rogue_hef_tor_elithis	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_rogue_hef_tor_elithis	wh2_main_hef_inf_spearmen_0
wh2_main_rogue_hef_tor_elithis	wh2_main_hef_mon_great_eagle
wh2_main_rogue_hung_warband	wh_main_nor_cav_chaos_chariot
wh2_main_rogue_hung_warband	wh_main_nor_cav_marauder_horsemen_0
wh2_main_rogue_hung_warband	wh_main_nor_cav_marauder_horsemen_1
wh2_main_rogue_hung_warband	wh_main_nor_inf_chaos_marauders_0
wh2_main_rogue_hung_warband	wh_main_nor_inf_chaos_marauders_1
wh2_main_rogue_hung_warband	wh_main_nor_mon_chaos_trolls
wh2_main_rogue_hung_warband	wh_main_nor_mon_chaos_warhounds_0
wh2_main_rogue_hung_warband	wh_main_nor_mon_chaos_warhounds_1
wh2_main_rogue_jerrods_errantry	wh_dlc04_emp_cav_knights_blazing_sun_0
wh2_main_rogue_jerrods_errantry	wh_dlc04_emp_inf_flagellants_0
wh2_main_rogue_jerrods_errantry	wh_main_brt_cav_knights_of_the_realm
wh2_main_rogue_jerrods_errantry	wh_main_emp_art_mortar
wh2_main_rogue_jerrods_errantry	wh_main_emp_inf_handgunners
wh2_main_rogue_mangy_houndz	wh_main_chs_mon_chaos_warhounds_1
wh2_main_rogue_mangy_houndz	wh_main_grn_cav_goblin_wolf_riders_0
wh2_main_rogue_mangy_houndz	wh_main_grn_inf_night_goblin_archers
wh2_main_rogue_morrsliebs_howlers	wh2_main_skv_inf_plague_monks
wh2_main_rogue_morrsliebs_howlers	wh2_main_skv_inf_poison_wind_globadiers
wh2_main_rogue_morrsliebs_howlers	wh_dlc01_chs_inf_forsaken_0
wh2_main_rogue_morrsliebs_howlers	wh_dlc04_emp_inf_flagellants_0
wh2_main_rogue_morrsliebs_howlers	wh_main_grn_art_doom_diver_catapult
wh2_main_rogue_pirates_of_the_far_sea	wh_dlc04_emp_inf_free_company_militia_0
wh2_main_rogue_pirates_of_the_far_sea	wh_main_emp_art_great_cannon
wh2_main_rogue_pirates_of_the_southern_ocean	wh_dlc04_emp_inf_free_company_militia_0
wh2_main_rogue_pirates_of_the_southern_ocean	wh_main_emp_art_great_cannon
wh2_main_rogue_pirates_of_trantio	wh_dlc04_emp_inf_free_company_militia_0
wh2_main_rogue_pirates_of_trantio	wh_main_brt_cav_pegasus_knights
wh2_main_rogue_pirates_of_trantio	wh_main_dwf_inf_slayers
wh2_main_rogue_pirates_of_trantio	wh_main_emp_art_mortar
wh2_main_rogue_pirates_of_trantio	wh_main_emp_inf_handgunners
wh2_main_rogue_scions_of_tesseninck	wh_main_emp_cav_pistoliers_1
wh2_main_rogue_scions_of_tesseninck	wh_main_emp_inf_crossbowmen
wh2_main_rogue_scions_of_tesseninck	wh_main_emp_inf_spearmen_1
wh2_main_rogue_scions_of_tesseninck	wh_main_emp_inf_swordsmen
wh2_main_rogue_scourge_of_aquitaine	wh_main_brt_cav_knights_of_the_realm
wh2_main_rogue_scourge_of_aquitaine	wh_main_brt_inf_peasant_bowmen
wh2_main_rogue_scourge_of_aquitaine	wh_main_vmp_cav_black_knights_3
wh2_main_rogue_stuff_snatchers	wh2_main_skv_inf_death_runners_0
wh2_main_rogue_stuff_snatchers	wh_dlc06_grn_inf_nasty_skulkers_0
wh2_main_rogue_stuff_snatchers	wh_main_grn_cav_forest_goblin_spider_riders_1
wh2_main_rogue_teef_snatchaz	wh_main_grn_inf_orc_arrer_boyz
wh2_main_rogue_teef_snatchaz	wh_main_grn_inf_orc_boyz
wh2_main_rogue_the_wandering_dead	wh_main_vmp_cav_black_knights_0
wh2_main_rogue_the_wandering_dead	wh_main_vmp_inf_skeleton_warriors_1
wh2_main_rogue_the_wandering_dead	wh_main_vmp_inf_zombie
wh2_main_rogue_troll_skullz	wh_dlc03_bst_inf_cygor_0
wh2_main_rogue_troll_skullz	wh_main_chs_mon_trolls
wh2_main_rogue_troll_skullz	wh_main_grn_mon_giant
wh2_main_rogue_troll_skullz	wh_main_grn_mon_trolls
wh2_main_rogue_vauls_expedition	wh2_main_hef_inf_archers_0
wh2_main_rogue_vauls_expedition	wh2_main_hef_inf_spearmen_0
wh2_main_rogue_vmp_heirs_of_mourkain	wh_main_vmp_inf_crypt_ghouls
wh2_main_rogue_vmp_heirs_of_mourkain	wh_main_vmp_mon_crypt_horrors
wh2_main_rogue_wef_hunters_of_kurnous	wh_dlc05_wef_cav_glade_riders_1
