advice_threads_tables	1
wh2.camp.vortex.tyrion.early_game.004	warhammer2
wh2.camp.vortex.tyrion.early_game.005	warhammer2
wh2.camp.vortex.tyrion.intro.001	warhammer2
wh2.camp.vortex.tyrion.intro.002	warhammer2
wh2.camp.vortex.tyrion.intro.003	warhammer2
wh2.camp.vortex.tyrion.intro.004	warhammer2
wh2_dlc10.battle.speech.nor.battle_carnosaur.001	norsca_everyone
wh2_dlc10.battle.speech.nor.battle_hellpit.001	norsca_everyone
wh2_dlc10.battle.speech.nor.battle_hydra.001	norsca_everyone
wh2_dlc10.battle.speech.nor.battle_phoenix.001	norsca_everyone
wh2_dlc10.camp.alarielle.intro.001	shadow_and_crone_owners
wh2_dlc10.camp.alarielle.intro.002	shadow_and_crone_owners
wh2_dlc10.camp.alarielle.intro.003	shadow_and_crone_owners
wh2_dlc10.camp.alarielle.intro.004	shadow_and_crone_owners
wh2_dlc10.camp.alarielle.intro.005	shadow_and_crone_owners
wh2_dlc10.camp.alith_anar.intro.001	shadow_and_crone_everyone
wh2_dlc10.camp.alith_anar.intro.002	shadow_and_crone_everyone
wh2_dlc10.camp.alith_anar.intro.003	shadow_and_crone_everyone
wh2_dlc10.camp.alith_anar.intro.004	shadow_and_crone_everyone
wh2_dlc10.camp.alith_anar.intro.005	shadow_and_crone_everyone
wh2_dlc10.camp.hellebron.intro.001	shadow_and_crone_owners
wh2_dlc10.camp.hellebron.intro.002	shadow_and_crone_owners
wh2_dlc10.camp.hellebron.intro.003	shadow_and_crone_owners
wh2_dlc10.camp.hellebron.intro.004	shadow_and_crone_owners
wh2_dlc10.camp.hellebron.intro.005	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alarielle.early_game.001	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alarielle.early_game.002	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alarielle.early_game.003	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alarielle.early_game.004	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alarielle.early_game.005	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alarielle.intro.001	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alarielle.intro.002	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alarielle.intro.003	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alarielle.intro.004	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alarielle.intro.005	shadow_and_crone_owners
wh2_dlc10.camp.vortex.alith_anar.early_game.001	shadow_and_crone_everyone
wh2_dlc10.camp.vortex.alith_anar.early_game.002	shadow_and_crone_everyone
wh2_dlc10.camp.vortex.alith_anar.early_game.003	shadow_and_crone_everyone
wh2_dlc10.camp.vortex.alith_anar.early_game.004	shadow_and_crone_everyone
wh2_dlc10.camp.vortex.alith_anar.early_game.005	shadow_and_crone_everyone
wh2_dlc10.camp.vortex.alith_anar.intro.001	shadow_and_crone_everyone
wh2_dlc10.camp.vortex.alith_anar.intro.002	shadow_and_crone_everyone
wh2_dlc10.camp.vortex.alith_anar.intro.003	shadow_and_crone_everyone
wh2_dlc10.camp.vortex.alith_anar.intro.004	shadow_and_crone_everyone
wh2_dlc10.camp.vortex.alith_anar.intro.005	shadow_and_crone_everyone
wh2_dlc10.camp.vortex.early_game.ritual_buildings.090	shadow_and_crone_owners
wh2_dlc10.camp.vortex.early_game.ritual_buildings.100	shadow_and_crone_owners
wh2_dlc10.camp.vortex.early_game.ritual_buildings.110	shadow_and_crone_owners
wh2_dlc10.camp.vortex.early_game.ritual_buildings_lokhir.0110	vampire_coast_everyone
wh2_dlc10.camp.vortex.hellebron.early_game.001	shadow_and_crone_owners
wh2_dlc10.camp.vortex.hellebron.early_game.002	shadow_and_crone_owners
wh2_dlc10.camp.vortex.hellebron.early_game.003	shadow_and_crone_owners
wh2_dlc10.camp.vortex.hellebron.early_game.004	shadow_and_crone_owners
wh2_dlc10.camp.vortex.hellebron.early_game.005	shadow_and_crone_owners
wh2_dlc10.camp.vortex.hellebron.intro.001	shadow_and_crone_owners
wh2_dlc10.camp.vortex.hellebron.intro.002	shadow_and_crone_owners
wh2_dlc10.camp.vortex.hellebron.intro.003	shadow_and_crone_owners
wh2_dlc10.camp.vortex.hellebron.intro.004	shadow_and_crone_owners
wh2_dlc10.camp.vortex.hellebron.intro.005	shadow_and_crone_owners
wh2_dlc11.battle.advice.cst.extra_powder.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.black_ark_battle.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.infamy.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.infamy.002	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.island_battle.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.loyalty.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.loyalty.002	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.loyalty.003	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.offices.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.pieces_of_eight.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.pieces_of_eight.002	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.pieces_of_eight.003	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.pieces_of_eight.004	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.pirate_coves.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.pirates.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.puzzle_clock.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.puzzle_dice.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.puzzle_numbers.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.puzzle_odd_one_out.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.sea_monster.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.sea_monster.002	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.sea_monster.003	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.sea_monster.004	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.search_for_the_vengeance.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.shanty.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.shanty.002	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.shanty.003	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.shanty.004	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.shanty.005	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.shanty.006	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.shanty.007	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.treasure_hunts.001	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.treasure_hunts.002	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.treasure_hunts.003	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.treasure_hunts.004	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.treasure_hunts.005	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.treasure_hunts.006	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.treasure_hunts.007	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.treasure_hunts.008	vampire_coast_everyone
wh2_dlc11.camp.advice.cst.treasure_hunts.009	vampire_coast_everyone
wh2_dlc11.camp.advice.quest.aranessa.001	vampire_coast_everyone
wh2_dlc11.camp.advice.quest.cylostra.001	vampire_coast_everyone
wh2_dlc11.camp.advice.quest.harkon.001	vampire_coast_everyone
wh2_dlc11.camp.advice.quest.lokhir.001	vampire_coast_everyone
wh2_dlc11.camp.advice.quest.noctilus.001	vampire_coast_everyone
wh2_dlc11.camp.advice.vmp.bloodlines.001	vampire_coast_everyone
wh2_dlc11.camp.advice.vmp.bloodlines.002	vampire_coast_everyone
wh2_dlc11.camp.aranessa.intro.001	vampire_coast_owners
wh2_dlc11.camp.aranessa.intro.002	vampire_coast_owners
wh2_dlc11.camp.aranessa.intro.003	vampire_coast_owners
wh2_dlc11.camp.aranessa.intro.004	vampire_coast_owners
wh2_dlc11.camp.aranessa.intro.005	vampire_coast_owners
wh2_dlc11.camp.aranessa.intro.006	vampire_coast_owners
wh2_dlc11.camp.cylostra.intro.001	vampire_coast_owners
wh2_dlc11.camp.cylostra.intro.002	vampire_coast_owners
wh2_dlc11.camp.cylostra.intro.003	vampire_coast_owners
wh2_dlc11.camp.cylostra.intro.004	vampire_coast_owners
wh2_dlc11.camp.cylostra.intro.005	vampire_coast_owners
wh2_dlc11.camp.cylostra.intro.006	vampire_coast_owners
wh2_dlc11.camp.harkon.intro.001	vampire_coast_owners
wh2_dlc11.camp.harkon.intro.002	vampire_coast_owners
wh2_dlc11.camp.harkon.intro.003	vampire_coast_owners
wh2_dlc11.camp.harkon.intro.004	vampire_coast_owners
wh2_dlc11.camp.harkon.intro.005	vampire_coast_owners
wh2_dlc11.camp.harkon.intro.006	vampire_coast_owners
wh2_dlc11.camp.kemmler.intro.001	vampire_coast_everyone
wh2_dlc11.camp.kemmler.intro.002	vampire_coast_everyone
wh2_dlc11.camp.kemmler.intro.003	vampire_coast_everyone
wh2_dlc11.camp.kemmler.intro.004	vampire_coast_everyone
wh2_dlc11.camp.kemmler.intro.005	vampire_coast_everyone
wh2_dlc11.camp.lokhir.intro.001	vampire_coast_everyone
wh2_dlc11.camp.lokhir.intro.002	vampire_coast_everyone
wh2_dlc11.camp.lokhir.intro.003	vampire_coast_everyone
wh2_dlc11.camp.lokhir.intro.004	vampire_coast_everyone
wh2_dlc11.camp.lokhir.intro.005	vampire_coast_everyone
wh2_dlc11.camp.lokhir.intro.006	vampire_coast_everyone
wh2_dlc11.camp.noctilus.intro.001	vampire_coast_owners
wh2_dlc11.camp.noctilus.intro.002	vampire_coast_owners
wh2_dlc11.camp.noctilus.intro.003	vampire_coast_owners
wh2_dlc11.camp.noctilus.intro.004	vampire_coast_owners
wh2_dlc11.camp.noctilus.intro.005	vampire_coast_owners
wh2_dlc11.camp.noctilus.intro.006	vampire_coast_owners
wh2_dlc11.camp.vortex.AranessaSaltspite.early_game.001	vampire_coast_owners
wh2_dlc11.camp.vortex.AranessaSaltspite.early_game.003	vampire_coast_owners
wh2_dlc11.camp.vortex.AranessaSaltspite.early_game.004	vampire_coast_owners
wh2_dlc11.camp.vortex.AranessaSaltspite.early_game.005	vampire_coast_owners
wh2_dlc11.camp.vortex.Aranessa_Saltspite.intro.000	vampire_coast_owners
wh2_dlc11.camp.vortex.Aranessa_Saltspite.intro.001	vampire_coast_owners
wh2_dlc11.camp.vortex.Aranessa_Saltspite.intro.002	vampire_coast_owners
wh2_dlc11.camp.vortex.Aranessa_Saltspite.intro.003	vampire_coast_owners
wh2_dlc11.camp.vortex.Aranessa_Saltspite.intro.004	vampire_coast_owners
wh2_dlc11.camp.vortex.Aranessa_Saltspite.intro.005	vampire_coast_owners
wh2_dlc11.camp.vortex.Aranessa_Saltspite.intro.006	vampire_coast_owners
wh2_dlc11.camp.vortex.CountNoctilus.early_game.001	vampire_coast_owners
wh2_dlc11.camp.vortex.CountNoctilus.early_game.003	vampire_coast_owners
wh2_dlc11.camp.vortex.CountNoctilus.early_game.004	vampire_coast_owners
wh2_dlc11.camp.vortex.CountNoctilus.early_game.005	vampire_coast_owners
wh2_dlc11.camp.vortex.Count_Noctilus.intro.001	vampire_coast_owners
wh2_dlc11.camp.vortex.Count_Noctilus.intro.002	vampire_coast_owners
wh2_dlc11.camp.vortex.Count_Noctilus.intro.003	vampire_coast_owners
wh2_dlc11.camp.vortex.Count_Noctilus.intro.004	vampire_coast_owners
wh2_dlc11.camp.vortex.Count_Noctilus.intro.005	vampire_coast_owners
wh2_dlc11.camp.vortex.Count_Noctilus.intro.006	vampire_coast_owners
wh2_dlc11.camp.vortex.CylostaDirefin.early_game.001	vampire_coast_owners
wh2_dlc11.camp.vortex.CylostaDirefin.early_game.003	vampire_coast_owners
wh2_dlc11.camp.vortex.CylostaDirefin.early_game.004	vampire_coast_owners
wh2_dlc11.camp.vortex.CylostaDirefin.early_game.005	vampire_coast_owners
wh2_dlc11.camp.vortex.Cylosta_Direfin.intro.000	vampire_coast_owners
wh2_dlc11.camp.vortex.Cylosta_Direfin.intro.001	vampire_coast_owners
wh2_dlc11.camp.vortex.Cylosta_Direfin.intro.002	vampire_coast_owners
wh2_dlc11.camp.vortex.Cylosta_Direfin.intro.003	vampire_coast_owners
wh2_dlc11.camp.vortex.Cylosta_Direfin.intro.004	vampire_coast_owners
wh2_dlc11.camp.vortex.Cylosta_Direfin.intro.005	vampire_coast_owners
wh2_dlc11.camp.vortex.Lokhir_Fellheart.intro.001	vampire_coast_everyone
wh2_dlc11.camp.vortex.Lokhir_Fellheart.intro.002	vampire_coast_everyone
wh2_dlc11.camp.vortex.Lokhir_Fellheart.intro.003	vampire_coast_everyone
wh2_dlc11.camp.vortex.Lokhir_Fellheart.intro.004	vampire_coast_everyone
wh2_dlc11.camp.vortex.Lokhir_Fellheart.intro.005	vampire_coast_everyone
wh2_dlc11.camp.vortex.Lokhir_Fellheart.intro.006	vampire_coast_everyone
wh2_dlc11.camp.vortex.LuthorHarkon.early_game.001	vampire_coast_owners
wh2_dlc11.camp.vortex.LuthorHarkon.early_game.002	vampire_coast_owners
wh2_dlc11.camp.vortex.LuthorHarkon.early_game.003	vampire_coast_owners
wh2_dlc11.camp.vortex.LuthorHarkon.early_game.004	vampire_coast_owners
wh2_dlc11.camp.vortex.LuthorHarkon.early_game.005	vampire_coast_owners
wh2_dlc11.camp.vortex.Luthor_Harkon.intro.001	vampire_coast_owners
wh2_dlc11.camp.vortex.Luthor_Harkon.intro.002	vampire_coast_owners
wh2_dlc11.camp.vortex.Luthor_Harkon.intro.003	vampire_coast_owners
wh2_dlc11.camp.vortex.Luthor_Harkon.intro.004	vampire_coast_owners
wh2_dlc11.camp.vortex.Luthor_Harkon.intro.005	vampire_coast_owners
wh2_dlc11.camp.vortex.Luthor_Harkon.intro.006	vampire_coast_owners
wh2_dlc11.camp.vortex.advice.early_game.loyalty.001	vampire_coast_owners
wh2_dlc11.camp.vortex.advice.early_game.pieces_of_eight.001	vampire_coast_owners
wh2_dlc11.camp.vortex.advice.early_game.pirate_cove.001	vampire_coast_owners
wh2_dlc11.camp.vortex.advice.early_game.ship_growth.001	vampire_coast_owners
wh2_dlc11.camp.vortex.lokhirfellheart.early_game.001	vampire_coast_everyone
wh2_dlc11.camp.vortex.lokhirfellheart.early_game.002	vampire_coast_everyone
wh2_dlc11.camp.vortex.lokhirfellheart.early_game.003	vampire_coast_everyone
wh2_dlc11.camp.vortex.lokhirfellheart.early_game.004	vampire_coast_everyone
wh2_dlc11.camp.vortex.lokhirfellheart.early_game.005	vampire_coast_everyone
wh2_dlc11.camp.vortex.lokhirfellheart.intro.001	vampire_coast_everyone
wh2_main.camp.ungrim.intro.001	
wh2_main.camp.ungrim.intro.002	
wh2_main.camp.ungrim.intro.003	
wh2_main.camp.ungrim.intro.004	
wh2_main.camp.ungrim.intro.005	
