culture_settlement_occupation_options_tables	8
option	acting_army_faction_effect_bundle	acting_army_faction_effect_bundle_turns	target_settlement_faction_effect_bundle	target_settlement_faction_effect_bundle_turns	group	acting_army_effect_bundle	acting_army_effect_bundle_turns	id	tooltip	icon	base_loot	building_loot_mod
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_raze_without_occupy		0	384378120	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_sack	wh_dlc07_occupation_bretonnia_chivalry_dummy_sacking_humans	0		0	wh_occupation_decision_bretonnia_sack		0	386	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_pirates_of_the_southern_ocean_occupation_decision_treasure_hunt		0	389959751	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_colonise		0	398360932	Colonise||Settle your troops.	colonise	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_colonise		0	401551086	Colonise||Settle your troops.	colonise	0	1
occupation_decision_raze_without_occupy	wh_dlc07_occupation_bretonnia_chivalry_dummy_razing_enemy	0		0	wh_occupation_decision_bretonnia_raze_enemy		0	404	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_do_nothing		0		0	wh2_main_sc_bst_beastmen_occupation_decision_do_nothing		0	406	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_raze_without_occupy		0		0	wh_occupation_decision_bretonnia_raze_neutrals		0	408	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_bst_beastmen_occupation_decision_raze_without_occupy	wh_dlc03_bundle_horde_raze	1	411	Raze & Defile||All buildings are destroyed, their shrines are defiled and the settlement is torched.	wh_dlc03_bst_beastmen_raze_a	0	0
occupation_decision_resettle		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_resettle		0	411094373	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack	wh_dlc07_occupation_bretonnia_chivalry_dummy_sacking_enemy	0		0	wh_occupation_decision_bretonnia_sack_enemy		0	414	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_colonise	wh_dlc05_occupation_wood_elves_dummy_gain_amber	0		0	wh2_main_sc_wef_wood_elves_occupation_decision_colonise		0	419	Colonise||Settle your troops.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_dlc09_rogue_black_creek_raiders_occupation_decision_treasure_hunt		0	420299699	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_wef_wood_elves_occupation_decision_do_nothing		0	422	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_do_nothing		0	426649498	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_do_nothing		0	434162375	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_occupy	wh_dlc05_occupation_wood_elves_dummy_gain_amber	0		0	wh2_main_sc_wef_wood_elves_occupation_decision_occupy		0	438	Seeding||{{tr:occupation_decision_occupy}}	occupy	-100	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_wef_wood_elves_occupation_decision_raze_without_occupy		0	441	Raze||All buildings are destroyed and the settlement is torched.	raze	100	2
occupation_decision_resettle	wh_dlc05_occupation_wood_elves_dummy_gain_amber	0		0	wh2_main_sc_wef_wood_elves_occupation_decision_resettle		0	442	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_wef_wood_elves_occupation_decision_sack		0	450	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_sack		0	452664537	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_raze_without_occupy		0	457649475	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_do_nothing		0	459557006	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_do_nothing		0	461533876	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_treasure_hunt		0	468264503	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_sack		0	475235224	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_raze_without_occupy		0	477184507	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_loot		0		0	wh2_dlc09_rogue_black_creek_raiders_occupation_decision_loot		0	479032568	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_celestial_storm_occupation_decision_resettle		0	485094116	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_worldroot_rangers_occupation_decision_sack		0	488642667	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_teef_snatchaz_occupation_decision_raze_without_occupy		0	502334874	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_colonise		0		0	wh2_main_sc_brt_bretonnia_occupation_decision_colonise		0	505	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_dlc09_rogue_eyes_of_the_jungle_occupation_decision_loot		0	50579092	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_brt_bretonnia_occupation_decision_do_nothing		0	511	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_loot		0	511624104	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_sack		0	518560131	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_sack		0		0	wh_occupation_decision_norsca		0	518942702	Sack||You do not occupy the settlement but instead steal wealth and damage buildings. All captives are killed.||[[img:icon_public_order]][[/img]]{{tr:public_order}} is reduced and the previous owners will like you a lot less.	sack	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_colonise		0	518969511	Colonise||Settle your troops.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_brt_bretonnia_occupation_decision_occupy		0	524	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_brt_bretonnia_occupation_decision_resettle		0	533	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_resettle		0		0	wh2_dlc09_rogue_eyes_of_the_jungle_occupation_decision_resettle		0	537430777	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_treasure_hunt		0	537860062	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_raze_without_occupy		0		0	wh2_dlc09_rogue_dwellers_of_zardok_occupation_decision_raze_without_occupy		0	540341284	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_loot		0		0	wh2_main_sc_rogue_bernhoffs_brigands_occupation_decision_loot		0	544256519	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_bernhoffs_brigands_occupation_decision_colonise		0	552131776	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_chs_chaos_occupation_decision_do_nothing		0	555	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_vashnaar_occupation_decision_occupy		0	5586644	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_raze_without_occupy		0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_raze_without_occupy		0	559770731	Raze||All buildings are destroyed and the settlement is torched.	wh2_dlc09_tmb_tomb_kings_raze	100	0.2
occupation_decision_liberate		0		0	wh2_main_sc_chs_chaos_occupation_decision_liberate		0	563	Awaken Tribe||You summon the original Norse tribe that once wandered this region, resurrecting their faction. All captives are enslaved.\n\nThey will be immensely grateful for this, offering their services as a [[img:icon_vassal]][[/img]]vassal.	enslave	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_colonise		0	565241207	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_stuff_snatchers_occupation_decision_do_nothing		0	567347385	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_chs_chaos_occupation_decision_raze_without_occupy	wh_main_bundle_horde_raze	1	570	Raze||All buildings are destroyed and the settlement is torched.	wh_main_chs_chaos_desolation	-100	0
occupation_decision_resettle		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_resettle		0	57148878	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_tor_elithis_occupation_decision_resettle		0	573886648	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_chs_chaos_occupation_decision_raze_without_occupy		0	576	Loot & Raze||You do not occupy the settlement but instead steal its wealth and torch the place.	wh_main_chs_chaos_sack	100	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_mangy_houndz_occupation_decision_raze_without_occupy		0	578356147	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_do_nothing		0	578727725	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_vassal		0		0	wh2_main_sc_chs_chaos_occupation_decision_vassal		0	579	Subjugate||You become the master of the conquered faction, and they become your vassal, paying tribute each turn. All captives are enslaved.	enslave	0	1
occupation_decision_colonise		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_colonise		0	588	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_do_nothing		0	596	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_establish_foreign_slot		0		0	wh2_main_sc_skv_skaven_occupation_decision_sack_build_underempire		0	599999523	Expand Under-Empire||You do not capture the settlement, but instead establish an Under-City beneath it without the owner's knowledge.	sack_build_cove	0	0
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_raze_without_occupy		0	602187865	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_loot		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_loot		0	604	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_occupy		0	608	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_establish_foreign_slot		0		0	wh2_dlc11_sc_cst_vampire_coast_occupation_decision_sack_build_cove		0	615256079	Establish a Pirate Cove||You do not capture the settlement but instead establish a Pirate Cove inside it. From there, you can conduct business and leech off the occupier without them being aware of your presence…	sack_build_cove	0	0.5
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_raze_without_occupy		0	617	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_raze_without_occupy		0	617830228	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_occupy		0		0	wh2_main_sc_rogue_troll_skullz_occupation_decision_occupy		0	620792444	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_resettle		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_resettle		0	626	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_tor_elithis_occupation_decision_occupy		0	626766733	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_sack		0		0	wh2_main_sc_dwf_dwarfs_occupation_decision_sack		0	631	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_treasure_hunt		0	635674593	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_do_nothing		0	641469026	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_emp_empire_occupation_decision_colonise		0	643	Colonise||Settle your troops.	colonise	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_bernhoffs_brigands_occupation_decision_raze_without_occupy		0	647377081	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_pirates_of_the_far_sea_occupation_decision_raze_without_occupy		0	649937788	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_do_nothing		0		0	wh2_main_sc_emp_empire_occupation_decision_do_nothing		0	650	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_loot		0		0	wh2_main_sc_emp_empire_occupation_decision_loot		0	658	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_emp_empire_occupation_decision_occupy		0	662	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_emp_empire_occupation_decision_raze_without_occupy		0	664	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_rogue_scourge_of_aquitaine_occupation_decision_resettle		0	667607113	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_troll_skullz_occupation_decision_sack		0	671289763	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_resettle		0		0	wh2_main_sc_emp_empire_occupation_decision_resettle		0	673	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_the_wandering_dead_occupation_decision_sack		0	676695902	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_sack		0		0	wh2_main_sc_emp_empire_occupation_decision_sack		0	679	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_occupy		0	683105133	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_do_nothing		0	684880729	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_grn_greenskins_occupation_decision_colonise		0	691	Colonise||Settle your troops.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_abominations_occupation_decision_loot		0	69149356	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_sack		0	693790515	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_grn_greenskins_occupation_decision_do_nothing		0	694	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_colonise		0	694335004	Colonise||Settle your troops.	colonise	0	1
occupation_decision_gift_to_another_faction		0		0	wh2_main_sc_grn_greenskins_occupation_decision_gift_to_another_faction		0	695	Gift||The settlement is captured and gifted to another faction.	placeholder	0	1
occupation_decision_loot		0		0	wh2_main_sc_grn_greenskins_occupation_decision_loot		0	701	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_grn_greenskins_occupation_decision_occupy		0	707	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_occupy		0		0	wh2_dlc09_sc_tmb_tomb_kings_occupation_decision_occupy		0	713002568	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_grn_greenskins_occupation_decision_raze_without_occupy		0	716	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_grn_greenskins_occupation_decision_resettle		0	724	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_loot		0	724597048	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_treasure_hunt		0	727417632	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_gerhardts_mercenaries_occupation_decision_raze_without_occupy		0	73066103	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_sack		0		0	wh2_main_sc_grn_greenskins_occupation_decision_sack		0	731	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_do_nothing		0		0	wh2_dlc09_rogue_eyes_of_the_jungle_occupation_decision_do_nothing		0	74483760	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_jerrods_errantry_occupation_decision_sack		0	747235696	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_sack		0		0	wh2_dlc09_rogue_pilgrims_of_myrmidia_occupation_decision_sack		0	74943519	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_treasure_hunt		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_treasure_hunt		0	750755312	Search Ruins||You will be presented with a puzzle to solve; you will be rewarded if you successfully decipher it.	search_ruins	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_black_spider_tribe_occupation_decision_occupy		0	756628881	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_morrsliebs_howlers_occupation_decision_loot		0	759801046	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_hunters_of_kurnous_occupation_decision_do_nothing		0	766765905	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_loot		0		0	wh2_dlc09_rogue_dwellers_of_zardok_occupation_decision_loot		0	770811584	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_colonise		0		0	wh2_main_sc_rogue_boneclubbers_tribe_occupation_decision_colonise		0	771572555	Colonise||Settle your troops.	colonise	0	1
occupation_decision_resettle		0		0	wh2_main_sc_rogue_beastcatchas_occupation_decision_resettle		0	774382878	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_colonise		0		0	wh2_main_sc_ksl_kislev_occupation_decision_colonise		0	777	Colonise||Settle your troops.	colonise	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_ksl_kislev_occupation_decision_do_nothing		0	784	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_loot		0		0	wh2_main_sc_ksl_kislev_occupation_decision_loot		0	791	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_occupy		0		0	wh2_main_sc_ksl_kislev_occupation_decision_occupy		0	794	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_doomseekers_occupation_decision_do_nothing		0	798377337	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_ksl_kislev_occupation_decision_raze_without_occupy		0	801	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_resettle		0		0	wh2_main_sc_ksl_kislev_occupation_decision_resettle		0	802	Resettle||With no regions currently under your control, you have the option to settle your army here.	colonise	0	1
occupation_decision_sack		0		0	wh2_main_sc_ksl_kislev_occupation_decision_sack		0	805	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_sack		0		0	wh2_main_sc_rogue_heirs_of_mourkain_occupation_decision_sack		0	82467094	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_do_nothing		0		0	wh_occupation_decision_norsca		0	826165558	Do nothing||You take no action. This settlement has already been plundered.	desolation	0	1
occupation_decision_loot		0		0	wh2_main_sc_rogue_scions_of_tesseninck_occupation_decision_loot		0	828902462	Loot & Occupy||You gain wealth from looting, but buildings in the settlement are damaged. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is greatly reduced, and your diplomatic relations with the previous owner also suffer greatly.	loot	0	1
occupation_decision_raze_without_occupy		0		0	wh2_dlc09_rogue_eyes_of_the_jungle_occupation_decision_raze_without_occupy		0	829993035	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_raze_without_occupy		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_raze_without_occupy		0	833826373	Raze||All buildings are destroyed and the settlement is torched.	raze	100	0.2
occupation_decision_sack		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_sack		0	840978979	Sack||You do not capture the settlement but instead steal wealth and damage buildings. All captives are enslaved, [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} is reduced, and the previous owners will like you a lot less.	sack	0	1
occupation_decision_do_nothing		0		0	wh2_main_sc_rogue_mengils_manflayers_occupation_decision_do_nothing		0	843652244	Do Nothing||Leave the settlement as it stands.	desolation	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_pirates_of_trantio_occupation_decision_occupy		0	847752454	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
occupation_decision_occupy		0		0	wh2_main_sc_rogue_hung_warband_occupation_decision_occupy		0	852431760	Occupy||{{tr:occupation_decision_occupy}}	occupy	0	1
