building_level_armed_citizenry_junctions_tables	1
wh_main_grn_settlement_major_1	41168	wh_main_grn_inf_goblin_spearmen
wh2_main_rogue_outpostnorsca_minor_coast_3	411733189	wh_main_chs_inf_chosen_1
wh_main_grn_settlement_major_1	41176	wh_main_grn_inf_goblin_spearmen
wh2_main_rogue_outpostnorsca_minor_2	411801442	wh_dlc01_chs_cav_gorebeast_chariot
wh_main_grn_settlement_major_1_coast	41182	wh_main_grn_inf_orc_boyz
wh_main_grn_settlement_major_1_coast	41185	wh_main_grn_inf_orc_boyz
wh2_main_special_settlement_athel_loren_lzd_2	411920678	wh2_main_lzd_inf_skink_cohort_0
wh_main_grn_settlement_major_1_coast	41193	wh_main_grn_inf_orc_boyz
wh_main_grn_settlement_major_1_coast	41198	wh_main_grn_inf_orc_boyz
wh_main_grn_outpostnorsca_major_4_coast_skarsnik	412021667	wh_main_grn_inf_night_goblins
wh_main_grn_settlement_major_1_coast	41203	wh_main_grn_inf_goblin_spearmen
wh_main_grn_settlement_major_1_coast	41206	wh_main_grn_inf_goblin_spearmen
wh_main_grn_settlement_major_1_coast	41210	wh_main_grn_inf_goblin_spearmen
wh_main_grn_settlement_major_1_coast	41213	wh_main_grn_inf_goblin_spearmen
wh_main_special_settlement_karaz_a_karak_1_grn	41217	wh_main_grn_inf_orc_boyz
wh_main_special_settlement_karaz_a_karak_1_grn	41219	wh_main_grn_inf_orc_boyz
wh_main_special_settlement_karaz_a_karak_1_grn	41226	wh_main_grn_inf_orc_boyz
wh_main_special_settlement_couronne_1_brt	412296411	wh_main_brt_inf_peasant_bowmen
wh_main_special_settlement_karaz_a_karak_1_grn	41233	wh_main_grn_inf_orc_boyz
wh2_main_rogue_settlement_minor_1	412384617	wh_dlc05_wef_inf_wardancers_1
wh_main_special_settlement_karaz_a_karak_1_grn	41243	wh_main_grn_inf_goblin_spearmen
wh_main_special_settlement_karaz_a_karak_1_grn	41244	wh_main_grn_inf_goblin_spearmen
wh2_dlc11_cst_outpostnorsca_minor_2_coast	412472172	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh_main_special_settlement_karaz_a_karak_1_grn	41249	wh_main_grn_inf_goblin_spearmen
wh_main_special_settlement_karaz_a_karak_1_grn	41259	wh_main_grn_inf_goblin_spearmen
wh_main_grn_settlement_major_2	41260	wh_main_grn_inf_orc_boyz
wh_main_grn_settlement_major_2	41263	wh_main_grn_inf_orc_boyz
wh2_main_special_settlement_khemri_def_4	412640422	wh2_main_def_inf_darkshards_1
wh_main_grn_settlement_major_2	41267	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_settlement_major_2	41268	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_settlement_major_2	41269	wh_main_grn_inf_goblin_archers
wh2_dlc09_special_settlement_pyramid_of_nagash_def_5	412707784	wh2_main_def_inf_black_ark_corsairs_0
wh_main_grn_settlement_major_2	41277	wh_main_grn_inf_goblin_spearmen
wh_main_grn_settlement_major_2	41287	wh_main_grn_inf_goblin_spearmen
wh_main_grn_settlement_major_2	41296	wh_main_grn_inf_goblin_spearmen
wh_main_grn_settlement_major_2_coast	41298	wh_main_grn_inf_orc_boyz
wh_main_grn_settlement_major_2_coast	41299	wh_main_grn_inf_orc_boyz
wh2_main_lzd_outpostnorsca_major_5	41301343	wh2_main_lzd_inf_skink_cohort_1
wh_main_grn_settlement_major_2_coast	41303	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_settlement_major_2_coast	41306	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_settlement_major_2_coast	41314	wh_main_grn_inf_goblin_archers
wh2_dlc09_tmb_defence_norsca_1	413174341	wh2_dlc09_tmb_mon_carrion_0
wh_main_grn_settlement_major_2_coast	41320	wh_main_grn_inf_goblin_spearmen
wh2_main_special_settlement_drakenhof_cst_1	413223503	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
wh2_dlc11_vampirecoast_defence_walls_1	413244513	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh_main_grn_settlement_major_2_coast	41327	wh_main_grn_inf_goblin_spearmen
wh_main_grn_settlement_major_2_coast	41329	wh_main_grn_inf_goblin_spearmen
wh_main_special_settlement_karaz_a_karak_2_grn	41337	wh_main_grn_inf_orc_boyz
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_3	413416259	wh_main_nor_cav_marauder_horsemen_1
wh_main_special_settlement_karaz_a_karak_2_grn	41342	wh_main_grn_inf_orc_boyz
wh2_main_special_settlement_itza_skv_5	413435319	wh2_main_skv_inf_poison_wind_globadiers
wh_main_nor_walls_2	413462928	wh_main_nor_inf_chaos_marauders_0
wh_main_special_settlement_karaz_a_karak_2_grn	41348	wh_main_grn_inf_orc_arrer_boyz
wh_main_special_settlement_karaz_a_karak_2_grn	41350	wh_main_grn_inf_orc_arrer_boyz
wh2_main_special_settlement_skavenblight_other_5	413500968	wh2_dlc09_tmb_mon_ushabti_0
wh_main_special_settlement_karaz_a_karak_2_grn	41352	wh_main_grn_inf_goblin_archers
wh_main_vmp_settlement_major_5_coast	413582323	wh_main_vmp_cha_vampire_0
wh_main_special_settlement_karaz_a_karak_2_grn	41360	wh_main_grn_inf_goblin_spearmen
wh_main_special_settlement_karaz_a_karak_2_grn	41361	wh_main_grn_inf_goblin_spearmen
wh_main_special_settlement_karaz_a_karak_2_grn	41365	wh_main_grn_inf_goblin_spearmen
wh_main_grn_settlement_major_3	41374	wh_main_grn_inf_orc_boyz
wh_main_grn_settlement_major_3	41376	wh_main_grn_inf_orc_boyz
wh_main_grn_settlement_major_3	41379	wh_main_grn_inf_orc_boyz
wh2_main_rogue_settlement_major_coast_3	413806312	wh_main_vmp_mon_dire_wolves
wh2_main_special_settlement_colony_minor_hef_1	413843691	wh2_main_hef_inf_archers_0
wh_main_grn_settlement_major_3	41387	wh_main_grn_inf_orc_big_uns
wh_main_grn_settlement_major_3	41388	wh_main_grn_inf_orc_big_uns
wh2_main_special_settlement_hexoatl_cst_3	413901207	wh2_dlc11_cst_inf_syreens
wh_main_grn_settlement_major_3	41393	wh_main_grn_inf_goblin_archers
wh_main_grn_settlement_major_3	41401	wh_main_grn_inf_goblin_archers
wh2_main_special_settlement_sartosa_brt_2	414027427	wh_main_brt_inf_peasant_bowmen
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_5	414027971	wh2_main_skv_inf_gutter_runner_slingers_0
wh_main_grn_settlement_major_3	41410	wh_main_grn_inf_goblin_archers
wh2_main_def_outpostnorsca_major_5_coast	414132803	wh2_main_def_inf_black_guard_0
wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_2	414148845	wh2_main_lzd_inf_saurus_warriors_1
wh_main_grn_settlement_major_3_coast	41418	wh_main_grn_inf_orc_boyz
wh_main_grn_settlement_major_3_coast	41425	wh_main_grn_inf_orc_boyz
wh_main_grn_settlement_major_3_coast	41427	wh_main_grn_inf_orc_boyz
wh2_main_special_fortress_gate_unicorn_cst_2	414272867	wh2_dlc11_cst_mon_mournguls_0
wh_main_grn_settlement_major_3_coast	41433	wh_main_grn_inf_orc_big_uns
wh_main_grn_settlement_major_3_coast	41442	wh_main_grn_inf_orc_big_uns
wh_main_grn_settlement_major_3_coast	41445	wh_main_grn_inf_goblin_archers
wh2_main_special_fortress_gate_griffon_cst_4	414478312	wh2_dlc11_cst_mon_animated_hulks_0
wh_main_grn_settlement_major_3_coast	41454	wh_main_grn_inf_goblin_archers
wh_main_grn_settlement_major_3_coast	41462	wh_main_grn_inf_goblin_archers
wh_main_special_settlement_karaz_a_karak_3_grn	41470	wh_main_grn_inf_orc_boyz
wh_main_special_settlement_karaz_a_karak_3_grn	41477	wh_main_grn_inf_orc_boyz
wh_main_special_settlement_karaz_a_karak_3_grn	41479	wh_main_grn_inf_orc_boyz
wh2_dlc09_special_settlement_miragliano_tmb_1	414815009	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh_main_special_settlement_karaz_a_karak_3_grn	41482	wh_main_grn_inf_orc_big_uns
wh_main_special_settlement_karaz_a_karak_3_grn	41488	wh_main_grn_inf_orc_big_uns
wh_main_special_settlement_karaz_a_karak_3_grn	41497	wh_main_grn_inf_goblin_archers
wh_main_special_settlement_karaz_a_karak_3_grn	41500	wh_main_grn_inf_goblin_archers
wh2_main_special_settlement_lahmia_def_4	415030458	wh2_main_def_inf_black_ark_corsairs_1
wh_main_special_settlement_karaz_a_karak_3_grn	41508	wh_main_grn_inf_goblin_archers
wh_main_brt_outpostnorsca_major_5	415141452	wh_main_brt_cav_mounted_yeomen_0
wh_main_grn_settlement_major_4	41516	wh_main_grn_inf_orc_big_uns
wh_main_grn_settlement_major_4	41526	wh_main_grn_inf_orc_big_uns
wh_main_grn_settlement_major_4	41530	wh_main_grn_inf_orc_big_uns
wh_main_grn_settlement_major_4	41533	wh_main_grn_inf_night_goblins
wh_main_grn_settlement_major_4	41535	wh_main_grn_inf_night_goblins
wh_main_grn_settlement_major_4	41536	wh_main_grn_inf_night_goblin_archers
wh2_main_special_settlement_hellpit_other_4	415372725	wh_main_dwf_inf_thunderers_0
wh2_main_special_settlement_athel_loren_savage_2	415399947	wh_main_grn_inf_savage_orcs
wh_main_grn_settlement_major_4	41540	wh_main_grn_inf_night_goblin_archers
wh2_main_special_settlement_kislev_skv_4	415448321	wh2_main_skv_art_plagueclaw_catapult
wh_main_grn_settlement_major_4	41549	wh_main_grn_inf_night_goblin_archers
wh2_main_special_settlement_the_awakening_norsca_5	415503762	wh_dlc08_nor_inf_marauder_hunters_0
wh_main_grn_settlement_major_4_coast	41555	wh_main_grn_inf_orc_big_uns
wh_main_grn_settlement_major_4_coast	41564	wh_main_grn_inf_orc_big_uns
wh2_main_special_settlement_khemri_hef_3	415660247	wh2_main_hef_cha_noble_0
wh2_main_special_settlement_the_awakening_savage_3	415719362	wh_main_grn_inf_savage_orcs
wh_main_grn_settlement_major_4_coast	41573	wh_main_grn_inf_orc_big_uns
wh2_main_special_settlement_the_awakening_skv_4	415730509	wh2_main_skv_inf_stormvermin_0
wh2_main_special_settlement_black_crag_cst_5	415753090	wh2_dlc11_cst_inf_syreens
wh_main_grn_settlement_major_4_coast	41577	wh_main_grn_inf_night_goblins
wh_main_grn_settlement_major_4_coast	41578	wh_main_grn_inf_night_goblins
wh_main_grn_settlement_major_4_coast	41583	wh_main_grn_inf_night_goblin_archers
wh_main_grn_settlement_major_4_coast	41585	wh_main_grn_inf_night_goblin_archers
wh2_main_special_settlement_colony_major_hef_5	415880492	wh2_main_hef_inf_lothern_sea_guard_1
wh_main_grn_settlement_major_4_coast	41593	wh_main_grn_inf_night_goblin_archers
wh_main_special_settlement_karaz_a_karak_4_grn	41594	wh_main_grn_inf_orc_big_uns
wh2_main_special_settlement_the_awakening_vmp_4	415957866	wh_main_vmp_mon_fell_bats
wh_main_special_settlement_karaz_a_karak_4_grn	41602	wh_main_grn_inf_orc_big_uns
wh_main_special_settlement_karaz_a_karak_4_grn	41610	wh_main_grn_inf_orc_big_uns
wh2_main_rogue_settlement_minor_coast_2	416109812	wh2_main_skv_inf_poison_wind_globadiers
wh_main_special_settlement_karaz_a_karak_4_grn	41620	wh_main_grn_inf_night_goblins
wh_main_special_settlement_karaz_a_karak_4_grn	41629	wh_main_grn_inf_night_goblins
wh2_main_special_settlement_itza_other_lzd_1	416310904	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_rogue_settlement_major_coast_2	416322086	wh_main_emp_cav_outriders_1
wh2_main_special_settlement_sartosa_brt_3	416374431	wh_main_brt_cav_knights_of_the_realm
wh_main_special_settlement_karaz_a_karak_4_grn	41638	wh_main_grn_inf_night_goblin_archers
wh_main_special_settlement_karaz_a_karak_4_grn	41641	wh_main_grn_inf_night_goblin_archers
wh_main_special_settlement_karaz_a_karak_4_grn	41642	wh_main_grn_inf_night_goblin_archers
wh2_main_special_settlement_khemri_def_5	41643390	wh2_main_def_inf_black_guard_0
wh_main_grn_settlement_major_5	41646	wh_main_grn_mon_trolls
wh_main_grn_settlement_major_5	41651	wh_main_grn_inf_orc_big_uns
wh2_main_special_settlement_the_awakening_hef_1	416567386	wh2_main_hef_inf_swordmasters_of_hoeth_0
wh_main_grn_settlement_major_5	41657	wh_main_grn_inf_orc_big_uns
wh_main_grn_settlement_major_5	41658	wh_main_grn_inf_night_goblin_fanatics
wh_main_grn_settlement_major_5	41662	wh_main_grn_inf_night_goblin_fanatics
wh_main_grn_settlement_major_5	41665	wh_main_grn_inf_night_goblin_archers
wh_main_grn_settlement_major_5	41666	wh_main_grn_inf_night_goblin_archers
wh_main_grn_settlement_major_5	41667	wh_main_grn_inf_night_goblin_archers
wh_main_grn_settlement_major_5_coast	41676	wh_main_grn_mon_trolls
wh_main_grn_settlement_major_5_coast	41685	wh_main_grn_inf_orc_big_uns
wh_main_grn_settlement_major_5_coast	41688	wh_main_grn_inf_orc_big_uns
wh2_main_special_settlement_karaz_a_karak_hef_3	416898072	wh2_main_hef_cha_noble_0
wh_main_grn_settlement_major_5_coast	41695	wh_main_grn_inf_night_goblin_fanatics
wh_main_grn_settlement_major_5_coast	41699	wh_main_grn_inf_night_goblin_fanatics
wh_main_grn_settlement_major_5_coast	41702	wh_main_grn_inf_night_goblin_archers
wh2_main_special_settlement_pyramid_of_nagash_cst_2	417022456	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_settlement_colony_minor_other_1	417074069	wh_dlc05_wef_eternal_guard
wh_main_grn_settlement_major_5_coast	41708	wh_main_grn_inf_night_goblin_archers
wh2_main_special_fortress_gate_phoenix_cst_2	417117173	wh2_dlc11_cst_inf_depth_guard_0
wh2_main_rogue_outpostnorsca_major_3	417141637	wh2_main_def_inf_black_ark_corsairs_0
wh_main_grn_settlement_major_5_coast	41718	wh_main_grn_inf_night_goblin_archers
wh_main_special_settlement_karaz_a_karak_5_grn	41727	wh_main_grn_mon_trolls
wh2_main_special_everqueen_court_wef	417296068	wh_dlc05_wef_treeman
wh_main_special_settlement_karaz_a_karak_5_grn	41732	wh_main_grn_inf_orc_big_uns
wh_main_special_settlement_karaz_a_karak_5_grn	41741	wh_main_grn_inf_orc_big_uns
wh_main_special_settlement_karaz_a_karak_5_grn	41744	wh_main_grn_inf_night_goblin_fanatics
wh_main_special_settlement_karaz_a_karak_5_grn	41751	wh_main_grn_inf_night_goblin_fanatics
wh_main_special_settlement_karaz_a_karak_5_grn	41757	wh_main_grn_inf_night_goblin_archers
wh_main_special_settlement_karaz_a_karak_5_grn	41761	wh_main_grn_inf_night_goblin_archers
wh_main_special_settlement_karaz_a_karak_5_grn	41763	wh_main_grn_inf_night_goblin_archers
wh_main_grn_garrison_1	41773	wh_main_grn_inf_orc_boyz
wh_main_grn_garrison_1	41777	wh_main_grn_inf_orc_boyz
wh_main_grn_garrison_1	41778	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_garrison_1	41783	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_garrison_1	41790	wh_main_grn_cav_goblin_wolf_riders_0
wh_main_grn_garrison_1	41797	wh_main_grn_cav_goblin_wolf_riders_0
wh_main_grn_garrison_2	41798	wh_main_grn_inf_orc_big_uns
wh2_main_hef_outpostnorsca_major_4	41804963	wh2_main_hef_inf_white_lions_of_thrace_0
wh_main_grn_garrison_2	41806	wh_main_grn_inf_orc_big_uns
wh2_main_special_settlement_sartosa_def_4	418076918	wh2_main_def_inf_black_ark_corsairs_1
wh_main_grn_garrison_2	41811	wh_main_grn_inf_orc_arrer_boyz
wh2_main_special_settlement_gaean_vale_5	418131702	wh2_main_hef_cav_dragon_princes
wh_main_grn_garrison_2	41819	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_garrison_2	41825	wh_main_grn_cav_orc_boar_boyz
wh_main_grn_garrison_2	41829	wh_main_grn_cav_orc_boar_boyz
wh_main_grn_garrison_2	41833	wh_main_grn_mon_trolls
wh2_main_special_settlement_sartosa_lzd_2	418365314	wh2_main_lzd_inf_saurus_warriors_1
wh_main_grn_walls_1	41837	wh_main_grn_inf_orc_boyz
wh_main_grn_walls_1	41840	wh_main_grn_inf_orc_boyz
wh_main_grn_walls_1	41845	wh_main_grn_inf_orc_boyz
wh2_main_special_settlement_sartosa_cst_3	418480143	wh2_dlc11_cst_mon_rotting_prometheans_0
wh2_main_rogue_outpostnorsca_minor_coast_1	418483999	wh_main_chs_cav_chaos_knights_0
wh_main_grn_walls_1	41850	wh_main_grn_inf_orc_boyz
wh2_main_rogue_outpostnorsca_major_coast_2	418518997	wh2_main_lzd_mon_kroxigors
wh2_dlc09_special_settlement_gaean_vale_tmb_5	418541769	wh2_dlc09_tmb_veh_khemrian_warsphinx_0
wh_main_grn_walls_1	41855	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_settlement_minor_3	418581307	wh_main_grn_cha_goblin_big_boss_0
wh_main_grn_walls_1	41859	wh_main_grn_inf_orc_arrer_boyz
wh_main_grn_walls_1	41867	wh_main_grn_cav_forest_goblin_spider_riders_1
wh_main_grn_walls_1	41873	wh_main_grn_cav_forest_goblin_spider_riders_1
wh2_main_special_settlement_skavenblight_other_2	418753649	wh2_main_lzd_inf_saurus_spearmen_1
wh_main_grn_outpostnorsca_major_1_skarsnik	418783921	wh_main_grn_inf_goblin_spearmen
wh2_main_special_settlement_naggarond_skv_2	418808020	wh2_main_skv_inf_clanrats_1
wh_main_grn_walls_2	41882	wh_main_grn_inf_orc_big_uns
wh2_main_special_salzenmund_laurelorn_wef_1	418890039	wh_dlc05_wef_cav_glade_riders
wh_main_grn_walls_2	41891	wh_main_grn_inf_orc_big_uns
wh_main_grn_walls_2	41893	wh_main_grn_inf_orc_big_uns
wh_main_grn_walls_2	41899	wh_main_grn_inf_orc_arrer_boyz
wh2_main_special_settlement_skavenblight_other_4	41905842	wh_main_grn_inf_night_goblin_archers
wh_main_grn_walls_2	41906	wh_main_grn_inf_orc_arrer_boyz
wh2_main_rogue_settlement_major_1	41906017	wh_main_emp_art_great_cannon
wh2_dlc09_tmb_outpostnorsca_major_1	419076406	wh2_dlc09_tmb_inf_skeleton_archers_0
wh_main_grn_walls_2	41911	wh_main_grn_cav_forest_goblin_spider_riders_1
wh2_main_special_settlement_kislev_cst_1	419110299	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh_main_grn_walls_2	41921	wh_main_grn_cav_forest_goblin_spider_riders_1
wh_main_grn_walls_2	41926	wh_main_grn_mon_trolls
wh_main_grn_walls_3	41932	wh_main_grn_inf_black_orcs
wh_main_grn_walls_3	41933	wh_main_grn_inf_black_orcs
wh_main_grn_walls_3	41941	wh_main_grn_inf_black_orcs
wh_main_grn_walls_3	41947	wh_main_grn_cav_forest_goblin_spider_riders_1
wh_main_grn_walls_3	41953	wh_main_grn_cav_forest_goblin_spider_riders_1
wh_main_grn_walls_3	41962	wh_main_grn_cav_savage_orc_boar_boyz
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_1	419699702	wh_main_emp_inf_spearmen_0
wh_main_grn_walls_3	41970	wh_main_grn_mon_trolls
wh_main_grn_walls_3	41973	wh_main_grn_mon_trolls
wh2_main_special_settlement_athel_loren_brt_5	419732081	wh_main_brt_cav_knights_of_the_realm
wh_main_special_settlement_altdorf_1_emp	41974	wh_main_emp_inf_greatswords
wh_main_special_settlement_altdorf_1_emp	41977	wh_main_emp_inf_greatswords
wh_main_grn_outpostnorsca_major_2	419834946	wh_main_grn_inf_goblin_archers
wh_main_special_settlement_altdorf_1_emp	41985	wh_main_emp_inf_spearmen_1
wh_main_special_settlement_altdorf_1_emp	41988	wh_main_emp_inf_spearmen_1
wh_main_special_settlement_altdorf_1_emp	41994	wh_main_emp_inf_spearmen_1
wh_main_special_settlement_altdorf_1_emp	42002	wh_main_emp_inf_spearmen_1
wh_main_special_settlement_altdorf_1_emp	42007	wh_main_emp_inf_crossbowmen
wh2_main_special_settlement_athel_loren_cst_1	420075450	wh2_dlc11_cst_cav_deck_droppers_0
wh_main_special_settlement_altdorf_1_emp	42014	wh_main_emp_inf_crossbowmen
wh2_main_special_settlement_the_awakening_hef_5	420213341	wh2_main_hef_mon_great_eagle
wh_main_special_settlement_altdorf_1_emp	42022	wh_main_emp_inf_crossbowmen
wh_main_special_settlement_altdorf_1_emp	42026	wh_main_emp_inf_crossbowmen
wh2_main_hef_outpostnorsca_major_4	420320432	wh2_main_hef_cav_silver_helms_0
wh_main_special_settlement_altdorf_1_emp	42035	wh_main_emp_cav_empire_knights
wh_main_special_settlement_altdorf_1_emp	42044	wh_main_emp_cav_empire_knights
wh2_main_special_settlement_hexoatl_skv_4	420509311	wh2_main_skv_inf_stormvermin_0
wh_main_special_settlement_altdorf_2_emp	42051	wh_main_emp_inf_greatswords
wh_main_special_settlement_altdorf_2_emp	42053	wh_main_emp_inf_greatswords
wh2_dlc09_tmb_outpostnorsca_major_4_coast	420589288	wh2_dlc09_tmb_mon_ushabti_0
wh_main_special_settlement_altdorf_2_emp	42061	wh_main_emp_inf_spearmen_1
wh_main_special_settlement_altdorf_2_emp	42066	wh_main_emp_inf_spearmen_1
wh_main_special_settlement_altdorf_2_emp	42074	wh_main_emp_inf_halberdiers
wh_main_special_settlement_altdorf_2_emp	42078	wh_main_emp_inf_halberdiers
wh2_main_special_settlement_khemri_cst_2	420787486	wh2_dlc11_cst_cav_deck_droppers_0
wh_main_special_settlement_altdorf_2_emp	42079	wh_main_emp_inf_crossbowmen
wh_main_special_settlement_altdorf_2_emp	42080	wh_main_emp_inf_crossbowmen
wh2_main_special_settlement_sartosa_hef_2	420805154	wh2_main_hef_cav_silver_helms_1
wh_main_special_settlement_couronne_3_emp	42083285	wh_main_emp_cha_captain_0
wh_main_special_settlement_altdorf_2_emp	42086	wh_main_emp_inf_crossbowmen
wh2_main_special_settlement_colony_major_other_5	420911760	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
wh2_main_special_settlement_altdorf_skv_3	4209258	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_the_awakening_tmb_4	420929771	wh2_dlc09_tmb_inf_skeleton_archers_0
wh_main_special_settlement_altdorf_2_emp	42094	wh_main_emp_inf_crossbowmen
wh2_main_special_fortress_gate_eagle_wef_1	42098272	wh_dlc05_wef_mon_treekin_0
wh_main_special_settlement_altdorf_2_emp	42101	wh_main_emp_cav_empire_knights
wh_main_special_settlement_altdorf_2_emp	42104	wh_main_emp_cav_empire_knights
wh_main_special_settlement_altdorf_2_emp	42111	wh_main_emp_cav_reiksguard
wh_main_special_settlement_altdorf_2_emp	42117	wh_main_emp_art_mortar
wh_main_special_settlement_altdorf_3_emp	42120	wh_main_emp_inf_greatswords
wh_main_special_settlement_altdorf_3_emp	42121	wh_main_emp_inf_greatswords
wh_main_special_settlement_altdorf_3_emp	42122	wh_main_emp_inf_halberdiers
wh_main_special_settlement_altdorf_3_emp	42131	wh_main_emp_inf_halberdiers
wh_main_special_settlement_altdorf_3_emp	42135	wh_main_emp_inf_halberdiers
wh_main_special_settlement_altdorf_3_emp	42151	wh_main_emp_inf_crossbowmen
wh_main_special_settlement_altdorf_3_emp	42155	wh_main_emp_inf_crossbowmen
wh_main_special_settlement_altdorf_3_emp	42160	wh_main_emp_inf_handgunners
wh_main_special_settlement_altdorf_3_emp	42164	wh_main_emp_inf_handgunners
wh_main_special_settlement_altdorf_3_emp	42165	wh_main_emp_cav_empire_knights
wh2_main_special_settlement_khemri_cst_3	421673214	wh2_dlc11_cst_cav_deck_droppers_0
wh_main_special_settlement_altdorf_3_emp	42171	wh_main_emp_cav_empire_knights
wh_main_special_settlement_altdorf_3_emp	42175	wh_main_emp_cav_reiksguard
wh2_main_special_settlement_naggarond_brt_5	421783880	wh_main_brt_cha_paladin_0
wh2_main_rogue_settlement_major_coast_1	421800348	wh_main_grn_mon_giant
wh_main_special_settlement_altdorf_3_emp	42181	wh_main_emp_cav_reiksguard
wh2_main_special_settlement_gaean_vale_skv_5	421829294	wh2_main_skv_inf_stormvermin_0
wh_main_special_settlement_altdorf_3_emp	42191	wh_main_emp_art_mortar
wh_main_special_settlement_altdorf_3_emp	42192	wh_main_emp_art_mortar
wh_main_special_settlement_altdorf_4_emp	42201	wh_main_emp_inf_greatswords
wh_main_special_settlement_altdorf_4_emp	42208	wh_main_emp_inf_greatswords
wh_main_special_settlement_altdorf_4_emp	42216	wh_main_emp_inf_halberdiers
wh_main_special_settlement_altdorf_4_emp	42218	wh_main_emp_inf_halberdiers
wh2_main_rogue_outpostnorsca_major_3	422254957	wh_main_brt_cav_mounted_yeomen_0
wh_main_special_settlement_altdorf_4_emp	42230	wh_main_emp_inf_handgunners
wh_main_special_settlement_altdorf_4_emp	42236	wh_main_emp_inf_handgunners
wh2_main_special_settlement_gaean_vale_vmp_1	42238760	wh_main_vmp_inf_zombie
wh_main_special_settlement_altdorf_4_emp	42241	wh_main_emp_inf_handgunners
wh_main_special_settlement_altdorf_4_emp	42244	wh_main_emp_inf_handgunners
wh_main_special_settlement_altdorf_4_emp	42250	wh_main_emp_inf_handgunners
wh_main_special_settlement_altdorf_4_emp	42255	wh_main_emp_cav_reiksguard
wh_main_special_settlement_altdorf_4_emp	42258	wh_main_emp_cav_reiksguard
wh2_main_special_settlement_colony_major_hef_5	422641001	wh2_main_hef_inf_lothern_sea_guard_1
wh_main_special_settlement_altdorf_4_emp	42266	wh_main_emp_cav_reiksguard
wh2_main_special_settlement_hellpit_other_2	422668328	wh_main_grn_inf_goblin_archers
wh_main_special_settlement_altdorf_4_emp	42274	wh_main_emp_cav_demigryph_knights_0
wh2_main_rogue_settlement_minor_coast_1	422742203	wh2_main_hef_inf_lothern_sea_guard_0
wh2_main_special_settlement_gaean_vale_norsca_4	422755055	wh_main_nor_inf_chaos_marauders_0
wh_main_special_settlement_altdorf_4_emp	42277	wh_main_emp_cav_demigryph_knights_0
wh_main_special_settlement_altdorf_4_emp	42284	wh_main_emp_art_mortar
wh_main_special_settlement_altdorf_4_emp	42291	wh_main_emp_art_mortar
wh_main_special_settlement_altdorf_5_emp	42297	wh_main_emp_inf_greatswords
wh_main_special_settlement_altdorf_5_emp	42302	wh_main_emp_inf_greatswords
wh_main_dwf_outpostnorsca_minor_2	423043433	wh_main_dwf_inf_miners_0
wh_main_special_settlement_altdorf_5_emp	42306	wh_main_emp_inf_greatswords
wh_main_special_settlement_altdorf_5_emp	42310	wh_main_emp_inf_greatswords
wh2_main_special_settlement_hexoatl_hef_3	423175354	wh2_main_hef_cha_noble_0
wh_main_special_settlement_altdorf_5_emp	42319	wh_main_emp_inf_greatswords
wh2_main_rogue_settlement_major_3	423195886	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_special_settlement_hexoatl_def_5	423240191	wh2_main_def_inf_black_ark_corsairs_0
wh_main_special_settlement_altdorf_5_emp	42328	wh_main_emp_inf_greatswords
wh2_main_rogue_settlement_minor_2	423324596	wh_dlc03_bst_inf_ungor_herd_1
wh_main_special_settlement_altdorf_5_emp	42358	wh_main_emp_inf_handgunners
wh_main_special_settlement_altdorf_5_emp	42359	wh_main_emp_inf_handgunners
wh2_main_rogue_outpostnorsca_major_1	423626396	wh_main_chs_inf_chosen_0
wh2_main_def_outpostnorsca_minor_3	423668768	wh2_main_def_inf_black_ark_corsairs_0
wh_main_special_settlement_altdorf_5_emp	42368	wh_main_emp_inf_handgunners
wh_main_special_settlement_altdorf_5_emp	42372	wh_main_emp_inf_handgunners
wh_main_special_settlement_altdorf_5_emp	42376	wh_main_emp_cav_reiksguard
wh_main_special_settlement_altdorf_5_emp	42382	wh_main_emp_cav_reiksguard
wh2_main_special_fortress_gate_eagle_untainted_5	423821314	wh2_dlc09_tmb_mon_tomb_scorpion_0
wh2_main_special_fortress_gate_phoenix_untainted_3	423864359	wh2_dlc09_tmb_mon_carrion_0
