campaign_group_member_criteria_subcultures_tables	0
diplomacy_Faction_KarlFranz_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_Faction_KarlFranz_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_Faction_KarlFranz_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_Faction_KarlFranz_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_Faction_KarlFranz_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_Faction_KarlFranz_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_Faction_KarlFranz_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_Faction_KarlFranz_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_Faction_KarlFranz_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_Faction_KarlFranz_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_Faction_KarlFranz_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_Faction_KarlFranz_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_Faction_KarlFranz_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_Faction_KarlFranz_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_Faction_KarlFranz_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_Faction_KarlFranz_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_KarlFranz_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_KarlFranz_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Kemmler_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_Faction_Kemmler_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_Faction_Kemmler_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_Faction_Kemmler_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_Faction_Kemmler_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_Faction_Kemmler_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_Faction_Kemmler_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Kemmler_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Kemmler_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Kemmler_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_Faction_Kemmler_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_Faction_Kemmler_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_Faction_Kemmler_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_Faction_Kemmler_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_Faction_Kemmler_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_Faction_Kemmler_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Kemmler_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Kemmler_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_KroqGar_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_KroqGar_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_KroqGar_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_KroqGar_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_Faction_KroqGar_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_Faction_KroqGar_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_Faction_KroqGar_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_Faction_KroqGar_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_Faction_KroqGar_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_Faction_KroqGar_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
diplomacy_Faction_KroqGar_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
diplomacy_Faction_KroqGar_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
diplomacy_Faction_KroqGar_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_Faction_KroqGar_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_Faction_KroqGar_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_Faction_KroqGar_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_Faction_KroqGar_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_Faction_KroqGar_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_Faction_KroqGar_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_Faction_KroqGar_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_Faction_KroqGar_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_Faction_KroqGar_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
diplomacy_Faction_KroqGar_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
diplomacy_Faction_KroqGar_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
diplomacy_Faction_KroqGar_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_KroqGar_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_KroqGar_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_KroqGar_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
diplomacy_Faction_KroqGar_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
diplomacy_Faction_KroqGar_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
diplomacy_Faction_KroqGar_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_KroqGar_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_KroqGar_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_KroqGar_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_KroqGar_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_KroqGar_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_KroqGar_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_KroqGar_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_KroqGar_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_LordofChange_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_Faction_LordofChange_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_Faction_LordofChange_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_Faction_LordofChange_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_Faction_LordofChange_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_Faction_LordofChange_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_Faction_LordofChange_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_Faction_LordofChange_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_Faction_LordofChange_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_Faction_LordofChange_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_Faction_LordofChange_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_Faction_LordofChange_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_Faction_LordofChange_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_Faction_LordofChange_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_Faction_LordofChange_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_Faction_LordofChange_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_LordofChange_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_LordofChange_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Malekith_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Malekith_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Malekith_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Malekith_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_Faction_Malekith_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_Faction_Malekith_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_Faction_Malekith_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_Faction_Malekith_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_Faction_Malekith_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_Faction_Malekith_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
diplomacy_Faction_Malekith_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
diplomacy_Faction_Malekith_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
diplomacy_Faction_Malekith_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Malekith_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Malekith_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Malekith_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_Faction_Malekith_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_Faction_Malekith_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_Faction_Malekith_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_Faction_Malekith_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_Faction_Malekith_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_Faction_Malekith_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
diplomacy_Faction_Malekith_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
diplomacy_Faction_Malekith_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
diplomacy_Faction_Malekith_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Malekith_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Malekith_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Malekith_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
diplomacy_Faction_Malekith_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
diplomacy_Faction_Malekith_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
diplomacy_Faction_Malekith_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Malekith_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Malekith_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Malekith_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Malekith_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Malekith_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Malekith_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Malekith_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Malekith_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Mannfred_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_Faction_Mannfred_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_Faction_Mannfred_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_Faction_Mannfred_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_Faction_Mannfred_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_Faction_Mannfred_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_Faction_Mannfred_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Mannfred_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Mannfred_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Mannfred_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_Faction_Mannfred_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_Faction_Mannfred_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_Faction_Mannfred_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_Faction_Mannfred_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_Faction_Mannfred_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_Faction_Mannfred_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Mannfred_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Mannfred_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Mazdamundi_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Mazdamundi_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Mazdamundi_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Mazdamundi_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_Faction_Mazdamundi_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_Faction_Mazdamundi_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_Faction_Mazdamundi_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_Faction_Mazdamundi_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_Faction_Mazdamundi_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_Faction_Mazdamundi_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
diplomacy_Faction_Mazdamundi_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
diplomacy_Faction_Mazdamundi_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
diplomacy_Faction_Mazdamundi_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Mazdamundi_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Mazdamundi_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Mazdamundi_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_Faction_Mazdamundi_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_Faction_Mazdamundi_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_Faction_Mazdamundi_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_Faction_Mazdamundi_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_Faction_Mazdamundi_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_Faction_Mazdamundi_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
diplomacy_Faction_Mazdamundi_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
diplomacy_Faction_Mazdamundi_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
diplomacy_Faction_Mazdamundi_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Mazdamundi_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Mazdamundi_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Mazdamundi_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
diplomacy_Faction_Mazdamundi_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
diplomacy_Faction_Mazdamundi_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
diplomacy_Faction_Mazdamundi_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Mazdamundi_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Mazdamundi_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Mazdamundi_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Mazdamundi_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Mazdamundi_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Mazdamundi_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Mazdamundi_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Mazdamundi_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Morathi_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Morathi_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Morathi_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Morathi_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_Faction_Morathi_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_Faction_Morathi_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_Faction_Morathi_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_Faction_Morathi_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_Faction_Morathi_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_Faction_Morathi_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
diplomacy_Faction_Morathi_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
diplomacy_Faction_Morathi_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
diplomacy_Faction_Morathi_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Morathi_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Morathi_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Morathi_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_Faction_Morathi_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_Faction_Morathi_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_Faction_Morathi_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_Faction_Morathi_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_Faction_Morathi_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_Faction_Morathi_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
diplomacy_Faction_Morathi_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
diplomacy_Faction_Morathi_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
diplomacy_Faction_Morathi_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Morathi_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Morathi_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Morathi_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
diplomacy_Faction_Morathi_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
diplomacy_Faction_Morathi_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
diplomacy_Faction_Morathi_&_OtherFactionTombKings	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Morathi_&_OtherFactionTombKings_&_Negative	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Morathi_&_OtherFactionTombKings_&_Positive	wh2_dlc09_sc_tmb_tomb_kings
diplomacy_Faction_Morathi_&_OtherFactionVamp	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Morathi_&_OtherFactionVamp_&_Negative	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Morathi_&_OtherFactionVamp_&_Positive	wh_main_sc_vmp_vampire_counts
diplomacy_Faction_Morathi_&_OtherFactionWoodElves	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Morathi_&_OtherFactionWoodElves_&_Negative	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Morathi_&_OtherFactionWoodElves_&_Positive	wh_dlc05_sc_wef_wood_elves
diplomacy_Faction_Queek_&_OtherFactionBeastmen	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Queek_&_OtherFactionBeastmen_&_Negative	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Queek_&_OtherFactionBeastmen_&_Positive	wh_dlc03_sc_bst_beastmen
diplomacy_Faction_Queek_&_OtherFactionBretonnia	wh_main_sc_brt_bretonnia
diplomacy_Faction_Queek_&_OtherFactionBretonnia_&_Negative	wh_main_sc_brt_bretonnia
diplomacy_Faction_Queek_&_OtherFactionBretonnia_&_Positive	wh_main_sc_brt_bretonnia
diplomacy_Faction_Queek_&_OtherFactionChaos	wh_main_sc_chs_chaos
diplomacy_Faction_Queek_&_OtherFactionChaos_&_Negative	wh_main_sc_chs_chaos
diplomacy_Faction_Queek_&_OtherFactionChaos_&_Positive	wh_main_sc_chs_chaos
diplomacy_Faction_Queek_&_OtherFactionDarkElves	wh2_main_sc_def_dark_elves
diplomacy_Faction_Queek_&_OtherFactionDarkElves_&_Negative	wh2_main_sc_def_dark_elves
diplomacy_Faction_Queek_&_OtherFactionDarkElves_&_Positive	wh2_main_sc_def_dark_elves
diplomacy_Faction_Queek_&_OtherFactionDwarf	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Queek_&_OtherFactionDwarf_&_Negative	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Queek_&_OtherFactionDwarf_&_Positive	wh_main_sc_dwf_dwarfs
diplomacy_Faction_Queek_&_OtherFactionEmpire	wh_main_sc_emp_empire
diplomacy_Faction_Queek_&_OtherFactionEmpire_&_Negative	wh_main_sc_emp_empire
diplomacy_Faction_Queek_&_OtherFactionEmpire_&_Positive	wh_main_sc_emp_empire
diplomacy_Faction_Queek_&_OtherFactionGreenskin	wh_main_sc_grn_greenskins
diplomacy_Faction_Queek_&_OtherFactionGreenskin_&_Negative	wh_main_sc_grn_greenskins
diplomacy_Faction_Queek_&_OtherFactionGreenskin_&_Positive	wh_main_sc_grn_greenskins
diplomacy_Faction_Queek_&_OtherFactionHighElves	wh2_main_sc_hef_high_elves
diplomacy_Faction_Queek_&_OtherFactionHighElves_&_Negative	wh2_main_sc_hef_high_elves
diplomacy_Faction_Queek_&_OtherFactionHighElves_&_Positive	wh2_main_sc_hef_high_elves
diplomacy_Faction_Queek_&_OtherFactionLizardmen	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Queek_&_OtherFactionLizardmen_&_Negative	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Queek_&_OtherFactionLizardmen_&_Positive	wh2_main_sc_lzd_lizardmen
diplomacy_Faction_Queek_&_OtherFactionSkaven	wh2_main_sc_skv_skaven
diplomacy_Faction_Queek_&_OtherFactionSkaven_&_Negative	wh2_main_sc_skv_skaven
diplomacy_Faction_Queek_&_OtherFactionSkaven_&_Positive	wh2_main_sc_skv_skaven
