cai_construction_system_synergies_tables	1
existing_building_chain_key	existing_building_level_inclusive_end	existing_building_level_inclusive_start	potential_buiding_chain_key	potential_building_level_inclusive_end	potential_building_level_inclusive_start	synergy_level_key	synergy_policy_key	existing_building_instance	existing_building_super_chain	potential_building_instance	potential_building_super_chain	synergy_scope_key
wh2_main_special_settlement_gaean_vale_brt	wh2_main_special_settlement_gaean_vale_brt_5	wh2_main_special_settlement_gaean_vale_brt_1	wh_main_BRETONNIA_smith	wh_main_brt_smiths_2	wh_main_brt_smiths_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_brt	wh2_main_special_settlement_gaean_vale_brt_5	wh2_main_special_settlement_gaean_vale_brt_1	wh_main_BRETONNIA_stables	wh_main_brt_stables_3	wh_main_brt_stables_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_def	wh2_main_special_settlement_gaean_vale_def_5	wh2_main_special_settlement_gaean_vale_def_1	wh2_main_def_barracks	wh2_main_def_barracks_3	wh2_main_def_barracks_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_def	wh2_main_special_settlement_gaean_vale_def_5	wh2_main_special_settlement_gaean_vale_def_1	wh2_main_def_exiles	wh2_main_def_exiles_2	wh2_main_def_exiles_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_def	wh2_main_special_settlement_gaean_vale_def_5	wh2_main_special_settlement_gaean_vale_def_1	wh2_main_def_farm	wh2_main_def_farm_3	wh2_main_def_farm_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_def	wh2_main_special_settlement_gaean_vale_def_5	wh2_main_special_settlement_gaean_vale_def_1	wh2_main_def_industry	wh2_main_def_industry_3	wh2_main_def_industry_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure2_industry	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_def	wh2_main_special_settlement_gaean_vale_def_5	wh2_main_special_settlement_gaean_vale_def_1	wh2_main_def_riders	wh2_main_def_riders_2	wh2_main_def_riders_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_def	wh2_main_special_settlement_gaean_vale_def_5	wh2_main_special_settlement_gaean_vale_def_5	wh2_main_def_farm	wh2_main_def_farm_3	wh2_main_def_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_gaean_vale_emp	wh2_main_special_settlement_gaean_vale_emp_5	wh2_main_special_settlement_gaean_vale_emp_1	wh_main_EMPIRE_barracks	wh_main_emp_barracks_3	wh_main_emp_barracks_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_emp	wh2_main_special_settlement_gaean_vale_emp_5	wh2_main_special_settlement_gaean_vale_emp_1	wh_main_EMPIRE_smiths	wh_main_emp_smiths_2	wh_main_emp_smiths_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_emp	wh2_main_special_settlement_gaean_vale_emp_5	wh2_main_special_settlement_gaean_vale_emp_5	wh_main_EMPIRE_farm_basic	wh_main_emp_farm_basic_3	wh_main_emp_farm_basic_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_gaean_vale_lzd	wh2_main_special_settlement_gaean_vale_lzd_5	wh2_main_special_settlement_gaean_vale_lzd_1	wh2_main_lzd_coldones	wh2_main_lzd_coldones_1	wh2_main_lzd_coldones_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_lzd	wh2_main_special_settlement_gaean_vale_lzd_5	wh2_main_special_settlement_gaean_vale_lzd_1	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_lzd	wh2_main_special_settlement_gaean_vale_lzd_5	wh2_main_special_settlement_gaean_vale_lzd_1	wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_industry_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_lzd	wh2_main_special_settlement_gaean_vale_lzd_5	wh2_main_special_settlement_gaean_vale_lzd_1	wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_lzd	wh2_main_special_settlement_gaean_vale_lzd_5	wh2_main_special_settlement_gaean_vale_lzd_1	wh2_main_lzd_terradons	wh2_main_lzd_terradons_1	wh2_main_lzd_terradons_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_lzd	wh2_main_special_settlement_gaean_vale_lzd_5	wh2_main_special_settlement_gaean_vale_lzd_5	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_gaean_vale_norsca	wh2_main_special_settlement_gaean_vale_norsca_5	wh2_main_special_settlement_gaean_vale_norsca_1	wh_main_NORSCA_creatures	wh_main_nor_creatures_3	wh_main_nor_creatures_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_norsca_settlement_major		wh_main_sch_norsca_offerings	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_gaean_vale_norsca	wh2_main_special_settlement_gaean_vale_norsca_5	wh2_main_special_settlement_gaean_vale_norsca_1	wh_main_NORSCA_military	wh_main_nor_military_3	wh_main_nor_military_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_norsca_settlement_major		wh_main_sch_norsca_military	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_norsca	wh2_main_special_settlement_gaean_vale_norsca_5	wh2_main_special_settlement_gaean_vale_norsca_1	wh_main_NORSCA_offerings	wh_main_nor_offerings_2	wh_main_nor_offerings_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_norsca_settlement_major		wh_main_sch_norsca_creatures	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_gaean_vale_norsca	wh2_main_special_settlement_gaean_vale_norsca_5	wh2_main_special_settlement_gaean_vale_norsca_1	wh_main_NORSCA_smith	wh_main_nor_smith_3	wh_main_nor_smith_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh_main_sch_norsca_settlement_major		wh_main_sch_norsca_chaos	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_gaean_vale_norsca	wh2_main_special_settlement_gaean_vale_norsca_5	wh2_main_special_settlement_gaean_vale_norsca_1	wh_main_NORSCA_stables	wh_main_nor_stables_3	wh_main_nor_stables_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_norsca_settlement_major		wh_main_sch_norsca_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_norsca	wh2_main_special_settlement_gaean_vale_norsca_5	wh2_main_special_settlement_gaean_vale_norsca_1	wh_main_NORSCA_worship	wh_main_nor_worship_4	wh_main_nor_worship_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh_main_sch_norsca_settlement_major		wh_main_sch_norsca_worship	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_gaean_vale_skv	wh2_main_special_settlement_gaean_vale_skv_5	wh2_main_special_settlement_gaean_vale_skv_1	wh2_main_skv_assassins	wh2_main_skv_assassins_2	wh2_main_skv_assassins_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_skv	wh2_main_special_settlement_gaean_vale_skv_5	wh2_main_special_settlement_gaean_vale_skv_1	wh2_main_skv_farm	wh2_main_skv_farm_3	wh2_main_skv_farm_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_skv	wh2_main_special_settlement_gaean_vale_skv_5	wh2_main_special_settlement_gaean_vale_skv_1	wh2_main_skv_industry	wh2_main_skv_salvage_3	wh2_main_skv_salvage_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure2_industry	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale_skv	wh2_main_special_settlement_gaean_vale_skv_5	wh2_main_special_settlement_gaean_vale_skv_5	wh2_main_skv_farm	wh2_main_skv_farm_3	wh2_main_skv_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_barracks	wh2_main_hef_barracks_3	wh2_main_hef_barracks_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_court	wh2_main_hef_court_2	wh2_main_hef_court_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure4_energy	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_hunters	wh2_main_hef_hunters_1	wh2_main_hef_hunters_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_1	wh2_main_hef_stables	wh2_main_hef_stables_2	wh2_main_hef_stables_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_gaean_vale	wh2_main_special_settlement_gaean_vale_5	wh2_main_special_settlement_gaean_vale_5	wh2_main_hef_farm	wh2_main_hef_farm_3	wh2_main_hef_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_hexoatl_hexoatl	wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_special_settlement_hexoatl_hexoatl_1	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_hexoatl		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_hexoatl_hexoatl	wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_special_settlement_hexoatl_hexoatl_1	wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_hexoatl		wh_main_sch_human_industry_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_hexoatl_hexoatl	wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_special_settlement_hexoatl_hexoatl_1	wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_hexoatl		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_hexoatl_hexoatl	wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_special_settlement_hexoatl_hexoatl_5	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_hexoatl		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_itza_itza	wh2_main_special_settlement_itza_itza_5	wh2_main_special_settlement_itza_itza_1	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_itza		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_itza_itza	wh2_main_special_settlement_itza_itza_5	wh2_main_special_settlement_itza_itza_1	wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_itza		wh_main_sch_human_industry_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_itza_itza	wh2_main_special_settlement_itza_itza_5	wh2_main_special_settlement_itza_itza_1	wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_itza		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_itza_itza	wh2_main_special_settlement_itza_itza_5	wh2_main_special_settlement_itza_itza_5	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_itza		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_1	wh2_main_hef_farm	wh2_main_hef_farm_3	wh2_main_hef_farm_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_lothern		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_1	wh2_main_hef_hunters	wh2_main_hef_hunters_1	wh2_main_hef_hunters_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_lothern		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_1	wh2_main_hef_industry	wh2_main_hef_industry_3	wh2_main_hef_industry_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_lothern		wh2_main_sch_infrastructure2_industry	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_1	wh2_main_hef_stables	wh2_main_hef_stables_2	wh2_main_hef_stables_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_lothern		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_lothern	wh2_main_special_settlement_lothern_5	wh2_main_special_settlement_lothern_5	wh2_main_hef_farm	wh2_main_hef_farm_3	wh2_main_hef_farm_3	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_lothern		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_1	wh2_main_def_barracks	wh2_main_def_barracks_3	wh2_main_def_barracks_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_1	wh2_main_def_exiles	wh2_main_def_exiles_2	wh2_main_def_exiles_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_1	wh2_main_def_farm	wh2_main_def_farm_3	wh2_main_def_farm_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_1	wh2_main_def_industry	wh2_main_def_industry_3	wh2_main_def_industry_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_infrastructure2_industry	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_1	wh2_main_def_riders	wh2_main_def_riders_2	wh2_main_def_riders_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_naggarond	wh2_main_special_settlement_naggarond_5	wh2_main_special_settlement_naggarond_5	wh2_main_def_farm	wh2_main_def_farm_3	wh2_main_def_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_naggarond		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_special_settlement_sartosa_cst	wh2_main_special_settlement_sartosa_cst_5	wh2_main_special_settlement_sartosa_cst_1	wh2_dlc11_vampirecoast_infrastructure_growth	wh2_dlc11_vampirecoast_infrastructure_growth_3	wh2_dlc11_vampirecoast_infrastructure_growth_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_sartosa		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_the_awakening_cst	wh2_main_special_settlement_the_awakening_cst_5	wh2_main_special_settlement_the_awakening_cst_1	wh2_dlc11_vampirecoast_infrastructure_growth	wh2_dlc11_vampirecoast_infrastructure_growth_3	wh2_dlc11_vampirecoast_infrastructure_growth_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_the_awakening		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_special_settlement_the_awakening_cst	wh2_main_special_settlement_the_awakening_cst_5	wh2_main_special_settlement_the_awakening_cst_5	wh2_dlc11_special_ancient_vault	wh2_dlc11_special_ancient_vault_2	wh2_dlc11_special_ancient_vault_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh2_main_sch_special_settlement_the_awakening		wh2_dlc11_sch_special_ancient_vault	CAI_SYNERGY_SCOPE_REGIONWIDE
wh_dlc05_wef_cavalry	wh_dlc05_wef_cavalry_3	wh_dlc05_wef_cavalry_1	wh_dlc05_wef_armoury	wh_dlc05_wef_armoury_2	wh_dlc05_wef_armoury_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_mil_cavalry		wh_dlc05_sch_wef_sup_armoury	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_cavalry	wh_dlc05_wef_cavalry_3	wh_dlc05_wef_cavalry_1	wh_dlc05_wef_fletcher	wh_dlc05_wef_fletcher_2	wh_dlc05_wef_fletcher_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_mil_cavalry		wh_dlc05_sch_wef_sup_fletcher	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_income	wh_dlc05_wef_income_2	wh_dlc05_wef_income_1	wh_dlc05_wef_income_buff	wh_dlc05_wef_income_buff_2	wh_dlc05_wef_income_buff_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_eco_income		wh_dlc05_sch_wef_eco_income_buff	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_melee	wh_dlc05_wef_melee_3	wh_dlc05_wef_melee_1	wh_dlc05_wef_armoury	wh_dlc05_wef_armoury_2	wh_dlc05_wef_armoury_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_mil_melee		wh_dlc05_sch_wef_sup_armoury	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_ranged	wh_dlc05_wef_ranged_3	wh_dlc05_wef_ranged_1	wh_dlc05_wef_fletcher	wh_dlc05_wef_fletcher_2	wh_dlc05_wef_fletcher_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_dlc05_sch_wef_mil_ranged		wh_dlc05_sch_wef_sup_fletcher	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_temple_ereth_khial	wh_dlc05_wef_temple_ereth_khial_1	wh_dlc05_wef_temple_ereth_khial_1	wh_dlc05_wef_temple_kurnous	wh_dlc05_wef_temple_kurnous_1	wh_dlc05_wef_temple_kurnous_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_dlc05_sch_temple_ereth_khial		wh_dlc05_sch_temple_kurnous	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_dlc05_wef_temple_kurnous	wh_dlc05_wef_temple_kurnous_1	wh_dlc05_wef_temple_kurnous_1	wh_dlc05_wef_temple_ereth_khial	wh_dlc05_wef_temple_ereth_khial_1	wh_dlc05_wef_temple_ereth_khial_1	cai_cs_synergy_level_low	cai_cs_synergy_policy_default		wh_dlc05_sch_temple_kurnous		wh_dlc05_sch_temple_ereth_khial	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_BRETONNIA_barracks	wh_main_brt_barracks_3	wh_main_brt_barracks_1	wh_main_BRETONNIA_smith	wh_main_brt_smiths_2	wh_main_brt_smiths_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh_main_sch_human_barracks		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_BRETONNIA_farm_basic	wh_main_brt_farm_3	wh_main_brt_farm_1	wh_main_BRETONNIA_carpenter	wh_main_brt_carpenter_2	wh_main_brt_carpenter_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh_main_sch_human_farm_basic		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh_main_BRETONNIA_settlement_major_coast	wh_main_brt_settlement_major_5_coast	wh_main_brt_settlement_major_1_coast	wh_main_BRETONNIA_barracks	wh_main_brt_barracks_3	wh_main_brt_barracks_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh_main_sch_human_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh_main_BRETONNIA_settlement_major_coast	wh_main_brt_settlement_major_5_coast	wh_main_brt_settlement_major_1_coast	wh_main_BRETONNIA_smith	wh_main_brt_smiths_2	wh_main_brt_smiths_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_REGIONWIDE
wh_main_BRETONNIA_settlement_major_coast	wh_main_brt_settlement_major_5_coast	wh_main_brt_settlement_major_1_coast	wh_main_BRETONNIA_stables	wh_main_brt_stables_3	wh_main_brt_stables_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh_main_sch_human_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh_main_BRETONNIA_settlement_major	wh_main_brt_settlement_major_5	wh_main_brt_settlement_major_1	wh_main_BRETONNIA_barracks	wh_main_brt_barracks_3	wh_main_brt_barracks_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh_main_BRETONNIA_settlement_major	wh_main_brt_settlement_major_5	wh_main_brt_settlement_major_1	wh_main_BRETONNIA_smith	wh_main_brt_smiths_2	wh_main_brt_smiths_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_smiths	CAI_SYNERGY_SCOPE_REGIONWIDE
wh_main_BRETONNIA_settlement_major	wh_main_brt_settlement_major_5	wh_main_brt_settlement_major_1	wh_main_BRETONNIA_stables	wh_main_brt_stables_3	wh_main_brt_stables_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh_main_BRETONNIA_settlement_minor_coast	wh_main_brt_settlement_minor_3_coast	wh_main_brt_settlement_minor_1_coast	wh_main_BRETONNIA_barracks	wh_main_brt_barracks_3	wh_main_brt_barracks_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor_coast		wh_main_sch_human_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
