unit_variants_colours_tables	2
faction	primary_colour_b	primary_colour_g	primary_colour_r	secondary_colour_b	secondary_colour_g	secondary_colour_r	soldier_type	tertiary_colour_b	tertiary_colour_g	tertiary_colour_r	key	unit_variant
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	3643	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	3647	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	3653	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	3656	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	3663	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	3671	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	3674	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	3684	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	83	201	238	19	19	19	soldier	0	0	0	3687	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	95	35	35	77	171	214	soldier	0	0	0	3690	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	23	29	34	18	20	145	soldier	0	0	0	3696	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	132	41	36	15	15	145	soldier	0	0	0	3698	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia	30	30	30	241	241	241	soldier	0	0	0	37	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia	12	14	134	238	238	246	soldier	0	0	0	370	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	250	250	250	205	101	42	soldier	0	0	0	3708	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia	239	239	239	36	36	36	soldier	0	0	0	371	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	30	30	30	241	241	241	soldier	0	0	0	3717	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	236	236	245	11	11	139	soldier	0	0	0	3722	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	25	25	180	14	14	25	soldier	0	0	0	3731	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	3736	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	3739	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	3749	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	3759	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	3761	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	3769	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	3776	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	3786	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	83	201	238	19	19	19	soldier	0	0	0	3792	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	95	35	35	77	171	214	soldier	0	0	0	3794	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	23	29	34	18	20	145	soldier	0	0	0	3795	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia	236	236	245	11	11	139	soldier	0	0	0	38	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb1	132	41	36	15	15	145	soldier	0	0	0	3800	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	250	250	250	205	101	42	soldier	0	0	0	3805	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia	18	16	137	136	43	38	soldier	0	0	0	381	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	30	30	30	241	241	241	soldier	0	0	0	3811	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	236	236	245	11	11	139	soldier	0	0	0	3820	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	25	25	180	14	14	25	soldier	0	0	0	3826	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	3827	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	3836	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	3838	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	3844	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	3846	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	3856	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	3857	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	3861	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	83	201	238	19	19	19	soldier	0	0	0	3862	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	95	35	35	77	171	214	soldier	0	0	0	3864	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	23	29	34	18	20	145	soldier	0	0	0	3872	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	132	41	36	15	15	145	soldier	0	0	0	3874	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	250	250	250	205	101	42	soldier	0	0	0	3878	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	30	30	30	241	241	241	soldier	0	0	0	3880	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	236	236	245	11	11	139	soldier	0	0	0	3882	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	25	25	180	14	14	25	soldier	0	0	0	3884	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	3894	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	3900	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia	136	64	29	243	243	243	soldier	0	0	0	391	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	3910	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	3917	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	3927	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	3928	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	3937	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	3943	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	83	201	238	19	19	19	soldier	0	0	0	3944	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	95	35	35	77	171	214	soldier	0	0	0	3945	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	23	29	34	18	20	145	soldier	0	0	0	3955	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	132	41	36	15	15	145	soldier	0	0	0	3957	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	250	250	250	205	101	42	soldier	0	0	0	3967	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	30	30	30	241	241	241	soldier	0	0	0	3971	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia	83	201	238	19	19	19	soldier	0	0	0	398	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	236	236	245	11	11	139	soldier	0	0	0	3980	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	25	25	180	14	14	25	soldier	0	0	0	3983	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	3992	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	4002	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	4010	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	4018	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	4025	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	4035	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	4036	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	4037	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia	95	35	35	77	171	214	soldier	0	0	0	404	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	83	201	238	19	19	19	soldier	0	0	0	4046	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	95	35	35	77	171	214	soldier	0	0	0	4056	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	23	29	34	18	20	145	soldier	0	0	0	4065	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	132	41	36	15	15	145	soldier	0	0	0	4075	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	250	250	250	205	101	42	soldier	0	0	0	4076	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	30	30	30	241	241	241	soldier	0	0	0	4081	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	236	236	245	11	11	139	soldier	0	0	0	4087	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	25	25	180	14	14	25	soldier	0	0	0	4090	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	4095	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	4105	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	4107	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	4109	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	4117	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	4126	wh_main_brt_cha_lord_3
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	4132	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	4139	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia	23	29	34	18	20	145	soldier	0	0	0	414	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	83	201	238	19	19	19	soldier	0	0	0	4148	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	95	35	35	77	171	214	soldier	0	0	0	4149	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	23	29	34	18	20	145	soldier	0	0	0	4150	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	132	41	36	15	15	145	soldier	0	0	0	4156	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	250	250	250	205	101	42	soldier	0	0	0	4166	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	30	30	30	241	241	241	soldier	0	0	0	4175	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	236	236	245	11	11	139	soldier	0	0	0	4182	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	25	25	180	14	14	25	soldier	0	0	0	4186	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	4195	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	4202	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	4208	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	4215	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	4217	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	4220	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia	132	41	36	15	15	145	soldier	0	0	0	423	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	4230	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	4236	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	83	201	238	19	19	19	soldier	0	0	0	4242	wh_main_brt_cha_paladin_0
wh_main_brt_carcassonne	255	255	255	0	0	0	soldier	255	255	255	424405744	wh_pro04_brt_cav_mounted_yeomen_ror_0
wh_main_brt_bretonnia_qb1	95	35	35	77	171	214	soldier	0	0	0	4247	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	23	29	34	18	20	145	soldier	0	0	0	4251	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	132	41	36	15	15	145	soldier	0	0	0	4257	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	250	250	250	205	101	42	soldier	0	0	0	4258	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	30	30	30	241	241	241	soldier	0	0	0	4265	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	236	236	245	11	11	139	soldier	0	0	0	4267	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	25	25	180	14	14	25	soldier	0	0	0	4275	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	4279	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	4288	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	250	250	250	205	101	42	soldier	0	0	0	429	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	4295	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	4304	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	4310	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	4316	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	4320	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	4323	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	83	201	238	19	19	19	soldier	0	0	0	4326	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	95	35	35	77	171	214	soldier	0	0	0	4329	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	23	29	34	18	20	145	soldier	0	0	0	4331	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	132	41	36	15	15	145	soldier	0	0	0	4337	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	250	250	250	205	101	42	soldier	0	0	0	4340	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	30	30	30	241	241	241	soldier	0	0	0	4345	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	236	236	245	11	11	139	soldier	0	0	0	4349	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	25	25	180	14	14	25	soldier	0	0	0	4356	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	4366	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	30	30	30	241	241	241	soldier	0	0	0	437	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	4376	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	4380	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	4381	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	4382	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	4387	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia_qb1	18	16	137	136	43	38	soldier	0	0	0	4394	wh_main_brt_cha_paladin_4
wh2_main_lzd_hexoatl	41	113	39	0	0	0	soldier	0	0	0	439642886	wh2_main_lzd_cav_terradon_riders_blessed_1
wh_main_brt_bretonnia_qb1	136	64	29	243	243	243	soldier	0	0	0	4398	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	83	201	238	19	19	19	soldier	0	0	0	4400	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	95	35	35	77	171	214	soldier	0	0	0	4401	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	23	29	34	18	20	145	soldier	0	0	0	4406	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	132	41	36	15	15	145	soldier	0	0	0	4414	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	250	250	250	205	101	42	soldier	0	0	0	4421	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	30	30	30	241	241	241	soldier	0	0	0	4428	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	236	236	245	11	11	139	soldier	0	0	0	4437	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	25	25	180	14	14	25	soldier	0	0	0	4443	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	18	18	37	64	178	214	soldier	0	0	0	4446	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	16	16	132	135	42	37	soldier	0	0	0	4447	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	239	239	241	75	126	220	soldier	0	0	0	4449	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia	236	236	245	11	11	139	soldier	0	0	0	445	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb1	45	193	244	22	26	142	soldier	0	0	0	4456	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	12	14	134	238	238	246	soldier	0	0	0	4464	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia_qb1	239	239	239	36	36	36	soldier	0	0	0	4471	wh_main_brt_cha_paladin_4
wh_dlc05_wef_wood_elves	11	64	179	47	115	158	soldier	0	0	0	447206079	wh_pro04_wef_inf_wildwood_rangers_ror_0
wh_main_brt_bretonnia_qb2	18	16	137	136	43	38	soldier	0	0	0	4475	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	136	64	29	243	243	243	soldier	0	0	0	4482	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	83	201	238	19	19	19	soldier	0	0	0	4489	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	95	35	35	77	171	214	soldier	0	0	0	4493	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	23	29	34	18	20	145	soldier	0	0	0	4502	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	132	41	36	15	15	145	soldier	0	0	0	4510	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	250	250	250	205	101	42	soldier	0	0	0	4514	wh_main_brt_cav_grail_knights
wh2_dlc09_tmb_tomb_kings	58	229	165	77	77	77	soldier	0	0	0	451533292	wh2_dlc09_tmb_cav_necropolis_knights_ror
wh_main_brt_bretonnia_qb2	30	30	30	241	241	241	soldier	0	0	0	4518	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	236	236	245	11	11	139	soldier	0	0	0	4522	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	25	25	180	14	14	25	soldier	0	0	0	4523	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	18	18	37	64	178	214	soldier	0	0	0	4531	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	16	16	132	135	42	37	soldier	0	0	0	4535	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	239	239	241	75	126	220	soldier	0	0	0	4543	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	45	193	244	22	26	142	soldier	0	0	0	4545	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia	25	25	180	14	14	25	soldier	0	0	0	455	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb2	12	14	134	238	238	246	soldier	0	0	0	4552	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	239	239	239	36	36	36	soldier	0	0	0	4560	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	18	16	137	136	43	38	soldier	0	0	0	4562	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	136	64	29	243	243	243	soldier	0	0	0	4566	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	83	201	238	19	19	19	soldier	0	0	0	4574	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	95	35	35	77	171	214	soldier	0	0	0	4580	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	23	29	34	18	20	145	soldier	0	0	0	4581	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	132	41	36	15	15	145	soldier	0	0	0	4591	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	250	250	250	205	101	42	soldier	0	0	0	4600	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	30	30	30	241	241	241	soldier	0	0	0	4610	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	236	236	245	11	11	139	soldier	0	0	0	4618	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	25	25	180	14	14	25	soldier	0	0	0	4623	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	18	18	37	64	178	214	soldier	0	0	0	4630	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	16	16	132	135	42	37	soldier	0	0	0	4640	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	239	239	241	75	126	220	soldier	0	0	0	4641	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	45	193	244	22	26	142	soldier	0	0	0	4643	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia	18	18	37	64	178	214	soldier	0	0	0	465	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb2	12	14	134	238	238	246	soldier	0	0	0	4651	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	239	239	239	36	36	36	soldier	0	0	0	4655	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia_qb2	18	16	137	136	43	38	soldier	0	0	0	4663	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	136	64	29	243	243	243	soldier	0	0	0	4665	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	83	201	238	19	19	19	soldier	0	0	0	4668	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	95	35	35	77	171	214	soldier	0	0	0	4671	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	23	29	34	18	20	145	soldier	0	0	0	4677	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	132	41	36	15	15	145	soldier	0	0	0	4680	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	250	250	250	205	101	42	soldier	0	0	0	4690	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	30	30	30	241	241	241	soldier	0	0	0	4698	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia	25	25	180	14	14	25	soldier	0	0	0	47	wh_main_brt_cav_grail_knights
wh_main_brt_bretonnia_qb2	236	236	245	11	11	139	soldier	0	0	0	4702	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	25	25	180	14	14	25	soldier	0	0	0	4707	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	18	18	37	64	178	214	soldier	0	0	0	4712	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	16	16	132	135	42	37	soldier	0	0	0	4722	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	239	239	241	75	126	220	soldier	0	0	0	4725	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	45	193	244	22	26	142	soldier	0	0	0	4735	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia_qb2	12	14	134	238	238	246	soldier	0	0	0	4738	wh_main_brt_cav_pegasus_knights
wh_dlc08_nor_wintertooth	1	24	150	0	0	0	soldier	0	0	0	473899665	wh_pro04_nor_inf_marauder_berserkers_ror_0
wh_main_brt_bretonnia_qb2	239	239	239	36	36	36	soldier	0	0	0	4743	wh_main_brt_cav_pegasus_knights
wh_main_brt_bretonnia	16	16	132	135	42	37	soldier	0	0	0	475	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb2	18	16	137	136	43	38	soldier	0	0	0	4753	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb2	136	64	29	243	243	243	soldier	0	0	0	4758	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb2	83	201	238	19	19	19	soldier	0	0	0	4765	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb2	95	35	35	77	171	214	soldier	0	0	0	4766	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia	239	239	241	75	126	220	soldier	0	0	0	477	wh_main_brt_cha_lord_2
wh_main_brt_bretonnia_qb2	23	29	34	18	20	145	soldier	0	0	0	4775	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb2	132	41	36	15	15	145	soldier	0	0	0	4776	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb2	250	250	250	205	101	42	soldier	0	0	0	4777	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb2	30	30	30	241	241	241	soldier	0	0	0	4781	wh_main_brt_cha_lord_0
wh_main_brt_bretonnia_qb2	236	236	245	11	11	139	soldier	0	0	0	4783	wh_main_brt_cha_lord_0
