land_units_to_unit_abilites_junctions_tables	0
wh2_main_unit_passive_martial_prowess	wh2_main_hef_inf_gate_guard
wh2_main_unit_passive_martial_prowess	wh2_main_hef_inf_lothern_sea_guard_0
wh2_main_unit_passive_martial_prowess	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_unit_passive_martial_mastery	wh2_main_hef_inf_phoenix_guard
wh2_main_unit_passive_martial_prowess	wh2_main_hef_inf_spearmen_0
wh2_main_unit_passive_martial_prowess	wh2_main_hef_inf_swordmasters_of_hoeth_0
wh2_main_unit_passive_martial_prowess	wh2_main_hef_inf_white_lions_of_chrace_0
wh2_main_unit_passive_unbinding_great_eagle	wh2_main_hef_mon_great_eagle_summoned
wh2_main_unit_abilities_moon_dragons_breath	wh2_main_hef_mon_moon_dragon
wh2_main_unit_abilities_wake_of_fire	wh2_main_hef_mon_phoenix_flamespyre
wh2_main_unit_passive_attuned_to_magic	wh2_main_hef_mon_phoenix_flamespyre
wh2_main_unit_passive_rebirth	wh2_main_hef_mon_phoenix_flamespyre
wh2_main_unit_passive_attuned_to_magic	wh2_main_hef_mon_phoenix_frostheart
wh2_main_unit_passive_blizzard_aura	wh2_main_hef_mon_phoenix_frostheart
wh2_main_unit_abilities_star_dragons_breath	wh2_main_hef_mon_star_dragon
wh2_main_unit_abilities_sun_dragons_breath	wh2_main_hef_mon_sun_dragon
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_cav_cold_one_spearriders_1
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_cav_cold_ones_1
wh_main_unit_passive_unbinding_feral_cold_ones	wh2_main_lzd_cav_cold_ones_feral_0_summoned
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_cav_horned_ones_0
wh2_main_unit_abilities_drop_rocks	wh2_main_lzd_cav_terradon_riders_0
wh2_main_unit_abilities_drop_rocks	wh2_main_lzd_cav_terradon_riders_1
wh2_main_unit_abilities_drop_rocks	wh2_main_lzd_cav_terradon_riders_blessed_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_kroq_gar_0
wh2_main_character_abilities_swiftness_of_itzl	wh2_main_lzd_cha_kroq_gar_0
wh2_main_lord_abilities_sacred_spawning_of_xhotl	wh2_main_lzd_cha_kroq_gar_0
wh_main_character_abilities_deadly_onslaught	wh2_main_lzd_cha_kroq_gar_0
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_kroq_gar_1
wh2_main_character_abilities_swiftness_of_itzl	wh2_main_lzd_cha_kroq_gar_1
wh2_main_lord_abilities_sacred_spawning_of_xhotl	wh2_main_lzd_cha_kroq_gar_1
wh_main_character_abilities_deadly_onslaught	wh2_main_lzd_cha_kroq_gar_1
wh_main_unit_passive_frenzy	wh2_main_lzd_cha_kroq_gar_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_kroq_gar_2
wh2_main_character_abilities_swiftness_of_itzl	wh2_main_lzd_cha_kroq_gar_2
wh2_main_lord_abilities_sacred_spawning_of_xhotl	wh2_main_lzd_cha_kroq_gar_2
wh_main_character_abilities_deadly_onslaught	wh2_main_lzd_cha_kroq_gar_2
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_kroq_gar_3
wh2_main_character_abilities_swiftness_of_itzl	wh2_main_lzd_cha_kroq_gar_3
wh2_main_lord_abilities_sacred_spawning_of_xhotl	wh2_main_lzd_cha_kroq_gar_3
wh_main_character_abilities_deadly_onslaught	wh2_main_lzd_cha_kroq_gar_3
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_lord_mazdamundi_0
wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_lzd_cha_lord_mazdamundi_0
wh2_main_character_passive_grand_arcane_conduit	wh2_main_lzd_cha_lord_mazdamundi_0
wh2_main_lord_abilities_the_ruination_of_cities	wh2_main_lzd_cha_lord_mazdamundi_0
wh_dlc04_spell_bound_banishment	wh2_main_lzd_cha_lord_mazdamundi_0
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_lord_mazdamundi_1
wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_lzd_cha_lord_mazdamundi_1
wh2_main_character_passive_grand_arcane_conduit	wh2_main_lzd_cha_lord_mazdamundi_1
wh2_main_lord_abilities_the_ruination_of_cities	wh2_main_lzd_cha_lord_mazdamundi_1
wh_dlc04_spell_bound_banishment	wh2_main_lzd_cha_lord_mazdamundi_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_saurus_old_blood_0
wh_main_character_abilities_foe_seeker	wh2_main_lzd_cha_saurus_old_blood_0
wh_main_character_abilities_stand_your_ground	wh2_main_lzd_cha_saurus_old_blood_0
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_saurus_old_blood_1
wh_main_character_abilities_foe_seeker	wh2_main_lzd_cha_saurus_old_blood_1
wh_main_character_abilities_stand_your_ground	wh2_main_lzd_cha_saurus_old_blood_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_saurus_old_blood_2
wh_main_character_abilities_foe_seeker	wh2_main_lzd_cha_saurus_old_blood_2
wh_main_character_abilities_stand_your_ground	wh2_main_lzd_cha_saurus_old_blood_2
wh_main_unit_passive_frenzy	wh2_main_lzd_cha_saurus_old_blood_2
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_saurus_scar_veteran_0
wh_main_character_abilities_deadly_onslaught	wh2_main_lzd_cha_saurus_scar_veteran_0
wh_main_character_abilities_foe_seeker	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_saurus_scar_veteran_1
wh_main_character_abilities_deadly_onslaught	wh2_main_lzd_cha_saurus_scar_veteran_1
wh_main_character_abilities_foe_seeker	wh2_main_lzd_cha_saurus_scar_veteran_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_saurus_scar_veteran_2
wh_main_character_abilities_deadly_onslaught	wh2_main_lzd_cha_saurus_scar_veteran_2
wh_main_character_abilities_foe_seeker	wh2_main_lzd_cha_saurus_scar_veteran_2
wh_main_unit_passive_frenzy	wh2_main_lzd_cha_saurus_scar_veteran_2
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_chief_0
wh_main_hero_abilities_slippery	wh2_main_lzd_cha_skink_chief_0
wh2_dlc12_unit_abilities_drop_rocks_character	wh2_main_lzd_cha_skink_chief_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_chief_1
wh_main_hero_abilities_slippery	wh2_main_lzd_cha_skink_chief_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_chief_2
wh_main_hero_abilities_slippery	wh2_main_lzd_cha_skink_chief_2
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_chief_3
wh_main_hero_abilities_slippery	wh2_main_lzd_cha_skink_chief_3
wh2_main_unit_passive_unbinding_skink_priest	wh2_main_lzd_cha_skink_priest_0_summoned
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_priest_beasts_0
wh2_dlc12_unit_abilities_drop_rocks_character	wh2_main_lzd_cha_skink_priest_beasts_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_priest_beasts_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_priest_beasts_2
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_priest_beasts_3
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_priest_heavens_0
wh2_dlc12_unit_abilities_drop_rocks_character	wh2_main_lzd_cha_skink_priest_heavens_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_priest_heavens_1
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_priest_heavens_2
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_skink_priest_heavens_3
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_slann_mage_priest_campaign_0
wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_lzd_cha_slann_mage_priest_campaign_0
wh_dlc04_spell_bound_banishment	wh2_main_lzd_cha_slann_mage_priest_campaign_0
wh_main_character_abilities_arcane_conduit	wh2_main_lzd_cha_slann_mage_priest_campaign_0
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh2_main_character_passive_grand_arcane_conduit	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh_dlc04_spell_bound_banishment	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_slann_mage_priest_high_0
wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_lzd_cha_slann_mage_priest_high_0
wh2_main_character_passive_grand_arcane_conduit	wh2_main_lzd_cha_slann_mage_priest_high_0
wh_dlc04_spell_bound_banishment	wh2_main_lzd_cha_slann_mage_priest_high_0
wh2_main_character_abilities_cold_blooded	wh2_main_lzd_cha_slann_mage_priest_light_0
wh2_main_character_abilities_shield_of_the_old_ones	wh2_main_lzd_cha_slann_mage_priest_light_0
wh2_main_character_passive_grand_arcane_conduit	wh2_main_lzd_cha_slann_mage_priest_light_0
wh_dlc04_spell_bound_banishment	wh2_main_lzd_cha_slann_mage_priest_light_0
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_spearmen_blessed_1
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_warriors_0
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_inf_saurus_warriors_blessed_1
wh2_main_unit_abilities_revivification_crystal	wh2_main_lzd_mon_bastiladon_1
wh_main_unit_passive_frenzy	wh2_main_lzd_mon_carnosaur_0
wh_main_unit_passive_frenzy	wh2_main_lzd_mon_carnosaur_blessed_0
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_mon_kroxigors_blessed
wh2_main_unit_passive_primal_instincts	wh2_main_lzd_mon_kroxigors
wh2_main_character_abilities_assassins_trophy	wh2_main_skv_cha_assassin
wh2_main_character_abilities_concealment_bombs	wh2_main_skv_cha_assassin
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_assassin
wh_main_hero_abilities_slippery	wh2_main_skv_cha_assassin
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_grey_seer_plague_0
wh_main_character_abilities_arcane_conduit	wh2_main_skv_cha_grey_seer_plague_0
wh2_main_mount_abilities_unholy_clamour	wh2_main_skv_cha_grey_seer_plague_1
wh2_main_mount_bound_scorch	wh2_main_skv_cha_grey_seer_plague_1
wh2_main_mount_passive_wall_of_unholy_sound	wh2_main_skv_cha_grey_seer_plague_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_grey_seer_plague_1
wh_main_character_abilities_arcane_conduit	wh2_main_skv_cha_grey_seer_plague_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_grey_seer_ruin_0
wh_main_character_abilities_arcane_conduit	wh2_main_skv_cha_grey_seer_ruin_0
wh2_main_mount_abilities_unholy_clamour	wh2_main_skv_cha_grey_seer_ruin_1
wh2_main_mount_bound_scorch	wh2_main_skv_cha_grey_seer_ruin_1
wh2_main_mount_passive_wall_of_unholy_sound	wh2_main_skv_cha_grey_seer_ruin_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_grey_seer_ruin_1
wh_main_character_abilities_arcane_conduit	wh2_main_skv_cha_grey_seer_ruin_1
wh2_main_character_passive_aura_of_pestilence	wh2_main_skv_cha_lord_skrolk
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_lord_skrolk
wh_main_character_abilities_stand_your_ground	wh2_main_skv_cha_lord_skrolk
wh_main_unit_passive_frenzy	wh2_main_skv_cha_lord_skrolk
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_plague_priest_0
wh_main_unit_passive_frenzy	wh2_main_skv_cha_plague_priest_0
wh2_main_mount_bound_pestilent_breath	wh2_main_skv_cha_plague_priest_2
wh2_main_mount_passive_billowing_death	wh2_main_skv_cha_plague_priest_2
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_plague_priest_2
wh_main_unit_passive_frenzy	wh2_main_skv_cha_plague_priest_2
wh2_main_character_abilities_verminous_valour	wh2_main_skv_cha_queek_headtaker
wh2_main_lord_abilities_trophy_heads	wh2_main_skv_cha_queek_headtaker
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_queek_headtaker
wh_main_character_abilities_stand_your_ground	wh2_main_skv_cha_queek_headtaker
wh2_main_hero_abilities_doomrocket	wh2_main_skv_cha_warlock_engineer
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_warlock_engineer
wh_main_hero_passive_extra_powder	wh2_main_skv_cha_warlock_engineer
wh2_main_character_abilities_verminous_valour	wh2_main_skv_cha_warlord_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_warlord_0
wh_main_character_abilities_deadly_onslaught	wh2_main_skv_cha_warlord_0
wh_main_character_abilities_rally	wh2_main_skv_cha_warlord_0
wh2_main_character_abilities_verminous_valour	wh2_main_skv_cha_warlord_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_cha_warlord_1
wh_main_character_abilities_deadly_onslaught	wh2_main_skv_cha_warlord_1
wh_main_character_abilities_rally	wh2_main_skv_cha_warlord_1
wh_main_unit_passive_frenzy	wh2_main_skv_cha_warlord_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrat_spearmen_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrat_spearmen_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrat_spearmen_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrat_spearmen_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrats_0_summoned_small
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrats_0_summoned_small
wh2_main_unit_passive_unbinding_clanrats_small	wh2_main_skv_inf_clanrats_0_summoned_small
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrats_0_summoned
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrats_0_summoned
wh2_main_unit_passive_unbinding_clanrats	wh2_main_skv_inf_clanrats_0_summoned
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrats_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrats_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_clanrats_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_clanrats_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_death_globe_bombardiers
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_death_globe_bombardiers
wh2_main_unit_abilities_concealment_bombs	wh2_main_skv_inf_death_runners_0_summoned
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_death_runners_0_summoned
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_death_runners_0_summoned
wh2_main_unit_passive_unbinding_plague_monks	wh2_main_skv_inf_death_runners_0_summoned
wh2_main_unit_abilities_concealment_bombs	wh2_main_skv_inf_death_runners_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_death_runners_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_death_runners_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_gutter_runner_slingers_0
wh2_main_unit_passive_snare_net	wh2_main_skv_inf_gutter_runner_slingers_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_gutter_runner_slingers_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_gutter_runner_slingers_1
wh2_main_unit_passive_snare_net	wh2_main_skv_inf_gutter_runner_slingers_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_gutter_runner_slingers_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_gutter_runners_0
wh2_main_unit_passive_snare_net	wh2_main_skv_inf_gutter_runners_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_gutter_runners_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_gutter_runners_1
wh2_main_unit_passive_snare_net	wh2_main_skv_inf_gutter_runners_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_gutter_runners_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_night_runners_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_night_runners_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_night_runners_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_night_runners_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_plague_monk_censer_bearer
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_plague_monk_censer_bearer
wh_main_unit_passive_frenzy	wh2_main_skv_inf_plague_monk_censer_bearer
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_plague_monks_summoned
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_plague_monks_summoned
wh2_main_unit_passive_unbinding_plague_monks	wh2_main_skv_inf_plague_monks_summoned
wh_main_unit_passive_frenzy	wh2_main_skv_inf_plague_monks_summoned
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_plague_monks
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_plague_monks
wh_main_unit_passive_frenzy	wh2_main_skv_inf_plague_monks
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_poison_wind_globadiers
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_poison_wind_globadiers
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_skavenslave_slingers_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_skavenslave_slingers_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_skavenslave_spearmen_0_summoned
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_skavenslave_spearmen_0_summoned
wh2_main_unit_passive_unbinding_skaven_slaves	wh2_main_skv_inf_skavenslave_spearmen_0_summoned
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_skavenslave_spearmen_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_skavenslave_spearmen_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_skavenslaves_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_skavenslaves_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_stormvermin_0_quest
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_stormvermin_0_quest
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_stormvermin_0_summoned
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_stormvermin_0_summoned
wh2_main_unit_passive_unbinding_plague_monks	wh2_main_skv_inf_stormvermin_0_summoned
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_stormvermin_0
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_stormvermin_0
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_stormvermin_1
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_stormvermin_1
wh2_main_unit_passive_scurry_away	wh2_main_skv_inf_warpfire_thrower
wh2_main_unit_passive_strength_in_numbers	wh2_main_skv_inf_warpfire_thrower
wh2_main_unit_passive_the_rats_emerge	wh2_main_skv_mon_hell_pit_abomination
wh2_main_unit_passive_too_horrible_to_die	wh2_main_skv_mon_hell_pit_abomination
wh_main_unit_passive_regeneration	wh2_main_skv_mon_hell_pit_abomination
wh2_main_unit_passive_scurry_away	wh2_main_skv_mon_rat_ogres
wh_main_unit_passive_frenzy	wh2_main_skv_mon_rat_ogres
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_pro06_tmb_mon_bone_giant_0
wh2_dlc09_unit_passive_unstable_sand	wh2_pro06_tmb_mon_bone_giant_0
wh_main_character_abilities_deadly_onslaught	wh_dlc01_chs_cha_chaos_lord_10
wh_main_character_abilities_foe_seeker	wh_dlc01_chs_cha_chaos_lord_10
wh_main_character_abilities_stand_or_die	wh_dlc01_chs_cha_chaos_lord_10
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc01_chs_cha_chaos_lord_2
wh_main_character_abilities_deadly_onslaught	wh_dlc01_chs_cha_chaos_lord_2
wh_main_character_abilities_foe_seeker	wh_dlc01_chs_cha_chaos_lord_2
wh_main_character_abilities_stand_or_die	wh_dlc01_chs_cha_chaos_lord_2
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
wh2_main_unit_abilities_dark_fire_of_chaos	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
wh_main_character_abilities_arcane_conduit	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
wh_main_character_passive_evasion	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3
wh_main_character_abilities_deadly_onslaught	wh_dlc01_chs_cha_exalted_hero_10
wh_main_character_abilities_foe_seeker	wh_dlc01_chs_cha_exalted_hero_10
wh_main_character_abilities_foe_seeker	wh_dlc01_chs_cha_kholek
wh_main_character_abilities_stand_or_die	wh_dlc01_chs_cha_kholek
wh_main_lord_abilities_lord_of_the_storm	wh_dlc01_chs_cha_kholek
wh_main_character_abilities_deadly_onslaught	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
wh_main_character_abilities_foe_seeker	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
wh_main_character_abilities_stand_or_die	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
wh_main_unit_passive_frenzy	wh_dlc01_chs_inf_forsaken_0
wh_main_unit_passive_regeneration	wh_dlc01_chs_mon_trolls_1
wh_main_character_abilities_stand_or_die	wh_dlc01_nor_cha_chaos_sorcerer_lord_0
wh_main_character_abilities_stand_or_die	wh_dlc01_nor_cha_chaos_sorcerer_lord_1
wh_dlc02_unit_passive_the_flag_of_blood_keep	wh_dlc02_vmp_cav_blood_knights_0
wh_main_unit_passive_frenzy	wh_dlc02_vmp_cav_blood_knights_0
wh_main_unit_passive_unstable	wh_dlc02_vmp_cav_blood_knights_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc02_vmp_cav_blood_knights_0
wh_dlc03_unit_passive_primal_fury	wh_dlc03_bst_cav_razorgor_chariot_0
wh_dlc05_quest_passive_corruptor_of_the_shadowgave	wh_dlc03_bst_cha_beastlord_0_qb
wh_dlc03_character_abilities_apocalyptic_vision	wh_dlc03_bst_cha_beastlord_0
wh_dlc03_character_abilities_blood_lust	wh_dlc03_bst_cha_beastlord_0
wh_dlc03_unit_passive_primal_fury	wh_dlc03_bst_cha_beastlord_0
wh_dlc03_character_abilities_apocalyptic_vision	wh_dlc03_bst_cha_beastlord_1
wh_dlc03_character_abilities_blood_lust	wh_dlc03_bst_cha_beastlord_1
wh_dlc03_unit_passive_primal_fury	wh_dlc03_bst_cha_beastlord_1
wh_dlc03_unit_passive_primal_fury	wh_dlc03_bst_cha_bray_shaman_beasts_0
wh_dlc03_unit_passive_primal_fury	wh_dlc03_bst_cha_bray_shaman_beasts_1
wh_dlc03_unit_passive_primal_fury	wh_dlc03_bst_cha_bray_shaman_death_0
