agent_actions_tables	12
ability	agent	attribute	cannot_fail	critical_failure	critical_success	failure	opportune_failure	success	localised_action_name	localised_action_description	unique_id	target_attribute	critical_success_proportion_modifier	opportune_failure_proportion_modifier	critical_failure_proportion_modifier	chance_of_success	voiceover	icon_path	show_action_info_in_ui	subculture	succeed_always_override	order
passive_ability	spy	subterfuge	wh2_main_agent_action_passive_cannot_fail_spread_public_order	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_public_order}}	[[col:yellow]]Increases [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} in the local province by %n (reduces in enemy provinces).[[/col]]	wh2_main_agent_action_spy_passive_spread_public_order	subterfuge	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/public_order.png	true		true	0
passive_ability	spy	subterfuge	wh2_main_agent_action_passive_cannot_fail_stimulate_growth	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_stimulate_growth}}	[[col:yellow]]Increases [[img:icon_growth]][[/img]]growth in the local province by %n (reduces in enemy provinces).[[/col]]	wh2_main_agent_action_spy_passive_stimulate_growth	subterfuge	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/growth.png	true		true	0
assist_army	wizard	authority	wh2_main_agent_action_assist_army_cannot_fail_replenish_troops	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_replenish_troops}}	[[col:yellow]]Increases [[img:icon_replenishment]][[/img]]replenishment of the parent army by %n%.[[/col]]	wh2_main_agent_action_wizard_assist_army_replenish_troops	authority	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/replenishment.png	true		true	0
assist_army	wizard	authority	wh2_main_agent_action_assist_army_cannot_fail_scouting	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_scouting}}	[[col:yellow]]Increases the parent army's chance of finding a magic item after winning a battle by %n%.[[/col]]	wh2_main_agent_action_wizard_assist_army_scouting	authority	0	0	1	100	vo_campaign_action_own_army	ui/campaign ui/effect_bundles/item_ability.png	true		true	0
hinder_agent	wizard	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_character_critical_failure	wh_main_agent_action_all_hinder_agent_success	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_character_failure	wh_main_agent_action_all_hinder_agent_success	{{tr:agent_action_name_wound}}	[[col:yellow]]Wounds the target [[img:icon_hero]][[/img]]Hero.[[/col]]	wh2_main_agent_action_wizard_hinder_agent_wound	authority	0	0	1	30	vo_campaign_action_enemy_character	ui/campaign ui/effect_bundles/wound_time.png	true		false	0
hinder_army	wizard	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_assault_unit	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_assault_unit	{{tr:agent_action_name_assault_unit}}	[[col:yellow]]Inflicts damage upon a unit in the target army.[[/col]]	wh2_main_agent_action_wizard_hinder_army_assault_unit	authority	0	0	1	45	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/disaster.png	true		false	0
hinder_army	wizard	authority	wh2_main_agent_action_hinder_army_success_block_army	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_block_army	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_block_army	{{tr:agent_action_name_block_army}}	[[col:yellow]]Modifies the campaign movement range of the target army by %n%.[[/col]]	wh2_main_agent_action_wizard_hinder_army_block_army	authority	0	0	0.5	50	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/campaign_movement.png	true		false	0
hinder_army	wizard	authority	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_critical_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	wh_main_agent_action_all_hinder_army_failure	wh_main_agent_action_all_hinder_army_failure	wh2_main_agent_action_hinder_army_success_hinder_replenishment	{{tr:agent_action_name_hinder_replenishment}}	[[col:yellow]]Modifies the [[img:icon_replenishment]][[/img]]replenishment of the target army by %n%.[[/col]]	wh2_main_agent_action_wizard_hinder_army_hinder_replenishment	authority	0	0	1	45	vo_campaign_action_enemy_army	ui/campaign ui/effect_bundles/replenishment.png	true		false	0
hinder_settlement	wizard	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_building	{{tr:agent_action_name_damage_building}}	[[col:yellow]]Inflicts damage upon a building in the target settlement.[[/col]]	wh2_main_agent_action_wizard_hinder_settlement_damage_building	authority	0	0	1	45	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
hinder_settlement	wizard	authority	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_damage_walls	{{tr:agent_action_name_damage_walls}}	[[col:yellow]]Damages the walls of the target settlement.[[/col]]	wh2_main_agent_action_wizard_hinder_settlement_damage_walls	authority	0	0	0.5	60	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/siege_attack.png	true		false	0
hinder_settlement	wizard	authority	wh2_main_agent_action_wizard_hinder_settlement_success_plague_priest_ritual	wh2_main_agent_action_wizard_hinder_settlement_success_plague_priest_ritual	wh2_main_agent_action_wizard_hinder_settlement_success_plague_priest_ritual	wh2_main_agent_action_wizard_hinder_settlement_success_plague_priest_ritual	wh2_main_agent_action_wizard_hinder_settlement_success_plague_priest_ritual	wh2_main_agent_action_wizard_hinder_settlement_success_plague_priest_ritual	{{tr:agent_action_name_spread_plague}}	[[col:yellow]]Spreads a [[img:icon_plague]][[/img]]plague to the target settlement, hindering [[img:icon_growth]][[/img]]growth and [[img:icon_income]][[/img]]income.[[/col]]\n[[col:red]]This action will kill the Plague Priest![[/col]]	wh2_main_agent_action_wizard_hinder_settlement_plague_priest_ritual	authority	0	0	0	100	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/plague.png	true		true	0
hinder_settlement	wizard	authority	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_critical_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh2_main_agent_action_hinder_settlement_cannot_fail_scout_settlement	{{tr:agent_action_name_scout_settlement}}	[[col:yellow]]Scouts the ruined settlement to reveal any hidden threats.[[/col]]	wh2_main_agent_action_wizard_hinder_settlement_scout_settlement	authority	0	0	0	100	vo_campaign_action_passive	 	false		true	0
hinder_settlement	wizard	authority	wh2_main_agent_action_hinder_settlement_success_steal_technology	wh_main_agent_action_all_hinder_settlement_critical_failure	wh2_main_agent_action_hinder_settlement_success_steal_technology	wh_main_agent_action_all_hinder_settlement_failure	wh_main_agent_action_all_hinder_settlement_failure	wh2_main_agent_action_hinder_settlement_success_steal_technology	{{tr:agent_action_name_steal_technology}}	[[col:yellow]]Reduces research time by %n% for 3 turns.[[/col]]	wh2_main_agent_action_wizard_hinder_settlement_steal_technology	authority	0	0	0.75	50	vo_campaign_action_enemy_settlement	ui/campaign ui/effect_bundles/technology.png	true		false	0
passive_ability	wizard	authority	wh2_main_agent_action_passive_cannot_fail_boost_income	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_boost_income}}	[[col:yellow]]Increases the {{tr:icon_income}}income generated by buildings in the local province by %n% (reduces in enemy provinces).[[/col]]	wh2_main_agent_action_wizard_passive_boost_income	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/income.png	true		true	0
passive_ability	wizard	authority	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_cleanse_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_untainted]][[/img]]Untainted in the local province by %n.[[/col]]	wh2_main_agent_action_wizard_passive_spread_corruption	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/religion.png	true		true	0
passive_ability	wizard	authority	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_chs]][[/img]]Chaos corruption in the local province by %n.[[/col]]	wh2_main_agent_action_wizard_passive_spread_corruption_chs	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/religion_chaos.png	true		true	0
passive_ability	wizard	authority	wh2_main_agent_action_passive_cannot_fail_spread_corruption	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_corruption}}	[[col:yellow]]Increases the amount of [[img:icon_corruption_skv]][[/img]]Skaven corruption in the local province by %n.[[/col]]	wh2_main_agent_action_wizard_passive_spread_corruption_skv	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/religion_skaven.png	true		true	0
passive_ability	wizard	authority	wh2_main_agent_action_passive_cannot_fail_spread_public_order	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	{{tr:agent_action_name_spread_public_order}}	[[col:yellow]]Increases [[img:icon_public_order]][[/img]]{{tr:hp_campaign_public_order_term}} in the local province by %n (reduces in enemy provinces).[[/col]]	wh2_main_agent_action_wizard_passive_spread_public_order	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/public_order.png	true		true	0
passive_ability	champion	zeal	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	Discover Under-Cities	{{tr:wh2_main_agent_action_discover_under_empire_tooltip}}	wh2_zmain_agent_action_champion_discover_under_empire	zeal	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/dlc12_under_empire.png	true		true	2
passive_ability	dignitary	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	Discover Under-Cities	{{tr:wh2_main_agent_action_discover_under_empire_tooltip}}	wh2_zmain_agent_action_dignitary_discover_under_empire	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/dlc12_under_empire.png	true		true	2
passive_ability	engineer	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	Discover Under-Cities	{{tr:wh2_main_agent_action_discover_under_empire_tooltip}}	wh2_zmain_agent_action_engineer_discover_under_empire	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/dlc12_under_empire.png	true		true	2
passive_ability	runesmith	subterfuge	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	Discover Under-Cities	{{tr:wh2_main_agent_action_discover_under_empire_tooltip}}	wh2_zmain_agent_action_runesmith_discover_under_empire	subterfuge	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/dlc12_under_empire.png	true		true	2
passive_ability	spy	subterfuge	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	Discover Under-Cities	{{tr:wh2_main_agent_action_discover_under_empire_tooltip}}	wh2_zmain_agent_action_spy_discover_under_empire	subterfuge	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/dlc12_under_empire.png	true		true	2
passive_ability	wizard	authority	wh_main_agent_action_dummy_cannot_fail	wh_main_agent_action_dummy_critical_failure	wh_main_agent_action_dummy_critical_success	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_failure	wh_main_agent_action_dummy_success	Discover Under-Cities	{{tr:wh2_main_agent_action_discover_under_empire_tooltip}}	wh2_zmain_agent_action_wizard_discover_under_empire	authority	0	0	1	100	vo_campaign_action_passive	ui/campaign ui/effect_bundles/dlc12_under_empire.png	true		true	2
