technology_nodes_tables	3
campaign_key	faction_key	indent	key	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost
		1	tech_lzd_1_7	tech_lzd_1_7	lzd_mil	6	1000	0	0	lzd_2	
		2	tech_lzd_2_1	tech_lzd_2_1	lzd_mil	0	400	0	0		
		2	tech_lzd_2_2	tech_lzd_2_2	lzd_mil	1	500	0	0		
		2	tech_lzd_2_3	tech_lzd_2_3	lzd_mil	2	600	0	0		
		2	tech_lzd_2_4	tech_lzd_2_4	lzd_mil	3	700	0	0	lzd_1	
		2	tech_lzd_2_5	tech_lzd_2_5	lzd_mil	4	800	0	0		
		2	tech_lzd_2_6	tech_lzd_2_6	lzd_mil	5	900	0	0		
		2	tech_lzd_2_7	tech_lzd_2_7	lzd_mil	6	1000	0	0	lzd_2	
		3	tech_lzd_3_1	tech_lzd_3_1	lzd_mil	0	400	0	0		
		3	tech_lzd_3_2	tech_lzd_3_2	lzd_mil	1	500	0	0		
		3	tech_lzd_3_3	tech_lzd_3_3	lzd_mil	2	600	0	0		
		3	tech_lzd_3_4	tech_lzd_3_4	lzd_mil	3	700	0	0	lzd_1	
		3	tech_lzd_3_5	tech_lzd_3_5	lzd_mil	4	800	0	0		
		3	tech_lzd_3_6	tech_lzd_3_6	lzd_mil	5	900	0	0		
		3	tech_lzd_3_7	tech_lzd_3_7	lzd_mil	6	1000	0	0	lzd_2	
		4	tech_lzd_4_1	tech_lzd_4_1	lzd_mil	0	400	0	0		
		4	tech_lzd_4_2	tech_lzd_4_2	lzd_mil	1	500	0	0		
		4	tech_lzd_4_3	tech_lzd_4_3	lzd_mil	2	600	0	0		
		4	tech_lzd_4_4	tech_lzd_4_4	lzd_mil	3	700	0	0	lzd_1	
		4	tech_lzd_4_5	tech_lzd_4_5	lzd_mil	4	800	0	0		
		4	tech_lzd_4_6	tech_lzd_4_6	lzd_mil	5	900	0	0		
		4	tech_lzd_4_7	tech_lzd_4_7	lzd_mil	6	1000	0	0	lzd_2	
		5	tech_lzd_5_1	tech_lzd_5_1	lzd_mil	0	400	0	0		
		5	tech_lzd_5_2	tech_lzd_5_2	lzd_mil	1	500	0	0		
		5	tech_lzd_5_3	tech_lzd_5_3	lzd_mil	2	600	0	0		
		5	tech_lzd_5_4	tech_lzd_5_4	lzd_mil	3	700	0	0	lzd_1	
		5	tech_lzd_5_5	tech_lzd_5_5	lzd_mil	4	800	0	0		
		5	tech_lzd_5_6	tech_lzd_5_6	lzd_mil	5	900	0	0		
		5	tech_lzd_5_7	tech_lzd_5_7	lzd_mil	6	1000	0	0	lzd_2	
		6	tech_lzd_6_1	tech_lzd_6_1	lzd_mil	0	400	0	0		
		6	tech_lzd_6_2	tech_lzd_6_2	lzd_mil	1	500	0	0		
		6	tech_lzd_6_3	tech_lzd_6_3	lzd_mil	2	600	0	0		
		6	tech_lzd_6_4	tech_lzd_6_4	lzd_mil	3	700	0	0	lzd_1	
		6	tech_lzd_6_5	tech_lzd_6_5	lzd_mil	4	800	0	0		
		6	tech_lzd_6_6	tech_lzd_6_6	lzd_mil	5	900	0	0		
		6	tech_lzd_6_7	tech_lzd_6_7	lzd_mil	6	1000	0	0	lzd_2	
		7	tech_lzd_7_1	tech_lzd_7_1	lzd_mil	0	400	0	0		
		7	tech_lzd_7_2	tech_lzd_7_2	lzd_mil	1	500	0	0		
		7	tech_lzd_7_3	tech_lzd_7_3	lzd_mil	2	600	0	0		
		7	tech_lzd_7_4	tech_lzd_7_4	lzd_mil	3	700	0	0	lzd_1	
		7	tech_lzd_7_5	tech_lzd_7_5	lzd_mil	4	800	0	0		
		7	tech_lzd_7_6	tech_lzd_7_6	lzd_mil	5	900	0	0		
		7	tech_lzd_7_7	tech_lzd_7_7	lzd_mil	6	1000	0	0	lzd_2	
		8	tech_lzd_8_1	tech_lzd_8_1	lzd_mil	0	400	0	0		
		8	tech_lzd_8_2	tech_lzd_8_2	lzd_mil	1	500	0	0		
		8	tech_lzd_8_3	tech_lzd_8_3	lzd_mil	2	600	0	0		
		8	tech_lzd_8_4	tech_lzd_8_4	lzd_mil	3	700	0	0	lzd_1	
		8	tech_lzd_8_5	tech_lzd_8_5	lzd_mil	4	800	0	0		
		8	tech_lzd_8_6	tech_lzd_8_6	lzd_mil	5	900	0	0		
		8	tech_lzd_8_7	tech_lzd_8_7	lzd_mil	6	1000	0	0	lzd_2	
		5	tech_nor_creatures_01	tech_dlc08_nor_creatures_01	nor_mil	0	500	0	0		
		4	tech_nor_creatures_02	tech_dlc08_nor_creatures_02	nor_mil	1	500	0	0		
		4	tech_nor_creatures_03	tech_dlc08_nor_creatures_03	nor_mil	2	800	0	0		
		5	tech_nor_creatures_04	tech_dlc08_nor_creatures_04	nor_mil	1	500	0	0		
		5	tech_nor_creatures_05	tech_dlc08_nor_creatures_05	nor_mil	2	800	0	0		
		6	tech_nor_creatures_06	tech_dlc08_nor_creatures_06	nor_mil	1	500	0	0		
		6	tech_nor_creatures_07	tech_dlc08_nor_creatures_07	nor_mil	2	800	0	0		
		1	tech_nor_marauders_01	tech_dlc08_nor_marauders_01	nor_mil	0	300	0	0		
		0	tech_nor_marauders_02	tech_dlc08_nor_marauders_02	nor_mil	1	500	0	0		
		1	tech_nor_marauders_03	tech_dlc08_nor_marauders_03	nor_mil	1	500	0	0		
		2	tech_nor_marauders_04	tech_dlc08_nor_marauders_04	nor_mil	1	500	0	0		
		0	tech_nor_marauders_05	tech_dlc08_nor_marauders_05	nor_mil	2	800	0	0		
		1	tech_nor_marauders_06	tech_dlc08_nor_marauders_06	nor_mil	2	500	0	0		
		2	tech_nor_marauders_07	tech_dlc08_nor_marauders_07	nor_mil	2	800	0	0		
		3	tech_nor_nw_01	tech_dlc08_nor_nw_01	nor_mil	9	1000	0	0		
		1	tech_nor_nw_02	tech_dlc08_nor_nw_02	nor_mil	10	1500	0	0		
		1	tech_nor_nw_03	tech_dlc08_nor_nw_03	nor_mil	11	100	0	0		
		2	tech_nor_nw_04	tech_dlc08_nor_nw_04	nor_mil	10	1500	0	0		
		2	tech_nor_nw_05	tech_dlc08_nor_nw_05	nor_mil	11	100	0	0		
		3	tech_nor_nw_06	tech_dlc08_nor_nw_06	nor_mil	10	1500	0	0		
		3	tech_nor_nw_07	tech_dlc08_nor_nw_07	nor_mil	11	100	0	0		
		4	tech_nor_nw_08	tech_dlc08_nor_nw_08	nor_mil	10	1500	0	0		
		4	tech_nor_nw_09	tech_dlc08_nor_nw_09	nor_mil	11	100	0	0		
		5	tech_nor_nw_10	tech_dlc08_nor_nw_10	nor_mil	10	1500	0	0		
		5	tech_nor_nw_11	tech_dlc08_nor_nw_11	nor_mil	11	100	0	0		
		6	tech_nor_nw_20	tech_dlc08_nor_nw_20	nor_mil	10	1500	0	0		
		6	tech_nor_nw_21	tech_dlc08_nor_nw_21	nor_mil	11	100	0	0		
		3	tech_nor_other_01	tech_dlc08_nor_other_01	nor_mil	3	300	0	0		
		2	tech_nor_other_02	tech_dlc08_nor_other_02	nor_mil	4	800	0	0		
		3	tech_nor_other_03	tech_dlc08_nor_other_03	nor_mil	4	500	0	0		
		4	tech_nor_other_04	tech_dlc08_nor_other_04	nor_mil	4	500	0	0		
		3	tech_nor_other_05	tech_dlc08_nor_other_05	nor_mil	5	800	0	0		
		1	tech_nor_other_06	tech_dlc08_nor_other_06	nor_mil	6	1000	0	0		
		0	tech_nor_other_07	tech_dlc08_nor_other_07	nor_mil	7	1500	0	0		
		0	tech_nor_other_08	tech_dlc08_nor_other_08	nor_mil	8	100	0	0		
		1	tech_nor_other_09	tech_dlc08_nor_other_09	nor_mil	7	1500	0	0		
		1	tech_nor_other_10	tech_dlc08_nor_other_10	nor_mil	8	100	0	0		
		2	tech_nor_other_11	tech_dlc08_nor_other_11	nor_mil	7	1500	0	0		
		2	tech_nor_other_12	tech_dlc08_nor_other_12	nor_mil	8	100	0	0		
		5	tech_nor_other_13	tech_dlc08_nor_other_13	nor_mil	6	1000	0	0		
		4	tech_nor_other_14	tech_dlc08_nor_other_14	nor_mil	7	1500	0	0		
		4	tech_nor_other_15	tech_dlc08_nor_other_15	nor_mil	8	100	0	0		
		5	tech_nor_other_16	tech_dlc08_nor_other_16	nor_mil	7	1500	0	0		
		5	tech_nor_other_17	tech_dlc08_nor_other_17	nor_mil	8	100	0	0		
		6	tech_nor_other_18	tech_dlc08_nor_other_18	nor_mil	7	1500	0	0		
		6	tech_nor_other_19	tech_dlc08_nor_other_19	nor_mil	8	100	0	0		
		1	tech_skv_1_0	tech_skv_1_0	skv_mil	0	100	0	0		
		1	tech_skv_1_1	tech_skv_1_1	skv_mil	1	400	0	0		
		2	tech_skv_1_2	tech_skv_1_2	skv_mil	1	400	0	0		
		2	tech_skv_1_3	tech_skv_1_3	skv_mil	2	400	0	0		
		1	tech_skv_1_4	tech_skv_1_4	skv_mil	2	400	0	0		
		0	tech_skv_1_5	tech_skv_1_5	skv_mil	2	400	0	0		
		1	tech_skv_1_6	tech_skv_1_6	skv_mil	3	400	0	0		
		1	tech_skv_1_7	tech_skv_1_7	skv_mil	4	400	0	0		
		4	tech_skv_2_0	tech_skv_2_0	skv_mil	1	100	0	0		
		4	tech_skv_2_1	tech_skv_2_1	skv_mil	2	400	0	0		
		4	tech_skv_2_2	tech_skv_2_2	skv_mil	3	400	0	0		
		3	tech_skv_2_3	tech_skv_2_3	skv_mil	3	400	0	0		
		5	tech_skv_2_4	tech_skv_2_4	skv_mil	3	400	0	0		
		4	tech_skv_2_5	tech_skv_2_5	skv_mil	4	400	0	0		
		7	tech_skv_3_0	tech_skv_3_0	skv_mil	0	100	0	0		
		7	tech_skv_3_1	tech_skv_3_1	skv_mil	1	800	0	0		
		6	tech_skv_3_2	tech_skv_3_2	skv_mil	1	800	0	0		
		8	tech_skv_3_3	tech_skv_3_3	skv_mil	1	800	0	0		
		7	tech_skv_3_4	tech_skv_3_4	skv_mil	2	800	0	0		
		6	tech_skv_3_5	tech_skv_3_5	skv_mil	2	800	0	0		
		8	tech_skv_3_6	tech_skv_3_6	skv_mil	2	800	0	0		
		8	tech_skv_3_7	tech_skv_3_7	skv_mil	3	800	0	0		
		0	tech_skv_4_0	tech_skv_4_0	skv_mil	4	100	0	0		
		0	tech_skv_4_1	tech_skv_4_1	skv_mil	5	800	0	0		
		0	tech_skv_4_2	tech_skv_4_2	skv_mil	6	800	0	0		
		0	tech_skv_4_3	tech_skv_4_3	skv_mil	7	800	0	0		
		6	tech_skv_5_0	tech_skv_5_0	skv_mil	3	100	0	0		
		6	tech_skv_5_1	tech_skv_5_1	skv_mil	4	1200	0	0		
		6	tech_skv_5_2	tech_skv_5_2	skv_mil	5	1200	0	0		
		5	tech_skv_5_3	tech_skv_5_3	skv_mil	5	1200	0	0		
		4	tech_skv_5_4	tech_skv_5_4	skv_mil	5	1200	0	0		
		2	tech_skv_6_0	tech_skv_6_0	skv_mil	6	100	0	0		
		3	tech_skv_6_1	tech_skv_6_1	skv_mil	6	1200	0	0		
		2	tech_skv_6_2	tech_skv_6_2	skv_mil	7	1200	0	0		
		3	tech_skv_6_3	tech_skv_6_3	skv_mil	7	1200	0	0		
		2	tech_skv_7_0	tech_skv_7_0	skv_mil	8	100	0	0		
		1	tech_skv_7_1	tech_skv_7_1	skv_mil	8	1200	0	0		
		2	tech_skv_7_2	tech_skv_7_2	skv_mil	9	1200	0	0		
		1	tech_skv_7_3	tech_skv_7_3	skv_mil	9	1200	0	0		
		7	tech_skv_8_0	tech_skv_8_0	skv_mil	6	100	0	0		
		8	tech_skv_8_1	tech_skv_8_1	skv_mil	6	1600	0	0		
		5	tech_skv_8_2	tech_skv_8_2	skv_mil	7	1600	0	0		
		6	tech_skv_8_3	tech_skv_8_3	skv_mil	7	1600	0	0		
		7	tech_skv_8_4	tech_skv_8_4	skv_mil	7	1600	0	0		
		8	tech_skv_8_5	tech_skv_8_5	skv_mil	7	1600	0	0		
		4	tech_skv_9_0	tech_skv_9_0	skv_mil	8	100	0	0		
		5	tech_skv_9_1	tech_skv_9_1	skv_mil	8	1600	0	0		
		4	tech_skv_9_2	tech_skv_9_2	skv_mil	9	1600	0	0		
		0	tech_vmp_beasts_01	tech_vmp_beasts_01	vmp_mil	5	300	0	0		
		0	tech_vmp_beasts_02	tech_vmp_beasts_02	vmp_mil	6	600	0	0		
		1	tech_vmp_beasts_03	tech_vmp_beasts_03	vmp_mil	6	600	0	0		
		0	tech_vmp_beasts_04	tech_vmp_beasts_04	vmp_mil	7	800	0	0		
		-1	tech_vmp_beasts_05	tech_vmp_beasts_05	vmp_mil	7	800	0	0		
		0	tech_vmp_beasts_06	tech_vmp_beasts_06	vmp_mil	8	1000	0	0		
		1	tech_vmp_beasts_07	tech_vmp_beasts_07	vmp_mil	8	1000	0	0		
		0	tech_vmp_beasts_08	tech_vmp_beasts_08	vmp_mil	9	1200	0	0		
		0	tech_vmp_beasts_09	tech_vmp_beasts_09	vmp_mil	10	1500	0	0		
		6	tech_vmp_binding_01	tech_vmp_binding_01	vmp_mil	0	300	0	0		
		6	tech_vmp_binding_02	tech_vmp_binding_02	vmp_mil	1	600	0	0		
		5	tech_vmp_binding_03	tech_vmp_binding_03	vmp_mil	1	600	0	0		
		7	tech_vmp_binding_04	tech_vmp_binding_04	vmp_mil	1	600	0	0		
		6	tech_vmp_binding_05	tech_vmp_binding_05	vmp_mil	2	1000	0	0		
		5	tech_vmp_binding_06	tech_vmp_binding_06	vmp_mil	2	1000	0	0		
		7	tech_vmp_binding_07	tech_vmp_binding_07	vmp_mil	2	1000	0	0		
		6	tech_vmp_binding_08	tech_vmp_binding_08	vmp_mil	3	1200	0	0		
		5	tech_vmp_binding_09	tech_vmp_binding_09	vmp_mil	3	1500	0	0		
		7	tech_vmp_binding_10	tech_vmp_binding_10	vmp_mil	3	1200	0	0		
		6	tech_vmp_blood_01	tech_vmp_blood_01	vmp_mil	5	500	0	0		
		6	tech_vmp_blood_02	tech_vmp_blood_02	vmp_mil	6	600	0	0		
		6	tech_vmp_blood_03	tech_vmp_blood_03	vmp_mil	7	600	0	0		
		5	tech_vmp_blood_04	tech_vmp_blood_04	vmp_mil	7	1000	0	0		
		7	tech_vmp_blood_05	tech_vmp_blood_05	vmp_mil	7	800	0	0		
		6	tech_vmp_blood_06	tech_vmp_blood_06	vmp_mil	8	1200	0	0		
		5	tech_vmp_blood_06A	tech_vmp_blood_06A	vmp_mil	8	1200	0	0		
		7	tech_vmp_blood_07	tech_vmp_blood_07	vmp_mil	8	1200	0	0		
		6	tech_vmp_blood_08	tech_vmp_blood_08	vmp_mil	9	1200	0	0		
		5	tech_vmp_blood_09	tech_vmp_blood_09	vmp_mil	9	1200	0	0		
		5	tech_vmp_blood_09A	tech_vmp_blood_09A	vmp_mil	10	1200	0	0		
		7	tech_vmp_blood_10	tech_vmp_blood_10	vmp_mil	9	1200	0	0		
		6	tech_vmp_blood_11	tech_vmp_blood_11	vmp_mil	10	1500	0	0		
		7	tech_vmp_blood_12	tech_vmp_blood_12	vmp_mil	10	1500	0	0		
		0	tech_vmp_bones_01	tech_vmp_bones_01	vmp_mil	0	200	0	0		
		0	tech_vmp_bones_02	tech_vmp_bones_02	vmp_mil	1	300	0	0		
		1	tech_vmp_bones_03	tech_vmp_bones_03	vmp_mil	1	300	0	0		
		2	tech_vmp_bones_04	tech_vmp_bones_04	vmp_mil	1	400	0	0		
		0	tech_vmp_bones_05	tech_vmp_bones_05	vmp_mil	2	400	0	0		
		1	tech_vmp_bones_06	tech_vmp_bones_06	vmp_mil	2	400	0	0		
		2	tech_vmp_bones_07	tech_vmp_bones_07	vmp_mil	2	500	0	0		
		0	tech_vmp_bones_08	tech_vmp_bones_08	vmp_mil	3	600	0	0		
		1	tech_vmp_bones_09	tech_vmp_bones_09	vmp_mil	3	700	0	0		
		2	tech_vmp_bones_10	tech_vmp_bones_10	vmp_mil	3	800	0	0		
		-1	tech_vmp_bones_2a	tech_vmp_bones_02a	vmp_mil	1	400	0	0		
		3	tech_vmp_bones_4a	tech_vmp_bones_04a	vmp_mil	1	500	0	0		
		-1	tech_vmp_bones_5a	tech_vmp_bones_05a	vmp_mil	2	500	0	0		
