special_ability_phase_stat_effects_tables	3
phase	value	stat	how
wh_main_mark_passive_mark_of_khorne	1.12	stat_melee_damage_base	mult
wh_main_mount_passive_aura_of_protection	12	stat_resistance_all	add
wh_main_mount_passive_bloodroar	-8	stat_morale	add
wh_main_rune_abilities_rune_of_negation	22	stat_resistance_all	add
wh_main_rune_abilities_rune_of_oath_and_steel	30	stat_armour	add
wh_main_rune_abilities_rune_of_wrath_and_ruin	0.52	scalar_speed	mult
wh_main_rune_passive_master_rune_of_groth_one_eye	8	stat_morale	add
wh_main_rune_passive_master_rune_of_grungni	20	stat_resistance_missile	add
wh_main_rune_passive_master_rune_of_stromni_redbeard	5	stat_melee_attack	add
wh_main_rune_passive_master_rune_of_stromni_redbeard	4	stat_morale	add
wh_main_rune_passive_rune_of_slowness	0.82	scalar_speed	mult
wh_main_spell_big_waaagh_ere_we_go	44	stat_melee_attack	add
wh_main_spell_big_waaagh_fists_of_gork	26	stat_melee_attack	add
wh_main_spell_big_waaagh_fists_of_gork	27	stat_melee_defence	add
wh_main_spell_bound_book_of_arkhan	1.24	scalar_speed	mult
wh_main_spell_bound_book_of_arkhan	26	stat_melee_attack	add
wh_main_spell_bound_hammer_of_sigmar	26	stat_melee_attack	add
wh_main_spell_bound_shield_of_faith	22	stat_resistance_all	add
wh_main_spell_bound_soulfire	90	stat_resistance_magic	add
wh_main_spell_bound_staff_of_damnation	44	stat_melee_attack	add
wh_main_spell_death_aspect_of_the_dreadknight_upgraded	8	stat_morale	add
wh_main_spell_death_aspect_of_the_dreadknight	8	stat_morale	add
wh_main_spell_death_doom_and_darkness_upgraded	-16	stat_morale	add
wh_main_spell_death_doom_and_darkness	-16	stat_morale	add
wh_main_spell_death_soulblight_upgraded	-30	stat_armour	add
wh_main_spell_death_soulblight_upgraded	0.75	stat_melee_damage_base	mult
wh_main_spell_death_soulblight	-30	stat_armour	add
wh_main_spell_death_soulblight	0.75	stat_melee_damage_base	mult
wh_main_spell_fire_cascading_fire_cloak	1.2	stat_melee_damage_ap	mult
wh_main_spell_fire_cascading_fire_cloak	27	stat_melee_defence	add
wh_main_spell_fire_flaming_sword_of_rhuin_upgraded	1.25	scalar_missile_damage_base	mult
wh_main_spell_fire_flaming_sword_of_rhuin_upgraded	1.25	stat_melee_damage_base	mult
wh_main_spell_fire_flaming_sword_of_rhuin	1.25	scalar_missile_damage_base	mult
wh_main_spell_fire_flaming_sword_of_rhuin	1.25	stat_melee_damage_base	mult
wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded	-30	stat_armour	add
wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded	-26	stat_melee_attack	add
wh_main_spell_heavens_curse_of_the_midnight_wind	-30	stat_armour	add
wh_main_spell_heavens_curse_of_the_midnight_wind	-26	stat_melee_attack	add
wh_main_spell_heavens_harmonic_convergence_upgraded	30	stat_armour	add
wh_main_spell_heavens_harmonic_convergence_upgraded	26	stat_melee_attack	add
wh_main_spell_heavens_harmonic_convergence_upgraded	27	stat_melee_defence	add
wh_main_spell_heavens_harmonic_convergence	26	stat_melee_attack	add
wh_main_spell_heavens_harmonic_convergence	27	stat_melee_defence	add
wh_main_spell_light_bironas_timewarp_upgraded	1.24	scalar_speed	mult
wh_main_spell_light_bironas_timewarp_upgraded	26	stat_melee_attack	add
wh_main_spell_light_bironas_timewarp	1.24	scalar_speed	mult
wh_main_spell_light_bironas_timewarp	26	stat_melee_attack	add
wh_main_spell_light_phas_protection_upgraded	30	stat_armour	add
wh_main_spell_light_phas_protection_upgraded	27	stat_melee_defence	add
wh_main_spell_light_phas_protection	30	stat_armour	add
wh_main_spell_light_phas_protection	27	stat_melee_defence	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	0.76	scalar_speed	mult
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	-30	stat_armour	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon_upgraded	-27	stat_melee_defence	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	0.76	scalar_speed	mult
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	-30	stat_armour	add
wh_main_spell_lil_waaagh_curse_of_da_bad_moon	-27	stat_melee_defence	add
wh_main_spell_lil_waaagh_gorkll_fix_it	0.52	scalar_charge_speed	mult
wh_main_spell_lil_waaagh_gorkll_fix_it	0.52	scalar_speed	mult
wh_main_spell_lil_waaagh_gorkll_fix_it	0.82	stat_charge_bonus	mult
wh_main_spell_lil_waaagh_itchy_nuisance	-26	stat_melee_attack	add
wh_main_spell_lil_waaagh_itchy_nuisance	0.75	stat_melee_damage_base	mult
wh_main_spell_lil_waaagh_sneaky_stabbin	26	stat_melee_attack	add
wh_main_spell_lil_waaagh_sneaky_stabbin	1.2	stat_melee_damage_ap	mult
wh_main_spell_metal_glittering_robe_upgraded	60	stat_armour	add
wh_main_spell_metal_glittering_robe	60	stat_armour	add
wh_main_spell_metal_plague_of_rust_upgraded	-60	stat_armour	add
wh_main_spell_metal_plague_of_rust	-30	stat_armour	add
wh_main_spell_metal_transmutation_of_lead_upgraded	-26	stat_melee_attack	add
wh_main_spell_metal_transmutation_of_lead_upgraded	0.5	stat_melee_damage_base	mult
wh_main_spell_metal_transmutation_of_lead	-26	stat_melee_attack	add
wh_main_spell_metal_transmutation_of_lead	0.75	stat_melee_damage_base	mult
wh_main_spell_vampires_curse_of_years	0.76	scalar_speed	mult
wh_main_spell_vampires_curse_of_years	-26	stat_melee_attack	add
wh_main_spell_vampires_vanhels_danse_macabre_upgraded	1.24	scalar_speed	mult
wh_main_spell_vampires_vanhels_danse_macabre_upgraded	26	stat_melee_attack	add
wh_main_spell_vampires_vanhels_danse_macabre	1.24	scalar_speed	mult
wh_main_spell_vampires_vanhels_danse_macabre	26	stat_melee_attack	add
wh_main_unit_abilities_black_nimbus	44	stat_resistance_all	add
wh_main_unit_abilities_black_scythes	1.1800001	scalar_charge_speed	mult
wh_main_unit_abilities_black_scythes	1.3599999	stat_charge_bonus	mult
wh_main_unit_abilities_blooood	1.1800001	scalar_entity_acceleration_modifier	mult
wh_main_unit_abilities_blooood	1.24	scalar_speed	mult
wh_main_unit_abilities_boom	1.2	scalar_missile_explosion_damage_ap	mult
wh_main_unit_abilities_boom	1.25	scalar_missile_explosion_damage_base	mult
wh_main_unit_abilities_entrenchment	1.4	scalar_missile_damage_ap	mult
wh_main_unit_abilities_entrenchment	22	stat_resistance_physical	add
wh_main_unit_abilities_killing_blow	1.2	stat_melee_damage_ap	mult
wh_main_unit_abilities_killing_blow	1.2	stat_melee_damage_base	mult
wh_main_unit_abilities_unholy_vigour	1.4	stat_melee_damage_ap	mult
wh_main_unit_contact_morale	-8	stat_morale	add
wh_main_unit_contact_overhead_morale	-8	stat_morale	add
wh_main_unit_contact_poison	0.8	scalar_missile_damage_ap	mult
wh_main_unit_contact_poison	0.8	scalar_missile_damage_base	mult
wh_main_unit_contact_poison	0.76	scalar_speed	mult
wh_main_unit_contact_poison	0.8	stat_melee_damage_ap	mult
wh_main_unit_contact_poison	0.8	stat_melee_damage_base	mult
wh_main_unit_passive_frenzy	1.08	stat_charge_bonus	mult
wh_main_unit_passive_frenzy	8	stat_melee_attack	add
wh_main_unit_passive_frenzy	1.12	stat_melee_damage_base	mult
wh_main_unit_passive_regeneration	-25	stat_weakness_flame	add
wh_main_unit_passive_war_paint	12	stat_resistance_magic	add
wh_main_weapon_abilities_axe_of_dargo	32	stat_bonus_vs_large	add
wh_main_weapon_abilities_axe_of_dargo	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_charmed_shield	24	stat_missile_block_chance	add
wh_main_weapon_abilities_charmed_shield	22	stat_resistance_all	add
wh_main_weapon_abilities_filth_mace	1.25	stat_melee_damage_base	mult
wh_main_weapon_abilities_ghal_maraz	16	stat_bonus_vs_large	add
wh_main_weapon_abilities_ghal_maraz	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_gitsnik	26	stat_melee_attack	add
wh_main_weapon_abilities_gitsnik	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_hellfire_sword	1.2	stat_melee_damage_ap	mult
wh_main_weapon_abilities_hellfire_sword	1.2	stat_melee_damage_base	mult
wh_main_weapon_abilities_helm_of_discord	-26	stat_melee_attack	add
wh_main_weapon_abilities_helm_of_discord	-27	stat_melee_defence	add
wh_main_weapon_abilities_runefang	1.3199999	scalar_splash_attack_power	mult
wh_main_weapon_abilities_runefang	1.4	stat_melee_damage_ap	mult
wh_main_weapon_abilities_runefang	1.4	stat_melee_damage_base	mult
wh_main_weapon_abilities_sword_of_anti_heroes	1.2	stat_melee_damage_ap	mult
wh_main_weapon_abilities_sword_of_anti_heroes	1.2	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_hammer_of_karak_drazh	-44	stat_melee_attack	add
wh_main_weapon_abilities_the_hammer_of_karak_drazh	0.75	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_mace_of_helsturm	1.5	stat_melee_damage_base	mult
wh_main_weapon_abilities_the_reikland_runefang	26	stat_melee_attack	add
wh_main_weapon_abilities_the_reikland_runefang	8	stat_morale	add
wh_main_weapon_abilities_the_sword_of_couronne	-30	stat_armour	add
wh_main_weapon_abilities_the_sword_of_couronne	-27	stat_melee_defence	add
wh_main_weapon_abilities_tormentor_sword	-26	stat_melee_attack	add
wh_main_weapon_passive_chaos_tomb_blade	5	stat_melee_attack	add
wh_main_weapon_passive_glittering_scales	-5	stat_melee_attack	add
wh_main_weapon_passive_warrior_bane	0.94000006	stat_melee_damage_base	mult
wh_pro01_item_passive_rune_helm_of_zhufbar	12	stat_morale	add
wh_pro01_lord_abilities_flash_bomb	0.24000001	scalar_charge_speed	mult
wh_pro01_lord_abilities_flash_bomb	0.24000001	scalar_speed	mult
wh_pro01_lord_abilities_flash_bomb	-27	stat_melee_defence	add
wh_pro01_weapon_abilities_rune_axe_of_grombrindal	1.4	stat_melee_damage_ap	mult
wh_pro04_unit_abilities_enrage	44	stat_resistance_all	add
wh_pro04_unit_abilities_loecs_shroud	1.24	scalar_speed	mult
wh_pro04_unit_passive_apocalyptic_charge	1.24	scalar_charge_speed	mult
wh_pro04_unit_passive_apocalyptic_charge	1.24	scalar_speed	mult
wh_pro04_unit_passive_guardian	15	stat_resistance_physical	add
wh_pro04_unit_passive_soul_devourer	40	stat_reloading	add
wh_pro04_unit_passive_wildfire_aura	25	stat_resistance_flame	add
