battle_set_piece_armies_characters_junctions_tables	1
wh_dlc06_qb_dwf_belegar_ironhammer_hammer_of_angrund_stage_4_defender_4	wh_dlc06_qb_dwf_belegar_ironhammer_hammer_of_angrund_stage_4_defender_3_wizard	
wh_dlc06_qb_dwf_belegar_ironhammer_hammer_of_angrund_stage_4_player	wh_dlc06_qb_dwf_belegar_ironhammer_hammer_of_angrund_stage_4_player	
wh_dlc06_qb_dwf_belegar_ironhammer_hammer_of_angrund_stage_4_player	wh_dlc06_qb_dwf_belegar_ironhammer_hammer_of_angrund_stage_4_player_runesmith	
wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_defender_1	wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_defender_1_general	
wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_player_ally	wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_player_ally_general	
wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_player	wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_champion	
wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_player	wh_dlc06_qb_dwf_belegar_ironhammer_shield_of_defiance_stage_3_player	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_3_defender_1	wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_3_defender_1_general	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_3_player	wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_3_player	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_3_player	wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_3_player_wizard	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_defender_1	wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_defender_1_general	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_defender_1	wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_defender_2_runesmith	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_player	wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_player	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_player	wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_player_champion	
wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_player	wh_dlc06_qb_grn_skarsnik_skarsniks_prodder_stage_5_player_wizard	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4_defender_1	wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4_defender_1_general	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4_player	wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_baleful_mask_stage_4_player	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_defender_1	wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_defender_1_general	officer
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_defender_1	wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_defender_1_warrior_priest	officer
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_defender_1	wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_defender_1_witch_hunter	officer
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_defender_1	wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_defender_1_witch_hunter_2	officer
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_defender_1	wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_defender_1_wizard	officer
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_player	wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_bonewood_staff_stage_3_player	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_squiggly_beast_stage_3_defender_1	wh_dlc06_grn_wurrzag_da_great_green_prophet_squiggly_beast_stage_3_defender_1_general	
wh_dlc06_qb_grn_wurrzag_da_great_green_prophet_squiggly_beast_stage_3_player	wh_dlc06_grn_wurrzag_da_great_green_prophet_squiggly_beast_stage_3_player	
wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_defender_1	wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_defender_1	
wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_defender_2	wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_defender_2_captain	
wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_defender_2	wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_defender_2_wizard	
wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_player	wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_player	
wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_player	wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_player_damsel	
wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_player	wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_player_paladin	
wh_dlc07_qb_brt_errantry_war_badlands_stage_1_attacker_1	wh_dlc07_qb_brt_louen_errantry_war_badlands_stage_1_attacker_2	
wh_dlc07_qb_brt_errantry_war_badlands_stage_1_attacker_2	wh_dlc07_qb_brt_louen_errantry_war_badlands_stage_1_attacker_1	
wh_dlc07_qb_brt_errantry_war_badlands_stage_1_attacker_3	wh_dlc07_qb_brt_louen_errantry_war_badlands_stage_1_attacker_3	
wh_dlc07_qb_brt_errantry_war_badlands_stage_1_attacker_4	wh_dlc07_qb_brt_louen_errantry_war_badlands_stage_1_attacker_4	
wh_dlc07_qb_brt_errantry_war_badlands_stage_1_knights_errant	wh_dlc07_qb_brt_louen_errantry_war_stage_1_errant_lord	
wh_dlc07_qb_brt_errantry_war_badlands_stage_1_peasants	wh_dlc07_qb_brt_louen_errantry_war_stage_1_peasants_prophetess	
wh_dlc07_qb_brt_errantry_war_badlands_stage_1_player	wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_player_damsel	
wh_dlc07_qb_brt_errantry_war_badlands_stage_1_player	wh_dlc07_qb_brt_louen_errantry_war_stage_1_green_knight	
wh_dlc07_qb_brt_errantry_war_badlands_stage_1_player	wh_dlc07_qb_brt_louen_errantry_war_stage_1_player	
wh_dlc07_qb_brt_errantry_war_chaos_wastes_stage_1_attacker_1	wh_dlc07_qb_brt_louen_errantry_war_chaos_wastes_stage_1_attacker_1	
wh_dlc07_qb_brt_errantry_war_chaos_wastes_stage_1_attacker_2	wh_dlc07_qb_brt_louen_errantry_war_chaos_wastes_stage_1_attacker_2	
wh_dlc07_qb_brt_errantry_war_chaos_wastes_stage_1_attacker_3	wh_dlc07_qb_brt_louen_errantry_war_chaos_wastes_stage_1_attacker_3	
wh_dlc07_qb_brt_errantry_war_chaos_wastes_stage_1_attacker_4	wh_dlc07_qb_brt_louen_errantry_war_chaos_wastes_stage_1_attacker_4	
wh_dlc07_qb_brt_errantry_war_chaos_wastes_stage_1_knights_errant	wh_dlc07_qb_brt_louen_errantry_war_stage_1_errant_lord	
wh_dlc07_qb_brt_errantry_war_chaos_wastes_stage_1_peasants	wh_dlc07_qb_brt_louen_errantry_war_stage_1_peasants_prophetess	
wh_dlc07_qb_brt_errantry_war_chaos_wastes_stage_1_player	wh_dlc07_qb_brt_alberic_trident_of_manann_stage_8_player_damsel	
wh_dlc07_qb_brt_errantry_war_chaos_wastes_stage_1_player	wh_dlc07_qb_brt_louen_errantry_war_stage_1_green_knight	
wh_dlc07_qb_brt_errantry_war_chaos_wastes_stage_1_player	wh_dlc07_qb_brt_louen_errantry_war_stage_1_player	
wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_6_attacker_1	wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_6_attacker_1	
wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_6_attacker_2	wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_6_attacker_2	
wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_6_attacker_3	wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_6_attacker_3	
wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_6_player	wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_6_paladin	
wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_6_player	wh_dlc07_qb_brt_fay_enchantress_chalice_of_potions_stage_6_player	
wh_dlc07_qb_brt_louen_leoncouer_sword_of_couronne_stage_4_attacker_1	wh_dlc07_brt_louen_leoncoeur_sword_of_couronne_attacker_1	
wh_dlc07_qb_brt_louen_leoncouer_sword_of_couronne_stage_4_attacker_1	wh_dlc07_brt_louen_leoncoeur_sword_of_couronne_attacker_1_shaman	
wh_dlc07_qb_brt_louen_leoncouer_sword_of_couronne_stage_4_attacker_2	wh_dlc07_brt_louen_leoncoeur_sword_of_couronne_attacker_2	
wh_dlc07_qb_brt_louen_leoncouer_sword_of_couronne_stage_4_attacker_2	wh_dlc07_brt_louen_leoncoeur_sword_of_couronne_attacker_2_shaman	
wh_dlc07_qb_brt_louen_leoncouer_sword_of_couronne_stage_4_player	wh_dlc07_brt_louen_leoncoeur_sword_of_couronne_player	
wh_dlc07_qb_brt_louen_leoncouer_sword_of_couronne_stage_4_player	wh_dlc07_brt_louen_leoncoeur_sword_of_couronne_player_damsel	
wh_dlc08_qb_bst_final_battle_reinforcement	wh_dlc08_qb_bst_final_battle_reinforcement	beastmen
wh_dlc08_qb_chs_final_battle_khorne	wh_dlc08_qb_chs_final_battle_khorne_general	khorne
wh_dlc08_qb_chs_final_battle_nurgle	wh_dlc08_qb_chs_final_battle_nurgle_general	nurgle
wh_dlc08_qb_chs_final_battle_slaanesh	wh_dlc08_qb_chs_final_battle_slaanesh_agent	slaanesh
wh_dlc08_qb_chs_final_battle_slaanesh	wh_dlc08_qb_chs_final_battle_slaanesh_general	slaanesh
wh_dlc08_qb_chs_final_battle_tzeentch	wh_dlc08_qb_chs_final_battle_tzeentch_general	tzeentch
wh_dlc08_qb_nor_final_battle_reinforcement	wh_dlc08_qb_nor_final_battle_reinforcement	norsca
wh_dlc08_qb_nor_monster_hunt_0	wh_dlc08_qb_nor_monster_hunt_0	boss
wh_dlc08_qb_nor_monster_hunt_10	wh_dlc08_qb_nor_monster_hunt_10	boss
wh_dlc08_qb_nor_monster_hunt_11	wh2_dlc10_qb_skv_monster_hunt_warlock_engineer_01	minions
wh_dlc08_qb_nor_monster_hunt_11	wh2_dlc10_qb_skv_monster_hunt_warlock_engineer_02	minions
wh_dlc08_qb_nor_monster_hunt_11	wh_dlc08_qb_nor_monster_hunt_11	boss
wh_dlc08_qb_nor_monster_hunt_1_reinforcement	wh_dlc08_qb_nor_monster_hunt_1_reinforcement	boss
wh_dlc08_qb_nor_monster_hunt_1	wh_dlc08_qb_nor_monster_hunt_1	boss
wh_dlc08_qb_nor_monster_hunt_2	wh_dlc08_qb_nor_monster_hunt_2	boss
wh_dlc08_qb_nor_monster_hunt_3	wh_dlc08_qb_nor_monster_hunt_3	boss
wh_dlc08_qb_nor_monster_hunt_4	wh_dlc08_qb_nor_monster_hunt_4	boss
wh_dlc08_qb_nor_monster_hunt_5	wh_dlc08_qb_nor_monster_hunt_5	boss
wh_dlc08_qb_nor_monster_hunt_6_enemy	wh_dlc08_qb_nor_monster_hunt_6_general	
wh_dlc08_qb_nor_monster_hunt_7	wh_dlc08_qb_nor_monster_hunt_7	boss
wh_dlc08_qb_nor_monster_hunt_8	wh_dlc08_qb_nor_monster_hunt_8	boss
wh_dlc08_qb_nor_monster_hunt_9	wh_dlc08_qb_nor_monster_hunt_9	boss
wh_dlc08_qb_nor_throgg_final_battle_army	wh_dlc08_qb_nor_throgg_final_battle	
wh_dlc08_qb_nor_throgg_monster_hunt_army_high	wh_dlc08_qb_nor_throgg_monster_hunt_champion	
wh_dlc08_qb_nor_throgg_monster_hunt_army_high	wh_dlc08_qb_nor_throgg_monster_hunt_general	
wh_dlc08_qb_nor_throgg_monster_hunt_army_high	wh_dlc08_qb_nor_wulfrik_monster_hunt_shaman_0	
wh_dlc08_qb_nor_throgg_monster_hunt_army_low	wh_dlc08_qb_nor_throgg_monster_hunt_champion	
wh_dlc08_qb_nor_throgg_monster_hunt_army_low	wh_dlc08_qb_nor_throgg_monster_hunt_general	
wh_dlc08_qb_nor_throgg_monster_hunt_army	wh_dlc08_qb_nor_throgg_monster_hunt_champion	
wh_dlc08_qb_nor_throgg_monster_hunt_army	wh_dlc08_qb_nor_throgg_monster_hunt_general	
wh_dlc08_qb_nor_throgg_wintertooth_crown_defender_1	wh_dlc06_dwf_cha_runelord_2	First
wh_dlc08_qb_nor_throgg_wintertooth_crown_defender_3	wh_main_dwf_cha_ungrim_ironfist	Third
wh_dlc08_qb_nor_throgg_wintertooth_crown_player	wh_dlc08_qb_nor_cha_throgg_player_wintertooth_crown	
wh_dlc08_qb_nor_wulfrik_final_battle_army	wh_dlc08_qb_nor_throgg_monster_hunt_champion	
wh_dlc08_qb_nor_wulfrik_final_battle_army	wh_dlc08_qb_nor_wulfrik_monster_hunt_general	
wh_dlc08_qb_nor_wulfrik_final_battle_army	wh_dlc08_qb_nor_wulfrik_monster_hunt_shaman_0	
wh_dlc08_qb_nor_wulfrik_monster_hunt_army_high	wh_dlc08_qb_nor_throgg_monster_hunt_champion	
wh_dlc08_qb_nor_wulfrik_monster_hunt_army_high	wh_dlc08_qb_nor_wulfrik_monster_hunt_general	
wh_dlc08_qb_nor_wulfrik_monster_hunt_army_high	wh_dlc08_qb_nor_wulfrik_monster_hunt_shaman_1	
wh_dlc08_qb_nor_wulfrik_monster_hunt_army_low	wh_dlc08_qb_nor_wulfrik_monster_hunt_general	
wh_dlc08_qb_nor_wulfrik_monster_hunt_army_low	wh_dlc08_qb_nor_wulfrik_monster_hunt_shaman_0	
wh_dlc08_qb_nor_wulfrik_monster_hunt_army	wh_dlc08_qb_nor_wulfrik_monster_hunt_general	
wh_dlc08_qb_nor_wulfrik_monster_hunt_army	wh_dlc08_qb_nor_wulfrik_monster_hunt_shaman_0	
wh_dlc08_qb_nor_wulfrik_monster_hunt_army	wh_dlc08_qb_nor_wulfrik_monster_hunt_shaman_1	
wh_dlc08_qb_nor_wulfrik_sword_of_torgald_defender_1	wh_dlc08_qb_nor_wulfrik_sword_of_torgald_defender_prophetess_1	First
wh_dlc08_qb_nor_wulfrik_sword_of_torgald_defender_4	wh_dlc08_qb_brt_cha_lord_2_defender_4_sword_of_torgald	Fourth
wh_dlc08_qb_nor_wulfrik_sword_of_torgald_defender_5	wh_dlc08_qb_brt_cha_green_knight_defender_5_sword_of_torgald	Fifth
wh_dlc08_qb_nor_wulfrik_sword_of_torgald_player	wh_dlc08_qb_nor_cha_wulfrik_the_wanderer_0_player_sword_of_torgald	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_defender_1	wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_defender_1_general	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_defender_2	wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_defender_2_general	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_defender_3	wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_defender_3_general	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_player	wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_player	
wh_main_qb_dwf_thorgrim_grudgebearer_armour_of_skaldour_stage_4_player	wh_main_qb_dwf_thorgrim_grudgebearer_player_master_engineer	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_player	wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_player	
wh_main_qb_dwf_thorgrim_grudgebearer_axe_of_grimnir_stage_3_player	wh_main_qb_dwf_thorgrim_grudgebearer_player_thane_01	
wh_main_qb_dwf_thorgrim_grudgebearer_book_of_grudges_stage_3_attacker_1	wh_main_qb_dwf_thorgrim_grudgebearer_book_of_grudges_stage_3_attacker_1_general	
wh_main_qb_dwf_thorgrim_grudgebearer_book_of_grudges_stage_3_player	wh_main_qb_dwf_thorgrim_grudgebearer_book_of_grudges_stage_3_player	
wh_main_qb_dwf_thorgrim_grudgebearer_book_of_grudges_stage_3_player	wh_main_qb_dwf_thorgrim_grudgebearer_player_thane_01	
wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_black_fire_pass_defender_2	wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_black_fire_pass_defender_2_general	
wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_black_fire_pass_defender_2	wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_black_fire_pass_defender_2_warrior_priest	
wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_black_fire_pass_player_1	wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_black_fire_pass_player_1_general	
wh_main_qb_dwf_thorgrim_grudgebearer_dragon_crown_of_karaz_stage_3_black_fire_pass_player_1	wh_main_qb_dwf_thorgrim_grudgebearer_player_master_engineer	
wh_main_qb_dwf_thorgrim_grudgebearer_intro_subterranean_attacker_1	wh_main_qb_dwf_thorgrim_grudgebearer_intro_battle_attacker_1_general	doomdivers
wh_main_qb_dwf_thorgrim_grudgebearer_intro_subterranean_player	wh_main_qb_dwf_thorgrim_grudgebearer_intro_subterranean_player	
wh_main_qb_dwf_ungrim_ironfist_axe_of_dargo_stage_4_battle_of_high_pass_attacker_1	wh_main_qb_dwf_ungrim_ironfist_axe_of_dargo_stage_4_battle_of_high_pass_attacker_1_general	
wh_main_qb_dwf_ungrim_ironfist_axe_of_dargo_stage_4_player	wh_main_qb_dwf_ungrim_ironfist_axe_of_dargo_stage_4_player	
wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_3.2_broken_leg_gully_defender_1	wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_3.2_broken_leg_gully_defender_1_general	
wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_3_player	wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_3_player	
wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_4_broken_leg_gully_defender_1	wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_4_broken_leg_gully_defender_1_general	
wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_4_broken_leg_gully_defender_1	wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_4_broken_leg_gully_defender_1_shaman	
wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_4_player	wh_main_qb_dwf_ungrim_ironfist_dragon_cloak_of_fyrskar_stage_4_player	
wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_4_leitziger_ford_defender_1	wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_4_leitziger_ford_defender_1_general	
wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_4_leitziger_ford_defender_1	wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_4_leitziger_ford_defender_1_necromancer1	
wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_4_leitziger_ford_defender_1	wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_4_leitziger_ford_defender_1_necromancer2	
wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_4_player	wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_4_player	
wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_5_6_ancient_dragon_cave_defender_2	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_5_ancient_dragon_cave_defender_2_general	
wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_5_player	wh_main_qb_dwf_thorgrim_grudgebearer_player_master_engineer	
wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_5_player	wh_main_qb_dwf_ungrim_ironfist_slayer_crown_stage_5_player	
wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.1_estalian_tomb_defender_1	wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.1_estalian_tomb_defender_1_general	army_01
wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.1_estalian_tomb_defender_1	wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.1_estalian_tomb_defender_1_wight_king	army_01
wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.2_marbads_tomb_defender_1	wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.1_estalian_tomb_defender_1_general	
wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.2_marbads_tomb_defender_1	wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4.1_estalian_tomb_defender_1_wight_king	
wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4_player	wh_main_qb_emp_balthasar_gelt_amulet_of_sea_gold_stage_4_player	
wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.1_broken_leg_gully_defender_1	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.1_broken_leg_gully_defender_1_general	
wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.1_broken_leg_gully_defender_1	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.1_broken_leg_gully_defender_1_wizard	
wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.2_broken_leg_gully_defender_1	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.2_broken_leg_gully_defender_1_general	
wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.2_broken_leg_gully_defender_1	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3.2_broken_leg_gully_defender_1_wizard	
wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3_player	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_3_player	
wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_5_ancient_dragon_cave_defender_1	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_5_ancient_dragon_cave_defender_1_general	
wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_5_ancient_dragon_cave_defender_2	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_5_ancient_dragon_cave_defender_2_general	
wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_5_player	wh_main_qb_emp_balthasar_gelt_cloak_of_molten_metal_stage_5_player	
wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_2_battle_of_high_pass_defender_1	wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_2_battle_of_high_pass_defender_1_general	
wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_2_player	wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_2_player	
wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_3_battle_of_bloodpine_woods_attacker_1	wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_3_battle_of_bloodpine_woods_attacker_1_general	
wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_3_battle_of_bloodpine_woods_attacker_2	wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_3_battle_of_bloodpine_woods_attacker_2_general	
wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_3_battle_of_bloodpine_woods_attacker_2	wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_3_battle_of_bloodpine_woods_attacker_2_witch_hunter	
wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_3_player	wh_main_qb_emp_balthasar_gelt_staff_of_volans_stage_3_player	
wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_attacker_1	wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_attacker_1_general	
wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_attacker_1	wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_attacker_2_general	
wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_attacker_2	wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_attacker_3_general	
wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_defender_2	wh_main_qb_dwf_thorgrim_grudgebearer_player_master_engineer	
wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_defender_2	wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_defender_1_general	
wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_player_1	wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_player_1_general	
wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_player_1	wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_player_warrior_priest	
wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_black_fire_pass_player_1	wh_main_qb_emp_karl_franz_ghal_maraz_stage_4_player_wizard	
wh_main_qb_emp_karl_franz_intro_battle_of_bloodpine_woods_defender_1	wh_main_qb_emp_karl_franz_intro_battle_of_bloodpine_woods_defender_1_general	
wh_main_qb_emp_karl_franz_intro_battle_of_bloodpine_woods_defender_2	wh_main_qb_emp_karl_franz_intro_battle_of_bloodpine_woods_defender_2_general	
wh_main_qb_emp_karl_franz_intro_battle_of_bloodpine_woods_player	wh_main_qb_emp_karl_franz_intro_battle_of_bloodpine_woods_player	
wh_main_qb_emp_karl_franz_reikland_runefang_stage_3_player	wh_main_qb_emp_karl_franz_reikland_runefang_stage_3_player	
wh_main_qb_emp_karl_franz_reikland_runefang_stage_3_the_threat_from_the_north_attacker_1	wh_main_qb_emp_karl_franz_reikland_runefang_stage_3_the_threat_from_the_north_attacker_1_general	
wh_main_qb_emp_karl_franz_reikland_runefang_stage_3_the_threat_from_the_north_attacker_3	wh_main_qb_emp_karl_franz_reikland_runefang_stage_3_the_threat_from_the_north_attacker_3_chaos_sorcerer	
wh_main_qb_emp_karl_franz_reikland_runefang_stage_3_the_threat_from_the_north_attacker_3	wh_main_qb_emp_karl_franz_reikland_runefang_stage_3_the_threat_from_the_north_attacker_3_general	
wh_main_qb_emp_karl_franz_silver_seal_stage_3_defender_1	wh_main_qb_emp_karl_franz_silver_seal_stage_3_defender_banshee1	
wh_main_qb_emp_karl_franz_silver_seal_stage_3_defender_1	wh_main_qb_emp_karl_franz_silver_seal_stage_3_defender_general	
wh_main_qb_emp_karl_franz_silver_seal_stage_3_defender_1	wh_main_qb_emp_karl_franz_silver_seal_stage_3_defender_vampire	
wh_main_qb_emp_karl_franz_silver_seal_stage_3_defender_1	wh_main_qb_emp_karl_franz_silver_seal_stage_3_defender_vampire_2	
wh_main_qb_emp_karl_franz_silver_seal_stage_3_player	wh_main_qb_emp_karl_franz_silver_seal_stage_3_player	
