building_culture_variants_tables	4
building	culture	description	icon	subculture	faction	disables	short_description	display_tooltip
wh2_main_special_settlement_naggarond_norsca_2	wh_main_chs_chaos	wh_main_PLACEHOLDER	dark_elves_city_naggarond	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_naggarond_norsca_3	wh_main_chs_chaos	wh_main_PLACEHOLDER	dark_elves_city_naggarond	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_naggarond_norsca_4	wh_main_chs_chaos	wh_main_PLACEHOLDER	dark_elves_city_naggarond	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_naggarond_norsca_5	wh_main_chs_chaos	wh_main_PLACEHOLDER	dark_elves_city_naggarond	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_naggarond_norsca_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_naggarond_other_1			dark_elves_city_naggarond			false	wh2_main_def_settlement_major_1	true
wh2_main_special_settlement_naggarond_other_2			dark_elves_city_naggarond			false	wh2_main_def_settlement_major_2	true
wh2_main_special_settlement_naggarond_other_3			dark_elves_city_naggarond			false	wh2_main_def_settlement_major_3	true
wh2_main_special_settlement_naggarond_other_4			dark_elves_city_naggarond			false	wh2_main_def_settlement_major_4	true
wh2_main_special_settlement_naggarond_other_5			dark_elves_city_naggarond			false	wh2_main_def_settlement_major_5	true
wh2_main_special_settlement_naggarond_other_ruin			wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_naggarond_ruin			wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_naggarond_savage_1	wh_main_grn_greenskins	wh_main_PLACEHOLDER	dark_elves_city_naggarond	wh_main_sc_grn_savage_orcs		false	wh_main_savage_settlement_major_1	true
wh2_main_special_settlement_naggarond_savage_2	wh_main_grn_greenskins	wh_main_PLACEHOLDER	dark_elves_city_naggarond	wh_main_sc_grn_savage_orcs		false	wh_main_savage_settlement_major_2	true
wh2_main_special_settlement_naggarond_savage_3	wh_main_grn_greenskins	wh_main_PLACEHOLDER	dark_elves_city_naggarond	wh_main_sc_grn_savage_orcs		false	wh_main_savage_settlement_major_3	true
wh2_main_special_settlement_naggarond_savage_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_naggarond_skv_1		wh_main_PLACEHOLDER	dark_elves_city_naggarond			false	wh2_main_skv_settlement_major_1	true
wh2_main_special_settlement_naggarond_skv_2		wh_main_PLACEHOLDER	dark_elves_city_naggarond			false	wh2_main_skv_settlement_major_2	true
wh2_main_special_settlement_naggarond_skv_3		wh_main_PLACEHOLDER	dark_elves_city_naggarond			false	wh2_main_skv_settlement_major_3	true
wh2_main_special_settlement_naggarond_skv_4		wh_main_PLACEHOLDER	dark_elves_city_naggarond			false	wh2_main_skv_settlement_major_4	true
wh2_main_special_settlement_naggarond_skv_5		wh_main_PLACEHOLDER	dark_elves_city_naggarond			false	wh2_main_skv_settlement_major_5	true
wh2_main_special_settlement_naggarond_skv_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_naggarond_vmp_1		wh_main_PLACEHOLDER	dark_elves_city_naggarond			false	wh_main_vmp_settlement_major_1	true
wh2_main_special_settlement_naggarond_vmp_2		wh_main_PLACEHOLDER	dark_elves_city_naggarond			false	wh_main_vmp_settlement_major_2	true
wh2_main_special_settlement_naggarond_vmp_3		wh_main_PLACEHOLDER	dark_elves_city_naggarond			false	wh_main_vmp_settlement_major_3	true
wh2_main_special_settlement_naggarond_vmp_4		wh_main_PLACEHOLDER	dark_elves_city_naggarond			false	wh_main_vmp_settlement_major_4	true
wh2_main_special_settlement_naggarond_vmp_5		wh_main_PLACEHOLDER	dark_elves_city_naggarond			false	wh_main_vmp_settlement_major_5	true
wh2_main_special_settlement_naggarond_vmp_ruin		wh_main_PLACEHOLDER	wh_main_settlement_dwarf_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_pyramid_of_nagash_1_wef		wh_main_PLACEHOLDER	special_pyramid_of_nagash_settlement			false	wh2_main_special_pyramid_of_nagash_vmp	true
wh2_main_special_settlement_pyramid_of_nagash_cst_1		wh_main_PLACEHOLDER	special_pyramid_of_nagash_settlement			false	wh2_main_special_pyramid_of_nagash_vmp	true
wh2_main_special_settlement_pyramid_of_nagash_cst_2		wh_main_PLACEHOLDER	special_pyramid_of_nagash_settlement			false	wh2_main_special_pyramid_of_nagash_vmp	true
wh2_main_special_settlement_pyramid_of_nagash_cst_3		wh_main_PLACEHOLDER	special_pyramid_of_nagash_settlement			false	wh2_main_special_pyramid_of_nagash_vmp	true
wh2_main_special_settlement_pyramid_of_nagash_cst_4		wh_main_PLACEHOLDER	special_pyramid_of_nagash_settlement			false	wh2_main_special_pyramid_of_nagash_vmp	true
wh2_main_special_settlement_pyramid_of_nagash_cst_5		wh_main_PLACEHOLDER	special_pyramid_of_nagash_settlement			false	wh2_main_special_pyramid_of_nagash_vmp	true
wh2_main_special_settlement_pyramid_of_nagash_cst_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_pyramid_of_nagash_ruin_wef		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_brt_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_brt_settlement_major_1	true
wh2_main_special_settlement_sartosa_brt_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_brt_settlement_major_2	true
wh2_main_special_settlement_sartosa_brt_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_brt_settlement_major_3	true
wh2_main_special_settlement_sartosa_brt_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_brt_settlement_major_4	true
wh2_main_special_settlement_sartosa_brt_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_brt_settlement_major_5	true
wh2_main_special_settlement_sartosa_brt_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_cst_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_dlc11_vampirecoast_sartosa_1	true
wh2_main_special_settlement_sartosa_cst_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_dlc11_vampirecoast_sartosa_2	true
wh2_main_special_settlement_sartosa_cst_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_dlc11_vampirecoast_sartosa_3	true
wh2_main_special_settlement_sartosa_cst_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_dlc11_vampirecoast_sartosa_4	true
wh2_main_special_settlement_sartosa_cst_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_dlc11_vampirecoast_sartosa_5	true
wh2_main_special_settlement_sartosa_cst_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_def_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_def_settlement_major_1	true
wh2_main_special_settlement_sartosa_def_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_def_settlement_major_2	true
wh2_main_special_settlement_sartosa_def_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_def_settlement_major_3	true
wh2_main_special_settlement_sartosa_def_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_def_settlement_major_4	true
wh2_main_special_settlement_sartosa_def_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_def_settlement_major_5	true
wh2_main_special_settlement_sartosa_def_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_dwf_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_dwf_settlement_major_1	true
wh2_main_special_settlement_sartosa_dwf_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_dwf_settlement_major_2	true
wh2_main_special_settlement_sartosa_dwf_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_dwf_settlement_major_3	true
wh2_main_special_settlement_sartosa_dwf_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_dwf_settlement_major_4	true
wh2_main_special_settlement_sartosa_dwf_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_dwf_settlement_major_5	true
wh2_main_special_settlement_sartosa_dwf_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_emp_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_emp_settlement_major_1	true
wh2_main_special_settlement_sartosa_emp_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_emp_settlement_major_2	true
wh2_main_special_settlement_sartosa_emp_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_emp_settlement_major_3	true
wh2_main_special_settlement_sartosa_emp_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_emp_settlement_major_4	true
wh2_main_special_settlement_sartosa_emp_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_emp_settlement_major_5	true
wh2_main_special_settlement_sartosa_emp_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_grn_1	wh_main_grn_greenskins	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_grn_greenskins		false	wh_main_grn_settlement_major_1	true
wh2_main_special_settlement_sartosa_grn_2	wh_main_grn_greenskins	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_grn_greenskins		false	wh_main_grn_settlement_major_2	true
wh2_main_special_settlement_sartosa_grn_3	wh_main_grn_greenskins	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_grn_greenskins		false	wh_main_grn_settlement_major_3	true
wh2_main_special_settlement_sartosa_grn_4	wh_main_grn_greenskins	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_grn_greenskins		false	wh_main_grn_settlement_major_4	true
wh2_main_special_settlement_sartosa_grn_5	wh_main_grn_greenskins	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_grn_greenskins		false	wh_main_grn_settlement_major_5	true
wh2_main_special_settlement_sartosa_grn_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_hef_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_hef_settlement_major_1	true
wh2_main_special_settlement_sartosa_hef_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_hef_settlement_major_2	true
wh2_main_special_settlement_sartosa_hef_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_hef_settlement_major_3	true
wh2_main_special_settlement_sartosa_hef_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_hef_settlement_major_4	true
wh2_main_special_settlement_sartosa_hef_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_hef_settlement_major_5	true
wh2_main_special_settlement_sartosa_hef_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_lzd_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_lzd_settlement_major_1	true
wh2_main_special_settlement_sartosa_lzd_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_lzd_settlement_major_2	true
wh2_main_special_settlement_sartosa_lzd_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_lzd_settlement_major_3	true
wh2_main_special_settlement_sartosa_lzd_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_lzd_settlement_major_4	true
wh2_main_special_settlement_sartosa_lzd_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_lzd_settlement_major_5	true
wh2_main_special_settlement_sartosa_lzd_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_norsca_1	wh_main_chs_chaos	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_sartosa_norsca_2	wh_main_chs_chaos	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_sartosa_norsca_3	wh_main_chs_chaos	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_sartosa_norsca_4	wh_main_chs_chaos	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_sartosa_norsca_5	wh_main_chs_chaos	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_sartosa_norsca_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_norscaruin_khorne		wh_main_PLACEHOLDER	nor_ruin_hound			false	wh_main_nor_monolith_hound	true
wh2_main_special_settlement_sartosa_norscaruin_nurgle		wh_main_PLACEHOLDER	nor_ruin_crow			false	wh_main_nor_monolith_crow	true
wh2_main_special_settlement_sartosa_norscaruin_slaanesh		wh_main_PLACEHOLDER	nor_serpent_ruin			false	wh_main_nor_monolith_serpent	true
wh2_main_special_settlement_sartosa_norscaruin_tzeentch		wh_main_PLACEHOLDER	nor_ruin_eagle			false	wh_main_nor_monolith_eagle	true
wh2_main_special_settlement_sartosa_other_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_special_lothern_port_1	true
wh2_main_special_settlement_sartosa_other_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_special_lothern_port_1	true
wh2_main_special_settlement_sartosa_other_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_special_lothern_port_1	true
wh2_main_special_settlement_sartosa_other_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_special_lothern_port_1	true
wh2_main_special_settlement_sartosa_other_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_special_lothern_port_1	true
wh2_main_special_settlement_sartosa_other_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_savage_1	wh_main_grn_greenskins	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_grn_savage_orcs		false	wh_main_savage_settlement_major_1	true
wh2_main_special_settlement_sartosa_savage_2	wh_main_grn_greenskins	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_grn_savage_orcs		false	wh_main_savage_settlement_major_2	true
wh2_main_special_settlement_sartosa_savage_3	wh_main_grn_greenskins	wh_main_PLACEHOLDER	sartosa_settlement	wh_main_sc_grn_savage_orcs		false	wh_main_savage_settlement_major_3	true
wh2_main_special_settlement_sartosa_savage_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_skv_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_skv_settlement_major_1	true
wh2_main_special_settlement_sartosa_skv_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_skv_settlement_major_2	true
wh2_main_special_settlement_sartosa_skv_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_skv_settlement_major_3	true
wh2_main_special_settlement_sartosa_skv_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_skv_settlement_major_4	true
wh2_main_special_settlement_sartosa_skv_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_main_skv_settlement_major_5	true
wh2_main_special_settlement_sartosa_skv_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_tmb_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_dlc09_tmb_settlement_major_1	true
wh2_main_special_settlement_sartosa_tmb_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_dlc09_tmb_settlement_major_2	true
wh2_main_special_settlement_sartosa_tmb_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_dlc09_tmb_settlement_major_3	true
wh2_main_special_settlement_sartosa_tmb_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_dlc09_tmb_settlement_major_4	true
wh2_main_special_settlement_sartosa_tmb_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh2_dlc09_tmb_settlement_major_5	true
wh2_main_special_settlement_sartosa_tmb_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_vmp_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_vmp_settlement_major_1	true
wh2_main_special_settlement_sartosa_vmp_2		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_vmp_settlement_major_2	true
wh2_main_special_settlement_sartosa_vmp_3		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_vmp_settlement_major_3	true
wh2_main_special_settlement_sartosa_vmp_4		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_vmp_settlement_major_4	true
wh2_main_special_settlement_sartosa_vmp_5		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_main_vmp_settlement_major_5	true
wh2_main_special_settlement_sartosa_vmp_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_sartosa_wef_1		wh_main_PLACEHOLDER	sartosa_settlement			false	wh_dlc05_wef_outpost_special	true
wh2_main_special_settlement_sartosa_wef_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_skavenblight_1		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_main_special_settlement_skavenblight_1	true
wh2_main_special_settlement_skavenblight_2		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_main_special_settlement_skavenblight_1	true
wh2_main_special_settlement_skavenblight_3		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_main_special_settlement_skavenblight_1	true
wh2_main_special_settlement_skavenblight_4		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_main_special_settlement_skavenblight_1	true
wh2_main_special_settlement_skavenblight_5		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_main_special_settlement_skavenblight_1	true
wh2_main_special_settlement_skavenblight_cst_1		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_dlc11_vampirecoast_settlement_major_1	true
wh2_main_special_settlement_skavenblight_cst_2		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_dlc11_vampirecoast_settlement_major_2	true
wh2_main_special_settlement_skavenblight_cst_3		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_dlc11_vampirecoast_settlement_major_3	true
wh2_main_special_settlement_skavenblight_cst_4		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_dlc11_vampirecoast_settlement_major_4	true
wh2_main_special_settlement_skavenblight_cst_5		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_dlc11_vampirecoast_settlement_major_5	true
wh2_main_special_settlement_skavenblight_cst_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_skavenblight_norsca_1	wh_main_chs_chaos	wh_main_PLACEHOLDER	skaven_city_skavenblight	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_skavenblight_norsca_2	wh_main_chs_chaos	wh_main_PLACEHOLDER	skaven_city_skavenblight	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_skavenblight_norsca_3	wh_main_chs_chaos	wh_main_PLACEHOLDER	skaven_city_skavenblight	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_skavenblight_norsca_4	wh_main_chs_chaos	wh_main_PLACEHOLDER	skaven_city_skavenblight	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_skavenblight_norsca_5	wh_main_chs_chaos	wh_main_PLACEHOLDER	skaven_city_skavenblight	wh_main_sc_nor_norsca		false	wh_dlc08_special_settlement_norsca	true
wh2_main_special_settlement_skavenblight_norsca_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_skavenblight_other_1		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_main_special_settlement_skavenblight_1	true
wh2_main_special_settlement_skavenblight_other_2		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_main_special_settlement_skavenblight_1	true
wh2_main_special_settlement_skavenblight_other_3		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_main_special_settlement_skavenblight_1	true
wh2_main_special_settlement_skavenblight_other_4		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_main_special_settlement_skavenblight_1	true
wh2_main_special_settlement_skavenblight_other_5		wh_main_PLACEHOLDER	skaven_city_skavenblight			false	wh2_main_special_settlement_skavenblight_1	true
wh2_main_special_settlement_skavenblight_other_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_skavenblight_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_the_awakening_brt_1		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_brt_settlement_major_1	true
wh2_main_special_settlement_the_awakening_brt_2		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_brt_settlement_major_2	true
wh2_main_special_settlement_the_awakening_brt_3		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_brt_settlement_major_3	true
wh2_main_special_settlement_the_awakening_brt_4		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_brt_settlement_major_4	true
wh2_main_special_settlement_the_awakening_brt_5		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_brt_settlement_major_5	true
wh2_main_special_settlement_the_awakening_brt_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_the_awakening_cst_1		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_dlc11_vampirecoast_settlement_major_1	true
wh2_main_special_settlement_the_awakening_cst_2		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_dlc11_vampirecoast_settlement_major_2	true
wh2_main_special_settlement_the_awakening_cst_3		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_dlc11_vampirecoast_settlement_major_3	true
wh2_main_special_settlement_the_awakening_cst_4		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_dlc11_vampirecoast_settlement_major_4	true
wh2_main_special_settlement_the_awakening_cst_5		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_dlc11_vampirecoast_settlement_major_5	true
wh2_main_special_settlement_the_awakening_cst_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_the_awakening_def_1		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_main_def_settlement_major_1	true
wh2_main_special_settlement_the_awakening_def_2		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_main_def_settlement_major_2	true
wh2_main_special_settlement_the_awakening_def_3		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_main_def_settlement_major_3	true
wh2_main_special_settlement_the_awakening_def_4		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_main_def_settlement_major_4	true
wh2_main_special_settlement_the_awakening_def_5		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_main_def_settlement_major_5	true
wh2_main_special_settlement_the_awakening_def_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_the_awakening_dwf_1		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_dwf_settlement_major_1	true
wh2_main_special_settlement_the_awakening_dwf_2		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_dwf_settlement_major_2	true
wh2_main_special_settlement_the_awakening_dwf_3		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_dwf_settlement_major_3	true
wh2_main_special_settlement_the_awakening_dwf_4		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_dwf_settlement_major_4	true
wh2_main_special_settlement_the_awakening_dwf_5		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_dwf_settlement_major_5	true
wh2_main_special_settlement_the_awakening_dwf_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_the_awakening_emp_1		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_emp_settlement_major_1	true
wh2_main_special_settlement_the_awakening_emp_2		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_emp_settlement_major_2	true
wh2_main_special_settlement_the_awakening_emp_3		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_emp_settlement_major_3	true
wh2_main_special_settlement_the_awakening_emp_4		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_emp_settlement_major_4	true
wh2_main_special_settlement_the_awakening_emp_5		wh_main_PLACEHOLDER	awakening_settlement			false	wh_main_emp_settlement_major_5	true
wh2_main_special_settlement_the_awakening_emp_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_the_awakening_grn_1	wh_main_grn_greenskins	wh_main_PLACEHOLDER	awakening_settlement	wh_main_sc_grn_greenskins		false	wh_main_grn_settlement_major_1	true
wh2_main_special_settlement_the_awakening_grn_2	wh_main_grn_greenskins	wh_main_PLACEHOLDER	awakening_settlement	wh_main_sc_grn_greenskins		false	wh_main_grn_settlement_major_2	true
wh2_main_special_settlement_the_awakening_grn_3	wh_main_grn_greenskins	wh_main_PLACEHOLDER	awakening_settlement	wh_main_sc_grn_greenskins		false	wh_main_grn_settlement_major_3	true
wh2_main_special_settlement_the_awakening_grn_4	wh_main_grn_greenskins	wh_main_PLACEHOLDER	awakening_settlement	wh_main_sc_grn_greenskins		false	wh_main_grn_settlement_major_4	true
wh2_main_special_settlement_the_awakening_grn_5	wh_main_grn_greenskins	wh_main_PLACEHOLDER	awakening_settlement	wh_main_sc_grn_greenskins		false	wh_main_grn_settlement_major_5	true
wh2_main_special_settlement_the_awakening_grn_ruin		wh_main_PLACEHOLDER	wh_main_settlement_default_ruin			false	wh_main_settlement_major_ruin	true
wh2_main_special_settlement_the_awakening_hef_1		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_main_hef_settlement_major_1	true
wh2_main_special_settlement_the_awakening_hef_2		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_main_hef_settlement_major_2	true
wh2_main_special_settlement_the_awakening_hef_3		wh_main_PLACEHOLDER	awakening_settlement			false	wh2_main_hef_settlement_major_3	true
