campaign_settlement_display_buildings_tables	6
model_id	key	building_bmd	port_bmd	construction_bmd	damaged_bmd	destroyed_bmd	port_construction_bmd	port_walled_bmd	wall_bmd
wh2_main_building_hef_settlement_major_5	625	prefabs\campaign\hef_major_05.bmd	prefabs\campaign\hef_port_major_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_major_05.bmd	prefabs\campaign\hef_major_05.bmd
wh2_main_building_def_settlement_major_1	630	prefabs\campaign\def_major_01.bmd	prefabs\campaign\def_port_major_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_major_01.bmd	prefabs\campaign\def_major_01.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_savage_2	632675157	prefabs/campaign/tmb_blackpyramid_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_02.bmd
wh2_main_building_def_settlement_major_2	636	prefabs\campaign\def_major_02.bmd	prefabs\campaign\def_port_major_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_major_02.bmd	prefabs\campaign\def_major_02.bmd
wh_main_building_brt_settlement_major_2	64	prefabs/campaign/bretonnia_major_level_2.bmd	prefabs/campaign/bretonnia_port_major_level_2.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_major_level_2.bmd	prefabs/campaign/bretonnia_major_level_2.bmd
wh2_main_building_def_settlement_major_3	645	prefabs\campaign\def_major_03.bmd	prefabs\campaign\def_port_major_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_major_03.bmd	prefabs\campaign\def_major_03.bmd
wh2_main_building_def_settlement_major_4	649	prefabs\campaign\def_major_04.bmd	prefabs\campaign\def_port_major_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_major_04.bmd	prefabs\campaign\def_major_04.bmd
wh2_main_building_def_settlement_major_5	655	prefabs\campaign\def_major_05.bmd	prefabs\campaign\def_port_major_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_major_05.bmd	prefabs\campaign\def_major_05.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_emp_4	656267896	prefabs/campaign/tmb_blackpyramid_04.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs/campaign/tmb_blackpyramid_04.bmd
wh2_main_building_def_settlement_minor_1	660	prefabs\campaign\def_minor_01.bmd	prefabs\campaign\def_port_minor_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_minor_04.bmd	prefabs\campaign\def_minor_04.bmd
wh2_main_building_def_settlement_minor_2	668	prefabs\campaign\def_minor_02.bmd	prefabs\campaign\def_port_minor_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_minor_04.bmd	prefabs\campaign\def_minor_04.bmd
wh2_main_building_def_settlement_minor_3	669	prefabs\campaign\def_minor_03.bmd	prefabs\campaign\def_port_minor_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_minor_04.bmd	prefabs\campaign\def_minor_04.bmd
wh2_main_building_hef_settlement_minor_1	672	prefabs\campaign\hef_minor_01.bmd	prefabs\campaign\hef_port_minor_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_minor_04.bmd	prefabs\campaign\hef_minor_04.bmd
wh2_main_building_hef_settlement_minor_2	680	prefabs\campaign\hef_minor_02.bmd	prefabs\campaign\hef_port_minor_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_minor_04.bmd	prefabs\campaign\hef_minor_04.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_def_5	680212545	prefabs/campaign/tmb_blackpyramid_05.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs/campaign/tmb_blackpyramid_05.bmd
wh2_main_building_hef_settlement_minor_3	683	prefabs\campaign\hef_minor_03.bmd	prefabs\campaign\hef_port_minor_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_minor_04.bmd	prefabs\campaign\hef_minor_04.bmd
wh2_dlc09_tmb_settlement_minor_ruin	697657188	prefabs\campaign\tmb_ruin_standard.bmd	prefabs\campaign\tmb_ruin_port.bmd					prefabs\campaign\tmb_ruin_port.bmd	prefabs\campaign\tmb_ruin_standard.bmd
wh_main_building_brt_settlement_major_3	70	prefabs/campaign/bretonnia_major_level_3.bmd	prefabs/campaign/bretonnia_port_major_level_3.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_major_level_3.bmd	prefabs/campaign/bretonnia_major_level_3.bmd
wh2_dlc09_tmb_settlement_minor_3	711334537	prefabs\campaign\tmb_minor_03.bmd	prefabs\campaign\tmb_minor_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\tmb_minor_port_04.bmd	prefabs\campaign\tmb_minor_04.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_floating_4	720991824	prefabs/campaign/tmb_blackpyramid_06.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_06.bmd
wh2_main_building_lzd_settlement_major_1	723	prefabs\campaign\lzd_major_01.bmd	prefabs\campaign\lzd_port_major_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_major_01.bmd	prefabs\campaign\lzd_major_01.bmd
wh2_main_building_lzd_settlement_major_2	725	prefabs\campaign\lzd_major_02.bmd	prefabs\campaign\lzd_port_major_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_major_02.bmd	prefabs\campaign\lzd_major_02.bmd
wh2_main_building_lzd_settlement_major_3	729	prefabs\campaign\lzd_major_03.bmd	prefabs\campaign\lzd_port_major_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_major_03.bmd	prefabs\campaign\lzd_major_03.bmd
wh2_main_building_lzd_settlement_major_4	738	prefabs\campaign\lzd_major_04.bmd	prefabs\campaign\lzd_port_major_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_major_04.bmd	prefabs\campaign\lzd_major_04.bmd
wh2_main_building_lzd_settlement_major_5	740	prefabs\campaign\lzd_major_05.bmd	prefabs\campaign\lzd_port_major_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_major_05.bmd	prefabs\campaign\lzd_major_05.bmd
wh2_main_building_lzd_settlement_minor_1	741	prefabs\campaign\lzd_minor_01.bmd	prefabs\campaign\lzd_port_minor_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_minor_04.bmd	prefabs\campaign\lzd_minor_04.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_4	742576908	prefabs/campaign/tmb_blackpyramid_04.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs/campaign/tmb_blackpyramid_04.bmd
wh2_main_building_lzd_settlement_minor_2	748	prefabs\campaign\lzd_minor_02.bmd	prefabs\campaign\lzd_port_minor_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_minor_04.bmd	prefabs\campaign\lzd_minor_04.bmd
wh2_main_building_lzd_settlement_minor_3	749	prefabs\campaign\lzd_minor_03.bmd	prefabs\campaign\lzd_port_minor_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\lzd_port_minor_04.bmd	prefabs\campaign\lzd_minor_04.bmd
wh_dlc05_building_wef_outpost_1	750	prefabs\campaign\wef_outpost_01.bmd	prefabs\campaign\wef_outpost_port_01.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh2_main_building_skv_settlement_skavenblight_1	754	prefabs\campaign\skv_skavenblight_01.bmd	prefabs\campaign\skv_skavenblight_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_skavenblight_01.bmd	prefabs\campaign\skv_skavenblight_01.bmd
wh2_main_building_skv_settlement_skavenblight_2	757	prefabs\campaign\skv_skavenblight_02.bmd	prefabs\campaign\skv_skavenblight_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_skavenblight_02.bmd	prefabs\campaign\skv_skavenblight_02.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_floating_3	757498610	prefabs/campaign/tmb_blackpyramid_06.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs/campaign/tmb_blackpyramid_06.bmd
wh2_main_building_skv_settlement_skavenblight_3	767	prefabs\campaign\skv_skavenblight_03.bmd	prefabs\campaign\skv_skavenblight_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_skavenblight_03.bmd	prefabs\campaign\skv_skavenblight_03.bmd
wh_main_building_brt_settlement_major_4	77	prefabs/campaign/bretonnia_major_level_4.bmd	prefabs/campaign/bretonnia_port_major_level_4.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_major_level_4.bmd	prefabs/campaign/bretonnia_major_level_4.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_2	771951382	prefabs/campaign/tmb_blackpyramid_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_02.bmd
wh2_main_horde_rogue_settlement_1	776590816	prefabs\campaign\rogue_minor_encampment.bmd							
wh2_main_building_skv_settlement_skavenblight_4	777	prefabs\campaign\skv_skavenblight_04.bmd	prefabs\campaign\skv_skavenblight_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_skavenblight_04.bmd	prefabs\campaign\skv_skavenblight_04.bmd
wh2_main_building_skv_settlement_skavenblight_5	783	prefabs\campaign\skv_skavenblight_05.bmd	prefabs\campaign\skv_skavenblight_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\skv_skavenblight_05.bmd	prefabs\campaign\skv_skavenblight_05.bmd
wh2_main_lzd_ruin	785	prefabs\campaign\lzd_minor_00_ruin.bmd	prefabs\campaign\lzd_port_minor_00_ruin.bmd					prefabs\campaign\lzd_port_minor_00_ruin.bmd	prefabs\campaign\lzd_minor_00_ruin.bmd
wh2_dlc09_tmb_settlement_khemri_3	788527312	prefabs/campaign/tmb_settra_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_settra_03.bmd
wh2_main_special_fortress_gate_eagle	794	prefabs\campaign\hef_fortress_gate_eagle.bmd	prefabs\campaign\hef_fortress_gate_eagle.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_fortress_gate_eagle.bmd	prefabs\campaign\hef_fortress_gate_eagle.bmd
wh2_main_special_fortress_gate_ruin	802	prefabs\campaign\hef_fortress_gate_ruin.bmd	prefabs\campaign\hef_fortress_gate_ruin.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_fortress_gate_ruin.bmd	prefabs\campaign\hef_fortress_gate_ruin.bmd
wh2_main_special_fortress_gate_griffon	806	prefabs\campaign\hef_fortress_gate_griffon.bmd	prefabs\campaign\hef_fortress_gate_griffon.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_fortress_gate_griffon.bmd	prefabs\campaign\hef_fortress_gate_griffon.bmd
wh2_main_special_fortress_gate_phoenix	808	prefabs\campaign\hef_fortress_gate_phoenix.bmd	prefabs\campaign\hef_fortress_gate_phoenix.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_fortress_gate_phoenix.bmd	prefabs\campaign\hef_fortress_gate_phoenix.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_brt_4	80933893	prefabs/campaign/tmb_blackpyramid_04.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs/campaign/tmb_blackpyramid_04.bmd
wh_main_building_brt_settlement_major_5	81	prefabs/campaign/bretonnia_major_level_5.bmd	prefabs/campaign/bretonnia_port_major_level_5.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_major_level_5.bmd	prefabs/campaign/bretonnia_major_level_5.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_hef_3	810706497	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd
wh2_main_special_fortress_gate_unicorn	816	prefabs\campaign\hef_fortress_gate_unicorn.bmd	prefabs\campaign\hef_fortress_gate_unicorn.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_fortress_gate_unicorn.bmd	prefabs\campaign\hef_fortress_gate_unicorn.bmd
wh2_dlc11_vampirecoast_settlement_minor_1	821767834	prefabs/campaign/vampire_coast_port_minor_1.bmd	prefabs/campaign/vampire_coast_port_minor_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_coast_port_minor_4.bmd	prefabs/campaign/vampire_coast_port_minor_4.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_vmp_4	856360572	prefabs/campaign/tmb_blackpyramid_04.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_04.bmd	prefabs/campaign/tmb_blackpyramid_04.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_norsca_3	863465313	prefabs/campaign/tmb_blackpyramid_03.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_03.bmd	prefabs/campaign/tmb_blackpyramid_03.bmd
wh_main_building_brt_settlement_minor_1	89	prefabs/campaign/bretonnia_minor_level_1.bmd	prefabs/campaign/bretonnia_port_minor_level_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_minor_level_4.bmd	prefabs/campaign/bretonnia_minor_level_4.bmd
wh2_dlc09_tmb_settlement_major_5	904959127	prefabs/campaign/tmb_major_05.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_05.bmd	prefabs/campaign/tmb_major_05.bmd
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_2	905901420	prefabs/campaign/tmb_blackpyramid_02.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/tmb_major_port_02.bmd	prefabs/campaign/tmb_blackpyramid_02.bmd
wh_main_building_brt_settlement_minor_2	93	prefabs/campaign/bretonnia_minor_level_2.bmd	prefabs/campaign/bretonnia_port_minor_level_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_minor_level_4.bmd	prefabs/campaign/bretonnia_minor_level_4.bmd
wh_main_building_brt_settlement_minor_3	98	prefabs/campaign/bretonnia_minor_level_3.bmd	prefabs/campaign/bretonnia_port_minor_level_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_minor_level_4.bmd	prefabs/campaign/bretonnia_minor_level_4.bmd
