campaign_group_members_tables	1
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionEmpire_&_Positive	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionEmpire_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionGreenskin	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionGreenskin	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionGreenskin_&_Negative	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionGreenskin_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionGreenskin_&_Positive	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionGreenskin_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionNorsca	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos_&_Negative	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionNorsca_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos_&_Positive	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionNorsca_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionVamp	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionVamp	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionVamp_&_Negative	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionVamp_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionVamp_&_Positive	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionVamp_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionWoodElves	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionWoodElves	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionWoodElves_&_Negative	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionWoodElves_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionWoodElves_&_Positive	diplomacy_Subcult_Norsca_&_FactionMung_&_OtherFactionWoodElves_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_Positive	diplomacy_Subcult_Norsca_&_FactionMung_&_Positive	24
diplomacy_Subcult_Norsca_&_FactionGroup_2	diplomacy_Subcult_Norsca_&_FactionVanaheimlings	8
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_Negative	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_Negative	24
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBeastmen	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBeastmen	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBeastmen_&_Negative	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBeastmen_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBeastmen_&_Positive	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBeastmen_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBretonnia	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBretonnia	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBretonnia_&_Negative	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBretonnia_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBretonnia_&_Positive	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionBretonnia_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos_&_Negative	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos_&_Positive	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionChaos_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionDwarf	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionDwarf	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionDwarf_&_Negative	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionDwarf_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionDwarf_&_Positive	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionDwarf_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionEmpire	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionEmpire	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionEmpire_&_Negative	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionEmpire_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionEmpire_&_Positive	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionEmpire_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionGreenskin	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionGreenskin	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionGreenskin_&_Negative	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionGreenskin_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionGreenskin_&_Positive	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionGreenskin_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionNorsca	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos_&_Negative	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionNorsca_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos_&_Positive	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionNorsca_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionVamp	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionVamp	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionVamp_&_Negative	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionVamp_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionVamp_&_Positive	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionVamp_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionWoodElves	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionWoodElves	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionWoodElves_&_Negative	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionWoodElves_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionWoodElves_&_Positive	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_OtherFactionWoodElves_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_Positive	diplomacy_Subcult_Norsca_&_FactionVanaheimlings_&_Positive	24
diplomacy_Subcult_Norsca_&_FactionGroup_2	diplomacy_Subcult_Norsca_&_FactionVarg	8
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_Negative	diplomacy_Subcult_Norsca_&_FactionVarg_&_Negative	24
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBeastmen	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBeastmen	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBeastmen_&_Negative	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBeastmen_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBeastmen_&_Positive	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBeastmen_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBretonnia	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBretonnia	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBretonnia_&_Negative	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBretonnia_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionBretonnia_&_Positive	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionBretonnia_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos_&_Negative	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos_&_Positive	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionChaos_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionDwarf	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionDwarf	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionDwarf_&_Negative	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionDwarf_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionDwarf_&_Positive	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionDwarf_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionEmpire	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionEmpire	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionEmpire_&_Negative	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionEmpire_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionEmpire_&_Positive	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionEmpire_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionGreenskin	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionGreenskin	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionGreenskin_&_Negative	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionGreenskin_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionGreenskin_&_Positive	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionGreenskin_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionNorsca	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos_&_Negative	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionNorsca_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionChaos_&_Positive	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionNorsca_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionVamp	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionVamp	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionVamp_&_Negative	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionVamp_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionVamp_&_Positive	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionVamp_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionWoodElves	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionWoodElves	9
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionWoodElves_&_Negative	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionWoodElves_&_Negative	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_OtherFactionWoodElves_&_Positive	diplomacy_Subcult_Norsca_&_FactionVarg_&_OtherFactionWoodElves_&_Positive	25
diplomacy_Subcult_Norsca_&_FactionGroup_2_&_Positive	diplomacy_Subcult_Norsca_&_FactionVarg_&_Positive	24
diplomacy_Subcult_Norsca_&_Negative	diplomacy_Subcult_Norsca_&_Negative	18
diplomacy_Subcult_Norsca_&_OtherFactionBeastmen	diplomacy_Subcult_Norsca_&_OtherFactionBeastmen	3
diplomacy_Subcult_Norsca_&_OtherFactionBeastmen_&_Negative	diplomacy_Subcult_Norsca_&_OtherFactionBeastmen_&_Negative	19
diplomacy_Subcult_Norsca_&_OtherFactionBeastmen_&_Positive	diplomacy_Subcult_Norsca_&_OtherFactionBeastmen_&_Positive	19
diplomacy_Subcult_Norsca_&_OtherFactionBretonnia	diplomacy_Subcult_Norsca_&_OtherFactionBretonnia	3
diplomacy_Subcult_Norsca_&_OtherFactionBretonnia_&_Negative	diplomacy_Subcult_Norsca_&_OtherFactionBretonnia_&_Negative	19
diplomacy_Subcult_Norsca_&_OtherFactionBretonnia_&_Positive	diplomacy_Subcult_Norsca_&_OtherFactionBretonnia_&_Positive	19
diplomacy_Subcult_Norsca_&_OtherFactionChaos	diplomacy_Subcult_Norsca_&_OtherFactionChaos	3
diplomacy_Subcult_Norsca_&_OtherFactionChaos_&_Negative	diplomacy_Subcult_Norsca_&_OtherFactionChaos_&_Negative	19
diplomacy_Subcult_Norsca_&_OtherFactionChaos_&_Positive	diplomacy_Subcult_Norsca_&_OtherFactionChaos_&_Positive	19
diplomacy_Subcult_Norsca_&_OtherFactionDwarf	diplomacy_Subcult_Norsca_&_OtherFactionDwarf	3
diplomacy_Subcult_Norsca_&_OtherFactionDwarf_&_Negative	diplomacy_Subcult_Norsca_&_OtherFactionDwarf_&_Negative	19
diplomacy_Subcult_Norsca_&_OtherFactionDwarf_&_Positive	diplomacy_Subcult_Norsca_&_OtherFactionDwarf_&_Positive	19
diplomacy_Subcult_Norsca_&_OtherFactionEmpire	diplomacy_Subcult_Norsca_&_OtherFactionEmpire	3
diplomacy_Subcult_Norsca_&_OtherFactionEmpire_&_Negative	diplomacy_Subcult_Norsca_&_OtherFactionEmpire_&_Negative	19
diplomacy_Subcult_Norsca_&_OtherFactionEmpire_&_Positive	diplomacy_Subcult_Norsca_&_OtherFactionEmpire_&_Positive	19
diplomacy_Subcult_Norsca_&_OtherFactionGreenskin	diplomacy_Subcult_Norsca_&_OtherFactionGreenskin	3
diplomacy_Subcult_Norsca_&_OtherFactionGreenskin_&_Negative	diplomacy_Subcult_Norsca_&_OtherFactionGreenskin_&_Negative	19
diplomacy_Subcult_Norsca_&_OtherFactionGreenskin_&_Positive	diplomacy_Subcult_Norsca_&_OtherFactionGreenskin_&_Positive	19
diplomacy_Subcult_Norsca_&_OtherFactionChaos	diplomacy_Subcult_Norsca_&_OtherFactionNorsca	3
diplomacy_Subcult_Norsca_&_OtherFactionChaos_&_Negative	diplomacy_Subcult_Norsca_&_OtherFactionNorsca_&_Negative	19
diplomacy_Subcult_Norsca_&_OtherFactionChaos_&_Positive	diplomacy_Subcult_Norsca_&_OtherFactionNorsca_&_Positive	19
diplomacy_Subcult_Norsca_&_OtherFactionVamp	diplomacy_Subcult_Norsca_&_OtherFactionVamp	3
diplomacy_Subcult_Norsca_&_OtherFactionVamp_&_Negative	diplomacy_Subcult_Norsca_&_OtherFactionVamp_&_Negative	19
diplomacy_Subcult_Norsca_&_OtherFactionVamp_&_Positive	diplomacy_Subcult_Norsca_&_OtherFactionVamp_&_Positive	19
diplomacy_Subcult_Norsca_&_OtherFactionWoodElves	diplomacy_Subcult_Norsca_&_OtherFactionWoodElves	3
diplomacy_Subcult_Norsca_&_OtherFactionWoodElves_&_Negative	diplomacy_Subcult_Norsca_&_OtherFactionWoodElves_&_Negative	19
diplomacy_Subcult_Norsca_&_OtherFactionWoodElves_&_Positive	diplomacy_Subcult_Norsca_&_OtherFactionWoodElves_&_Positive	19
diplomacy_Subcult_Norsca_&_Positive	diplomacy_Subcult_Norsca_&_Positive	18
diplomacy_Subcult_Greenskins	diplomacy_Subcult_SavageOrcs	2
diplomacy_Subcult_Greenskins_&_Negative	diplomacy_Subcult_SavageOrcs_&_Negative	18
diplomacy_Subcult_Greenskins_&_OtherFactionBretonnia	diplomacy_Subcult_SavageOrcs_&_OtherFactionBretonnia	3
diplomacy_Subcult_Greenskins_&_OtherFactionBretonnia_&_Negative	diplomacy_Subcult_SavageOrcs_&_OtherFactionBretonnia_&_Negative	19
diplomacy_Subcult_Greenskins_&_OtherFactionBretonnia_&_Positive	diplomacy_Subcult_SavageOrcs_&_OtherFactionBretonnia_&_Positive	19
diplomacy_Subcult_Greenskins_&_OtherFactionChaos	diplomacy_Subcult_SavageOrcs_&_OtherFactionChaos	3
diplomacy_Subcult_Greenskins_&_OtherFactionChaos_&_Negative	diplomacy_Subcult_SavageOrcs_&_OtherFactionChaos_&_Negative	19
diplomacy_Subcult_Greenskins_&_OtherFactionChaos_&_Positive	diplomacy_Subcult_SavageOrcs_&_OtherFactionChaos_&_Positive	19
diplomacy_Subcult_Greenskins_&_OtherFactionDwarf	diplomacy_Subcult_SavageOrcs_&_OtherFactionDwarf	3
diplomacy_Subcult_Greenskins_&_OtherFactionDwarf_&_Negative	diplomacy_Subcult_SavageOrcs_&_OtherFactionDwarf_&_Negative	19
diplomacy_Subcult_Greenskins_&_OtherFactionDwarf_&_Positive	diplomacy_Subcult_SavageOrcs_&_OtherFactionDwarf_&_Positive	19
diplomacy_Subcult_Greenskins_&_OtherFactionEmpire	diplomacy_Subcult_SavageOrcs_&_OtherFactionEmpire	3
diplomacy_Subcult_Greenskins_&_OtherFactionEmpire_&_Negative	diplomacy_Subcult_SavageOrcs_&_OtherFactionEmpire_&_Negative	19
diplomacy_Subcult_Greenskins_&_OtherFactionEmpire_&_Positive	diplomacy_Subcult_SavageOrcs_&_OtherFactionEmpire_&_Positive	19
diplomacy_Subcult_Greenskins_&_OtherFactionGreenskin	diplomacy_Subcult_SavageOrcs_&_OtherFactionGreenskin	3
diplomacy_Subcult_Greenskins_&_OtherFactionGreenskin_&_Negative	diplomacy_Subcult_SavageOrcs_&_OtherFactionGreenskin_&_Negative	19
diplomacy_Subcult_Greenskins_&_OtherFactionGreenskin_&_Positive	diplomacy_Subcult_SavageOrcs_&_OtherFactionGreenskin_&_Positive	19
diplomacy_Subcult_Greenskins_&_OtherFactionVamp	diplomacy_Subcult_SavageOrcs_&_OtherFactionVamp	3
diplomacy_Subcult_Greenskins_&_OtherFactionVamp_&_Negative	diplomacy_Subcult_SavageOrcs_&_OtherFactionVamp_&_Negative	19
diplomacy_Subcult_Greenskins_&_OtherFactionVamp_&_Positive	diplomacy_Subcult_SavageOrcs_&_OtherFactionVamp_&_Positive	19
diplomacy_Subcult_Greenskins_&_Positive	diplomacy_Subcult_SavageOrcs_&_Positive	18
diplomacy_Subcult_Skaven	diplomacy_Subcult_Skaven	2
diplomacy_Subcult_Skaven_&_Negative	diplomacy_Subcult_Skaven_&_Negative	18
diplomacy_Subcult_Skaven_&_OtherFactionBeastmen	diplomacy_Subcult_Skaven_&_OtherFactionBeastmen	3
diplomacy_Subcult_Skaven_&_OtherFactionBeastmen_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionBeastmen_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionBeastmen_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionBeastmen_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionBretonnia	diplomacy_Subcult_Skaven_&_OtherFactionBretonnia	3
diplomacy_Subcult_Skaven_&_OtherFactionBretonnia_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionBretonnia_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionBretonnia_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionBretonnia_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionChaos	diplomacy_Subcult_Skaven_&_OtherFactionChaos	3
diplomacy_Subcult_Skaven_&_OtherFactionChaos_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionChaos_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionChaos_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionChaos_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionDarkElves	diplomacy_Subcult_Skaven_&_OtherFactionDarkElves	3
diplomacy_Subcult_Skaven_&_OtherFactionDarkElves_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionDarkElves_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionDarkElves_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionDarkElves_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionDwarf	diplomacy_Subcult_Skaven_&_OtherFactionDwarf	3
diplomacy_Subcult_Skaven_&_OtherFactionDwarf_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionDwarf_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionDwarf_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionDwarf_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionEmpire	diplomacy_Subcult_Skaven_&_OtherFactionEmpire	3
diplomacy_Subcult_Skaven_&_OtherFactionEmpire_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionEmpire_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionEmpire_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionEmpire_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionGreenskin	diplomacy_Subcult_Skaven_&_OtherFactionGreenskin	3
diplomacy_Subcult_Skaven_&_OtherFactionGreenskin_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionGreenskin_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionGreenskin_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionGreenskin_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionHighElves	diplomacy_Subcult_Skaven_&_OtherFactionHighElves	3
diplomacy_Subcult_Skaven_&_OtherFactionHighElves_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionHighElves_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionHighElves_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionHighElves_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionLizardmen	diplomacy_Subcult_Skaven_&_OtherFactionLizardmen	3
diplomacy_Subcult_Skaven_&_OtherFactionLizardmen_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionLizardmen_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionLizardmen_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionLizardmen_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionSkaven	diplomacy_Subcult_Skaven_&_OtherFactionSkaven	3
diplomacy_Subcult_Skaven_&_OtherFactionSkaven_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionSkaven_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionSkaven_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionSkaven_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionTombKings	diplomacy_Subcult_Skaven_&_OtherFactionTombKings	3
diplomacy_Subcult_Skaven_&_OtherFactionTombKings_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionTombKings_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionTombKings_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionTombKings_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionVamp	diplomacy_Subcult_Skaven_&_OtherFactionVamp	3
diplomacy_Subcult_Skaven_&_OtherFactionVamp_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionVamp_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionVamp_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionVamp_&_Positive	19
diplomacy_Subcult_Skaven_&_OtherFactionWoodElves	diplomacy_Subcult_Skaven_&_OtherFactionWoodElves	3
diplomacy_Subcult_Skaven_&_OtherFactionWoodElves_&_Negative	diplomacy_Subcult_Skaven_&_OtherFactionWoodElves_&_Negative	19
diplomacy_Subcult_Skaven_&_OtherFactionWoodElves_&_Positive	diplomacy_Subcult_Skaven_&_OtherFactionWoodElves_&_Positive	19
diplomacy_Subcult_Skaven_&_Positive	diplomacy_Subcult_Skaven_&_Positive	18
diplomacy_Subcult_TEB	diplomacy_Subcult_TEB	2
diplomacy_Subcult_TEB_&_Negative	diplomacy_Subcult_TEB_&_Negative	18
diplomacy_Subcult_TEB_&_OtherFactionBretonnia	diplomacy_Subcult_TEB_&_OtherFactionBretonnia	3
diplomacy_Subcult_TEB_&_OtherFactionBretonnia_&_Negative	diplomacy_Subcult_TEB_&_OtherFactionBretonnia_&_Negative	19
diplomacy_Subcult_TEB_&_OtherFactionBretonnia_&_Positive	diplomacy_Subcult_TEB_&_OtherFactionBretonnia_&_Positive	19
diplomacy_Subcult_TEB_&_OtherFactionChaos	diplomacy_Subcult_TEB_&_OtherFactionChaos	3
diplomacy_Subcult_TEB_&_OtherFactionChaos_&_Negative	diplomacy_Subcult_TEB_&_OtherFactionChaos_&_Negative	19
diplomacy_Subcult_TEB_&_OtherFactionChaos_&_Positive	diplomacy_Subcult_TEB_&_OtherFactionChaos_&_Positive	19
diplomacy_Subcult_TEB_&_OtherFactionDwarf	diplomacy_Subcult_TEB_&_OtherFactionDwarf	3
diplomacy_Subcult_TEB_&_OtherFactionDwarf_&_Negative	diplomacy_Subcult_TEB_&_OtherFactionDwarf_&_Negative	19
diplomacy_Subcult_TEB_&_OtherFactionDwarf_&_Positive	diplomacy_Subcult_TEB_&_OtherFactionDwarf_&_Positive	19
diplomacy_Subcult_TEB_&_OtherFactionEmpire	diplomacy_Subcult_TEB_&_OtherFactionEmpire	3
diplomacy_Subcult_TEB_&_OtherFactionEmpire_&_Negative	diplomacy_Subcult_TEB_&_OtherFactionEmpire_&_Negative	19
diplomacy_Subcult_TEB_&_OtherFactionEmpire_&_Positive	diplomacy_Subcult_TEB_&_OtherFactionEmpire_&_Positive	19
diplomacy_Subcult_TEB_&_OtherFactionGreenskin	diplomacy_Subcult_TEB_&_OtherFactionGreenskin	3
diplomacy_Subcult_TEB_&_OtherFactionGreenskin_&_Negative	diplomacy_Subcult_TEB_&_OtherFactionGreenskin_&_Negative	19
diplomacy_Subcult_TEB_&_OtherFactionGreenskin_&_Positive	diplomacy_Subcult_TEB_&_OtherFactionGreenskin_&_Positive	19
diplomacy_Subcult_TEB_&_OtherFactionVamp	diplomacy_Subcult_TEB_&_OtherFactionVamp	3
diplomacy_Subcult_TEB_&_OtherFactionVamp_&_Negative	diplomacy_Subcult_TEB_&_OtherFactionVamp_&_Negative	19
diplomacy_Subcult_TEB_&_OtherFactionVamp_&_Positive	diplomacy_Subcult_TEB_&_OtherFactionVamp_&_Positive	19
diplomacy_Subcult_TEB_&_Positive	diplomacy_Subcult_TEB_&_Positive	18
diplomacy_Subcult_Vampire	diplomacy_Subcult_Vampire	2
